,IF_single_elderly,income_percap,TVtime_codes,IF_existChildren,NumPC_list,IF_singleAE,income,NumWaterHeater_list,NumVehicle_codes,Cookingtime_codes,NumDryer_list,NumWashMach_list,NumCookingEquip_list,IF_coupleWithChildren,resident_codes,raw_income,percapita_en_total_no_vehicle,size,Reno_OtherHeatInsu_codes,IF_existElderly,IF_singleA,SummerSunshine_codes,GlassType_codes,IF_coupleA,elderNumber,resident,demographicType,NumTV_list,live_days,IF_grandparentKids,childrenNumber,NumAC_list,Reno_WindowGap_codes,ages_mean,IF_couple_elderly,gender_codes,HouseAge_codes,job,WinterSunshine_codes,WindowFrame_codes,Reno_WindowGlass_codes,IF_singleWithChildren,Reno_Wall_codes,IF_bigFamily,Weektime_list,cluster
666,0,15000.0,3.0,0,0,0,3,0,0,1.0,0,1,2,0,0.0,45000.0,340.81338,3,6.0,1,0,4.0,1.0,0,2,1,8,1,7,0,0,0,6.0,61.66666667,0,0,5.0,0,2.0,2.0,4.0,0,5.0,0,7,0
667,0,16666.66667,1.0,0,1,0,3,0,0,2.0,0,1,2,0,0.0,50000.0,446.89699533333334,3,6.0,0,0,4.0,1.0,0,0,1,9,1,7,0,0,0,6.0,38.33333333,0,1,5.0,2,3.0,2.0,4.0,0,5.0,0,7,0
670,0,16000.0,3.0,0,1,0,3,0,0,1.0,0,1,3,0,0.0,48000.0,478.577816,3,6.0,1,0,6.0,1.0,0,3,1,8,1,7,0,0,0,6.0,69.33333333,0,1,5.0,2,7.0,2.0,5.0,0,5.0,0,7,0
671,1,24000.0,2.0,0,0,1,2,1,0,3.0,0,1,2,0,0.0,24000.0,2365.599919,1,5.0,1,0,6.0,0.0,0,1,1,5,1,7,0,0,0,5.0,73.0,0,0,5.0,0,4.0,0.0,5.0,0,5.0,0,7,0
674,0,16000.0,4.0,1,1,0,4,0,1,3.0,1,1,1,0,0.0,80000.0,425.9615846,5,5.0,1,0,3.0,1.0,0,2,1,7,1,7,0,1,0,5.0,43.0,0,0,4.0,0,2.0,3.0,3.0,0,5.0,1,7,1
680,0,17500.0,4.0,0,0,0,3,0,0,4.0,0,1,3,0,0.0,35000.0,1310.0891125,2,6.0,1,0,5.0,1.0,0,1,1,8,1,7,0,0,0,5.0,45.66666667,0,0,6.0,0,2.0,0.0,5.0,0,5.0,0,7,0
685,0,36000.0,2.0,0,2,0,4,1,0,0.0,0,1,2,0,0.0,72000.0,1264.440474,2,6.0,0,0,4.0,0.0,1,0,1,1,1,7,0,0,0,6.0,45.5,0,0,5.0,2,3.0,4.0,6.0,0,6.0,0,7,0
689,0,40000.0,1.0,0,1,0,5,1,1,2.0,0,1,1,0,0.0,120000.0,254.58417913333335,3,3.0,0,0,8.0,1.0,0,0,1,9,2,7,0,0,0,3.0,39.66666667,0,0,5.0,2,8.0,0.0,3.0,0,3.0,0,7,0
692,0,10000.0,1.0,1,1,0,4,0,0,3.0,0,1,2,0,0.0,60000.0,284.4330361666667,6,6.0,1,0,2.0,1.0,0,3,1,7,1,7,0,1,0,5.0,53.16666667,0,1,5.0,0,1.0,0.0,5.0,0,5.0,1,7,1
693,0,30000.0,4.0,0,0,0,4,1,0,4.0,0,1,7,0,0.0,60000.0,1771.155474,2,6.0,1,0,8.0,2.0,0,1,1,6,1,7,0,0,0,6.0,54.5,1,1,6.0,2,5.0,0.0,6.0,0,6.0,0,7,0
695,0,50000.0,1.0,0,2,0,4,1,0,1.0,0,1,4,0,0.0,100000.0,1785.0583615,2,6.0,0,0,5.0,1.0,1,0,1,1,1,7,0,0,0,6.0,27.5,0,1,3.0,2,5.0,0.0,6.0,0,6.0,0,7,0
697,1,10000.0,4.0,0,1,1,1,1,0,1.0,0,1,2,0,0.0,10000.0,998.7305429,1,6.0,1,0,6.0,1.0,0,1,1,5,1,4,0,0,0,5.0,56.0,0,1,6.0,2,4.0,2.0,6.0,0,6.0,0,4,0
700,0,2000.0,3.0,0,0,0,0,1,0,1.0,0,1,2,0,0.0,2000.0,667.3867169,1,5.0,1,0,6.0,1.0,0,2,1,6,1,7,0,0,0,5.0,65.0,1,1,7.0,0,3.0,2.0,5.0,0,5.0,0,7,0
701,0,50000.0,4.0,0,0,0,4,0,0,2.0,0,1,4,0,0.0,100000.0,1197.520075,2,6.0,1,0,4.0,1.0,0,2,1,6,1,7,0,0,0,4.0,76.5,1,1,4.0,0,3.0,2.0,4.0,0,5.0,0,7,0
702,0,5000.0,0.0,0,1,0,2,0,0,1.0,0,0,2,0,0.0,20000.0,87.481837625,4,5.0,1,0,8.0,1.0,0,1,1,8,1,7,0,0,0,5.0,48.0,0,0,5.0,0,6.0,2.0,5.0,0,5.0,0,7,1
704,0,75000.0,1.0,0,1,0,4,1,0,1.0,0,1,1,0,0.0,75000.0,1353.829393,1,6.0,1,0,8.0,1.0,0,2,1,8,1,7,0,0,0,5.0,45.0,0,1,6.0,2,5.0,2.0,6.0,0,5.0,0,7,0
706,0,25000.0,1.0,0,1,0,3,1,0,2.0,0,1,1,0,0.0,50000.0,332.14908175,2,6.0,1,0,5.0,1.0,0,2,1,8,1,7,0,0,0,5.0,47.66666667,0,1,5.0,2,3.0,2.0,5.0,0,5.0,0,7,0
707,0,40000.0,2.0,0,1,0,4,0,0,2.0,0,0,3,0,0.0,80000.0,583.532157,2,6.0,0,0,5.0,1.0,0,0,1,11,1,2,0,0,0,6.0,23.5,0,0,5.0,2,4.0,2.0,6.0,0,6.0,0,2,0
710,0,24000.0,3.0,0,0,0,3,0,0,2.0,0,1,4,0,0.0,48000.0,923.9699825,2,6.0,1,0,1.0,1.0,0,2,1,6,1,7,0,0,0,3.0,65.0,1,1,5.0,0,1.0,2.0,4.0,0,5.0,0,7,0
711,0,7500.0,2.0,0,0,0,2,1,0,2.0,0,0,3,0,0.0,15000.0,895.693645,2,6.0,0,0,5.0,1.0,1,0,1,1,1,7,0,0,0,6.0,53.5,0,1,5.0,0,3.0,2.0,5.0,0,5.0,0,7,0
712,0,16666.66667,2.0,0,0,0,3,1,0,1.0,0,0,1,0,0.0,50000.0,536.3284273333334,3,6.0,1,0,7.0,1.0,0,3,1,8,1,7,0,0,0,4.0,63.66666667,0,1,5.0,2,6.0,2.0,4.0,0,4.0,0,7,0
716,0,6666.666667,2.0,1,0,0,2,0,0,2.0,0,1,3,1,0.0,20000.0,280.6038004,3,6.0,0,0,6.0,1.0,0,0,1,2,1,3,0,1,0,6.0,34.66666667,0,0,5.0,2,5.0,2.0,4.0,0,6.0,0,3,0
717,0,17500.0,2.0,0,0,0,3,0,0,2.0,0,1,7,0,0.0,35000.0,74.980451,2,5.0,1,0,7.0,1.0,0,2,1,6,1,7,0,0,0,5.0,70.0,1,1,5.0,0,5.0,2.0,5.0,0,6.0,0,7,0
718,0,5000.0,2.0,0,0,0,1,1,0,2.0,0,1,1,0,0.0,10000.0,890.914855,2,6.0,1,0,6.0,1.0,0,1,1,6,1,7,0,0,0,5.0,54.5,1,0,5.0,0,4.0,2.0,5.0,0,5.0,0,7,0
719,1,20000.0,2.0,0,0,1,2,0,0,3.0,0,1,1,0,0.0,20000.0,616.8766779,1,1.0,1,0,2.0,0.0,0,1,1,5,1,7,0,0,0,1.0,58.0,0,0,4.0,0,4.0,1.0,1.0,0,1.0,0,7,0
721,0,10000.0,3.0,0,0,0,2,1,0,1.0,0,1,1,0,0.0,20000.0,423.4553986,2,5.0,1,0,3.0,0.0,0,2,1,6,1,7,0,0,0,5.0,70.0,1,0,7.0,0,5.0,2.0,5.0,0,5.0,0,7,0
733,0,26666.66667,1.0,0,0,0,4,1,0,1.0,0,1,3,0,0.0,80000.0,388.35126066666663,3,5.0,0,0,5.0,1.0,0,0,1,9,1,7,0,0,0,5.0,41.66666667,0,1,5.0,2,3.0,0.0,5.0,0,4.0,0,7,0
734,0,17500.0,4.0,1,0,0,4,1,0,2.0,0,1,2,1,0.0,70000.0,217.02441275,4,6.0,1,0,4.0,1.0,0,1,1,2,1,7,0,1,0,6.0,36.0,0,0,6.0,2,3.0,2.0,6.0,0,6.0,0,7,1
735,0,6666.666667,3.0,0,0,0,2,0,0,2.0,0,1,2,0,0.0,20000.0,401.72636966666664,3,6.0,1,0,6.0,0.0,0,2,1,8,1,6,0,0,0,6.0,50.0,0,0,4.0,0,5.0,0.0,3.0,0,6.0,0,6,0
736,0,25000.0,2.0,1,1,0,3,0,0,1.0,0,1,2,0,0.0,50000.0,976.4112685,2,6.0,1,0,7.0,1.0,0,2,1,7,2,7,0,1,0,6.0,52.0,0,1,4.0,0,5.0,2.0,6.0,0,6.0,1,7,0
738,0,10000.0,2.0,0,1,0,3,0,0,2.0,0,1,1,0,0.0,30000.0,419.21528566666666,3,6.0,0,0,8.0,1.0,0,0,1,9,1,7,0,0,0,6.0,36.66666667,0,1,6.0,0,5.0,2.0,6.0,0,6.0,0,7,0
739,0,25000.0,3.0,0,0,0,3,0,0,3.0,0,0,2,0,0.0,50000.0,135.97484835,2,6.0,0,0,6.0,0.0,1,0,1,1,1,7,0,0,0,3.0,52.5,0,0,5.0,2,4.0,0.0,2.0,0,3.0,0,7,0
744,0,33333.33333,2.0,0,1,0,4,1,0,3.0,0,1,3,0,0.0,100000.0,256.76680146666666,3,6.0,1,0,4.0,1.0,0,1,1,8,1,7,0,0,0,6.0,48.25,0,1,6.0,2,2.0,2.0,6.0,0,6.0,0,7,0
747,0,40000.0,3.0,0,0,0,4,1,0,3.0,0,1,2,0,0.0,80000.0,833.7316745,2,2.0,0,0,3.0,1.0,0,0,1,9,1,7,0,0,0,2.0,39.33333333,0,1,3.0,2,3.0,2.0,2.0,0,2.0,0,7,0
759,0,20000.0,2.0,0,0,0,4,0,0,1.0,0,1,2,0,0.0,60000.0,119.38990923333334,3,6.0,1,0,0.0,1.0,0,2,1,6,1,7,0,0,0,5.0,61.0,1,0,5.0,0,0.0,2.0,5.0,0,5.0,0,7,0
760,0,20000.0,5.0,0,0,0,3,1,0,2.0,0,1,4,0,0.0,40000.0,298.8872719,2,6.0,1,0,5.0,1.0,0,2,1,6,1,7,0,0,0,6.0,63.5,1,0,5.0,0,3.0,0.0,6.0,0,6.0,0,7,0
766,1,13000.0,3.0,0,0,1,2,0,0,1.0,0,0,2,0,0.0,13000.0,2204.534319,1,6.0,1,0,4.0,0.0,0,1,1,5,1,7,0,0,0,5.0,81.0,0,0,3.0,0,4.0,2.0,5.0,0,6.0,0,7,0
767,0,12500.0,2.0,0,1,0,2,1,0,2.0,0,1,2,0,0.0,25000.0,663.0853275,2,3.0,0,0,5.0,1.0,0,0,1,9,1,6,0,0,0,4.0,42.0,0,1,4.0,0,5.0,0.0,3.0,0,4.0,0,6,0
770,0,37500.0,1.0,0,2,0,5,1,0,3.0,0,0,5,0,0.0,150000.0,882.26643875,4,5.0,1,0,3.0,1.0,0,2,1,8,2,7,0,0,0,4.0,59.0,0,1,5.0,2,2.0,2.0,4.0,0,6.0,0,7,1
772,0,3500.0,4.0,0,0,0,1,0,0,0.0,0,1,3,0,0.0,7000.0,116.71257955,2,6.0,0,0,1.0,1.0,1,0,1,1,1,7,0,0,0,5.0,50.5,0,1,5.0,0,2.0,2.0,6.0,0,5.0,0,7,0
773,0,16666.66667,0.0,0,2,0,3,1,0,2.0,0,1,4,0,0.0,50000.0,968.138598,3,6.0,0,0,3.0,1.0,0,0,1,9,1,7,0,0,0,3.0,35.0,0,1,5.0,2,3.0,2.0,3.0,0,6.0,0,7,0
777,0,30000.0,0.0,0,1,0,4,1,1,3.0,0,1,1,0,0.0,60000.0,880.4441335,2,6.0,0,0,4.0,1.0,1,0,1,1,1,7,0,0,0,6.0,27.0,0,1,5.0,2,3.0,2.0,6.0,0,5.0,0,7,0
778,0,30000.0,4.0,0,1,0,4,1,0,1.0,0,1,2,0,0.0,90000.0,602.1586233333334,3,5.0,1,0,3.0,1.0,0,1,1,8,1,7,0,0,0,6.0,60.0,0,0,5.0,0,1.0,2.0,6.0,0,5.0,0,7,0
780,0,6000.0,3.0,1,0,0,2,1,0,2.0,0,1,2,0,0.0,12000.0,126.5855241,2,6.0,0,0,5.0,1.0,0,0,1,3,1,7,0,1,0,6.0,21.5,0,0,6.0,2,4.0,2.0,6.0,1,6.0,0,7,0
781,0,33333.33333,2.0,1,1,0,4,1,0,2.0,0,1,3,1,0.0,100000.0,273.6420083,3,6.0,0,0,4.0,1.0,0,0,1,2,1,7,0,1,0,6.0,31.33333333,0,1,7.0,2,3.0,2.0,6.0,0,6.0,0,7,0
782,0,30000.0,2.0,0,0,0,4,0,0,2.0,0,1,3,0,0.0,60000.0,674.312321,2,6.0,0,0,5.0,1.0,1,0,1,1,1,7,0,0,0,5.0,49.5,0,0,6.0,2,3.0,2.0,5.0,0,5.0,0,7,0
785,0,8880.0,3.0,1,1,0,3,1,0,2.0,0,1,4,0,0.0,44400.0,331.5364882,5,6.0,1,0,6.0,1.0,0,2,1,7,1,7,0,1,0,4.0,43.8,0,1,2.0,0,4.0,2.0,4.0,0,6.0,1,7,1
787,0,32000.0,2.0,0,0,0,4,1,0,2.0,0,1,3,0,0.0,96000.0,512.7416523333333,3,6.0,0,0,4.0,1.0,0,0,1,9,1,7,0,0,0,4.0,42.0,0,1,5.0,2,3.0,2.0,4.0,0,5.0,0,7,0
793,0,20000.0,2.0,0,0,0,4,0,0,1.0,0,1,1,0,0.0,60000.0,545.8562023333333,3,6.0,0,0,6.0,1.0,0,0,1,9,1,7,0,0,0,5.0,33.33333333,0,1,6.0,2,4.0,2.0,6.0,0,6.0,0,7,0
799,1,15000.0,1.0,0,0,1,2,0,0,2.0,0,1,2,0,0.0,15000.0,1879.938212,1,6.0,1,0,3.0,1.0,0,1,1,5,1,4,0,0,0,6.0,70.0,0,0,4.0,0,4.0,2.0,3.0,0,5.0,0,4,0
807,0,13333.33333,3.0,1,1,0,3,1,0,1.0,0,1,2,0,0.0,40000.0,609.574573,3,5.0,1,0,6.0,1.0,0,2,1,4,1,7,1,1,0,5.0,46.66666667,0,0,5.0,0,7.0,2.0,5.0,0,5.0,0,7,0
834,0,25000.0,3.0,0,1,0,4,1,1,5.0,0,1,3,0,0.0,100000.0,1023.5785675,4,6.0,0,0,3.0,1.0,0,0,1,9,2,7,0,0,2,6.0,38.25,0,0,7.0,2,2.0,2.0,6.0,0,6.0,0,7,1
835,0,20000.0,2.0,0,0,0,2,0,0,2.0,0,1,1,0,0.0,20000.0,152.2577875,1,1.0,1,0,7.0,0.0,0,2,1,6,1,7,0,0,0,6.0,59.0,1,1,4.0,0,4.0,1.0,6.0,0,1.0,0,7,0
836,0,10800.0,5.0,0,0,0,2,0,0,2.0,0,0,1,0,0.0,21600.0,587.7862925,2,6.0,1,0,1.0,1.0,0,2,1,6,1,7,0,0,0,6.0,57.5,1,0,6.0,0,0.0,2.0,6.0,0,6.0,0,7,0
845,0,20000.0,3.0,0,0,0,3,0,0,2.0,0,0,2,0,0.0,40000.0,487.0956197,2,5.0,1,0,6.0,1.0,0,2,1,6,1,5,0,0,0,5.0,56.0,1,1,6.0,0,6.0,0.0,6.0,0,5.0,0,5,0
852,0,36666.66667,2.0,0,1,0,5,1,1,1.0,0,1,5,0,0.0,110000.0,717.9295833333334,3,6.0,0,0,8.0,1.0,0,0,1,9,1,3,0,0,0,6.0,36.66666667,0,1,6.0,2,7.0,0.0,6.0,0,6.0,0,3,0
854,0,5000.0,3.0,0,0,0,1,0,0,2.0,0,0,1,0,0.0,10000.0,88.060882,2,6.0,0,0,7.0,0.0,0,0,1,9,1,7,0,0,0,6.0,41.0,0,1,6.0,0,5.0,2.0,6.0,0,6.0,0,7,0
857,0,30000.0,4.0,0,1,0,4,1,1,4.0,0,1,6,0,0.0,60000.0,635.552677,2,6.0,0,0,3.0,1.0,0,0,1,9,1,7,0,0,0,5.0,36.66666667,0,0,3.0,2,3.0,2.0,5.0,0,3.0,0,7,0
860,0,23333.33333,0.0,1,1,0,4,1,0,4.0,0,1,5,1,0.0,70000.0,1022.9455156666667,3,6.0,0,0,8.0,1.0,0,0,1,2,1,7,0,1,0,6.0,30.0,0,0,7.0,2,5.0,2.0,6.0,0,6.0,0,7,0
862,1,15000.0,2.0,0,0,1,2,0,0,3.0,0,1,1,0,0.0,15000.0,2221.429557,1,6.0,1,0,3.0,1.0,0,1,1,5,1,6,0,0,0,6.0,56.0,0,0,3.0,0,2.0,2.0,6.0,0,6.0,0,6,0
870,0,2500.0,4.0,0,0,0,1,0,0,1.0,0,0,3,0,0.0,10000.0,57.2819576,4,6.0,0,0,8.0,0.0,0,0,1,9,1,3,0,0,0,6.0,39.5,0,0,4.0,0,7.0,1.0,6.0,0,6.0,0,3,1
873,0,17500.0,4.0,0,0,0,3,0,0,4.0,0,1,6,0,0.0,35000.0,61.37209275,2,1.0,1,0,6.0,1.0,0,2,1,6,1,7,0,0,0,1.0,64.5,1,1,5.0,0,6.0,1.0,1.0,0,1.0,0,7,0
886,0,12000.0,5.0,1,0,0,4,1,0,2.0,0,1,7,0,0.0,60000.0,560.812692,5,6.0,1,0,8.0,1.0,0,2,1,7,2,7,0,1,0,4.0,42.4,0,1,4.0,2,6.0,2.0,3.0,0,6.0,1,7,1
888,0,18000.0,1.0,0,0,1,2,0,0,1.0,0,0,2,0,0.0,18000.0,63.74823,1,6.0,0,1,4.0,1.0,0,0,1,0,1,7,0,0,0,6.0,54.0,0,0,2.0,2,3.0,2.0,6.0,0,6.0,0,7,0
890,0,2666.666667,3.0,0,0,0,1,0,1,7.0,0,1,2,0,0.0,8000.0,22.963204573333332,3,6.0,1,0,6.0,1.0,0,2,1,8,1,7,0,0,0,6.0,44.33333333,0,1,5.0,0,4.0,2.0,6.0,0,6.0,0,7,0
895,0,6666.666667,2.0,0,0,0,2,1,0,2.0,0,0,1,0,0.0,20000.0,561.55052,3,6.0,1,0,6.0,1.0,0,3,1,8,1,7,0,0,1,6.0,66.33333333,0,1,6.0,2,5.0,2.0,6.0,0,6.0,0,7,0
898,0,40000.0,0.0,0,2,0,4,1,1,2.0,0,1,3,0,0.0,80000.0,1965.7048415,2,6.0,0,0,6.0,1.0,1,0,1,1,1,7,0,0,0,6.0,49.0,0,0,6.0,2,4.0,2.0,6.0,0,6.0,0,7,0
900,0,24000.0,2.0,0,0,0,2,0,0,1.0,0,1,1,0,0.0,24000.0,556.7219751,1,6.0,1,0,6.0,1.0,0,2,1,6,1,7,0,0,0,6.0,77.0,1,1,3.0,0,4.0,1.0,6.0,0,0.0,0,7,0
901,0,6000.0,3.0,1,0,0,3,0,0,2.0,0,1,2,0,0.0,30000.0,388.48363639999997,5,6.0,0,0,4.0,0.0,0,0,1,7,1,7,0,1,0,6.0,38.0,0,1,5.0,2,6.0,2.0,6.0,0,6.0,1,7,1
904,0,24000.0,2.0,0,0,0,3,1,0,2.0,0,1,2,0,0.0,48000.0,1089.8505575,2,6.0,1,0,7.0,1.0,0,2,1,6,1,7,0,0,0,5.0,67.0,1,1,6.0,0,5.0,2.0,6.0,0,6.0,0,7,0
905,0,50000.0,3.0,1,0,0,5,1,0,1.0,1,0,2,1,0.0,150000.0,1044.7605213333334,3,6.0,0,0,8.0,0.0,0,0,1,2,1,7,0,1,0,6.0,39.33333333,0,0,4.0,0,7.0,1.0,6.0,0,6.0,0,7,0
908,0,8000.0,3.0,1,0,0,3,0,0,1.0,0,1,2,0,0.0,40000.0,72.69409518,5,4.0,1,0,7.0,0.0,0,1,1,7,1,7,0,2,0,5.0,32.4,0,0,4.0,0,5.0,3.0,3.0,0,4.0,1,7,1
915,0,15000.0,5.0,0,2,0,4,1,0,2.0,0,1,3,0,0.0,60000.0,457.1059455,4,6.0,1,0,3.0,1.0,0,1,1,8,1,7,0,0,0,6.0,53.0,0,1,6.0,2,1.0,2.0,6.0,0,6.0,0,7,1
916,0,6666.666667,1.0,0,0,0,2,0,0,4.0,0,1,2,0,0.0,20000.0,337.86272333333335,3,6.0,1,0,6.0,0.0,0,2,1,8,1,7,0,0,0,6.0,54.66666667,0,1,2.0,2,6.0,1.0,6.0,0,6.0,0,7,0
917,0,6666.666667,2.0,1,0,0,2,0,0,3.0,0,0,2,0,0.0,20000.0,100.01549863333334,3,4.0,1,0,8.0,1.0,0,2,1,4,1,7,1,1,0,4.0,40.0,0,1,4.0,2,6.0,2.0,4.0,0,4.0,0,7,0
922,0,24000.0,3.0,0,0,0,3,1,0,2.0,0,1,2,0,0.0,48000.0,1706.493442,2,6.0,1,0,3.0,1.0,0,2,1,6,1,7,0,0,0,6.0,73.0,1,0,6.0,0,2.0,2.0,6.0,0,6.0,0,7,0
927,0,14000.0,4.0,0,0,0,3,0,0,3.0,0,0,2,0,0.0,28000.0,15.19451843,2,6.0,1,0,6.0,1.0,0,1,1,8,1,7,0,0,0,6.0,45.0,0,0,0.0,0,3.0,1.0,6.0,0,4.0,0,7,0
935,0,50000.0,0.0,0,2,0,5,0,1,0.0,0,1,6,0,0.0,150000.0,89.54910916666667,3,0.0,0,0,7.0,1.0,0,0,1,9,1,7,0,0,0,0.0,34.66666667,0,0,2.0,2,6.0,2.0,0.0,0,5.0,0,7,0
936,0,10000.0,0.0,0,0,0,2,0,0,2.0,0,1,3,0,0.0,20000.0,556.6239425,2,6.0,1,0,6.0,1.0,0,2,1,6,1,7,0,0,0,2.0,60.5,1,0,3.0,0,5.0,1.0,3.0,0,6.0,0,7,0
937,0,35000.0,3.0,0,1,0,4,1,0,4.0,0,1,3,0,0.0,70000.0,1068.9774735,2,6.0,1,0,5.0,1.0,0,2,1,6,1,7,0,0,0,3.0,55.5,1,1,5.0,2,4.0,2.0,3.0,0,6.0,0,7,0
940,0,20976.0,4.0,0,0,0,3,1,0,2.0,0,1,1,0,0.0,41952.0,968.151544,2,6.0,1,0,8.0,1.0,0,2,1,6,1,7,0,0,0,6.0,69.0,1,0,6.0,0,3.0,2.0,6.0,0,6.0,0,7,0
947,0,20000.0,4.0,0,0,0,4,0,0,1.0,0,0,2,0,0.0,60000.0,960.2717940000001,3,6.0,1,0,8.0,0.0,0,1,1,8,1,7,0,0,0,6.0,44.0,0,1,4.0,2,7.0,1.0,6.0,0,6.0,0,7,0
952,0,12000.0,2.0,0,0,0,2,0,0,1.0,0,1,4,0,0.0,24000.0,858.60899,2,6.0,1,0,5.0,1.0,0,2,1,6,1,7,0,0,0,5.0,62.0,1,0,4.0,0,4.0,2.0,6.0,0,5.0,0,7,0
957,0,5000.0,4.0,0,0,0,1,1,0,1.0,0,0,3,0,0.0,10000.0,985.657237,2,4.0,1,0,8.0,0.0,0,1,1,10,1,7,0,0,0,6.0,38.5,0,0,6.0,2,6.0,1.0,4.0,0,4.0,0,7,0
960,0,6666.666667,3.0,0,0,0,2,0,0,1.0,0,1,2,0,0.0,20000.0,5.937137376666667,3,6.0,0,0,8.0,0.0,0,0,1,9,1,7,0,0,0,6.0,39.33333333,0,1,5.0,2,7.0,1.0,6.0,0,6.0,0,7,0
961,0,16666.66667,1.0,0,0,0,3,0,0,2.0,0,1,2,0,0.0,50000.0,167.36925806666667,3,6.0,1,0,6.0,0.0,0,2,1,8,1,7,0,0,0,6.0,49.0,0,1,3.0,0,6.0,1.0,6.0,0,6.0,0,7,0
964,0,17500.0,4.0,0,0,0,3,0,0,2.0,0,1,1,0,0.0,35000.0,636.1370465,2,6.0,1,0,2.0,1.0,0,1,1,6,1,7,0,0,0,6.0,54.5,1,1,6.0,0,2.0,2.0,6.0,0,6.0,0,7,0
965,0,15000.0,1.0,0,1,0,3,0,0,3.0,0,1,2,0,0.0,30000.0,237.3604506,2,6.0,1,0,7.0,1.0,0,2,1,6,1,7,0,0,0,3.0,64.0,1,0,3.0,2,6.0,1.0,3.0,0,6.0,0,7,0
967,0,10000.0,2.0,0,0,0,1,0,0,1.0,0,0,2,0,0.0,10000.0,151.791549,1,5.0,1,0,5.0,1.0,0,2,1,6,1,7,0,0,0,6.0,57.5,1,0,3.0,0,3.0,1.0,4.0,0,3.0,0,7,0
971,0,10000.0,2.0,0,0,0,1,0,0,7.0,0,1,4,0,0.0,10000.0,1682.374987,1,6.0,0,0,1.0,0.0,0,0,1,11,1,7,0,0,0,5.0,36.0,0,0,4.0,2,1.0,1.0,6.0,0,4.0,0,7,0
972,0,50000.0,1.0,0,2,0,5,2,0,1.0,0,1,7,0,0.0,150000.0,1704.6423636666666,3,6.0,0,0,8.0,2.0,1,0,1,1,1,7,0,0,1,5.0,32.5,0,0,6.0,2,6.0,2.0,6.0,0,6.0,0,7,0
975,0,23000.0,5.0,1,0,0,2,1,0,3.0,0,1,2,0,0.0,23000.0,1786.138962,1,6.0,1,0,1.0,1.0,0,1,1,7,1,7,0,2,0,6.0,29.2,0,0,6.0,0,1.0,2.0,5.0,0,6.0,1,7,0
977,0,1666.666667,3.0,0,0,0,1,0,0,4.0,0,1,2,0,0.0,5000.0,101.00417599999999,3,6.0,0,0,8.0,0.0,0,0,1,11,1,7,0,0,0,6.0,29.5,0,1,5.0,0,6.0,1.0,6.0,0,6.0,0,7,0
979,0,6000.0,2.0,1,1,0,2,1,1,2.0,0,1,4,0,0.0,24000.0,806.6157605,4,6.0,1,0,8.0,2.0,0,1,1,8,2,6,0,1,0,5.0,32.75,0,1,6.0,0,6.0,2.0,6.0,0,6.0,0,6,1
980,0,5500.0,5.0,0,0,0,2,1,0,0.0,0,0,3,0,0.0,11000.0,281.01069185,2,6.0,1,0,8.0,1.0,0,2,1,6,1,7,0,0,0,6.0,58.0,1,1,5.0,0,8.0,1.0,6.0,0,6.0,0,7,0
981,0,6666.666667,2.0,1,1,0,2,1,0,2.0,0,1,2,0,0.0,20000.0,998.1180386666666,3,6.0,1,0,0.0,0.0,0,1,1,3,1,7,0,1,0,6.0,35.0,0,0,6.0,2,0.0,2.0,6.0,1,6.0,0,7,0
991,0,16666.66667,3.0,0,2,0,3,1,0,3.0,0,1,1,0,0.0,50000.0,546.6357956666667,3,5.0,0,0,4.0,1.0,0,0,1,9,1,7,0,0,1,5.0,43.33333333,0,1,5.0,0,5.0,2.0,5.0,0,5.0,0,7,0
995,0,22500.0,1.0,1,0,0,3,1,0,3.0,0,1,2,0,0.0,45000.0,1618.982497,2,6.0,1,0,8.0,1.0,0,2,1,7,1,7,0,2,0,6.0,36.83333333,0,1,5.0,0,7.0,3.0,5.0,0,6.0,1,7,0
997,1,23000.0,4.0,0,0,1,2,0,0,1.0,0,1,1,0,0.0,23000.0,1348.560449,1,6.0,1,0,7.0,0.0,0,1,1,5,1,7,0,0,0,4.0,66.0,0,0,5.0,0,5.0,2.0,4.0,0,6.0,0,7,0
998,0,13233.33333,0.0,0,1,0,3,1,0,2.0,0,1,4,0,0.0,39700.0,452.17687299999994,3,6.0,0,0,4.0,2.0,0,0,1,9,1,7,0,0,0,6.0,39.0,0,0,6.0,2,2.0,2.0,5.0,0,6.0,0,7,0
1000,0,60000.0,4.0,1,1,0,5,1,1,1.0,0,1,1,1,0.0,180000.0,796.7913186666666,3,6.0,0,0,6.0,1.0,0,0,1,2,1,7,0,1,1,6.0,22.0,0,1,6.0,2,4.0,2.0,6.0,0,6.0,0,7,0
1009,0,20000.0,2.0,1,1,0,2,1,0,3.0,0,1,1,0,0.0,20000.0,2188.336797,1,6.0,1,0,5.0,1.0,0,1,1,8,1,7,0,1,0,6.0,37.75,0,0,6.0,2,4.0,2.0,6.0,0,6.0,0,7,0
1012,0,15000.0,3.0,0,0,0,3,0,0,1.0,0,0,2,0,0.0,30000.0,690.0211505,2,6.0,1,0,8.0,1.0,0,2,1,6,1,7,0,0,0,6.0,63.5,1,0,6.0,0,6.0,2.0,6.0,0,6.0,0,7,0
