,IF_single_elderly,income_percap,TVtime_codes,IF_existChildren,NumPC_list,IF_singleAE,income,NumWaterHeater_list,NumVehicle_codes,Cookingtime_codes,NumDryer_list,NumWashMach_list,NumCookingEquip_list,IF_coupleWithChildren,resident_codes,raw_income,percapita_en_total_no_vehicle,size,Reno_OtherHeatInsu_codes,IF_existElderly,IF_singleA,SummerSunshine_codes,GlassType_codes,IF_coupleA,elderNumber,resident,demographicType,NumTV_list,live_days,IF_grandparentKids,childrenNumber,NumAC_list,Reno_WindowGap_codes,ages_mean,IF_couple_elderly,gender_codes,HouseAge_codes,job,WinterSunshine_codes,WindowFrame_codes,Reno_WindowGlass_codes,IF_singleWithChildren,Reno_Wall_codes,IF_bigFamily,Weektime_list,cluster
1346,1,5000.0,0.0,0,0,1,1,1,0,2.0,0,0,2,0,1.0,5000.0,442.9273952,1,6.0,1,0,7.0,0.0,0,1,0,5,1,7,0,0,0,6.0,83.0,0,0,7.0,0,5.0,0.0,6.0,0,6.0,0,7,1
1352,0,5000.0,3.0,1,0,0,2,1,0,1.0,0,1,3,1,1.0,15000.0,185.8898017,3,6.0,0,0,2.0,0.0,0,0,0,2,1,7,0,1,1,5.0,34.33333333,0,1,7.0,2,3.0,2.0,5.0,0,6.0,0,7,1
1355,0,35000.0,4.0,1,1,0,4,1,0,1.0,0,1,2,1,1.0,70000.0,314.4085955,2,6.0,0,0,7.0,0.0,0,0,0,2,1,7,0,1,2,6.0,31.33333333,0,0,7.0,0,2.0,0.0,6.0,0,6.0,0,7,0
1358,0,50000.0,1.0,0,1,0,4,1,0,1.0,0,1,3,0,1.0,100000.0,278.06325015,2,6.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,3,5.0,35.0,0,0,4.0,2,8.0,0.0,5.0,0,6.0,0,7,0
1360,0,15000.0,2.0,0,1,0,4,1,0,1.0,0,1,4,0,1.0,75000.0,124.90058434,5,6.0,1,0,8.0,0.0,0,2,0,8,2,7,0,0,2,6.0,54.75,0,0,6.0,2,6.0,0.0,6.0,0,6.0,0,7,1
1361,0,5000.0,2.0,0,0,0,1,0,0,2.0,0,0,2,0,1.0,10000.0,151.0975375,2,3.0,1,0,8.0,0.0,0,2,0,6,1,7,0,0,0,4.0,66.0,1,0,4.0,0,7.0,3.0,3.0,0,4.0,0,7,1
1362,0,20000.0,3.0,1,0,0,3,0,0,1.0,0,1,4,1,1.0,40000.0,227.58625695,2,5.0,0,0,5.0,1.0,0,0,0,2,1,7,0,1,0,6.0,28.33333333,0,0,7.0,0,3.0,0.0,5.0,0,6.0,0,7,1
1363,0,15714.28571,2.0,1,1,0,5,1,0,3.0,0,1,4,0,1.0,110000.0,153.47895971428574,7,6.0,0,0,8.0,0.0,0,0,0,7,1,7,0,2,3,6.0,25.0,0,0,6.0,1,7.0,0.0,6.0,0,6.0,1,7,1
1367,0,50000.0,2.0,1,2,0,5,2,0,2.0,0,1,4,0,1.0,200000.0,231.6333573,4,6.0,1,0,8.0,0.0,0,1,0,7,1,7,0,1,3,6.0,35.8,0,1,6.0,2,7.0,0.0,6.0,0,6.0,1,7,0
1368,0,16666.66667,2.0,0,1,0,3,1,0,1.0,0,1,5,0,1.0,50000.0,117.54072086666667,3,6.0,1,0,4.0,0.0,0,2,0,8,3,2,0,0,1,6.0,49.0,0,0,5.0,0,3.0,0.0,6.0,0,6.0,0,2,1
1369,0,30000.0,0.0,0,0,0,4,1,0,0.0,0,1,5,0,1.0,90000.0,81.4085695,3,2.0,0,0,8.0,0.0,0,0,0,9,2,3,0,0,3,2.0,41.33333333,0,1,5.0,2,7.0,0.0,6.0,0,6.0,0,3,0
1373,0,2166.666667,3.0,1,0,0,2,1,0,1.0,0,1,2,0,1.0,13000.0,49.013075783333335,6,6.0,1,0,2.0,0.0,0,2,0,7,1,7,0,2,1,5.0,32.0,0,1,6.0,2,2.0,2.0,5.0,0,6.0,1,7,1
1376,0,10000.0,4.0,1,0,0,3,1,0,1.0,0,1,2,1,1.0,40000.0,244.481617125,4,6.0,0,0,7.0,0.0,0,0,0,2,1,7,0,2,1,6.0,17.5,0,0,5.0,0,3.0,1.0,6.0,0,6.0,0,7,1
1377,0,5000.0,2.0,0,0,0,2,1,0,1.0,0,1,3,0,1.0,15000.0,120.5551425,3,6.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,1,6.0,36.0,0,0,6.0,0,3.0,0.0,6.0,0,6.0,0,7,1
1384,0,4000.0,1.0,0,0,0,1,0,0,1.0,0,1,2,0,1.0,8000.0,151.76935355,2,6.0,1,0,3.0,0.0,0,2,0,6,1,7,0,0,1,6.0,82.0,1,0,4.0,0,2.0,1.0,6.0,0,6.0,0,7,1
1385,0,37500.0,1.0,0,1,0,4,1,0,1.0,0,1,2,0,1.0,75000.0,147.3598763,2,6.0,0,0,3.0,0.0,0,0,0,11,1,7,0,0,2,6.0,22.5,0,0,6.0,2,3.0,2.0,6.0,0,6.0,0,7,0
1386,0,17500.0,2.0,0,1,0,4,1,0,1.0,0,1,4,0,1.0,70000.0,157.032488475,4,6.0,0,0,8.0,0.0,0,0,0,9,3,7,0,0,1,6.0,38.5,0,0,5.0,2,7.0,0.0,6.0,0,6.0,0,7,1
1388,0,20000.0,3.0,0,0,0,2,0,0,1.0,0,0,3,0,1.0,20000.0,5.368272,1,6.0,1,0,8.0,0.0,0,1,0,7,1,7,0,0,0,6.0,43.28571429,0,1,6.0,2,6.0,1.0,6.0,0,6.0,1,7,1
1389,0,25000.0,3.0,1,2,0,4,1,0,3.0,0,1,5,1,1.0,100000.0,235.668654975,4,6.0,0,0,6.0,0.0,0,0,0,2,2,7,0,1,2,6.0,28.25,0,1,6.0,2,3.0,0.0,6.0,0,6.0,0,7,0
1392,0,15000.0,3.0,1,0,0,3,1,0,2.0,0,1,4,0,1.0,30000.0,322.401476,2,6.0,1,0,5.0,0.0,0,2,0,7,1,7,0,2,1,6.0,30.33333333,0,0,5.0,0,3.0,1.0,6.0,0,6.0,1,7,1
1396,0,15000.0,3.0,1,0,0,4,1,0,2.0,0,1,3,0,1.0,60000.0,194.5334247,4,6.0,0,0,7.0,0.0,0,0,0,3,1,7,0,1,1,5.0,29.75,0,0,7.0,0,6.0,0.0,5.0,1,6.0,0,7,1
1398,0,0.0,2.0,1,1,0,0,1,0,2.0,0,1,3,0,1.0,0.0,125.45155156000001,5,6.0,1,0,7.0,0.0,0,2,0,7,1,7,0,1,1,6.0,41.0,0,0,4.0,0,2.0,1.0,6.0,0,6.0,1,7,1
1401,0,5333.333333,2.0,1,0,0,2,0,0,0.0,0,1,4,0,1.0,16000.0,62.70747476666667,3,6.0,0,0,8.0,0.0,0,0,0,7,1,7,0,1,0,5.0,33.4,0,0,5.0,1,7.0,1.0,5.0,0,6.0,1,7,1
1412,0,10000.0,3.0,0,0,1,1,1,0,0.0,0,1,2,0,1.0,10000.0,427.5641989,1,5.0,0,1,6.0,0.0,0,0,0,0,1,7,0,0,0,5.0,53.0,0,0,7.0,0,5.0,0.0,5.0,0,5.0,0,7,1
1413,0,50000.0,0.0,0,1,0,4,0,1,2.0,0,1,4,0,1.0,100000.0,281.88082675,2,6.0,0,0,7.0,0.0,1,0,0,1,1,7,0,0,1,6.0,35.0,0,0,6.0,2,3.0,0.0,6.0,0,6.0,0,7,0
1420,0,950.0,1.0,0,0,0,0,0,0,1.0,0,1,6,0,1.0,950.0,416.3705013,1,6.0,1,0,3.0,0.0,0,2,0,6,2,7,0,0,1,6.0,76.0,1,1,5.0,1,2.0,1.0,6.0,0,6.0,0,7,1
1421,0,33333.33333,3.0,1,1,0,4,1,1,2.0,0,1,5,1,1.0,100000.0,223.5031746,3,6.0,0,0,8.0,1.0,0,0,0,2,1,7,0,1,2,6.0,20.66666667,0,1,6.0,2,7.0,0.0,6.0,0,6.0,0,7,0
1423,0,10000.0,2.0,0,1,0,3,0,0,3.0,0,1,7,0,1.0,30000.0,96.42425203333333,3,6.0,1,0,8.0,0.0,0,2,0,8,1,6,0,0,1,6.0,48.66666667,0,0,4.0,2,7.0,4.0,6.0,0,6.0,0,6,1
1425,0,35000.0,4.0,0,1,0,4,0,0,1.0,0,1,5,0,1.0,70000.0,271.1647531,2,6.0,0,0,5.0,0.0,1,0,0,1,1,7,0,0,1,6.0,49.0,0,1,6.0,2,3.0,1.0,6.0,0,6.0,0,7,0
1427,0,25000.0,4.0,1,0,0,4,1,0,0.0,0,1,3,0,1.0,100000.0,114.17145995,4,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,1,1,5.0,53.6,0,1,7.0,1,7.0,2.0,5.0,0,6.0,1,7,0
1430,0,4333.333333,3.0,0,0,0,2,0,0,1.0,0,1,2,0,1.0,13000.0,92.02785006666666,3,4.0,1,0,5.0,0.0,0,1,0,8,1,7,0,0,0,6.0,43.5,0,0,4.0,1,4.0,1.0,6.0,0,6.0,0,7,1
1431,0,16250.0,4.0,1,1,0,4,1,1,1.0,1,1,3,1,1.0,65000.0,168.4355614,4,6.0,0,0,8.0,0.0,0,0,0,2,1,6,0,2,1,5.0,19.75,0,1,5.0,2,7.0,1.0,3.0,0,6.0,0,6,1
1432,0,8500.0,2.0,0,0,0,2,1,0,1.0,0,0,2,0,1.0,17000.0,198.21003255,2,6.0,1,0,4.0,0.0,0,2,0,6,1,7,0,0,0,6.0,61.5,1,0,5.0,2,3.0,1.0,6.0,0,6.0,0,7,1
1437,1,32666.66667,2.0,0,0,1,4,1,0,2.0,0,1,4,0,1.0,98000.0,233.6350218,3,6.0,1,0,6.0,0.0,0,1,0,5,2,7,0,0,0,6.0,61.0,0,0,6.0,1,4.0,1.0,6.0,0,6.0,0,7,0
1440,0,20000.0,2.0,0,1,0,4,0,0,2.0,0,1,4,0,1.0,100000.0,107.4926334,5,6.0,1,0,6.0,0.0,0,1,0,8,1,7,0,0,2,6.0,43.25,0,1,4.0,2,6.0,1.0,5.0,0,6.0,0,7,1
1444,0,63000.0,1.0,0,0,0,4,0,0,1.0,0,0,4,0,1.0,63000.0,103.4081685,1,6.0,0,0,5.0,0.0,0,0,0,9,1,7,0,0,0,6.0,38.33333333,0,1,6.0,2,4.0,0.0,6.0,0,6.0,0,7,0
1448,0,13333.33333,1.0,0,1,0,4,1,0,2.0,0,1,3,0,1.0,80000.0,151.52178238333332,6,6.0,1,0,8.0,0.0,0,3,0,7,2,7,0,0,3,6.0,52.2,0,1,7.0,2,8.0,2.0,6.0,0,6.0,1,7,1
1471,0,0.0,1.0,0,0,0,0,1,0,3.0,0,0,3,0,1.0,0.0,462.7516474,2,6.0,1,0,4.0,0.0,0,2,0,6,1,7,0,0,2,6.0,65.0,1,0,5.0,0,3.0,0.0,6.0,0,6.0,0,7,1
1475,0,3333.333333,2.0,0,1,0,1,1,1,3.0,0,1,2,0,1.0,10000.0,298.25616306666666,3,6.0,0,0,4.0,0.0,1,0,0,1,1,7,0,0,1,6.0,29.0,0,0,6.0,2,3.0,0.0,6.0,0,6.0,0,7,1
1481,0,15000.0,5.0,0,1,0,3,1,0,1.0,0,1,2,0,1.0,30000.0,489.8697139,2,6.0,1,0,8.0,0.0,0,2,0,8,2,7,0,0,0,6.0,53.75,0,1,5.0,1,6.0,1.0,6.0,0,6.0,0,7,1
1490,0,20000.0,5.0,0,0,0,3,0,0,0.0,0,1,1,0,1.0,40000.0,127.45058175,2,6.0,0,0,8.0,0.0,0,0,0,11,1,7,0,0,1,5.0,38.0,0,1,3.0,2,6.0,1.0,5.0,0,6.0,0,7,1
1494,0,40000.0,2.0,0,1,0,4,1,0,3.0,0,1,3,0,1.0,80000.0,407.3345924,2,5.0,0,0,7.0,0.0,1,0,0,1,1,7,0,0,0,6.0,38.0,0,0,7.0,0,6.0,0.0,5.0,0,6.0,0,7,0
1504,0,37500.0,2.0,0,1,0,5,1,0,1.0,0,0,4,0,1.0,150000.0,201.4885038,4,6.0,1,0,5.0,0.0,0,2,0,8,2,7,0,0,1,6.0,44.25,0,1,5.0,2,3.0,0.0,6.0,0,6.0,0,7,0
1511,0,25000.0,3.0,0,0,0,3,0,0,3.0,0,0,2,0,1.0,50000.0,53.459042,2,6.0,0,0,5.0,1.0,0,0,0,11,1,7,0,0,0,6.0,24.5,0,1,7.0,0,5.0,0.0,6.0,0,6.0,0,7,0
1528,0,25000.0,2.0,0,1,0,4,1,1,3.0,0,1,2,0,1.0,100000.0,181.042802275,4,6.0,1,0,8.0,1.0,0,3,0,7,1,7,0,0,1,6.0,49.6,0,1,6.0,0,6.0,0.0,6.0,0,6.0,1,7,0
1532,0,50000.0,2.0,0,1,0,5,1,1,0.0,0,1,5,0,1.0,200000.0,129.673423825,4,6.0,0,0,5.0,0.0,0,0,0,9,1,7,0,0,2,6.0,32.75,0,0,7.0,2,5.0,0.0,6.0,0,6.0,0,7,0
1537,0,20000.0,0.0,0,1,0,5,1,0,1.0,0,1,6,0,1.0,120000.0,79.20011156666666,6,6.0,1,0,8.0,1.0,0,2,0,7,3,7,0,0,3,6.0,49.6,0,0,7.0,2,8.0,0.0,6.0,0,6.0,1,7,1
1543,0,5400.0,5.0,0,0,0,2,0,0,1.0,0,1,6,0,1.0,10800.0,199.8429314,2,6.0,1,0,2.0,0.0,0,2,0,6,1,7,0,0,1,6.0,72.0,1,0,2.0,0,2.0,1.0,6.0,0,6.0,0,7,1
1552,0,20000.0,2.0,0,0,0,3,1,0,2.0,0,1,2,0,1.0,40000.0,323.92241955,2,4.0,1,0,6.0,0.0,0,2,0,6,1,7,0,0,2,4.0,86.0,1,0,5.0,0,6.0,0.0,4.0,0,5.0,0,7,1
1559,0,50000.0,3.0,0,1,0,5,1,1,3.0,0,1,4,0,1.0,200000.0,198.86679895,4,6.0,0,0,2.0,1.0,0,0,0,9,1,7,0,0,3,6.0,36.66666667,0,0,6.0,0,2.0,2.0,6.0,0,6.0,0,7,0
1561,0,25000.0,3.0,0,1,0,4,1,0,1.0,0,1,4,0,1.0,75000.0,215.04749016666665,3,6.0,1,0,8.0,0.0,0,1,0,8,3,7,0,0,1,4.0,44.0,0,0,4.0,2,8.0,0.0,4.0,0,6.0,0,7,0
1565,1,0.0,3.0,0,0,1,0,0,0,0.0,0,0,3,0,1.0,0.0,79.72199133,1,6.0,1,0,6.0,0.0,0,1,0,5,1,7,0,0,0,6.0,69.0,0,0,0.0,0,2.0,1.0,6.0,0,6.0,0,7,1
1573,0,30000.0,1.0,0,1,0,5,1,1,2.0,0,1,2,0,1.0,150000.0,103.21268253999999,5,6.0,0,0,6.0,0.0,0,0,0,9,4,7,0,0,2,6.0,39.25,0,0,5.0,2,2.0,1.0,6.0,0,6.0,0,7,0
1575,0,7500.0,3.0,1,0,0,3,0,0,0.0,0,0,2,0,1.0,30000.0,55.73028825,4,6.0,0,0,4.0,0.0,0,0,0,7,1,7,0,2,0,6.0,28.33333333,0,0,7.0,2,2.0,0.0,6.0,0,6.0,1,7,1
1576,0,33333.33333,3.0,1,1,0,4,1,0,2.0,0,1,5,1,1.0,100000.0,250.65777549999999,3,6.0,0,0,4.0,0.0,0,0,0,2,2,7,0,1,3,6.0,30.33333333,0,0,5.0,2,4.0,2.0,6.0,0,6.0,0,7,0
1577,0,16666.66667,3.0,1,1,0,4,0,0,1.0,0,1,7,0,1.0,100000.0,85.25439335,6,6.0,1,0,7.0,0.0,0,2,0,7,2,7,0,2,1,6.0,37.16666667,0,0,6.0,2,5.0,1.0,6.0,0,6.0,1,7,1
1578,0,15000.0,4.0,0,0,0,3,0,0,2.0,0,1,4,0,1.0,30000.0,140.41935815,2,6.0,1,0,8.0,0.0,0,2,0,6,1,7,0,0,1,6.0,58.0,1,0,4.0,0,7.0,0.0,4.0,0,6.0,0,7,1
1583,0,25000.0,3.0,0,1,0,4,0,0,2.0,0,1,2,0,1.0,100000.0,93.002563225,4,4.0,1,0,7.0,0.0,0,2,0,8,1,7,0,0,1,4.0,62.75,0,1,6.0,1,6.0,0.0,4.0,0,5.0,0,7,0
1584,0,25000.0,2.0,0,0,0,3,0,0,2.0,0,0,2,0,1.0,50000.0,68.8565605,2,5.0,0,0,6.0,0.0,1,0,0,1,1,7,0,0,0,5.0,21.5,0,0,6.0,2,6.0,2.0,5.0,0,4.0,0,7,0
1585,0,26666.66667,4.0,1,2,0,5,2,0,2.0,0,1,2,0,1.0,160000.0,146.07820828333334,6,6.0,1,0,8.0,0.0,0,2,0,7,3,7,0,1,4,6.0,50.66666667,0,1,5.0,2,6.0,0.0,4.0,0,6.0,1,7,0
1586,0,11500.0,4.0,0,1,0,2,1,0,4.0,0,0,2,0,1.0,23000.0,603.610368,2,6.0,0,0,0.0,0.0,0,0,0,9,2,7,0,0,2,6.0,38.0,0,0,4.0,2,0.0,0.0,2.0,0,6.0,0,7,1
1593,0,66666.66667,2.0,0,2,0,5,1,0,1.0,0,1,4,0,1.0,200000.0,164.31002486666668,3,6.0,0,0,7.0,0.0,0,0,0,9,3,7,0,0,3,6.0,36.33333333,0,1,7.0,2,5.0,0.0,6.0,0,6.0,0,7,0
1594,0,25000.0,1.0,0,1,0,4,1,0,2.0,0,1,3,0,1.0,100000.0,199.9906096,4,6.0,0,0,8.0,1.0,1,0,0,1,1,7,0,0,1,6.0,43.5,0,0,7.0,0,7.0,0.0,6.0,0,6.0,0,7,0
1596,0,20000.0,2.0,0,1,0,4,1,0,2.0,0,1,3,0,1.0,80000.0,171.917135125,4,6.0,0,0,8.0,0.0,1,0,0,1,1,7,0,0,1,6.0,40.5,0,1,0.0,2,7.0,0.0,6.0,0,6.0,0,7,1
1604,0,14000.0,3.0,1,0,0,4,1,1,2.0,0,1,4,0,1.0,70000.0,95.78661086,5,6.0,0,0,4.0,1.0,0,0,0,7,1,7,0,1,1,6.0,29.8,0,0,6.0,0,3.0,0.0,6.0,0,6.0,1,7,1
1606,0,6666.666667,2.0,0,0,0,2,1,0,3.0,0,1,5,0,1.0,20000.0,195.82252343333334,3,6.0,1,0,8.0,0.0,0,3,0,8,2,7,0,0,2,6.0,67.66666667,0,1,4.0,2,8.0,1.0,6.0,0,6.0,0,7,1
1608,0,8333.333333,2.0,0,0,0,2,0,0,0.0,0,1,2,0,1.0,25000.0,38.54798826666667,3,6.0,1,0,8.0,0.0,0,1,0,8,2,7,0,0,0,6.0,46.0,0,0,4.0,2,0.0,1.0,6.0,0,6.0,0,7,1
1609,0,80000.0,1.0,0,1,0,4,1,0,4.0,0,1,3,0,1.0,80000.0,541.474102,1,6.0,1,0,8.0,0.0,0,1,0,8,3,7,0,0,3,6.0,46.0,0,0,7.0,0,8.0,0.0,6.0,0,6.0,0,7,0
1610,0,4800.0,0.0,0,0,0,1,0,0,0.0,0,0,5,0,1.0,4800.0,21.48074717,1,6.0,1,0,8.0,0.0,0,2,0,8,1,7,0,0,0,5.0,62.33333333,0,0,5.0,0,7.0,0.0,5.0,0,6.0,0,7,1
1612,0,10000.0,4.0,1,0,0,3,0,0,4.0,0,1,3,0,1.0,30000.0,194.93466256666667,3,6.0,1,0,7.0,0.0,0,1,0,7,1,7,0,1,1,6.0,35.8,0,0,4.0,1,3.0,1.0,0.0,0,6.0,1,7,1
1614,0,15000.0,0.0,0,0,0,3,0,0,4.0,0,0,4,0,1.0,30000.0,160.4567922,2,6.0,1,0,8.0,0.0,0,1,0,10,2,7,0,0,0,6.0,56.5,0,1,5.0,1,7.0,0.0,5.0,0,6.0,0,7,1
1617,0,10000.0,0.0,1,1,0,2,1,1,4.0,0,1,3,1,1.0,20000.0,287.172718,2,6.0,0,0,4.0,0.0,0,0,0,2,1,7,0,2,4,6.0,26.75,0,0,6.0,2,3.0,0.0,5.0,0,6.0,0,7,1
1619,0,60000.0,3.0,0,2,0,4,0,1,2.0,0,1,1,0,1.0,60000.0,309.4168525,1,6.0,0,0,6.0,0.0,0,0,0,9,1,7,0,0,1,6.0,37.75,0,1,5.0,2,5.0,2.0,6.0,0,6.0,0,7,0
1620,0,2500.0,3.0,0,0,0,1,0,0,2.0,0,1,2,0,1.0,5000.0,140.15028805,2,6.0,1,0,3.0,3.0,0,2,0,6,1,7,0,0,0,5.0,67.5,1,0,4.0,0,3.0,1.0,6.0,0,6.0,0,7,1
1621,0,25000.0,3.0,0,2,0,3,1,0,1.0,0,0,3,0,1.0,50000.0,220.91224485,2,6.0,0,0,7.0,0.0,0,0,0,9,1,7,0,0,1,6.0,42.66666667,0,1,6.0,2,5.0,0.0,6.0,0,6.0,0,7,0
1622,0,53000.0,2.0,0,0,0,5,0,0,2.0,0,1,1,0,1.0,106000.0,115.48325145,2,6.0,1,0,3.0,0.0,0,1,0,8,1,7,0,0,0,6.0,40.75,0,1,6.0,2,4.0,1.0,6.0,0,6.0,0,7,0
1625,0,9500.0,2.0,0,0,0,2,0,0,4.0,0,1,2,0,1.0,19000.0,131.7813727,2,6.0,1,0,4.0,0.0,0,2,0,6,1,7,0,0,1,1.0,87.0,1,1,0.0,0,0.0,1.0,1.0,0,6.0,0,7,1
1626,0,46666.66667,3.0,0,0,0,5,1,1,2.0,0,1,4,0,1.0,140000.0,126.63742546666667,3,6.0,1,0,7.0,0.0,0,2,0,8,1,7,0,0,1,6.0,57.33333333,0,0,5.0,0,7.0,0.0,6.0,0,6.0,0,7,0
1628,0,5000.0,3.0,0,0,0,1,0,0,2.0,1,1,3,0,1.0,10000.0,282.9947881,2,2.0,1,0,2.0,0.0,0,2,0,6,1,7,0,0,0,5.0,64.5,1,0,6.0,1,1.0,3.0,2.0,0,2.0,0,7,1
1630,0,5000.0,1.0,0,0,0,2,0,0,1.0,0,0,2,0,1.0,15000.0,43.56718296666667,3,6.0,1,0,5.0,0.0,0,1,0,8,1,7,0,0,0,6.0,43.66666667,0,0,6.0,2,2.0,1.0,6.0,0,6.0,0,7,1
1632,0,7500.0,1.0,0,0,0,3,1,0,3.0,0,1,2,0,1.0,30000.0,129.619732025,4,6.0,1,0,3.0,0.0,0,1,0,8,2,7,0,0,1,5.0,49.25,0,0,5.0,1,4.0,0.0,5.0,0,6.0,0,7,1
1634,0,6666.666667,3.0,1,0,0,2,0,0,3.0,0,0,3,0,1.0,20000.0,105.5704478,3,6.0,0,0,4.0,0.0,0,0,0,9,1,7,0,1,0,6.0,26.33333333,0,1,6.0,2,2.0,3.0,6.0,0,6.0,0,7,1
1636,0,15000.0,2.0,1,1,0,3,1,0,2.0,0,1,2,1,1.0,30000.0,266.8206134,2,6.0,0,0,4.0,0.0,0,0,0,2,1,7,0,2,1,5.0,18.25,0,1,6.0,2,3.0,2.0,6.0,0,6.0,0,7,1
1638,0,10000.0,4.0,0,0,0,3,0,0,0.0,0,0,5,0,1.0,30000.0,94.4871356,3,6.0,1,0,8.0,0.0,0,1,0,8,1,7,0,0,0,6.0,50.5,0,1,4.0,2,8.0,1.0,6.0,0,6.0,0,7,1
1639,0,7500.0,3.0,0,1,0,3,1,0,1.0,0,0,2,0,1.0,30000.0,131.935536075,4,6.0,1,0,7.0,0.0,0,1,0,8,1,7,0,0,0,6.0,44.25,0,0,7.0,1,5.0,0.0,6.0,0,6.0,0,7,1
1640,0,26666.66667,3.0,0,1,0,4,1,1,3.0,0,2,4,0,1.0,80000.0,389.2318866666667,3,6.0,0,0,4.0,0.0,0,0,0,9,2,7,0,0,3,6.0,32.0,0,0,6.0,2,2.0,0.0,6.0,0,6.0,0,7,0
1641,0,12500.0,5.0,0,0,0,3,1,0,2.0,0,1,1,0,1.0,50000.0,154.55243545,4,6.0,1,0,7.0,0.0,0,2,0,8,1,7,0,0,2,6.0,67.25,0,1,6.0,1,7.0,0.0,6.0,0,6.0,0,7,1
1642,0,26666.66667,1.0,1,1,0,4,1,0,1.0,0,1,3,0,1.0,80000.0,433.92050366666666,3,6.0,0,0,8.0,0.0,0,0,0,7,2,7,0,2,1,6.0,30.14285714,0,1,6.0,1,7.0,0.0,6.0,0,6.0,1,7,0
1644,0,15000.0,2.0,0,1,1,3,0,0,2.0,0,1,3,0,1.0,30000.0,6.16432939,2,6.0,0,1,3.0,0.0,0,0,0,0,1,0,0,0,0,6.0,18.0,0,1,6.0,0,1.0,0.0,6.0,0,6.0,0,0,1
1645,0,6666.666667,1.0,1,0,0,2,0,0,1.0,0,1,2,1,1.0,20000.0,56.470720666666665,3,6.0,0,0,2.0,0.0,0,0,0,2,1,7,0,1,1,6.0,29.66666667,0,0,6.0,1,2.0,0.0,6.0,0,6.0,0,7,1
1646,0,1333.333333,5.0,1,0,0,1,0,0,1.0,0,0,2,0,1.0,4000.0,161.36127150000002,3,6.0,1,0,8.0,0.0,0,2,0,4,1,7,1,1,0,6.0,45.33333333,0,1,4.0,1,6.0,0.0,6.0,0,6.0,0,7,1
1647,0,15000.0,2.0,1,0,0,3,1,0,1.0,0,1,1,1,1.0,30000.0,163.7347927,2,6.0,0,0,3.0,0.0,0,0,0,2,1,7,0,1,1,6.0,35.0,0,1,7.0,1,3.0,0.0,6.0,0,6.0,0,7,1
1648,0,16666.66667,2.0,0,1,0,3,1,1,4.0,0,1,3,0,1.0,50000.0,176.53638823333333,3,6.0,0,0,7.0,0.0,0,0,0,7,3,3,0,0,4,6.0,36.0,0,1,6.0,1,7.0,0.0,6.0,0,6.0,1,3,1
1655,0,4000.0,2.0,0,0,0,1,0,0,4.0,0,1,3,0,1.0,8000.0,93.9570095,2,6.0,1,0,8.0,0.0,0,1,0,8,1,4,0,0,0,6.0,40.33333333,0,0,6.0,1,6.0,2.0,4.0,0,6.0,0,4,1
1657,0,10000.0,3.0,1,1,0,2,1,0,3.0,0,1,4,1,1.0,20000.0,239.00488425,2,6.0,0,0,3.0,0.0,0,0,0,2,1,7,0,1,0,6.0,31.5,0,0,6.0,0,2.0,0.0,6.0,0,6.0,0,7,1
1659,0,13333.33333,2.0,1,0,0,3,0,0,3.0,0,0,5,1,1.0,40000.0,209.6508456,3,6.0,0,0,1.0,0.0,0,0,0,2,2,7,0,1,1,6.0,23.5,0,0,5.0,2,4.0,0.0,6.0,0,6.0,0,7,1
1661,0,5000.0,2.0,1,0,0,2,0,0,2.0,0,1,3,1,1.0,20000.0,63.18395015,4,6.0,0,0,2.0,0.0,0,0,0,2,1,7,0,2,0,6.0,18.0,0,1,5.0,1,1.0,1.0,5.0,0,6.0,0,7,1
1662,0,22500.0,1.0,0,0,0,3,0,0,2.0,0,2,4,0,1.0,45000.0,58.5866537,2,6.0,0,0,7.0,0.0,0,0,0,11,2,7,0,0,1,6.0,35.5,0,1,7.0,2,5.0,0.0,6.0,0,6.0,0,7,0
1663,0,4800.0,1.0,1,1,0,2,0,0,1.0,0,1,2,0,1.0,24000.0,51.08440044,5,6.0,1,0,6.0,0.0,0,1,0,7,1,7,0,2,1,6.0,38.6,0,0,6.0,0,4.0,0.0,6.0,0,6.0,1,7,1
1664,0,20000.0,1.0,0,0,0,2,1,0,2.0,0,0,3,0,1.0,20000.0,486.1677387,1,6.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,0,6.0,42.66666667,0,0,6.0,1,8.0,0.0,6.0,0,6.0,0,7,1
1665,0,6000.0,2.0,0,1,0,3,1,0,1.0,0,1,2,0,1.0,30000.0,81.76618978,5,6.0,1,0,8.0,0.0,0,2,0,7,2,7,0,0,0,6.0,49.4,0,1,4.0,1,8.0,1.0,6.0,0,6.0,1,7,1
1666,0,75000.0,2.0,1,1,0,5,1,1,1.0,0,1,4,0,1.0,150000.0,289.5436914,2,6.0,0,0,7.0,0.0,0,0,0,7,1,7,0,1,2,6.0,30.0,0,1,6.0,2,6.0,0.0,6.0,0,6.0,1,7,0
1667,0,10000.0,3.0,0,0,0,2,0,0,2.0,0,1,2,0,1.0,20000.0,191.45388045,2,6.0,0,0,3.0,0.0,0,0,0,9,1,7,0,0,0,6.0,35.5,0,0,7.0,1,2.0,1.0,5.0,0,6.0,0,7,1
