,IF_single_elderly,income_percap,TVtime_codes,IF_existChildren,NumPC_list,IF_singleAE,income,NumWaterHeater_list,NumVehicle_codes,Cookingtime_codes,NumDryer_list,NumWashMach_list,NumCookingEquip_list,IF_coupleWithChildren,resident_codes,raw_income,percapita_en_total_no_vehicle,size,Reno_OtherHeatInsu_codes,IF_existElderly,IF_singleA,SummerSunshine_codes,GlassType_codes,IF_coupleA,elderNumber,resident,demographicType,NumTV_list,live_days,IF_grandparentKids,childrenNumber,NumAC_list,Reno_WindowGap_codes,ages_mean,IF_couple_elderly,gender_codes,HouseAge_codes,job,WinterSunshine_codes,WindowFrame_codes,Reno_WindowGlass_codes,IF_singleWithChildren,Reno_Wall_codes,IF_bigFamily,Weektime_list,cluster
2155,0,33333.33333,4.0,1,1,0,4,1,1,1.0,0,1,7,1,1.0,100000.0,731.8473286666667,3,5.0,0,0,7.0,0.0,0,0,0,2,1,7,0,1,3,6.0,31.66666667,0,1,6.0,0,6.0,2.0,6.0,0,5.0,0,7,0
2158,0,3500.0,3.0,0,0,0,1,0,0,3.0,0,1,1,0,1.0,7000.0,354.69594945,2,6.0,1,0,7.0,0.0,0,2,0,6,1,7,0,0,0,6.0,63.0,1,0,5.0,1,6.0,0.0,6.0,0,6.0,0,7,1
2159,0,10000.0,1.0,0,0,0,2,0,0,0.0,0,0,1,0,1.0,20000.0,29.540814335,2,6.0,1,0,3.0,0.0,0,1,0,10,1,7,0,0,0,4.0,58.5,0,0,0.0,0,1.0,1.0,2.0,0,6.0,0,7,1
2163,0,25000.0,3.0,0,0,0,3,0,0,1.0,0,0,2,0,1.0,50000.0,168.5172083,2,6.0,0,0,8.0,1.0,1,0,0,1,1,7,0,0,0,5.0,33.5,0,1,6.0,2,5.0,0.0,5.0,0,6.0,0,7,0
2166,0,12000.0,2.0,1,0,0,3,1,0,2.0,0,1,1,1,1.0,36000.0,237.78636376666668,3,4.0,0,0,7.0,0.0,0,0,0,2,1,7,0,1,1,4.0,29.33333333,0,0,5.0,0,5.0,0.0,4.0,0,4.0,0,7,1
2172,0,10000.0,4.0,0,0,0,2,0,0,2.0,0,1,1,0,1.0,20000.0,408.35218095,2,6.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,1,6.0,37.33333333,0,1,6.0,1,6.0,0.0,6.0,0,6.0,0,7,1
2175,0,10000.0,3.0,1,1,0,3,1,0,2.0,0,1,2,1,1.0,30000.0,500.38907233333333,3,6.0,0,0,7.0,1.0,0,0,0,2,1,7,0,1,1,5.0,18.33333333,0,0,7.0,0,5.0,0.0,6.0,0,6.0,0,7,1
2177,0,25000.0,3.0,0,0,0,4,0,0,3.0,0,1,2,0,1.0,100000.0,156.663381875,4,6.0,0,0,5.0,0.0,0,0,0,9,1,7,0,0,0,6.0,39.75,0,1,6.0,2,3.0,0.0,6.0,0,6.0,0,7,0
2178,0,30000.0,3.0,0,0,0,4,0,0,2.0,0,0,2,0,1.0,60000.0,176.2876813,2,3.0,1,0,8.0,0.0,0,1,0,6,1,7,0,0,0,6.0,56.5,1,1,4.0,1,6.0,1.0,6.0,0,6.0,0,7,0
2179,0,5000.0,3.0,0,0,0,1,0,0,3.0,0,1,1,0,1.0,10000.0,352.72758305,2,6.0,1,0,8.0,0.0,0,2,0,6,1,7,0,0,0,6.0,56.5,1,0,6.0,1,6.0,0.0,6.0,0,6.0,0,7,1
2180,0,30000.0,2.0,0,0,0,4,0,0,1.0,0,0,2,0,1.0,60000.0,46.4267505,2,6.0,0,0,6.0,0.0,1,0,0,1,1,3,0,0,0,6.0,32.5,0,1,6.0,2,4.0,1.0,6.0,0,6.0,0,3,0
2183,1,0.0,0.0,0,0,1,0,0,0,3.0,0,1,1,0,1.0,0.0,118.1645296,1,6.0,1,0,8.0,0.0,0,1,0,5,1,7,0,0,0,6.0,71.0,0,0,5.0,1,7.0,1.0,6.0,0,6.0,0,7,1
2184,0,9000.0,3.0,0,0,0,2,1,0,4.0,0,0,2,0,1.0,18000.0,1392.5179705,2,6.0,1,0,8.0,0.0,0,1,0,10,1,7,0,0,0,6.0,59.0,0,1,4.0,2,7.0,0.0,6.0,0,6.0,0,7,1
2189,0,15000.0,3.0,1,0,0,3,0,0,2.0,0,1,1,1,1.0,30000.0,106.9955239,2,6.0,0,0,5.0,0.0,0,0,0,2,1,7,0,2,1,6.0,22.75,0,1,6.0,1,3.0,0.0,6.0,0,6.0,0,7,1
2190,0,7500.0,2.0,0,0,0,2,0,0,2.0,0,1,2,0,1.0,15000.0,240.4260142,2,6.0,1,0,7.0,0.0,0,2,0,6,2,7,0,0,1,6.0,61.5,1,1,5.0,1,5.0,0.0,6.0,0,6.0,0,7,1
2191,0,10000.0,2.0,0,1,0,3,0,0,2.0,0,0,3,0,1.0,30000.0,182.26333883333334,3,6.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,0,6.0,39.66666667,0,0,6.0,1,8.0,0.0,6.0,0,6.0,0,7,1
2193,0,25000.0,2.0,1,1,0,3,0,0,2.0,0,1,1,1,1.0,50000.0,213.6235932,2,6.0,0,0,5.0,0.0,0,0,0,2,1,7,0,1,1,6.0,26.0,0,1,6.0,1,3.0,0.0,6.0,0,6.0,0,7,0
2194,0,10000.0,3.0,0,1,0,3,0,1,0.0,0,1,1,0,1.0,30000.0,28.230579913333333,3,6.0,0,0,6.0,0.0,1,0,0,1,1,7,0,0,1,6.0,31.0,0,0,6.0,1,5.0,0.0,6.0,0,6.0,0,7,1
2196,0,3000.0,2.0,0,0,0,1,0,0,1.0,0,0,2,0,1.0,6000.0,80.9949552,2,6.0,1,0,4.0,0.0,0,2,0,6,1,7,0,0,0,6.0,65.5,1,0,3.0,0,3.0,1.0,6.0,0,6.0,0,7,1
2197,1,1200.0,1.0,0,0,1,0,0,0,2.0,0,1,2,0,1.0,1200.0,263.4770264,1,6.0,1,0,8.0,0.0,0,1,0,5,1,7,0,0,1,4.0,70.0,0,0,5.0,0,8.0,0.0,4.0,0,6.0,0,7,1
2199,0,7500.0,2.0,0,0,0,2,1,0,3.0,0,1,2,0,1.0,15000.0,257.4154119,2,6.0,1,0,8.0,0.0,0,1,0,6,1,7,0,0,0,6.0,51.5,1,0,5.0,0,8.0,0.0,3.0,0,6.0,0,7,1
2201,0,12000.0,2.0,0,0,0,4,0,0,3.0,0,1,2,0,1.0,60000.0,78.6388039,5,6.0,1,0,5.0,0.0,0,2,0,8,1,7,0,0,1,6.0,42.0,0,1,7.0,1,2.0,1.0,6.0,0,6.0,0,7,1
2202,0,20000.0,3.0,0,0,0,4,0,0,3.0,0,1,1,0,1.0,60000.0,261.25755826666665,3,6.0,1,0,7.0,0.0,0,2,0,8,1,7,0,0,0,5.0,47.66666667,0,1,7.0,1,6.0,0.0,5.0,0,6.0,0,7,1
2204,0,4000.0,4.0,0,0,0,1,0,0,3.0,0,0,2,0,1.0,8000.0,303.37409375,2,6.0,1,0,4.0,0.0,0,1,0,6,1,7,0,0,0,5.0,54.0,1,1,4.0,1,3.0,0.0,5.0,0,0.0,0,7,1
2207,0,20000.0,5.0,0,0,0,3,0,0,3.0,0,1,2,0,1.0,40000.0,518.850667,2,6.0,1,0,7.0,0.0,0,2,0,6,1,7,0,0,1,6.0,56.5,1,0,7.0,1,5.0,1.0,6.0,0,6.0,0,7,1
2208,0,16000.0,1.0,0,1,0,4,1,0,2.0,0,1,2,0,1.0,80000.0,119.73462858,5,6.0,1,0,8.0,0.0,0,2,0,7,2,7,0,0,1,6.0,54.0,0,0,2.0,1,6.0,1.0,4.0,0,4.0,1,7,1
2209,0,16000.0,0.0,0,1,0,4,0,0,2.0,0,1,2,0,1.0,80000.0,125.83724506000001,5,6.0,1,0,8.0,0.0,0,1,0,8,1,7,0,0,2,5.0,38.33333333,0,0,4.0,2,5.0,0.0,6.0,0,6.0,0,7,1
2210,0,14000.0,4.0,1,1,0,4,1,0,4.0,1,0,3,0,1.0,70000.0,201.9070366,5,6.0,1,0,8.0,0.0,0,2,0,7,2,7,0,1,1,5.0,41.4,0,1,5.0,1,6.0,0.0,5.0,0,5.0,1,7,1
2211,0,1500.0,3.0,0,0,0,0,0,0,2.0,0,0,1,0,1.0,1500.0,123.6380145,1,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,0,0,6.0,49.4,0,1,3.0,1,7.0,1.0,0.0,0,6.0,1,7,1
2212,0,592.0,0.0,0,0,0,1,0,0,1.0,0,0,1,0,1.0,2960.0,23.827713,5,6.0,1,0,3.0,0.0,0,1,0,6,1,7,0,0,0,6.0,59.0,1,1,6.0,1,2.0,1.0,6.0,0,6.0,0,7,1
2213,0,5000.0,2.0,0,0,0,1,1,1,0.0,0,0,4,0,1.0,10000.0,197.4364658,2,5.0,1,0,6.0,0.0,0,2,0,6,1,7,0,0,0,5.0,64.5,1,0,3.0,1,5.0,0.0,5.0,0,4.0,0,7,1
2214,0,5000.0,0.0,1,1,0,2,0,1,1.0,0,1,1,1,1.0,20000.0,37.6667789,4,6.0,0,0,6.0,0.0,0,0,0,2,1,7,0,2,0,6.0,15.0,0,1,6.0,2,4.0,0.0,6.0,0,6.0,0,7,1
2216,0,9000.0,2.0,0,0,0,2,0,0,1.0,0,1,2,0,1.0,18000.0,106.71899755,2,6.0,1,0,7.0,0.0,0,2,0,6,2,7,0,0,1,6.0,62.5,1,1,6.0,1,5.0,0.0,6.0,0,6.0,0,7,1
2217,0,2500.0,3.0,0,0,0,1,0,0,1.0,0,0,1,0,1.0,5000.0,129.923007,2,6.0,1,0,6.0,0.0,0,2,0,7,1,7,0,0,0,6.0,54.8,0,0,2.0,0,7.0,0.0,6.0,0,6.0,1,7,1
2218,0,12500.0,2.0,0,1,0,3,0,1,2.0,0,1,2,0,1.0,50000.0,94.797358325,4,5.0,0,0,7.0,0.0,1,0,0,1,1,7,0,0,1,5.0,32.5,0,0,6.0,1,6.0,1.0,5.0,0,6.0,0,7,1
2219,0,1600.0,1.0,0,0,0,1,0,0,3.0,0,0,1,0,1.0,8000.0,10.287439306,5,6.0,1,0,8.0,0.0,0,2,0,8,1,1,0,0,0,5.0,43.25,0,0,3.0,1,7.0,1.0,5.0,0,6.0,0,1,1
2220,0,20000.0,1.0,1,0,0,3,0,0,2.0,0,1,1,0,1.0,40000.0,43.223540265,2,6.0,1,0,6.0,0.0,0,2,0,7,1,2,0,1,0,6.0,31.66666667,0,1,7.0,2,2.0,0.0,6.0,0,6.0,1,2,1
2221,1,1000.0,1.0,0,0,1,0,0,0,1.0,0,0,1,0,1.0,2000.0,124.46836675,2,6.0,1,0,8.0,0.0,0,1,0,5,1,7,0,0,0,6.0,59.0,0,0,4.0,1,4.0,1.0,6.0,0,6.0,0,7,1
2222,0,25000.0,3.0,1,1,0,3,0,0,1.0,0,1,3,0,1.0,50000.0,129.94461655,2,6.0,0,0,7.0,0.0,0,0,0,7,1,7,0,2,0,4.0,26.28571429,0,0,2.0,1,4.0,1.0,4.0,0,6.0,1,7,0
2224,0,3333.333333,4.0,1,0,0,1,1,0,3.0,0,1,2,1,1.0,10000.0,180.27851646666667,3,6.0,0,0,7.0,0.0,0,0,0,2,1,7,0,1,0,5.0,32.0,0,0,5.0,1,5.0,1.0,5.0,0,6.0,0,7,1
2225,0,1666.666667,4.0,1,0,0,1,0,0,3.0,0,0,1,1,1.0,5000.0,143.05837,3,6.0,0,0,5.0,0.0,0,0,0,2,1,7,0,1,0,6.0,37.0,0,0,5.0,2,3.0,0.0,5.0,0,6.0,0,7,1
2226,0,5000.0,3.0,1,0,0,2,0,1,1.0,0,1,1,1,1.0,20000.0,72.853322325,4,6.0,0,0,4.0,0.0,0,0,0,2,2,7,0,2,0,6.0,19.5,0,0,5.0,1,4.0,1.0,2.0,0,5.0,0,7,1
2227,0,4666.666667,3.0,1,0,0,2,0,1,1.0,0,0,1,1,1.0,14000.0,29.35180733333333,3,6.0,1,0,8.0,0.0,0,1,0,2,1,7,0,1,0,6.0,40.33333333,0,1,6.0,1,4.0,0.0,6.0,0,6.0,0,7,1
2228,0,7142.857143,2.0,0,1,0,3,1,1,3.0,0,1,3,0,1.0,50000.0,130.7342566,7,6.0,1,0,8.0,0.0,0,1,0,7,1,7,0,0,1,6.0,45.8,0,0,6.0,1,5.0,1.0,6.0,0,6.0,1,7,1
2233,0,15000.0,2.0,1,0,0,3,0,0,1.0,0,0,1,0,1.0,30000.0,69.0612195,2,6.0,1,0,8.0,0.0,0,1,0,7,1,7,0,2,0,6.0,41.6,0,0,7.0,1,7.0,0.0,6.0,0,6.0,1,7,1
2235,0,0.0,0.0,0,0,0,0,0,0,1.0,0,0,1,0,1.0,0.0,57.6536415,2,6.0,1,0,8.0,3.0,0,2,0,7,1,7,0,0,0,6.0,42.8,0,1,4.0,0,6.0,1.0,6.0,0,6.0,1,7,1
2240,0,6666.666667,1.0,0,1,0,2,0,0,3.0,0,1,2,0,1.0,20000.0,60.91300713333334,3,6.0,0,0,7.0,0.0,0,0,0,9,1,7,0,0,0,6.0,44.33333333,0,1,6.0,1,7.0,0.0,6.0,0,6.0,0,7,1
2245,0,0.0,2.0,1,0,0,0,0,0,3.0,0,0,1,1,1.0,0.0,107.52765529999999,3,6.0,0,0,4.0,1.0,0,0,0,2,1,7,0,1,0,6.0,33.25,0,1,6.0,1,6.0,0.0,6.0,0,6.0,0,7,1
2246,0,26666.66667,2.0,1,0,0,4,1,0,2.0,0,1,1,1,1.0,80000.0,234.07132339999998,3,6.0,0,0,8.0,0.0,0,0,0,2,1,7,0,1,1,6.0,31.33333333,0,0,5.0,2,7.0,0.0,6.0,0,6.0,0,7,0
2247,0,6666.666667,4.0,1,0,0,2,0,0,2.0,0,0,1,0,1.0,20000.0,102.18136453333334,3,6.0,1,0,8.0,0.0,0,2,0,4,1,7,1,1,1,6.0,41.0,0,1,6.0,1,7.0,1.0,6.0,0,6.0,0,7,1
2250,0,20000.0,2.0,0,0,0,3,1,0,3.0,0,1,1,0,1.0,40000.0,250.19236445,2,6.0,1,0,8.0,0.0,0,2,0,6,1,7,0,0,0,5.0,60.0,1,1,5.0,0,7.0,0.0,5.0,0,6.0,0,7,1
2251,0,2333.333333,1.0,1,0,0,1,0,0,2.0,0,1,3,0,1.0,7000.0,169.46562996666668,3,6.0,1,0,8.0,0.0,0,1,0,7,1,7,0,1,0,6.0,35.0,0,1,7.0,0,6.0,0.0,6.0,0,6.0,1,7,1
2252,0,20000.0,4.0,0,0,0,4,0,0,1.0,0,1,2,0,1.0,60000.0,110.23660123333333,3,6.0,1,0,8.0,0.0,0,1,0,8,1,7,0,0,0,6.0,54.66666667,0,1,4.0,0,7.0,1.0,6.0,0,6.0,0,7,1
2253,0,750.0,1.0,1,0,0,1,0,0,2.0,0,1,2,0,1.0,6000.0,64.610895875,8,6.0,0,0,8.0,0.0,0,0,0,7,1,7,0,6,0,6.0,13.875,0,0,6.0,1,6.0,0.0,6.0,0,6.0,1,7,1
2255,0,10000.0,1.0,0,1,0,3,1,0,1.0,0,1,2,0,1.0,50000.0,110.86497053999999,5,6.0,0,0,7.0,0.0,0,0,0,9,1,7,0,0,2,6.0,29.75,0,1,6.0,1,4.0,2.0,5.0,0,6.0,0,7,1
2257,0,3500.0,1.0,0,0,0,1,0,0,2.0,0,1,1,0,1.0,7000.0,126.2929568,2,6.0,1,0,3.0,0.0,0,2,0,6,1,7,0,0,0,6.0,73.5,1,0,7.0,1,4.0,0.0,6.0,0,6.0,0,7,1
2258,0,6000.0,3.0,0,1,0,3,1,1,1.0,0,1,1,0,1.0,30000.0,133.39879534,5,6.0,0,0,8.0,0.0,0,0,0,7,1,7,0,0,1,6.0,32.5,0,0,6.0,2,8.0,1.0,6.0,0,6.0,1,7,1
2259,0,15000.0,2.0,0,0,0,3,1,0,1.0,0,0,1,0,1.0,30000.0,225.0404246,2,6.0,1,0,6.0,0.0,0,2,0,6,1,7,0,0,1,6.0,63.5,1,1,7.0,2,6.0,0.0,6.0,0,6.0,0,7,1
2260,0,22500.0,2.0,1,0,0,3,0,0,2.0,0,1,2,0,1.0,45000.0,236.43221875,2,6.0,1,0,8.0,0.0,0,1,0,7,1,7,0,1,0,5.0,45.5,0,0,7.0,1,6.0,0.0,6.0,0,5.0,1,7,0
2261,0,3750.0,2.0,1,0,0,2,0,0,1.0,0,1,1,1,1.0,15000.0,67.575495875,4,6.0,0,0,7.0,0.0,0,0,0,2,1,7,0,2,0,6.0,30.5,0,1,7.0,1,4.0,3.0,5.0,0,6.0,0,7,1
2262,0,12000.0,3.0,1,0,0,4,1,0,3.0,0,1,1,0,1.0,60000.0,65.50271714,5,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,1,1,6.0,39.8,0,0,6.0,0,7.0,0.0,6.0,0,6.0,1,7,1
2263,0,5000.0,4.0,1,1,0,3,0,0,1.0,0,1,2,0,1.0,35000.0,44.17552198571428,7,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,4,1,6.0,26.75,0,0,4.0,1,8.0,1.0,6.0,0,6.0,1,7,1
2264,0,6500.0,2.0,0,1,0,2,0,0,1.0,0,1,1,0,1.0,13000.0,148.9685637,2,6.0,0,0,5.0,0.0,0,0,0,9,1,7,0,0,3,6.0,40.25,0,0,5.0,0,4.0,0.0,6.0,0,6.0,0,7,1
2268,0,2000.0,2.0,1,0,0,1,0,0,2.0,0,1,2,0,1.0,8000.0,58.139388125,4,6.0,1,0,8.0,1.0,0,2,0,7,1,7,0,2,0,6.0,32.14285714,0,0,7.0,1,8.0,0.0,6.0,0,6.0,1,7,1
2269,0,1000.0,3.0,0,0,0,0,0,0,1.0,0,1,2,0,1.0,1000.0,639.7287156,1,6.0,0,0,7.0,0.0,0,0,0,9,1,7,0,0,0,6.0,42.0,0,0,5.0,0,4.0,3.0,6.0,0,6.0,0,7,1
2270,0,6666.666667,1.0,1,0,0,2,0,0,2.0,0,1,2,1,1.0,20000.0,151.101084,3,6.0,0,0,8.0,0.0,0,0,0,2,2,7,0,2,1,6.0,15.0,0,0,6.0,1,6.0,0.0,6.0,0,6.0,0,7,1
2271,0,8000.0,0.0,1,0,0,1,0,0,1.0,0,1,1,0,1.0,8000.0,238.6848252,1,6.0,1,0,2.0,1.0,0,1,0,8,1,7,0,1,0,6.0,26.5,0,1,7.0,0,3.0,0.0,6.0,0,6.0,0,7,1
2273,0,13333.33333,2.0,0,0,0,3,0,0,2.0,0,0,1,0,1.0,40000.0,69.278755,3,6.0,1,0,8.0,0.0,0,2,0,8,1,7,0,0,0,6.0,60.66666667,0,1,4.0,0,7.0,1.0,6.0,0,6.0,0,7,1
2278,0,5000.0,5.0,1,0,0,2,0,0,2.0,0,1,1,0,1.0,20000.0,81.362022525,4,6.0,1,0,8.0,0.0,0,3,0,7,1,7,0,1,1,6.0,42.5,0,0,7.0,1,7.0,0.0,6.0,0,6.0,1,7,1
2280,0,5000.0,1.0,0,1,0,1,1,0,2.0,0,1,1,0,1.0,5000.0,575.3665664,1,6.0,1,0,7.0,0.0,0,2,0,7,1,7,0,0,0,6.0,41.2,0,1,5.0,2,4.0,0.0,6.0,0,6.0,1,7,1
2282,0,2000.0,2.0,1,0,0,1,0,0,2.0,0,1,1,0,1.0,10000.0,45.562358239999995,5,6.0,1,0,8.0,0.0,0,1,0,7,1,7,0,2,1,6.0,34.0,0,1,5.0,1,6.0,1.0,5.0,0,6.0,1,7,1
2284,0,4999.5,2.0,1,1,0,1,1,1,2.0,0,1,1,0,1.0,9999.0,148.80886045,2,6.0,0,0,7.0,0.0,0,0,0,7,1,7,0,1,0,6.0,28.2,0,0,5.0,1,4.0,1.0,6.0,0,6.0,1,7,1
2285,0,7500.0,2.0,1,0,0,3,0,0,2.0,0,1,2,1,1.0,30000.0,80.234513975,4,6.0,0,0,8.0,1.0,0,0,0,2,1,7,0,2,0,5.0,26.75,0,0,7.0,1,8.0,0.0,5.0,0,6.0,0,7,1
2287,0,260.0,2.0,1,0,0,0,0,0,4.0,0,1,3,0,1.0,1300.0,92.15742294,5,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,1,0,6.0,44.4,0,0,7.0,0,5.0,0.0,6.0,0,6.0,1,7,1
2288,0,16666.66667,3.0,0,1,0,3,1,0,1.0,0,1,1,0,1.0,50000.0,419.74079666666665,3,5.0,0,0,8.0,0.0,0,0,0,9,1,2,0,0,1,5.0,34.0,0,1,6.0,2,6.0,0.0,6.0,0,6.0,0,2,1
2289,0,6500.0,0.0,0,1,0,3,0,0,1.0,0,1,1,0,1.0,26000.0,25.938444225,4,6.0,1,0,7.0,0.0,0,2,0,7,2,7,0,0,1,3.0,52.16666667,0,1,6.0,2,5.0,2.0,3.0,0,6.0,1,7,1
2290,0,16666.66667,1.0,1,0,0,3,0,0,1.0,0,1,2,1,1.0,50000.0,89.37321073333334,3,6.0,0,0,8.0,0.0,0,0,0,2,1,7,0,1,1,6.0,33.5,0,0,4.0,1,6.0,1.0,6.0,0,6.0,0,7,1
2295,0,17500.0,3.0,1,1,0,4,0,0,2.0,0,1,2,0,1.0,70000.0,64.06296735,4,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,3,0,5.0,38.42857143,0,1,5.0,1,7.0,1.0,6.0,0,6.0,1,7,1
2296,0,8000.0,1.0,0,0,0,2,1,0,2.0,0,1,2,0,1.0,24000.0,142.11521456666665,3,6.0,0,0,8.0,0.0,1,0,0,1,2,7,0,0,1,6.0,52.0,0,0,4.0,0,8.0,1.0,6.0,0,6.0,0,7,1
2297,0,10000.0,3.0,1,0,0,3,0,0,2.0,0,1,2,1,1.0,40000.0,135.811630825,4,6.0,0,0,8.0,0.0,0,0,0,2,1,7,0,1,0,6.0,33.75,0,0,6.0,1,8.0,0.0,6.0,0,6.0,0,7,1
2299,0,35000.0,2.0,1,0,0,4,0,0,2.0,0,1,1,1,1.0,70000.0,207.47203965,2,6.0,0,0,5.0,0.0,0,0,0,2,1,7,0,1,1,6.0,29.66666667,0,0,5.0,2,4.0,0.0,6.0,0,6.0,0,7,0
2300,1,1220.0,0.0,0,0,1,0,0,0,2.0,0,0,2,0,1.0,1220.0,617.38859,1,5.0,1,0,8.0,0.0,0,1,0,5,1,7,0,0,0,6.0,79.0,0,0,2.0,0,7.0,1.0,6.0,0,6.0,0,7,1
2301,0,13333.33333,1.0,1,0,0,3,1,0,0.0,0,1,2,1,1.0,40000.0,119.38385360000001,3,6.0,0,0,8.0,0.0,0,0,0,2,1,7,0,1,1,6.0,22.33333333,0,1,6.0,2,7.0,0.0,6.0,0,6.0,0,7,1
2304,0,16666.66667,2.0,0,0,0,3,0,0,0.0,0,1,2,0,1.0,50000.0,107.70004413333334,3,5.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,0,5.0,37.5,0,1,6.0,1,6.0,2.0,6.0,0,5.0,0,7,1
2305,0,25000.0,1.0,1,0,0,4,0,0,3.0,0,1,1,0,1.0,100000.0,68.2503726,4,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,3,0,5.0,29.875,0,0,5.0,1,7.0,1.0,6.0,0,6.0,1,7,0
2310,0,555.5555556,2.0,1,0,0,4,0,0,2.0,0,1,1,0,1.0,55000.0,436.1494969,1,6.0,1,0,7.0,0.0,0,2,0,7,1,7,0,1,0,6.0,41.6,0,1,7.0,1,5.0,0.0,6.0,0,6.0,1,7,1
2313,0,12500.0,1.0,1,0,0,3,0,1,1.0,0,0,2,1,1.0,50000.0,116.04488305,4,6.0,0,0,8.0,0.0,0,0,0,2,1,7,0,2,0,6.0,24.75,0,0,6.0,2,8.0,0.0,6.0,0,6.0,0,7,1
2315,0,10000.0,1.0,1,1,0,3,0,0,1.0,0,1,3,0,1.0,40000.0,32.58230835,4,6.0,0,0,3.0,0.0,0,0,0,3,1,7,0,1,1,6.0,33.0,0,1,7.0,0,4.0,0.0,6.0,1,6.0,0,7,1
2317,0,1120.0,1.0,0,0,0,0,0,0,2.0,0,0,1,0,1.0,1120.0,215.868198,1,6.0,1,0,7.0,0.0,0,1,0,7,1,7,0,0,0,6.0,53.2,0,0,3.0,0,5.0,1.0,6.0,0,6.0,1,7,1
2318,0,10000.0,4.0,1,0,0,3,0,0,2.0,0,1,1,1,1.0,40000.0,123.537300575,4,6.0,1,0,7.0,0.0,0,1,0,2,1,7,0,1,0,6.0,36.0,0,1,5.0,1,6.0,1.0,6.0,0,6.0,0,7,1
2319,0,10000.0,3.0,1,0,0,3,0,0,3.0,0,1,2,1,1.0,30000.0,120.44733316666667,3,6.0,0,0,7.0,1.0,0,0,0,2,1,7,0,1,1,6.0,14.0,0,0,7.0,0,7.0,2.0,6.0,0,6.0,0,7,1
2321,0,4000.0,5.0,0,0,0,2,0,0,1.0,0,1,1,0,1.0,20000.0,73.29687086,5,6.0,1,0,6.0,0.0,0,2,0,6,1,7,0,0,0,6.0,57.5,1,0,4.0,1,5.0,1.0,6.0,0,6.0,0,7,1
2322,0,833.3333333,3.0,1,0,0,1,0,0,2.0,0,1,1,0,1.0,5000.0,39.4708223,6,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,3,0,4.0,32.33333333,0,0,6.0,0,6.0,1.0,6.0,0,6.0,1,7,1
2323,0,17500.0,2.0,1,0,0,4,0,0,3.0,0,1,2,1,1.0,70000.0,185.857251125,4,6.0,0,0,8.0,0.0,0,0,0,2,1,7,0,1,0,6.0,30.25,0,1,7.0,1,8.0,0.0,6.0,0,6.0,0,7,1
2326,0,25000.0,2.0,1,2,0,4,0,0,1.0,0,1,2,0,1.0,100000.0,90.7214439,4,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,1,1,6.0,42.16666667,0,0,5.0,0,7.0,0.0,6.0,0,6.0,1,7,0
2327,0,4000.0,1.0,0,0,0,1,0,0,1.0,0,1,3,0,1.0,8000.0,111.99575375,2,6.0,1,0,8.0,0.0,0,2,0,7,1,7,0,0,0,6.0,40.2,0,1,6.0,1,8.0,1.0,6.0,0,6.0,1,7,1
2330,0,20000.0,4.0,0,0,0,4,0,0,2.0,0,1,2,0,1.0,60000.0,229.55008743333335,3,6.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,1,6.0,36.66666667,0,1,6.0,0,7.0,0.0,6.0,0,6.0,0,7,1
2331,0,700.0,0.0,0,0,0,0,0,0,1.0,0,0,1,0,1.0,1400.0,57.423821,2,6.0,1,0,7.0,0.0,0,2,0,6,1,7,0,0,0,6.0,79.0,1,1,3.0,0,6.0,1.0,6.0,0,6.0,0,7,1
2336,0,25000.0,5.0,0,0,0,3,1,0,1.0,0,1,1,0,1.0,50000.0,237.2230402,2,6.0,0,0,8.0,0.0,0,0,0,9,1,7,0,0,2,6.0,36.0,0,0,5.0,2,8.0,2.0,6.0,0,6.0,0,7,0
2337,0,750.0,3.0,1,0,0,1,0,0,2.0,0,1,1,1,1.0,3000.0,61.184045475,4,6.0,0,0,3.0,0.0,0,0,0,2,1,7,0,2,0,6.0,27.25,0,0,5.0,1,2.0,1.0,6.0,0,6.0,0,7,1
2338,0,10000.0,2.0,1,0,0,2,0,0,2.0,0,1,2,1,1.0,20000.0,180.24166345,2,6.0,0,0,8.0,0.0,0,0,0,2,1,7,0,1,0,6.0,34.5,0,0,5.0,1,7.0,0.0,6.0,0,6.0,0,7,1
2339,0,10000.0,4.0,0,0,1,1,0,0,1.0,0,1,2,0,1.0,10000.0,369.8421484,1,6.0,0,1,8.0,0.0,0,0,0,0,1,7,0,0,0,6.0,49.0,0,0,7.0,1,6.0,0.0,6.0,0,6.0,0,7,1
2342,0,1250.0,4.0,1,0,0,1,0,0,1.0,0,1,2,0,1.0,5000.0,70.638239875,4,6.0,1,0,8.0,0.0,0,2,0,7,2,7,0,2,0,6.0,34.33333333,0,1,3.0,1,5.0,1.0,6.0,0,6.0,1,7,1
