,id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num_x,vehicle_dist_x,vehicle_fuel_x,vehicle_use_x,fuel1_x,fuel2_x,fuel3_x,fuel4_x,fuel5_x,fuel6_x,fuel7_x,fuel8_x,fuel9_x,fuel10_x,vehicle_num_y,vehicle_dist_y,vehicle_fuel_y,vehicle_use_y,fuel1_y,fuel2_y,fuel3_y,fuel4_y,fuel5_y,fuel6_y,fuel7_y,fuel8_y,fuel9_y,fuel10_y,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes,en_ac_percap,en_computer_percap,en_cooking_percap,en_freezing_percap,en_heating_percap,en_laundry_percap,en_lighting_percap,en_television_percap,en_vehicle_percap,en_waterheating_percap,en_total_no_vehicle_percap,log_en_total,log_en_total_percap,log_expenditure,log_raw_income,log_income_percap,log_en_total_no_vehicle_percap,province_id,prefecture_id,cluster
0,4,北京市,北京市,朝阳区,-1,66,2,1,4,3,0,0,3,3,0,4,72000,4,90000,6,18000.0,2,1250.0,3.0,45.0,1,0.429,90.0,1.0,1,1.0,4000.0,60.0,1.0,0,2.5,105,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,3.266451563,32.59308,487.904625,18.51177041,1913.265306,30.576,4.217928,0.0,0.0,240.0446829,2730.379844,2730.379844,Beijing,682.594961,0,8,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0.81661289075,8.14827,121.97615625,4.6279426025,478.3163265,7.644,1.054482,0.0,0.0,60.011170725,682.594961,7.912562197851203,6.52736557994452,11.407576060361786,11.184435286790631,9.798182590890704,6.52736557994452,0,0,0
1,14,北京市,北京市,海淀区,-1,51,4,1,4,1,5,2,5,5,0,4,70000,5,0,7,14000.0,5,0.0,1.607,45.0,2,0.857,22.5,0.0,2,1.5,3366.667,120.0,0.0,1,4.5,120,6000,1,0.0,11.0,7.5,0,1,2.25,1,11.0,0,0,0,0,1,0,0,0,0,0,1,2.25,1,11.0,0,0,0,0,1,0,0,0,0,0,1,2.25,1,11.0,0,0,0,0,1,0,0,0,0,0,14.69039063,5.368272,362.7030225,0.0,1129.206122,0.0,2.9525496,0.0,3642.4575,595.0198504,5752.397708,2109.940208,Beijing,1150.479542,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2.938078126,1.0736544,72.5406045,0.0,225.8412244,0.0,0.59050992,0.0,728.4915,119.00397008,421.9880416,8.657545865014475,7.048802952363873,0.0,11.156264806643742,9.546884034617925,6.0473439081974885,0,0,1
2,16,北京市,北京市,丰台区,-1,80,2,1,4,1,0,3,4,4,0,0,0,1,18620,7,0.0,2,1250.0,1.714,18.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,202.7449667,31.90946979,1394.081633,0.0,4.026204,33.5517,0.0,0.0,1666.313973,1666.313973,Beijing,1666.313973,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,202.7449667,31.90946979,1394.081633,0.0,4.026204,33.5517,0.0,0.0,1666.313973,7.4189692111466625,7.4189692111466625,9.832045255081763,0.0,0.0,7.4189692111466625,0,0,0
3,43,北京市,北京市,西城区,1,63,1,1,4,1,0,3,4,4,0,3,50000,2,21700,7,25000.0,5,600.0,1.05,24.375,1,1.0,37.5,1.0,1,3.5,3333.333,480.0,3.0,0,3.5,40,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,109.68825,0.0,200.4149875,14.80941633,529.7142857,7.28,8.8576488,147.62748,0.0,139.79875,1158.190818,1158.190818,Beijing,579.0954092,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,54.844125,0.0,100.20749375,7.404708165,264.85714285,3.64,4.4288244,73.81374,0.0,69.899375,579.095409,7.0554774699951155,6.363192588287969,9.985113621416073,10.819798284210286,10.12667110305036,6.363192588287969,0,0,0
4,44,北京市,北京市,大兴区,-1,32,2,1,5,3,0,2,4,5,2,6,340000,3,60000,7,113333.3333,3,1250.0,3.0,17.5,1,3.0,15.0,2.0,1,2.833,2600.0,330.0,1.667,2,0.0,0,0,1,2.75,0.0,0.0,0,1,0.0,7,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,7,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,7,0.0,0,0,1,0,0,1,0,0,0,0,0.0,19.683664,240.956625,23.96752027,0.0,0.0,24.157224,0.0,0.0,279.5429444,588.3079777,588.3079777,Beijing,196.1026592,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,6.561221333333333,80.318875,7.989173423333334,0.0,0.0,8.052408,0.0,0.0,93.18098146666668,196.10265923333336,6.378948929339203,5.283724705865395,11.002116507732017,12.73670383776449,11.638097431120604,5.283724705865395,0,0,0
5,49,北京市,北京市,顺义区,-1,52,0,0,4,1,5,0,5,4,2,4,60000,2,38600,0,30000.0,2,850.0,3.0,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,1,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,1,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beijing,0.0,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5610334618531,11.002116507732017,10.308985993422082,0.0,0,0,0
6,60,北京市,北京市,海淀区,1,57,2,1,4,1,2,0,4,5,0,3,31200,2,13900,7,15600.0,2,150.0,1.214,52.5,1,0.429,22.5,1.0,1,1.0,2666.667,60.0,1.0,0,4.5,80,2224,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,2.88046875,0.0,531.606712,14.80941633,1858.77551,4.47356,21.025732,120.78612,0.0,280.0521301,2834.409649,2834.409649,Beijing,1417.204825,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1.440234375,0.0,265.803356,7.404708165,929.387755,2.23678,10.512866,60.39306,0.0,140.02606505,1417.2048245,7.94994170272493,7.257147142711522,9.539716058977092,10.348205424565993,9.65509029374725,7.257147142711522,0,0,0
7,67,北京市,北京市,昌平区,-1,40,2,1,6,4,2,0,3,3,2,3,50000,3,24500,6,16666.66667,3,1250.0,2.0,22.5,1,1.0,15.0,3.0,1,1.5,2633.333,300.0,1.0,0,3.5,40,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,49.177206,284.658894,31.90946979,1032.653061,5.43218,6.518616,57.5172,0.0,213.9826888,1681.849316,1681.849316,Beijing,560.6164386,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,16.392402,94.886298,10.63648993,344.217687,1.8107266666666664,2.172872,19.1724,0.0,71.32756293333334,560.6164386666667,7.4282436572056625,6.330819123413315,10.106469212026385,10.819798284210286,9.721225994142234,6.330819123413315,0,0,0
8,77,北京市,北京市,丰台区,1,24,1,0,5,3,0,0,3,4,2,4,80000,2,45000,7,40000.0,1,0.0,3.0,22.5,1,2.0,37.5,2.0,1,2.5,3333.333,210.0,2.0,0,3.5,40,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,31.874115,217.6218135,0.0,1293.061224,1.789424,8.8576488,44.7356,0.0,139.79875,1737.738576,1737.738576,Beijing,868.8692879,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.9370575,108.81090675,0.0,646.530612,0.894712,4.4288244,22.3678,0.0,69.899375,868.869288,7.4609151729788294,6.768342956682757,10.714439990727769,11.289794413577894,10.596659732783579,6.768342956682757,0,0,0
9,78,北京市,北京市,昌平区,-1,52,3,0,4,1,5,1,4,2,0,3,50000,4,37000,7,12500.0,2,600.0,2.5,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,78.60762,19.14568188,0.0,0.559195,4.920916,44.7356,0.0,0.0,147.9690129,147.9690129,Beijing,36.99225322,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.651905,4.78642047,0.0,0.13979875,1.230229,11.1839,0.0,0.0,36.992253225,5.003738317203206,3.637382276443602,10.518700218288165,10.819798284210286,9.433563920090563,3.637382276443602,0,0,0
10,84,北京市,北京市,海淀区,1,76,2,1,4,4,5,0,4,5,0,3,50000,2,50000,7,25000.0,4,1000.0,1.964,26.25,1,2.0,15.0,1.0,1,1.0,2666.667,60.0,1.0,0,3.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,2.88046875,0.0,223.118805,37.02354082,878.2714286,0.559195,13.1522664,87.23442,0.0,143.052,1385.292125,1385.292125,Beijing,692.6460623,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1.440234375,0.0,111.5594025,18.51177041,439.1357143,0.2795975,6.5761332,43.61721,0.0,71.526,692.6460625,7.234387925939578,6.541961834016714,10.819798284210286,10.819798284210286,10.12667110305036,6.541961834016714,0,0,0
11,102,北京市,北京市,朝阳区,1,27,2,0,5,3,3,0,3,4,2,7,600000,2,0,0,300000.0,3,1050.0,0.762,20.0,1,1.0,22.5,1.0,1,2.5,4000.0,330.0,3.0,0,3.5,40,1800,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,430.4571429,0.0,0.0,0.0,0.0,0.0,430.4571429,430.4571429,Beijing,215.2285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,215.22857145,0.0,0.0,0.0,0.0,0.0,215.22857145,6.067168184385706,5.376336049341402,0.0,13.304686600863562,12.611541086966115,5.376336049341402,0,0,0
12,104,北京市,北京市,海淀区,1,71,2,1,4,1,0,3,4,2,0,6,250000,4,280000,7,62500.0,5,1116.667,2.008,37.5,1,0.857,37.5,2.0,1,2.25,2666.667,375.0,3.0,0,4.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,80.653125,28.630784,272.5511425,37.02354082,1991.54519,7.28,8.8576488,107.36544,0.0,208.2569476,2742.163818,2742.163818,Beijing,685.5409546,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,20.16328125,7.157696,68.137785625,9.255885205,497.8862975,1.82,2.2144122,26.84136,0.0,52.0642369,685.5409545,7.916867211356272,6.5316658803841925,12.54254845357358,12.429220196836383,11.042937835596494,6.5316658803841925,0,0,0
13,114,北京市,北京市,西城区,-1,48,1,1,4,1,3,3,1,4,2,7,0,2,8000,7,4999999.5,3,600.0,1.667,25.0,1,0.857,22.5,2.0,1,2.5,3333.333,90.0,2.0,1,2.5,60,1200,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,13.82625,22.144122,6.71034,14.85886253,255.3979592,15.84385833,4.026204,44.7356,0.0,208.2569476,585.8001437,585.8001437,Beijing,292.9000718,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.913125,11.072061,3.35517,7.429431265,127.6989796,7.921929165,2.013102,22.3678,0.0,104.1284738,292.90007185,6.374684291156322,5.683239817895751,8.987321812850125,0.0,15.424948570398369,5.683239817895751,0,0,0
14,118,北京市,北京市,丰台区,1,44,0,0,4,1,0,1,3,4,2,3,35000,2,60000,7,17500.0,3,1175.0,1.333,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,282.3436525,0.0,0.0,0.0,2.23678,13.42068,0.0,0.0,298.0011125,298.0011125,Beijing,149.0005563,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,141.17182625,0.0,0.0,0.0,1.11839,6.71034,0.0,0.0,149.00055625,5.7004472941195505,5.010639002422713,11.002116507732017,10.463131911491967,9.770013301136158,5.010639002422713,0,0,0
15,135,北京市,北京市,海淀区,1,71,2,1,3,2,0,0,4,4,0,4,100000,3,89100,7,33333.33333,3,625.0,1.154,50.0,1,0.857,37.5,1.0,1,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,873.0688709,25.91647858,0.0,0.0,8.052408,33.5517,0.0,223.1324439,1163.721901,1163.721901,Beijing,387.9073005,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,291.02295696666664,8.638826193333333,0.0,0.0,2.684136,11.1839,0.0,74.3774813,387.9073003333333,7.060237625915672,5.963341012734893,11.397525836740476,11.51293546492023,10.414343175752132,5.963341012734893,0,0,0
16,143,北京市,北京市,丰台区,1,56,2,1,4,1,3,0,3,3,2,3,50000,3,17000,7,16666.66667,1,0.0,3.0,37.5,1,0.429,22.5,0.0,1,1.5,3000.0,150.0,1.0,0,4.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,25.49214844,14.762748,331.695,0.0,1792.390671,0.0,4.026204,0.0,0.0,280.0521301,2448.418901,2448.418901,Beijing,816.1396337,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8.497382813333333,4.920916,110.565,0.0,597.463557,0.0,1.342068,0.0,0.0,93.35071003333331,816.1396336666667,7.8036060921410675,6.7058099904972295,9.741027444837728,10.819798284210286,9.721225994142234,6.7058099904972295,0,0,0
17,146,北京市,北京市,顺义区,1,27,3,1,5,2,1,0,2,3,2,4,90000,2,18200,0,45000.0,3,1250.0,1.667,20.0,1,3.0,15.0,0.0,1,0.0,0.0,0.0,0.0,0,4.5,105,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,15.9547349,3443.877551,0.0,0.0,0.0,0.0,0.0,3459.832286,3459.832286,Beijing,1729.916143,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,7.97736745,1721.9387755,0.0,0.0,0.0,0.0,0.0,1729.916143,8.149264384212143,7.456406109750871,9.809231816610408,11.407576060361786,10.714439990727769,7.456406109750871,0,0,0
18,147,北京市,北京市,西城区,-1,60,2,1,4,1,0,1,1,4,0,5,140000,3,34400,7,46666.66667,7,1333.333,1.857,52.5,1,3.0,22.5,1.0,1,3.5,2844.444,260.0,1.0,0,4.5,80,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,90.02905078,98.865676,882.743225,61.62719486,1952.186589,0.223678,4.5630312,248.28258,0.0,399.3470634,3737.868088,3737.868088,Beijing,1245.956029,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,30.00968359333333,32.95522533333333,294.2477416666667,20.542398286666668,650.7288629999999,0.0745593333333333,1.5210104,82.76086,0.0,133.11568780000002,1245.9560293333334,8.226538194333363,7.128460683898229,10.445840912706414,11.849404844423074,10.7508068413366,7.128460683898229,0,0,0
19,158,北京市,北京市,顺义区,-1,39,2,1,5,5,0,3,2,4,0,7,0,2,140000,0,4999999.5,5,683.333,2.107,28.125,1,2.0,22.5,1.0,1,0.0,2666.667,75.0,3.0,0,4.5,60,0,1,2.25,9.0,6.5,15000,1,2.25,0,9.0,0,0,1,0,0,1,0,0,0,0,1,2.25,0,9.0,0,0,1,0,0,1,0,0,0,0,1,2.25,0,9.0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1464.139942,0.0,0.0,0.0,2980.1925,0.0,4444.332442,1464.139942,Beijing,2222.166221,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,732.069971,0.0,0.0,0.0,1490.09625,0.0,732.069971,8.399609935252602,7.706687684448166,11.849404844423074,0.0,15.424948570398369,6.597241155720966,0,0,1
20,170,北京市,北京市,朝阳区,-1,24,2,0,5,2,3,3,4,4,2,6,300000,8,97000,0,37500.0,3,725.0,0.714,22.5,1,2.0,37.5,2.0,1,1.5,3333.333,150.0,1.0,0,3.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,14.69039063,0.0,0.0,0.0,1530.612245,0.0,0.0,0.0,0.0,0.0,1545.302636,1545.302636,Beijing,193.1628294,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1.83629882875,0.0,0.0,0.0,191.326530625,0.0,0.0,0.0,0.0,0.0,193.1628295,7.343621964194411,5.268697134344711,11.48247656671073,12.611541086966115,10.53212287826962,5.268697134344711,0,0,0
21,193,北京市,北京市,东城区,1,24,2,1,5,3,0,3,3,4,0,5,200000,3,50000,7,66666.66667,5,666.667,1.214,16.875,1,1.0,22.5,1.0,1,1.0,2666.667,150.0,3.0,0,3.5,60,0,1,0.5,7.0,7.5,0,1,1.75,0,9.0,0,1,0,0,0,1,0,0,0,0,1,1.75,0,9.0,0,1,0,0,0,1,0,0,0,0,1,1.75,0,9.0,0,1,0,0,0,1,0,0,0,0,10.08164063,68.445468,89.07959667,31.90946979,878.2714286,4.175322667,8.8576488,98.41832,2317.9275,312.0580878,3819.224483,1501.296983,Beijing,1273.074828,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.360546876666667,22.815156,29.69319889,10.63648993,292.7571428666667,1.3917742223333331,2.9525496,32.806106666666665,772.6424999999999,104.0193626,500.43232766666665,8.248064465057261,7.149975568839544,10.819798284210286,12.206077645517674,11.107475356799565,6.217468658449665,0,0,1
22,205,北京市,北京市,朝阳区,1,60,2,1,5,2,3,0,3,4,2,5,180000,5,33000,7,36000.0,10,850.0,1.05,45.0,0,0.0,0.0,0.0,0,1.0,3355.556,90.0,2.0,0,3.5,80,2500,1,2.25,9.0,6.0,6000,1,0.5,0,9.0,0,0,1,0,0,1,0,0,0,0,1,0.5,0,9.0,0,0,1,0,0,1,0,0,0,0,1,0.5,0,9.0,0,0,1,0,0,1,0,0,0,0,7.7427,3.578848,497.6451025,15.9547349,1518.367347,5.824,82.1345616,0.0,662.265,0.0,2793.512294,2131.247294,Beijing,558.7024588,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1.54854,0.7157696,99.5290205,3.19094698,303.67346940000004,1.1648,16.42691232,0.0,132.453,0.0,426.2494588,7.935412878055954,6.327405318955379,10.404293143019792,12.100717685412471,10.491301994830229,6.057368055289222,0,0,1
23,208,北京市,北京市,西城区,1,29,0,0,5,2,0,2,4,5,2,7,500000,1,37000,7,500000.0,4,1116.667,0.857,16.875,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,19.683664,42.2192225,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,65.9290905,65.9290905,Beijing,65.9290905,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,19.683664,42.2192225,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,65.9290905,4.203633708196078,4.203633708196078,10.518700218288165,13.122365377402328,13.122365377402328,4.203633708196078,0,0,0
24,218,北京市,北京市,房山区,1,66,1,1,4,2,2,2,2,4,0,4,80000,2,20000,7,40000.0,1,0.0,3.0,22.5,1,1.0,15.0,0.0,1,1.5,3333.333,90.0,2.0,0,2.5,40,800,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,5.807025,0.0,199.017,0.0,728.8629738,4.47356,2.23678,67.1034,0.0,187.2348527,1194.735591,1194.735591,Beijing,597.3677957,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2.9035125,0.0,99.5085,0.0,364.4314869,2.23678,1.11839,33.5517,0.0,93.61742635,597.3677955,7.08651683231009,6.394205607531563,9.90353755128617,11.289794413577894,10.596659732783579,6.394205607531563,0,0,0
25,235,北京市,北京市,房山区,-1,33,3,0,5,6,0,0,3,4,2,6,300000,4,200000,6,75000.0,2,400.0,1.928,30.0,1,2.0,37.5,0.0,1,1.5,2866.667,290.0,0.0,0,3.5,105,2500,1,2.75,7.0,6.5,15000,1,3.75,1,9.0,0,0,0,0,0,1,0,0,0,0,1,3.75,1,9.0,0,0,0,0,0,1,0,0,0,0,1,3.75,1,9.0,0,0,0,0,0,1,0,0,0,0,0.0,19.939296,288.14448,0.0,1793.571429,0.0,54.833064,0.0,4966.9875,306.54,7430.015769,2463.028269,Beijing,1857.503942,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0.0,4.984824,72.03612,0.0,448.39285725,0.0,13.708266,0.0,1241.746875,76.635,615.75706725,8.91341784021147,7.527527110934949,12.206077645517674,12.611541086966115,11.225256725762893,6.424475214200725,0,0,1
26,237,北京市,北京市,昌平区,-1,55,2,0,6,4,2,3,4,4,2,3,50000,2,25300,7,25000.0,2,600.0,1.5,22.5,1,0.857,22.5,2.0,1,1.0,2666.667,210.0,3.0,0,4.5,40,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,22.815156,155.146719,45.67245997,752.8040816,5.032755,8.8576488,60.39306,0.0,208.2569476,1258.978828,1258.978828,Beijing,629.489414,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.0,11.407578,77.5733595,22.836229985,376.4020408,2.5163775,4.4288244,30.19653,0.0,104.1284738,629.489414,7.138850196629746,6.446496365414697,10.138599199626192,10.819798284210286,10.12667110305036,6.446496365414697,0,0,0
27,242,北京市,北京市,大兴区,1,60,2,1,4,3,0,0,4,5,0,3,50000,2,50000,7,25000.0,1,0.0,3.0,22.5,1,0.429,22.5,0.0,1,1.5,0.0,120.0,2.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,199.017,2.90086089,0.0,5.338666667,4.920916,0.0,0.0,214.578,426.7554436,426.7554436,Beijing,213.3777218,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0,99.5085,1.450430445,0.0,2.6693333335,2.460458,0.0,0.0,107.289,213.3777218,6.058551638816399,5.3677395142827535,10.819798284210286,10.819798284210286,10.12667110305036,5.3677395142827535,0,0,0
28,250,北京市,北京市,顺义区,1,27,2,1,5,1,0,0,3,5,2,3,50000,3,42000,7,16666.66667,3,1375.0,0.487,55.0,1,1.0,22.5,0.0,1,2.5,2633.333,90.0,3.0,0,4.5,80,1300,1,2.75,9.0,7.5,13000,1,1.25,0,9.0,0,0,0,0,0,1,0,0,0,0,1,1.25,0,9.0,0,0,0,0,0,1,0,0,0,0,1,1.25,0,9.0,0,0,0,0,0,1,0,0,0,0,13.87905859,38.02526,123.2400867,12.76378792,1756.96793,5.032755,1.9683664,20.13102,1655.6625,83.87925,3711.550015,2055.887515,Beijing,1237.183338,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0,4.6263528633333335,12.675086666666669,41.0800289,4.254595973333333,585.6559766666667,1.677585,0.6561221333333334,6.71034,551.8874999999999,27.95975,685.2958383333333,8.21947425507408,7.121400534633209,10.645448706505872,10.819798284210286,9.721225994142234,6.5313087859785774,0,0,1
