,Unnamed: 0,id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes,log_en_total,log_en_total_percap,log_expenditure,log_raw_income,log_income_percap,province_id,prefecture_id,cluster
10,10,84,北京市,北京市,海淀区,1,76,2,1,4,4,5,0,4,5,0,3,50000,2,50000,7,25000.0,4,1000.0,1.964,26.25,1,2.0,15.0,1.0,1,1.0,2666.667,60.0,1.0,0,3.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.096015625,0.0,223.118805,37.02354082,878.2714286,0.559195,13.1522664,87.23442,0.0,143.052,1382.411656,1382.507671,Beijing,691.2058279,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,7.232307941749031,6.539883350697727,10.819798284210286,10.819798284210286,10.12667110305036,0,0,3
11,11,102,北京市,北京市,朝阳区,1,27,2,0,5,3,3,0,3,4,2,7,600000,2,0,0,300000.0,3,1050.0,0.762,20.0,1,1.0,22.5,1.0,1,2.5,4000.0,330.0,3.0,0,3.5,40,1800,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,430.4571429,0.0,0.0,0.0,0.0,0.0,430.4571429,430.4571429,Beijing,215.2285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.067168184385706,5.376336049341402,0.0,13.304686600863562,12.611541086966115,0,0,1
12,12,104,北京市,北京市,海淀区,1,71,2,1,4,1,0,3,4,2,0,6,250000,4,280000,7,62500.0,5,1116.667,2.008,37.5,1,0.857,37.5,2.0,1,2.25,2666.667,375.0,3.0,0,4.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,2.6884375,28.630784,272.5511425,37.02354082,1991.54519,7.28,8.8576488,107.36544,0.0,208.2569476,2661.510693,2664.199131,Beijing,665.3776733,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7.887024826159851,6.5018565867649665,12.54254845357358,12.429220196836383,11.042937835596494,0,0,3
13,13,114,北京市,北京市,西城区,-1,48,1,1,4,1,3,3,1,4,2,7,0,2,8000,7,4999999.5,3,600.0,1.667,25.0,1,0.857,22.5,2.0,1,2.5,3333.333,90.0,2.0,1,2.5,60,1200,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.460875,22.144122,6.71034,14.85886253,255.3979592,15.84385833,4.026204,44.7356,0.0,208.2569476,571.9738937,572.4347687,Beijing,285.9869468,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.350840154943834,5.6594367333664275,8.987321812850125,0.0,15.424948570398369,0,0,2
14,14,118,北京市,北京市,丰台区,1,44,0,0,4,1,0,1,3,4,2,3,35000,2,60000,7,17500.0,3,1175.0,1.333,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,282.3436525,0.0,0.0,0.0,2.23678,13.42068,0.0,0.0,298.0011125,298.0011125,Beijing,149.0005563,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7004472941195505,5.010639002422713,11.002116507732017,10.463131911491967,9.770013301136158,0,0,3
15,15,135,北京市,北京市,海淀区,1,71,2,1,3,2,0,0,4,4,0,4,100000,3,89100,7,33333.33333,3,625.0,1.154,50.0,1,0.857,37.5,1.0,1,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,873.0688709,25.91647858,0.0,0.0,8.052408,33.5517,0.0,223.1324439,1163.721901,1163.721901,Beijing,387.9073005,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7.060237625915672,5.963341012734893,11.397525836740476,11.51293546492023,10.414343175752132,0,0,3
16,16,143,北京市,北京市,丰台区,1,56,2,1,4,1,3,0,3,3,2,3,50000,3,17000,7,16666.66667,1,0.0,3.0,37.5,1,0.429,22.5,0.0,1,1.5,3000.0,150.0,1.0,0,4.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.849738281,14.762748,331.695,0.0,1792.390671,0.0,4.026204,0.0,0.0,280.0521301,2422.926753,2423.776491,Beijing,807.6422509,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7.793144129323409,6.695356607882144,9.741027444837728,10.819798284210286,9.721225994142234,0,0,3
17,17,146,北京市,北京市,顺义区,1,27,3,1,5,2,1,0,2,3,2,4,90000,2,18200,0,45000.0,3,1250.0,1.667,20.0,1,3.0,15.0,0.0,1,0.0,0.0,0.0,0.0,0,4.5,105,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,15.9547349,3443.877551,0.0,0.0,0.0,0.0,0.0,3459.832286,3459.832286,Beijing,1729.916143,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8.149264384212143,7.456406109750871,9.809231816610408,11.407576060361786,10.714439990727769,0,0,3
18,18,147,北京市,北京市,西城区,-1,60,2,1,4,1,0,1,1,4,0,5,140000,3,34400,7,46666.66667,7,1333.333,1.857,52.5,1,3.0,22.5,1.0,1,3.5,2844.444,260.0,1.0,0,4.5,80,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,3.000968359,98.865676,882.743225,61.62719486,1952.186589,0.223678,4.5630312,248.28258,0.0,399.3470634,3647.839037,3650.840006,Beijing,1215.946346,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8.202164323926098,7.104100004642328,10.445840912706414,11.849404844423074,10.7508068413366,0,0,3
19,19,158,北京市,北京市,顺义区,-1,39,2,1,5,5,0,3,2,4,0,7,0,2,140000,0,4999999.5,5,683.333,2.107,28.125,1,2.0,22.5,1.0,1,0.0,2666.667,75.0,3.0,0,4.5,60,0,1,2.25,9.0,6.5,15000,1,2.25,0,9.0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1464.139942,0.0,0.0,0.0,2980.1925,0.0,4444.332442,1464.139942,Beijing,2222.166221,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.399609935252602,7.706687684448166,11.849404844423074,0.0,15.424948570398369,0,0,0
20,20,170,北京市,北京市,朝阳区,-1,24,2,0,5,2,3,3,4,4,2,6,300000,8,97000,0,37500.0,3,725.0,0.714,22.5,1,2.0,37.5,2.0,1,1.5,3333.333,150.0,1.0,0,3.5,60,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.489679688,0.0,0.0,0.0,1530.612245,0.0,0.0,0.0,0.0,0.0,1530.612245,1531.101925,Beijing,191.3265306,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0,7.334076214478467,5.2591946078470615,11.48247656671073,12.611541086966115,10.53212287826962,0,0,3
21,21,193,北京市,北京市,东城区,1,24,2,1,5,3,0,3,3,4,0,5,200000,3,50000,7,66666.66667,5,666.667,1.214,16.875,1,1.0,22.5,1.0,1,1.0,2666.667,150.0,3.0,0,3.5,60,0,1,0.5,7.0,7.5,0,1,1.75,0,9.0,0,1,0,0,0,1,0,0,0,0,0.336054688,68.445468,89.07959667,31.90946979,878.2714286,4.175322667,8.8576488,98.41832,2317.9275,312.0580878,3809.142842,1491.551397,Beijing,1269.714281,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.245421958756546,7.147334447072353,10.819798284210286,12.206077645517674,11.107475356799565,0,0,0
22,22,205,北京市,北京市,朝阳区,1,60,2,1,5,2,3,0,3,4,2,5,180000,5,33000,7,36000.0,10,850.0,1.05,45.0,0,0.0,0.0,0.0,0,1.0,3355.556,90.0,2.0,0,3.5,80,2500,1,2.25,9.0,6.0,6000,1,0.5,0,9.0,0,0,1,0,0,1,0,0,0,0,0.25809,3.578848,497.6451025,15.9547349,1518.367347,5.824,82.1345616,0.0,662.265,0.0,2785.769594,2123.762684,Beijing,557.1539188,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7.932638352374466,6.324634764487782,10.404293143019792,12.100717685412471,10.491301994830229,0,0,0
23,23,208,北京市,北京市,西城区,1,29,0,0,5,2,0,2,4,5,2,7,500000,1,37000,7,500000.0,4,1116.667,0.857,16.875,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,19.683664,42.2192225,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,65.9290905,65.9290905,Beijing,65.9290905,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.203633708196078,4.203633708196078,10.518700218288165,13.122365377402328,13.122365377402328,0,0,3
24,24,218,北京市,北京市,房山区,1,66,1,1,4,2,2,2,2,4,0,4,80000,2,20000,7,40000.0,1,0.0,3.0,22.5,1,1.0,15.0,0.0,1,1.5,3333.333,90.0,2.0,0,2.5,40,800,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.1935675,0.0,199.017,0.0,728.8629738,4.47356,2.23678,67.1034,0.0,187.2348527,1188.928566,1189.122134,Beijing,594.4642832,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,7.08164855573236,6.389341408826987,9.90353755128617,11.289794413577894,10.596659732783579,0,0,3
25,25,235,北京市,北京市,房山区,-1,33,3,0,5,6,0,0,3,4,2,6,300000,4,200000,6,75000.0,2,400.0,1.928,30.0,1,2.0,37.5,0.0,1,1.5,2866.667,290.0,0.0,0,3.5,105,2500,1,2.75,7.0,6.5,15000,1,3.75,1,9.0,0,0,0,0,0,1,0,0,0,0,0.0,19.939296,288.14448,0.0,1793.571429,0.0,54.833064,0.0,4966.9875,306.54,7430.015769,2463.028269,Beijing,1857.503942,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,8.91341784021147,7.527527110934949,12.206077645517674,12.611541086966115,11.225256725762893,0,0,0
26,26,237,北京市,北京市,昌平区,-1,55,2,0,6,4,2,3,4,4,2,3,50000,2,25300,7,25000.0,2,600.0,1.5,22.5,1,0.857,22.5,2.0,1,1.0,2666.667,210.0,3.0,0,4.5,40,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,22.815156,155.146719,45.67245997,752.8040816,5.032755,8.8576488,60.39306,0.0,208.2569476,1258.978828,1258.978828,Beijing,629.489414,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,7.138850196629746,6.446496365414697,10.138599199626192,10.819798284210286,10.12667110305036,0,0,3
27,27,242,北京市,北京市,大兴区,1,60,2,1,4,3,0,0,4,5,0,3,50000,2,50000,7,25000.0,1,0.0,3.0,22.5,1,0.429,22.5,0.0,1,1.5,0.0,120.0,2.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,199.017,2.90086089,0.0,5.338666667,4.920916,0.0,0.0,214.578,426.7554436,426.7554436,Beijing,213.3777218,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,6.058551638816399,5.3677395142827535,10.819798284210286,10.819798284210286,10.12667110305036,0,0,3
28,28,250,北京市,北京市,顺义区,1,27,2,1,5,1,0,0,3,5,2,3,50000,3,42000,7,16666.66667,3,1375.0,0.487,55.0,1,1.0,22.5,0.0,1,2.5,2633.333,90.0,3.0,0,4.5,80,1300,1,2.75,9.0,7.5,13000,1,1.25,0,9.0,0,0,0,0,0,1,0,0,0,0,0.462635286,38.02526,123.2400867,12.76378792,1756.96793,5.032755,1.9683664,20.13102,1655.6625,83.87925,3697.670956,2042.471091,Beijing,1232.556985,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0,8.215728833023073,7.117657132983653,10.645448706505872,10.819798284210286,9.721225994142234,0,0,0
