,Unnamed: 0,id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes,log_en_total,log_en_total_percap,log_expenditure,log_raw_income,log_income_percap,province_id,prefecture_id,cluster
480,480,2864,山西省,长治市,襄垣县,1,19,3,1,5,1,0,0,4,4,0,3,30000,3,20000,7,10000.0,3,0.0,3.0,32.5,0,0.0,0.0,0.0,0,4.5,0.0,210.0,0.0,0,6.0,105,3000,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,57.373407,331.695,0.0,3416.326531,0.0,20.13102,0.0,0.0,0.0,3825.525958,3825.525958,Zhangzhi,1275.175319,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.249712609971903,7.151622852063206,9.90353755128617,10.308985993422082,9.210440366976517,3,6,3
481,481,2865,山西省,运城市,河津市,-1,55,3,0,4,1,3,2,2,4,1,2,20000,2,20400,7,10000.0,2,1500.0,3.0,225.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,301.9653,0.0,0.0,0.0,8.8576488,33.5517,0.0,0.0,344.3746488,344.3746488,Yuncheng,172.1873244,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,3,5.844629766377338,5.154373808692694,9.923339198238729,9.90353755128617,9.210440366976517,3,7,3
482,482,2866,山西省,长治市,襄垣县,-1,18,3,1,6,4,2,3,2,4,0,3,50000,3,0,7,16666.66667,2,600.0,2.0,30.0,1,2.0,22.5,1.0,1,2.5,0.0,270.0,1.0,0,3.5,120,0,1,2.25,0.0,0.0,0,1,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,38.02526,107.52651,15.9547349,2277.55102,17.79555556,21.473088,0.0,0.0,355.7025756,2834.028744,2834.028744,Zhangzhi,944.6762482,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.9498073550875255,6.851900277918812,0.0,10.819798284210286,9.721225994142234,3,6,1
483,483,2874,山西省,长治市,襄垣县,-1,24,2,1,5,1,0,0,4,4,2,4,80000,2,30000,7,40000.0,3,1500.0,1.095,32.5,0,0.0,0.0,0.0,0,3.5,0.0,150.0,0.0,0,6.0,105,3000,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,101.997168,249.08975,0.0,2295.918367,0.0,20.13102,0.0,0.0,0.0,2667.136305,2667.136305,Zhangzhi,1333.568153,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7.889135494561109,7.196363037229589,10.308985993422082,11.289794413577894,10.596659732783579,3,6,3
484,484,2875,山西省,运城市,河津市,-1,59,3,0,4,2,0,2,2,4,0,7,0,7,30000,7,1428571.286,1,0.0,3.0,37.5,1,0.429,37.5,1.0,1,2.5,2666.667,60.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.168027344,14.762748,0.0,31.90946979,0.0,12.45688889,4.920916,0.0,0.0,0.0,64.05002268,64.21805003,Yuncheng,9.15000324,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,3,4.175156553613334,2.317474024699568,10.308985993422082,0.0,14.172186102102826,3,7,2
485,485,2876,山西省,运城市,河津市,-1,46,3,0,4,1,0,0,1,4,2,4,100000,3,40000,7,33333.33333,1,1500.0,3.0,37.5,1,0.857,37.5,1.0,1,1.0,2666.667,60.0,1.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.067210938,14.762748,125.818875,12.76378792,0.0,10.67733333,1.342068,0.0,0.0,223.1324439,388.4972562,388.5644671,Yuncheng,129.4990854,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5.964856820870073,4.8713662183090705,10.596659732783579,11.51293546492023,10.414343175752132,3,7,3
486,486,2882,山西省,长治市,襄垣县,-1,61,3,0,4,1,0,3,2,4,0,3,50000,3,25000,7,16666.66667,1,0.0,3.0,90.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,1,0.0,0.0,6.5,0,1,1.25,0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,68.445468,369.18882,31.90946979,0.0,17.08373333,2.23678,0.0,0.0,0.0,488.8642711,488.8642711,Zhangzhi,162.954757,0,7,0,0,0,0,0,0,0,0,1,2,2,1,1,3,6.194128354978606,5.099590518016621,10.12667110305036,10.819798284210286,9.721225994142234,3,6,3
487,487,2884,山西省,长治市,襄垣县,-1,34,3,0,5,4,3,2,2,3,0,3,30000,3,15000,7,10000.0,1,0.0,3.0,52.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,234.603915,0.0,0.0,0.0,26.84136,0.0,0.0,0.0,261.445275,261.445275,Zhangzhi,87.148425,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,3,5.5700425841070205,4.479022041412562,9.61587214452889,10.308985993422082,9.210440366976517,3,6,3
488,488,2888,内蒙古,呼和浩特市,土默特左旗,-1,43,1,0,4,1,2,0,2,5,1,2,25000,3,456550,3,8333.333333,2,700.0,2.0,71.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,59.194785,0.0,0.0,0.0,14.954472,25.88274,0.0,0.0,100.031997,100.031997,Hohhot,33.343999,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6,4.6154372686503065,3.536427301805092,13.031455692382686,10.12667110305036,9.02813880794281,4,8,3
489,489,2895,内蒙古,呼和浩特市,土默特左旗,-1,58,2,0,4,1,0,3,4,5,0,3,30000,2,7500,7,15000.0,2,1050.0,2.5,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,110.4410125,6.381893959,0.0,0.0,4.026204,67.1034,0.0,0.0,187.9525105,187.9525105,Hohhot,93.97625523,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6,5.241495716290984,4.553626915622307,8.922791623969637,10.308985993422082,9.61587214452889,4,8,3
490,490,2896,内蒙古,呼和浩特市,土默特左旗,1,84,0,0,0,1,5,2,5,5,0,1,4000,1,2800,7,4000.0,1,0.0,2.0,90.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,268.086,0.0,0.0,0.0,4.47356,0.0,0.0,0.0,272.55956,272.55956,Hohhot,272.55956,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,6,5.611519367806317,5.611519367806317,7.937731775260109,8.294299608857235,8.294299608857235,4,8,3
491,491,2910,内蒙古,呼和浩特市,土默特左旗,1,21,2,0,5,3,0,0,4,5,1,4,75000,3,73000,5,25000.0,3,1250.0,1.571,102.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,383.7627083,17.0584232,0.0,7.9885,14.3793,122.22405,0.0,0.0,545.4129815,545.4129815,Hohhot,181.8043272,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.303375066210083,5.208416330329962,11.19822841866684,11.225256725762893,10.12667110305036,4,8,3
492,492,2925,内蒙古,呼和浩特市,土默特左旗,-1,49,1,0,4,1,0,0,1,2,0,2,12000,2,13000,7,6000.0,2,400.0,1.5,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,163.09384,14.85886253,0.0,4.47356,2.23678,33.5517,0.0,0.0,218.2147425,218.2147425,Hohhot,109.1073713,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,6,5.390051808742939,4.701455991987095,9.472781556562168,9.392745258631441,8.699681400989514,4,8,3
493,493,2927,内蒙古,呼和浩特市,土默特左旗,-1,63,2,0,4,1,2,0,2,4,1,3,30000,5,30000,6,6000.0,2,400.0,2.0,63.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,248.9604,5.943545014,0.0,0.47931,37.961352,38.3448,0.0,0.0,331.689407,331.689407,Hohhot,66.3378814,0,7,0,0,0,0,0,0,0,0,1,2,1,1,1,6,5.807209343022503,4.209722951996552,10.308985993422082,10.308985993422082,8.699681400989514,4,8,3
494,494,2932,内蒙古,呼和浩特市,土默特左旗,-1,74,0,0,4,1,0,0,4,4,1,1,10000,2,10000,6,5000.0,2,400.0,1.0,63.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,124.49424,2.70161137,0.0,6.3908,34.51032,99.69648,0.0,0.0,267.7934514,267.7934514,Hohhot,133.8967257,0,7,0,0,0,0,0,0,0,0,1,0,3,1,0,6,5.593943246001037,4.904509490865766,9.210440366976517,9.210440366976517,8.517393171418904,4,8,3
495,495,2934,内蒙古,呼和浩特市,土默特左旗,1,61,2,0,4,1,0,0,1,3,1,1,3500,2,640,7,1750.0,2,0.0,3.0,198.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1776.286785,3.377014212,0.0,0.8387925,50.103872,26.84136,0.0,0.0,1857.447824,1857.447824,Hohhot,928.7239119,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6,7.527496915089787,6.834887673255827,6.46302945692067,8.160803920954665,7.467942332285852,4,8,3
496,496,2941,内蒙古,呼和浩特市,土默特左旗,-1,26,2,0,5,1,3,0,3,5,0,3,35000,4,16000,7,8750.0,1,0.0,2.0,52.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,156.3835,0.0,0.0,0.0,29.525496,20.13102,0.0,0.0,206.040016,206.040016,Hohhot,51.510004,0,7,0,0,0,0,0,0,0,0,1,2,1,1,1,6,5.332912088592286,3.9610037038257317,9.680406499268875,10.463131911491967,9.076923258535832,4,8,3
497,497,2951,内蒙古,呼和浩特市,土默特左旗,1,65,3,0,4,1,1,5,1,4,1,1,5000,2,2900,7,2500.0,2,0.0,2.5,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,167.574225,14.85886253,0.0,0.0,22.3678,26.84136,0.0,0.0,231.6422475,231.6422475,Hohhot,115.8211238,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6,5.4495018551478696,4.7606439080659815,7.972810784121404,8.517393171418904,7.824445930877619,4,8,3
498,498,2952,内蒙古,呼和浩特市,土默特左旗,1,30,2,0,5,2,0,0,3,4,2,5,120000,4,19000,7,30000.0,3,150.0,2.667,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,209.493375,7.977367449,0.0,7.157696,24.157224,140.91714,0.0,0.0,389.7028024,389.7028024,Hohhot,97.42570061,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6,5.96794717480213,4.589301954914704,9.852246888342531,11.695255355062795,10.308985993422082,4,8,3
499,499,2953,内蒙古,呼和浩特市,土默特左旗,-1,52,0,0,4,2,0,3,3,4,1,1,10000,2,7000,7,5000.0,2,400.0,1.05,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,112.261695,11.16831443,0.0,4.47356,2.23678,44.7356,0.0,0.0,174.8759494,174.8759494,Hohhot,87.43797471,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5.16977891357208,4.4823014554556595,8.853808274977197,9.210440366976517,8.517393171418904,4,8,3
500,500,2955,内蒙古,呼和浩特市,土默特左旗,-1,74,1,0,4,1,2,2,2,5,0,3,36000,2,0,7,18000.0,2,1250.0,3.0,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,62.9094375,30.21584887,0.0,1.3979875,11.1839,26.84136,0.0,0.0,132.5485339,132.5485339,Hohhot,66.27426693,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6,4.894464961584817,4.208777800232534,0.0,10.491301994830229,9.798182590890704,4,8,1
501,501,2965,内蒙古,呼和浩特市,土默特左旗,1,42,2,0,4,2,0,0,4,4,1,3,50000,4,50000,5,12500.0,2,825.0,1.0,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,21.56895,23.77418005,0.0,3.559111111,31.63446,31.954,0.0,0.0,112.4907012,112.4907012,Hohhot,28.12267529,0,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6,4.731720905811891,3.3715170906744856,10.819798284210286,10.819798284210286,9.433563920090563,4,8,3
502,502,2966,内蒙古,呼和浩特市,土默特左旗,-1,74,3,0,4,1,0,3,4,5,0,0,0,1,0,7,0.0,1,1500.0,3.0,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,125.818875,14.85886253,0.0,0.0,11.1839,17.89424,0.0,0.0,169.7558775,169.7558775,Hohhot,169.7558775,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,6,5.140234919527594,5.140234919527594,0.0,0.0,0.0,4,8,2
503,503,2967,内蒙古,呼和浩特市,土默特左旗,-1,26,3,0,5,6,3,2,3,4,0,2,20000,3,11800,7,6666.666667,2,850.0,1.428,45.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,16.104816,95.389385,2.90086089,0.0,30.420208,13.42068,57.03789,0.0,0.0,215.2738399,215.2738399,Hohhot,71.75794663,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6,5.37654538204789,4.287138132159524,9.375939552625749,9.90353755128617,8.805025252669136,4,8,3
504,504,2972,内蒙古,呼和浩特市,土默特左旗,1,73,2,0,4,2,5,2,5,4,1,1,6000,2,30000,7,3000.0,1,0.0,3.0,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,167.55375,6.754028425,0.0,0.2795975,11.1839,33.5517,0.0,0.0,219.3229759,219.3229759,Hohhot,109.661488,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6,5.3950945420605105,4.706475883520899,10.308985993422082,8.699681400989514,8.006700845440367,4,8,3
505,505,2977,内蒙古,呼和浩特市,土默特左旗,1,47,3,0,4,2,0,0,4,5,1,4,60000,5,17500,7,12000.0,3,150.0,1.011,27.5,1,1.0,22.5,3.0,1,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,15.3778625,9.572840938,0.0,2.982373333,4.026204,33.5517,0.0,249.6464702,315.157451,315.157451,Hohhot,63.0314902,0,7,0,0,0,0,0,0,0,0,1,1,3,1,1,6,5.75624035215352,4.159374996725451,9.770013301136158,11.002116507732017,9.392745258631441,4,8,3
506,506,2982,内蒙古,呼和浩特市,土默特左旗,1,63,2,0,4,1,0,2,4,4,1,3,30000,2,4300,7,15000.0,2,150.0,2.5,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,25.163775,14.6215056,0.0,2.982373333,38.02526,20.13102,0.0,0.0,100.9239339,100.9239339,Hohhot,50.46196696,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6,4.62422678899891,3.940843029014688,8.366602832783736,10.308985993422082,9.61587214452889,4,8,3
507,507,2983,内蒙古,呼和浩特市,土默特左旗,-1,55,3,1,5,1,0,2,2,4,2,1,10000,1,30700,4,10000.0,2,1500.0,1.5,71.25,2,1.516,90.0,0.0,2,1.5,3400.0,150.0,0.0,0,5.5,105,2600,1,2.75,7.0,6.5,1000,1,0.5,0,9.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,336.8157,15.46539929,2818.469388,8.904514667,16.104816,61.35168,662.265,229.4453073,4148.821805,3486.556805,Hohhot,4148.821805,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6,8.33082067374864,8.33082067374864,10.332050506334692,9.210440366976517,9.210440366976517,4,8,0
508,508,2994,内蒙古,呼和浩特市,土默特左旗,-1,40,1,0,4,3,2,2,2,3,2,3,50000,2,23400,3,25000.0,3,383.333,1.667,42.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.11377,19.14568188,0.0,6.71034,21.08964,25.88274,0.0,0.0,104.9421719,104.9421719,Hohhot,52.47108594,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6,4.6628933971333435,3.979141058273761,10.060534035475412,10.819798284210286,10.12667110305036,4,8,3
509,509,3006,内蒙古,呼和浩特市,土默特左旗,-1,50,0,0,4,2,0,0,4,4,1,2,15000,1,11000,7,15000.0,2,600.0,1.214,37.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,159.086746,0.0,0.0,0.372796667,0.894712,67.1034,0.0,0.0,227.4576547,227.4576547,Hohhot,227.4576547,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.431350874561083,5.431350874561083,9.305741456739435,9.61587214452889,9.61587214452889,4,8,3
510,510,3008,内蒙古,呼和浩特市,土默特左旗,-1,38,2,0,4,1,5,1,5,5,0,2,20000,4,30000,7,5000.0,3,0.0,2.0,90.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,804.258,37.02354082,0.0,6.9899375,6.71034,26.84136,0.0,0.0,881.8231783,881.8231783,Hohhot,220.4557946,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6,6.783124929475158,5.400222996543014,10.308985993422082,9.90353755128617,8.517393171418904,4,8,3
511,511,3009,内蒙古,呼和浩特市,土默特左旗,1,59,1,0,4,1,5,2,4,4,1,1,10000,1,7200,7,10000.0,1,0.0,3.0,90.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,1,2.25,0.0,6.0,1000,1,0.0,2,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,402.129,2.90086089,0.0,5.368272,2.23678,33.5517,0.0,0.0,446.1866129,446.1866129,Hohhot,446.1866129,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,6,6.102975986017146,6.102975986017146,8.881975184248867,9.210440366976517,9.210440366976517,4,8,3
512,512,3014,内蒙古,呼和浩特市,土默特左旗,-1,41,3,0,5,2,0,2,3,4,1,2,25000,3,5000,7,8333.333333,2,400.0,1.0,22.5,1,2.0,15.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0.0,21.473088,40.225185,7.977367449,0.0,1.192949333,5.815628,26.84136,0.0,55.9195,159.4450778,159.4450778,Hohhot,53.14835926,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.077951689615686,3.991727673203403,8.517393171418904,10.12667110305036,9.02813880794281,4,8,3
513,513,3016,内蒙古,呼和浩特市,土默特左旗,1,55,1,0,4,1,5,0,2,4,1,2,17000,3,10000,7,5666.666667,1,0.0,3.0,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,100.544535,18.51177041,0.0,5.368272,2.23678,107.36544,0.0,0.0,234.0267974,234.0267974,Hohhot,78.00893247,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,6,5.459699539132425,4.369560915273493,9.210440366976517,9.741027444837728,8.64253278944819,4,8,3
514,514,3018,内蒙古,呼和浩特市,土默特左旗,1,47,1,1,5,2,0,0,1,4,0,5,120000,2,85000,7,60000.0,1,400.0,1.0,52.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,31.874115,15.65746,7.977367449,0.0,161.04816,88.129132,120.78612,0.0,0.0,425.4723544,425.4723544,Hohhot,212.7361772,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.055547545135653,5.364742437655624,11.350418300109132,11.695255355062795,11.002116507732017,4,8,3
515,515,3020,内蒙古,呼和浩特市,土默特左旗,-1,84,1,0,4,1,0,3,5,5,0,2,20000,1,2100,6,20000.0,2,0.0,1.016,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,58.919055,0.0,0.0,0.0,9.5862,32.59308,0.0,0.0,101.098335,101.098335,Hohhot,101.098335,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6,4.625936417496025,4.625936417496025,7.650168700845001,9.90353755128617,9.90353755128617,4,8,3
516,516,3026,内蒙古,呼和浩特市,土默特左旗,1,43,2,0,4,1,0,2,2,5,1,3,30000,3,20000,7,10000.0,3,725.0,1.476,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,8.94712,180.6016333,18.51177041,0.0,13.04788333,8.499764,95.06315,0.0,0.0,324.6713211,324.6713211,Hohhot,108.2237737,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6,5.78588865528892,4.693398747491342,9.90353755128617,10.308985993422082,9.210440366976517,4,8,3
517,517,3029,内蒙古,呼和浩特市,土默特左旗,-1,82,1,0,4,1,3,3,5,5,2,0,0,1,0,7,0.0,3,0.0,2.667,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,268.11057,0.0,0.0,0.0,12.525968,44.7356,0.0,0.0,325.372138,325.372138,Hohhot,325.372138,0,7,0,0,0,0,0,0,0,0,1,0,5,1,0,6,5.788038257926842,5.788038257926842,0.0,0.0,0.0,4,8,2
518,518,3030,内蒙古,呼和浩特市,土默特左旗,-1,38,3,0,5,2,0,0,2,4,2,2,20000,4,61900,7,5000.0,5,1500.0,1.132,20.625,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,109.3805213,20.02636981,0.0,9.319916667,2.23678,80.52408,0.0,0.0,221.4876677,221.4876677,Hohhot,55.37191693,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6,5.4048716740027976,4.031971107635566,11.033291613631048,9.90353755128617,8.517393171418904,4,8,3
519,519,3032,内蒙古,呼和浩特市,土默特左旗,1,62,3,0,4,2,2,3,1,4,1,3,42000,2,840,7,21000.0,1,0.0,3.0,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,100.544535,11.48184832,0.0,13.42068,11.1839,80.52408,0.0,0.0,217.1550433,217.1550433,Hohhot,108.5775217,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6,5.385206017798837,4.696632259044869,6.734591659972948,10.645448706505872,9.952325334619427,4,8,3
520,520,3034,内蒙古,呼和浩特市,土默特左旗,-1,53,2,1,5,1,3,3,1,5,0,3,40000,4,1160,7,10000.0,3,500.0,1.7,22.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,46.18102125,3.626076113,0.0,4.47356,4.026204,67.1034,0.0,0.0,125.4102614,125.4102614,Hohhot,31.35256534,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4.839532660379705,3.4766933176482837,7.057036981697891,10.596659732783579,9.210440366976517,4,8,3
521,521,3041,辽宁省,铁岭市,银州区,1,59,2,0,4,1,2,0,3,4,0,1,10000,2,46100,7,5000.0,4,1050.0,1.758,58.125,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,71.5715,0.0,0.0,10.736544,8.94712,60.39306,0.0,0.0,151.648224,151.648224,Tieling,75.824112,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1,5.028136084655296,4.341518549212355,10.738589920723442,9.210440366976517,8.517393171418904,5,9,3
