,Unnamed: 0.1,index,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,perCapitaHouseholdEmission,perCapitaCookingEmission,perCapitaRefrigerationEmission,perCapitaLaundryEmission,perCapitaTVEmission,perCapitaPCEmission,perCapitaLighteningEmission,perCapitaHeatingEmission,perCapitaWaterheaterEmission,perCapitaACEmission,perCapitaVehicleEmission,TotalEmission,CookingEmission,RefrigerationEmission,LaundryEmission,TVEmission,PCEmission,LighteningEmission,HeatingEmission,WaterheaterEmission,ACEmission,VehicleEmission,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren
0,0,0,1,4,44.25,0,4,72000,90000,0,0,2,1,0,2,1,999999,999999,5.5,999999,1,1,0,999999,999999,1,6,6,6,6,4,6,6,3,4,3,0,2,999999,999999,2,2,999999,4,0,414.3702078,113.560668,3.874002905,,,4.791696,0.613337088,287.7237853,2.29944,1.5072785,,1657.480831,454.242672,15.49601162,,,19.166784,2.453348352,1150.895141,9.19776,6.029114,,8,0,0,0,0,0,0,0,0,0,1,2,1,1
1,1,1,2,14,50.33333333,0,6,70000,9999998,0,0,5,2,0,4,1,999999,999999,5.5,1,2,2,1,4,0,0,3,3,3,3,999999,999999,7,2,4,3,2,1,999999,999999,1,4,8,1,2,789.747965,102.052496,,,,,0.238519979,293.5058823,,,393.9510667,4738.48779,612.314976,,,,,1.431119872,1761.035294,,,2363.7064,7,0,0,0,0,0,0,0,0,1,0,2,1,0
2,2,2,3,16,80,0,1,0,18620,0,0,2,1,0,1,0,999999,999999,2.5,999999,0,0,0,4,2,0,6,5,6,6,1,1,7,1,4,999999,2,999999,999999,999999,3,3,999999,999999,999999,1070.114997,155.087296,27.00820011,0,13.4167488,,1.073339904,873.5294118,,,,1070.114997,155.087296,27.00820011,0,13.4167488,,1.073339904,873.5294118,,,,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3,3,3,4,43,60.5,1,2,50000,21700,0,0,5,1,0,2,0,999999,999999,5.5,999999,1,1,0,5,2,1,5,3,5,6,7,8,7,1,4,2,4,999999,999999,999999,3,3,999999,2,8,689.1831175,77.512932,6.198404645,,26.8334976,,2.146679808,149.3631714,67.067,360.061432,,1378.366235,155.025864,12.39680929,,53.6669952,,4.293359616,298.7263427,134.134,720.122864,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4,4,4,5,44,53,0,3,340000,60000,0,0,3,1,0,2,2,2.5,999999,2.5,1,1,3,1,7,2,1,5,5,5,5,4,6,7,1,4,1,5,3,3,999999,3,999999,999999,0,5,210.6759916,57.019872,7.26075748,,,4.174099627,2.146679808,,5.633628,134.4409547,,632.0279747,171.059616,21.78227244,,,12.52229888,6.440039424,,16.900884,403.322864,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
5,5,5,6,49,54.5,0,2,60000,38600,1,0,2,0,0,1,0,999999,999999,2.5,999999,0,0,0,999999,0,0,6,6,6,6,5,8,0,1,999999,999999,3,999999,999999,999999,3,999999,999999,999999,999999,0,0,,,,,0,,,,,0,0,,,,,0,,,,,6,0,0,0,1,0,0,0,0,0,0,1,1,0
6,6,6,7,60,71.5,1,2,31200,13900,0,0,2,1,0,1,0,2.5,999999,2.5,999999,1,1,0,4,2,1,5,6,5,6,2,5,7,4,4,2,3,999999,3,999999,0,4,999999,1,0,887.4806985,205.7781362,6.198404645,2.395848,33.541872,,2.772794752,634.117647,1.14972,1.52627575,,1774.961397,411.5562724,12.39680929,4.791696,67.083744,,5.545589504,1268.235294,2.29944,3.0525515,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
7,7,7,8,67,43.5,0,2,50000,24500,0,0,3,1,0,2,1,999999,999999,8.5,999999,1,2,0,4,2,1,5,6,6,6,4,7,6,1,4,2,2,3,999999,999999,2,3,999999,0,4,534.20395,184.530528,13.50410006,3.3541872,5.81903562,0.21562632,2.146679808,291.1764706,2.759328,30.6979945,,1068.4079,369.061056,27.00820011,6.7083744,11.63807124,0.43125264,4.293359616,582.3529412,5.518656,61.395989,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8,8,8,9,77,36.25,1,4,80000,45000,1,0,1,1,0,1,1,999999,999999,5.5,999999,1,1,0,2,2,0,6,6,6,6,2,3,7,1,4,1,2,2,999999,999999,3,3,999999,2,3,1267.866699,987.6048,,,0.080500493,0.061493432,1.073339904,182.3017903,67.067,29.67777483,,5071.466796,3950.4192,,,0.322001971,0.245973728,4.293359616,729.2071611,268.268,118.7110993,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,9,10,78,39.25,0,4,50000,37000,1,0,2,1,0,1,0,999999,999999,5.5,1,0,0,0,3,0,0,5,6,5,6,5,7,7,1,4,2,2,999999,999999,999999,2,999999,1,999999,999999,231.4141549,20.777666,4.051230018,0.00207333,0.100625616,,0.715559936,205.767,,,,925.6566196,83.110664,16.20492007,0.00829332,0.402502464,,2.862239744,823.068,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,10,11,84,69.5,1,2,50000,50000,0,0,4,1,0,1,0,2.5,999999,5.5,999999,1,1,0,4,2,1,5,5,5,5,1,4,7,2,4,2,4,999999,2,999999,0,3,999999,0,0,643.8657975,86.3303896,15.49601162,0.46074,16.770936,,2.146679808,275.1617647,245.973,1.52627575,,1287.731595,172.6607792,30.99202323,0.92148,33.541872,,4.293359616,550.3235294,491.946,3.0525515,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
11,11,11,12,102,27,1,2,600000,9999998,1,0,3,1,0,1,2,5.5,999999,999999,999999,1,1,0,6,2,1,5,5,5,5,5,6,0,1,0,3,2,1,3,999999,999999,3,999999,1,5,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12,12,12,13,104,56.66666667,1,3,250000,280000,0,0,5,1,0,2,1,999999,999999,5.5,999999,1,2,0,4,2,1,5,6,6,6,6,8,7,4,4,2,5,5,999999,999999,3,4,999999,2,4,557.456983,63.22859947,10.33067441,,17.8889984,9.540799147,1.431119872,431.372549,4.292288,19.37195467,,1672.370949,189.6857984,30.99202323,,53.6669952,28.62239744,4.293359616,1294.117647,12.876864,58.115864,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
13,13,13,14,114,41,0,3,9999999,8000,0,0,3,1,0,1,1,999999,999999,2.5,0,1,1,0,5,999999,999999,4,4,4,4,3,5,7,2,4,2,2,1,999999,999999,3,2,999999,1,1,138.9399421,0.931718667,4.169381423,0.22361248,8.9444992,3.726874667,0.357779968,99.57544757,2.146144,18.86448408,,416.8198262,2.795156,12.50814427,0.67083744,26.8334976,11.180624,1.073339904,298.7263427,6.438432,56.59345224,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,14,15,118,44.5,1,2,35000,60000,1,0,3,0,0,1,0,999999,999999,2.5,999999,0,0,0,999999,1,0,6,6,6,6,4,5,7,2,999999,999999,0,999999,999999,999999,2,999999,999999,999999,999999,218.1590364,216.1241628,,,1.6770936,,0.357779968,,,,,436.3180727,432.2483256,,,3.3541872,,0.715559936,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15,15,15,16,135,62.66666667,1,3,100000,89100,0,0,3,1,0,1,0,2.5,999999,2.5,2,1,0,0,5,1,0,4,4,6,4,2,2,7,4,4,999999,2,999999,1,999999,1,999999,8,2,999999,674.3305937,408.455712,7.231472087,0,4.4722496,,0.715559936,243.872,9.5836,,,2022.991781,1225.367136,21.69441626,0,13.4167488,,2.146679808,731.616,28.7508,,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16,16,16,17,143,55.75,1,4,50000,17000,0,0,1,0,0,1,1,999999,999999,2.5,999999,1,2,0,4,2,1,999999,5,999999,6,2,4,7,2,4,999999,2,0,999999,999999,3,4,999999,1,2,386.7099413,385.7217,,,,,0.268334976,,,0.71990625,,1546.839765,1542.8868,,,,,1.073339904,,,2.879625,,8,0,0,0,0,0,0,0,0,0,0,3,1,0
17,17,17,18,146,47,1,3,90000,18200,0,0,3,1,0,1,5,5.5,999999,2.5,999999,1,0,0,999999,2,1,6,6,6,6,5,6,0,1,4,3,2,3,3,999999,1,4,999999,0,999999,775.118981,0,4.501366683,3.3541872,0,0,0,767.263427,0,,,2325.356943,0,13.50410005,10.0625616,0,0,0,2301.790281,0,,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
18,18,18,19,147,69.66666667,0,3,140000,34400,0,0,7,1,0,3,1,999999,999999,8.5,999999,1,3,0,6,2,1,6,6,6,6,8,8,7,4,4,1,5,4,999999,999999,1,4,999999,1,3,871.2933013,218.096788,17.34149622,0.092148,40.2502464,18.63437333,0.834819925,443.9897697,16.09608,115.9575797,,2613.879904,654.290364,52.02448866,0.276444,120.7507392,55.90312,2.504459776,1331.969309,48.28824,347.872739,,8,0,0,0,0,0,0,0,0,0,0,3,1,0
19,19,19,20,158,44,0,2,9999999,140000,0,0,5,1,0,1,3,5.5,2.5,5.5,999999,1,2,1,6,2,0,6,6,6,6,999999,7,0,2,999999,3,2,3,2,2,2,4,999999,1,0,1408.5835,0.4791696,,0.805004928,0,0,0,475.7033248,0,,931.596,2817.166999,0.9583392,,1.610009856,0,0,0,951.4066496,0,,1863.192,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,20,20,21,170,41.125,0,8,300000,97000,1,0,3,1,0,1,1,999999,999999,2.5,999999,1,1,0,999999,2,1,6,6,6,6,7,8,0,1,999999,2,0,5,999999,999999,2,3,999999,2,2,134.0087223,4.2126058,,2.395848,,,0,119.8849105,0,7.515358,,1072.069778,33.7008464,,19.166784,,,0,959.0792839,0,60.122864,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
21,21,21,22,193,24,1,1,200000,50000,0,0,5,1,0,2,1,999999,999999,5.5,999999,1,2,1,4,2,1,5,5,5,5,5,7,7,1,4,3,0,3,999999,999999,3,3,999999,1,2,1786.50759,59.0962736,27.00820011,4.3125264,46.9586208,33.541872,4.293359616,550.3235294,3.59385,9.33385775,1048.0455,1786.50759,59.0962736,27.00820011,4.3125264,46.9586208,33.541872,4.293359616,550.3235294,3.59385,9.33385775,1048.0455,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22,22,22,23,205,47.5,1,4,180000,33000,0,0,10,1,0,1,1,999999,8.5,8.5,999999,0,3,1,6,0,1,6,6,6,6,7,8,7,3,4,2,1,0,999999,3,3,3,999999,999999,1,447.7569808,121.5863376,3.376025013,,,0.0053667,11.27006899,249.7442455,,3.550186913,58.22475,1791.027923,486.3453504,13.50410005,,,0.021466798,45.08027597,998.9769821,,14.20074765,232.899,8,0,0,0,0,0,0,0,0,0,0,2,1,0
23,23,23,24,208,29,1,1,500000,37000,1,0,4,0,0,0,2,999999,999999,2.5,999999,0,0,0,5,2,0,6,6,6,5,0,0,7,0,4,999999,999999,3,999999,999999,3,999999,999999,999999,999999,20.0804007,19.0070608,,,,,1.073339904,,,,,20.0804007,19.0070608,,,,,1.073339904,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24,24,24,25,218,62.5,1,2,80000,20000,0,0,1,1,0,1,0,999999,999999,2.5,999999,1,1,0,999999,2,1,6,6,6,6,3,5,7,1,999999,2,2,999999,999999,999999,2,2,999999,0,1,590.279888,385.7217,,0.026354328,,,0.357779968,191.8158568,2.414412,9.94378494,,1180.559776,771.4434,,0.052708656,,,0.715559936,383.6317136,4.828824,19.88756988,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
25,25,25,26,235,37.75,0,4,300000,200000,1,0,2,1,0,2,1,5.5,999999,999999,999999,1,3,1,6,2,1,5,5,6,6,7,8,6,2,4,2,3,4,4,999999,999999,3,999999,2,5,1470.431443,66.6028896,,,,3.8333568,7.6667136,288.9897698,421.668,61.19778268,620.47293,5881.72577,266.4115584,,,,15.3334272,30.6668544,1155.959079,1686.672,244.7911307,2481.89172,2,0,0,0,0,0,0,1,0,0,1,1,1,1
26,26,26,27,237,56.5,0,2,50000,25300,1,0,2,1,0,1,1,999999,999999,5.5,999999,1,1,0,4,2,1,5,5,5,5,5,7,7,1,4,1,3,1,999999,999999,3,4,999999,1,3,364.1848363,104.847652,19.2601943,0.030187685,0.110688178,5.590312,2.146679808,220.1294118,3.219216,8.8504945,,728.3696725,209.695304,38.5203886,0.06037537,0.221376355,11.180624,4.293359616,440.2588235,6.438432,17.700989,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
27,27,27,28,242,59.5,1,2,50000,50000,0,0,1,1,0,1,0,999999,999999,5.5,1,1,2,0,7,2,1,6,6,6,6,7,8,7,1,1,2,3,999999,999999,999999,2,999999,3,1,2,1065.781674,1028.5912,0.540164002,,,,1.431119872,0.08019,35.139,,,2131.563348,2057.1824,1.080328004,,,,2.862239744,0.16038,70.278,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
28,28,28,29,250,33.66666667,1,6,50000,42000,0,0,3,1,0,1,1,999999,999999,5.5,999999,1,2,1,6,2,1,6,5,6,6,3,6,7,2,4,1,1,2,999999,999999,0,4,999999,1,1,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
29,29,29,30,253,46.5,1,4,50000,45000,1,0,6,1,0,1,0,2.5,999999,5.5,1,1,2,0,1,1,0,0,6,6,6,6,7,7,2,4,4,5,999999,0,999999,0,999999,8,1,0,259.1982818,154.7558376,2.70082001,0.0829332,13.4167488,,0.402502464,85.73625,,2.103189594,,1036.793127,619.0233504,10.80328004,0.3317328,53.6669952,,1.610009856,342.945,,8.412758375,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
30,30,30,31,257,47,0,2,150000,30000,0,0,7,1,0,1,2,2.5,2.5,2.5,999999,1,2,0,5,0,0,2,2,6,6,4,1,7,2,4,3,5,2,0,0,0,3,999999,3,0,546.8203105,169.1030068,6.752050025,0.075469212,1.502675866,0.11001734,0.983894912,355.6265985,9.657648,3.00895,,1093.640621,338.2060136,13.50410005,0.150938424,3.005351731,0.22003468,1.967789824,711.2531969,19.315296,6.0179,,10,0,0,0,0,0,0,0,0,0,0,1,1,0
31,31,31,32,259,38.33333333,0,3,400000,65000,0,0,8,1,0,1,2,999999,999999,5.5,999999,1,3,1,6,2,1,6,6,6,6,3,4,7,1,4,3,2,2,999999,999999,3,3,999999,1,0,889.913325,54.44996667,5.165337207,0.1796886,0.327964971,0.086910717,1.431119872,332.9923274,22.35566667,7.12634277,465.798,2669.739975,163.3499,15.49601162,0.5390658,0.983894912,0.260732152,4.293359616,998.9769821,67.067,21.37902831,1397.394,8,0,0,0,0,0,0,0,0,0,0,1,1,0
32,32,32,33,267,62,1,2,50000,31000,0,0,2,1,0,2,0,999999,999999,8.5,999999,1,1,0,6,2,1,3,4,4,4,4,7,7,1,4,0,2,999999,999999,999999,0,4,999999,0,0,248.9342943,56.61656,13.50410006,0.0829332,6.78216652,,0.626114944,161.8342711,8.04804,1.440108471,,497.8685886,113.23312,27.00820011,0.1658664,13.56433304,,1.252229888,323.6685422,16.09608,2.880216941,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
33,33,33,34,268,35.14285714,1,7,200000,9999998,0,0,5,1,0,2,2,5.5,2.5,5.5,999999,1,2,0,5,0,0,6,6,6,6,7,8,6,2,4,3,0,0,2,0,2,4,999999,1,8,410.1242111,41.75524526,3.858314301,0.6160752,0.4107168,,2.212394496,361.2714651,,,,2870.869478,292.2867168,27.00820011,4.3125264,2.8750176,,15.48676147,2528.900256,,,,7,0,0,0,0,0,0,0,0,1,3,2,1,1
34,34,34,35,270,32.66666667,1,6,40000,30000,0,0,5,1,0,1,2,999999,999999,8.5,999999,1,1,0,6,2,1,6,6,6,6,4,4,7,1,4,2,1,0,999999,999999,2,3,999999,1,7,251.7215698,9.050762933,1.800546673,0.000506814,0.012298686,0.020497811,0.834819925,214.0664962,1.609608,24.32603288,,1510.329419,54.3045776,10.80328004,0.003040884,0.073792118,0.122986864,5.008919552,1284.398977,9.657648,145.9561973,,7,0,0,0,0,0,0,0,0,1,2,2,1,1
35,35,35,36,280,46,1,3,9999999,95000,0,0,2,1,0,0,2,999999,999999,2.5,999999,1,2,0,4,2,0,6,6,6,6,2,3,7,999999,0,1,999999,3,999999,999999,6,4,999999,2,8,793.6348313,0.046074,0,0.021083462,,7.15559936,1.431119872,258.8235294,327.964,198.1934253,,2380.904494,0.138222,0,0.063250387,,21.46679808,4.293359616,776.4705882,983.892,594.5802758,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
36,36,36,37,293,41.8,0,5,9999998,12500,1,0,3,0,0,0,1,999999,999999,2.5,999999,0,0,0,999999,0,1,6,6,6,6,0,0,7,2,0,999999,999999,2,999999,999999,4,999999,999999,999999,999999,7.558101824,6.93198688,0,,,0.268334976,0.357779968,,,,,37.79050912,34.6599344,0,,,1.34167488,1.78889984,,,,,7,0,0,0,0,0,0,0,0,1,0,1,1,0
37,37,37,38,303,25,1,1,800000,97000,0,0,3,1,0,0,3,999999,999999,2.5,999999,1,0,0,999999,2,0,6,6,6,6,3,3,7,0,4,4,999999,4,999999,999999,3,4,999999,1,999999,369.3787813,2.4388504,16.20492007,,,53.6669952,1.073339904,255.7544757,40.2402,,,369.3787813,2.4388504,16.20492007,,,53.6669952,1.073339904,255.7544757,40.2402,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38,38,38,39,304,58.5,1,2,66000,30600,0,0,3,0,0,2,0,2.5,999999,2.5,999999,0,1,0,4,3,0,999999,4,3,4,6,7,7,2,4,999999,3,999999,3,999999,2,4,999999,999999,3,460.3147901,75.0446424,6.752050025,,20.28612419,,3.041129728,220.1294118,,135.061432,,920.6295802,150.0892848,13.50410005,,40.57224837,,6.082259456,440.2588235,,270.122864,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
39,39,39,40,317,55,0,1,25000,12600,0,0,4,1,0,2,1,999999,999999,5.5,999999,1,2,0,5,0,0,5,5,6,6,4,5,7,1,4,1,3,2,999999,999999,1,3,999999,1,1,1100.053662,111.244588,10.80328004,,,22.361248,1.431119872,426.7519182,491.946,35.515508,,1100.053662,111.244588,10.80328004,,,22.361248,1.431119872,426.7519182,491.946,35.515508,,5,1,1,0,0,0,0,0,0,0,0,1,1,0
40,40,40,41,319,55.5,1,4,66000,11000,0,0,2,1,0,1,0,999999,999999,2.5,999999,1,2,0,5,2,0,5,5,6,6,2,2,7,4,4,5,4,999999,999999,999999,2,4,999999,2,2,548.455266,154.28868,4.537973425,0.009951984,8.385468,,0.178889984,331.9181585,0.371448,48.764696,,2193.821064,617.15472,18.1518937,0.039807936,33.541872,,0.715559936,1327.672634,1.485792,195.058784,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
41,41,41,42,321,59.5,0,2,30000,22200,0,0,1,1,0,1,1,999999,999999,5.5,999999,1,2,0,999999,2,0,6,6,6,6,2,5,7,2,4,3,3,999999,999999,999999,2,4,999999,2,2,2360.272434,1975.2096,,,,,1.431119872,383.6317136,,,,4720.544867,3950.4192,,,,,2.862239744,767.2634271,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
42,42,42,43,337,48,0,1,5000,2500,0,0,1,0,0,0,1,2.5,999999,2.5,999999,0,0,0,999999,3,0,6,6,6,6,1,1,7,1,999999,999999,999999,3,3,999999,1,999999,999999,999999,999999,3956.143679,3950.4192,,,,,5.724479488,,,,,3956.143679,3950.4192,,,,,5.724479488,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
43,43,43,44,345,20,1,1,300000,70000,1,0,1,0,0,0,0,999999,999999,2.5,1,1,1,0,4,2,0,6,6,6,6,999999,5,7,0,999999,999999,999999,999999,999999,999999,2,999999,3,3,999999,166.1586559,44.722496,,,,,0.715559936,,120.7206,,,166.1586559,44.722496,,,,,0.715559936,,120.7206,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
44,44,44,45,346,51.33333333,0,3,150000,112000,0,0,4,1,0,1,3,999999,12.5,8.5,999999,1,3,1,6,0,1,6,6,6,6,2,2,3,2,4,3,2,1,999999,2,2,5,999999,2,2,1425.73141,66.12372,,,,,5.826702337,713.5549873,19.162,,621.064,4277.194229,198.37116,,,,,17.48010701,2140.664962,57.486,,1863.192,8,0,0,0,0,0,0,0,0,0,0,2,1,0
45,45,45,46,366,65.14285714,0,7,400000,9999996,0,0,0,0,0,1,1,2.5,999999,999999,999999,1,0,0,999999,0,1,6,6,6,6,999999,999999,2,999999,4,999999,0,5,6,999999,999999,4,999999,5,999999,186.3591454,,1.92915715,,0.005476224,0.017523917,0.87619584,182.6817684,0.849024,,,1304.514018,,13.50410005,,0.038333568,0.122667418,6.13337088,1278.772379,5.943168,,,7,0,0,0,0,0,0,0,0,1,0,4,1,0
46,46,46,47,368,48.75,1,4,200000,9999998,0,0,4,1,0,2,2,999999,999999,5.5,999999,1,2,1,4,3,0,4,6,6,6,5,6,7,2,4,3,1,0,999999,999999,2,4,999999,3,2,757.1940165,53.802371,5.44556811,0.010781316,0.038573153,0.021690411,0.715559936,323.5294118,25.351326,52.81543475,295.4633,3028.776066,215.209484,21.78227244,0.043125264,0.154292611,0.086761642,2.862239744,1294.117647,101.405304,211.261739,1181.8532,8,0,0,0,0,0,0,0,0,0,0,2,1,0
47,47,47,48,370,53.57142857,1,7,60000,14500,0,0,1,1,0,1,1,999999,999999,8.5,999999,1,2,0,6,2,0,6,6,6,6,6,6,7,0,4,2,4,3,999999,999999,5,3,999999,1,5,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,1,1,4,1,1
48,48,48,49,374,33,1,2,100000,45000,1,0,2,0,0,0,1,999999,999999,2.5,999999,0,0,0,999999,1,0,6,6,6,6,0,0,0,2,999999,999999,999999,3,999999,999999,3,999999,999999,999999,999999,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49,49,49,50,376,65,0,3,110000,9999998,0,0,3,1,0,1,0,2.5,999999,2.5,999999,0,1,0,5,2,0,6,6,6,6,5,4,7,3,4,1,3,999999,1,999999,1,4,999999,999999,0,763.7949217,111.8036192,9.00273337,0.798616,6.7083744,,0.715559936,632.225064,,2.540954667,,2291.384765,335.4108576,27.00820011,2.395848,20.1251232,,2.146679808,1896.675192,,7.622864,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
50,50,50,51,381,56.5,1,2,125000,100000,0,0,6,1,0,1,1,2.5,2.5,2.5,999999,1,1,1,6,0,1,5,6,6,6,5,7,7,4,4,4,2,2,3,0,2,5,999999,4,2,1411.885667,312.601156,,,,,3.488354688,594.629156,268.268,,232.899,2823.771333,625.202312,,,,,6.976709376,1189.258312,536.536,,465.798,6,0,0,0,1,0,0,0,0,0,0,1,1,0
51,51,51,52,387,37.33333333,1,3,120000,110000,0,0,6,1,0,2,3,999999,999999,5.5,999999,1,2,1,4,2,1,5,5,5,6,1,1,6,2,4,4,4,0,999999,999999,0,4,999999,1,3,774.796949,61.68442133,9.00273337,0.019166784,20.1251232,2.61946048,0.204445696,271.7647059,38.324,60.52089217,310.532,2324.390847,185.053264,27.00820011,0.057500352,60.3753696,7.85838144,0.613337088,815.2941176,114.972,181.5626765,931.596,9,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,52,53,392,44,0,4,250000,66800,0,0,6,1,0,2,3,5.5,2.5,5.5,999999,1,3,1,6,2,1,6,6,6,6,4,5,7,4,4,3,3,2,2,3,3,2,999999,2,0,997.4385778,47.95336,4.537973425,,,0.042933596,5.992814465,214.0664962,491.946,,232.899,3989.754311,191.81344,18.1518937,,,0.171734385,23.97125786,856.2659847,1967.784,,931.596,8,0,0,0,0,0,0,0,0,0,0,2,1,0
53,53,53,54,393,44,0,2,9999998,91780,0,0,1,1,0,1,1,999999,999999,5.5,999999,1,1,0,4,0,0,4,4,5,5,5,7,7,1,4,2,3,4,999999,999999,3,4,999999,1,5,1073.604496,128.5739,5.40164002,0.008625053,33.541872,8.9444992,2.146679808,146.7529412,737.919,10.31533825,,2147.208991,257.1478,10.80328004,0.017250106,67.083744,17.8889984,4.293359616,293.5058824,1475.838,20.6306765,,10,0,0,0,0,0,0,0,0,0,0,1,1,0
54,54,54,55,422,40.66666667,1,3,130000,60000,0,0,3,0,0,0,1,2.5,999999,999999,999999,1,1,1,999999,3,0,6,6,6,6,8,8,0,0,999999,999999,999999,5,4,999999,999999,4,999999,0,2,1124.95446,0,,,,0,0,426.2574597,0,,698.697,3374.863379,0,,,,0,0,1278.772379,0,,2096.091,8,0,0,0,0,0,0,0,0,0,0,1,1,0
55,55,55,56,435,21,1,1,6000,36000,0,0,4,1,0,1,4,5.5,999999,999999,999999,1,2,0,999999,2,0,6,6,6,6,999999,7,0,2,999999,3,0,3,3,999999,999999,999999,999999,2,999999,67.7211392,67.7211392,,,,0,0,,0,,,67.7211392,67.7211392,,,,0,0,,0,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
56,56,56,57,439,27,1,3,50000,100000,0,0,1,1,0,0,2,2.5,2.5,999999,999999,0,0,1,5,2,0,6,5,6,6,4,5,0,4,4,4,999999,5,4,2,999999,4,999999,999999,999999,850.4415853,342.8637333,3.601093347,3.194464,,0,0,442.5575447,,,58.22475,2551.324756,1028.5912,10.80328004,9.583392,,0,0,1327.672634,,,174.67425,2,0,0,0,0,0,0,1,0,0,1,0,0,1
57,57,57,58,460,31.2,0,5,30000,32200,0,0,3,0,0,1,0,999999,2.5,999999,999999,0,0,0,999999,4,3,6,6,6,6,0,0,7,0,999999,999999,2,999999,999999,3,999999,999999,999999,999999,999999,7.884920064,6.81158016,,,,,1.073339904,,,,,39.42460032,34.0579008,,,,,5.36669952,,,,,7,0,0,0,0,0,0,0,0,1,1,1,1,1
58,58,58,59,468,53.75,0,8,100000,50000,0,0,6,2,0,1,2,999999,999999,8.5,1,2,2,0,4,2,1,4,6,5,6,2,0,7,2,4,2,3,2,999999,999999,3,3,1,1,2,104.9079554,16.2415253,3.874002904,2.53499148,5.0312808,6.98789,0.939172416,51.50877035,6.10236,11.68796217,,839.2636434,129.9322024,30.99202323,20.27993184,40.2502464,55.90312,7.513379328,412.0701628,48.81888,93.50369733,,7,0,0,0,0,0,0,0,0,1,0,5,1,0
59,59,59,60,470,37.75,0,4,150000,120000,0,0,3,1,0,1,2,999999,999999,5.5,999999,1,2,1,999999,0,1,6,6,6,6,5,6,7,0,4,2,2,1,999999,999999,2,3,999999,2,2,842.1641158,22.081241,2.501628855,0.04392388,0.17218161,0.904288869,0.715559936,431.5856778,4.828824,29.98228975,349.3485,3368.656463,88.324964,10.00651542,0.17569552,0.688726438,3.617155476,2.862239744,1726.342711,19.315296,119.929159,1397.394,8,0,0,0,0,0,0,0,0,0,0,1,1,0
