,Unnamed: 0.1,index,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,perCapitaHouseholdEmission,perCapitaCookingEmission,perCapitaRefrigerationEmission,perCapitaLaundryEmission,perCapitaTVEmission,perCapitaPCEmission,perCapitaLighteningEmission,perCapitaHeatingEmission,perCapitaWaterheaterEmission,perCapitaACEmission,perCapitaVehicleEmission,TotalEmission,CookingEmission,RefrigerationEmission,LaundryEmission,TVEmission,PCEmission,LighteningEmission,HeatingEmission,WaterheaterEmission,ACEmission,VehicleEmission,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren
1742,1742,1742,1743,8521,74.33333333,1,3,1500,5160,1,3,1,1,0,1,0,999999,999999,2.5,999999,0,0,0,5,1,3,6,6,6,6,1,2,7,2,999999,999999,1,999999,999999,999999,2,999999,999999,999999,999999,48.74814477,46.2735,,0,2.2361248,,0.238519979,,,,,146.2444343,138.8205,,0,6.7083744,,0.715559936,,,,,8,0,0,0,0,0,0,0,0,0,0,3,1,0
1743,1743,1743,1744,8528,30.75,0,4,40000,35000,1,3,1,1,0,2,0,999999,5.5,999999,999999,0,0,0,5,1,0,6,6,6,6,5,7,7,2,4,3,3,999999,999999,2,999999,999999,999999,999999,999999,20.40124575,13.69641,3.127036068,,,,3.57779968,,,,,81.60498299,54.78564,12.50814427,,,,14.31119872,,,,,9,0,0,0,0,0,0,0,0,0,1,0,0,1
1744,1744,1744,1745,8530,66.5,1,2,7000,1020,1,3,1,0,0,1,0,999999,999999,2.5,999999,0,0,0,3,1,0,0,6,6,6,5,7,7,2,4,999999,3,999999,999999,999999,2,999999,999999,999999,999999,27.2349532,0,6.752050025,,20.1251232,,0.357779968,,,,,54.46990639,0,13.50410005,,40.2502464,,0.715559936,,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1745,1745,1745,1746,8534,28.6,0,5,20000,20000,1,3,3,1,0,1,0,999999,999999,5.5,999999,1,0,0,7,2,0,6,6,6,6,4,5,7,4,2,3,2,999999,999999,999999,2,999999,999999,2,999999,233.3745094,225.1475408,0.800521234,0.04975992,5.36669952,,0.572447949,,1.43754,,,1166.872547,1125.737704,4.002606168,0.2487996,26.8334976,,2.862239744,,7.1877,,,7,0,0,0,0,0,0,0,0,1,1,0,0,1
1746,1746,1746,1747,8535,26.71428571,1,7,100000,45000,1,3,2,1,0,1,1,5.5,999999,5.5,999999,1,0,1,6,1,0,6,6,6,6,3,3,3,0,999999,3,3,2,2,999999,2,999999,999999,1,999999,53.0573672,1.886849143,,,,0.015059616,1.051435008,,0.197094857,,49.90692857,371.4015704,13.207944,,,,0.105417312,7.360045056,,1.379664,,349.3485,7,0,0,0,0,0,0,0,0,1,2,0,0,1
1747,1747,1747,1748,8537,80.5,1,2,600,300,1,3,1,0,0,0,0,2.5,999999,999999,999999,0,0,0,1,1,0,6,6,6,6,4,2,7,0,999999,999999,999999,999999,0,999999,999999,999999,999999,999999,999999,411.339525,410.8923,,,,,0.44722496,,,,,822.6790499,821.7846,,,,,0.89444992,,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1748,1748,1748,1749,8538,34,1,6,80000,20000,0,3,3,1,0,2,0,2.5,2.5,2.5,1,0,1,0,5,1,0,6,6,6,6,7,7,7,0,4,1,4,999999,4,3,3,999999,1,999999,2,64.64919952,47.57831867,2.250683342,0.4791696,7.8264368,,2.56408977,0.430024,,3.520477333,,387.8951971,285.469912,13.50410005,2.8750176,46.9586208,,15.38453862,2.580144,,21.122864,,7,0,0,0,0,0,0,0,0,1,2,2,1,1
1749,1749,1749,1750,8540,53,0,2,10000,14700,1,3,2,1,0,2,0,999999,999999,8.5,999999,0,0,0,7,2,0,6,2,6,6,6,8,1,1,2,3,1,999999,999999,999999,2,999999,999999,999999,999999,42.63360977,39.1326,3.001954626,0.075469212,0.065805959,,0.357779968,,,,,85.26721953,78.2652,6.003909252,0.150938424,0.131611917,,0.715559936,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1750,1750,1750,1751,8543,42,1,3,35000,5800,1,3,2,1,0,2,0,2.5,999999,2.5,999999,0,0,0,4,1,0,6,6,6,6,3,4,7,4,2,2,2,999999,1,999999,1,999999,999999,999999,999999,498.6524497,492.2010913,1.800546674,0.02948736,3.90576465,,0.715559936,,,,,1495.957349,1476.603274,5.401640022,0.08846208,11.71729395,,2.146679808,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,1751,1751,1752,8544,74,0,2,9999998,31800,1,3,1,1,0,1,0,999999,2.5,2.5,999999,0,0,0,5,4,3,4,6,6,6,1,3,7,2,999999,5,2,999999,999999,1,1,999999,999999,999999,999999,35.20859221,27.39282,,0.034057901,6.7083744,,1.073339904,,,,,70.41718441,54.78564,,0.068115802,13.4167488,,2.146679808,,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1752,1752,1752,1753,8550,31.5,1,4,30000,8900,1,3,4,1,0,1,0,8.5,999999,999999,2,1,2,0,4,0,0,5,4,6,6,8,7,7,1,4,2,3,999999,4,999999,999999,999999,3,0,6,224.6624441,78.8453757,4.051230018,0.008625053,5.0312808,,15.6528736,28.94531295,6.03603,86.091716,,898.6497764,315.3815028,16.20492007,0.034500211,20.1251232,,62.6114944,115.7812518,24.14412,344.366864,,8,0,0,0,0,0,0,0,0,0,2,1,1,1
1753,1753,1753,1754,8554,20.5,0,4,9999998,10000,1,3,1,0,0,1,0,2.5,2.5,2.5,999999,0,0,0,6,1,0,6,6,6,6,6,7,7,1,4,999999,1,999999,2,1,2,999999,999999,999999,999999,335.1000785,329.2016,2.70082001,,1.6770936,,1.520564864,,,,,1340.400314,1316.8064,10.80328004,,6.7083744,,6.082259456,,,,,2,0,0,0,0,0,0,1,0,0,2,0,0,1
1754,1754,1754,1755,8559,45.57142857,0,7,10000,6000,1,3,3,1,0,1,0,999999,999999,8.5,999999,0,1,0,4,1,0,6,6,6,6,2,5,7,1,4,999999,4,999999,999999,999999,2,999999,999999,999999,2,98.58636866,95.138056,1.54332572,0,,,0.715559936,,,1.189427,,690.1045806,665.966392,10.80328004,0,,,5.008919552,,,8.325989,,7,0,0,0,0,0,0,0,0,1,1,3,1,1
1755,1755,1755,1756,8560,38.75,0,4,30000,25000,1,3,1,1,0,1,0,2.5,999999,5.5,999999,0,0,0,4,1,3,6,6,6,6,7,8,7,1,4,1,2,999999,2,999999,2,999999,999999,999999,999999,7.754861368,0,2.70082001,0.0898443,3.3541872,,1.610009856,,,,,31.01944547,0,10.80328004,0.3593772,13.4167488,,6.440039424,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,1756,1756,1757,8567,76,1,2,1400,6000,1,3,3,0,0,1,0,999999,999999,2.5,999999,0,0,0,4,1,0,6,6,6,6,0,1,7,2,4,999999,5,999999,999999,999999,2,999999,999999,999999,999999,632.754277,600.5597415,5.00325771,,26.8334976,,0.357779968,,,,,1265.508554,1201.119483,10.00651542,,53.6669952,,0.715559936,,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1757,1757,1757,1758,8577,26,1,2,9999999,9999998,0,5,7,1,0,3,3,2.5,999999,999999,4,1,4,0,7,0,1,6,6,6,6,999999,999999,7,2,4,3,3,5,2,999999,999999,999999,2,3,8,112.4744567,110.6855568,,,,,1.78889984,,,,,224.9489133,221.3711136,,,,,3.57779968,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1758,1758,1758,1759,8580,42.75,1,4,9999999,9999998,0,5,5,1,0,1,2,2.5,999999,2.5,999999,1,2,0,6,0,0,5,6,6,6,8,8,7,2,4,2,3,1,3,999999,3,999999,999999,0,5,133.8191103,32.5635674,5.556934648,0.33541872,0.055344089,0.019677898,1.610009856,,4.828824,88.84933365,,535.276441,130.2542696,22.22773859,1.34167488,0.221376355,0.078711593,6.440039424,,19.315296,355.3973346,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
1759,1759,1759,1760,8587,35,1,3,100000,9999998,0,5,5,1,0,1,1,2.5,2.5,2.5,999999,1,1,0,5,2,0,2,2,2,2,5,6,7,3,3,2,4,2,2,2,2,999999,999999,1,3,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,0,0,1,0,0,1
1760,1760,1760,1761,8591,23.42857143,1,7,100000,50000,1,5,5,1,1,2,2,999999,999999,12.5,999999,2,3,1,6,0,1,6,6,6,6,5,5,7,1,4,2,3,3,999999,999999,3,999999,999999,2,2,82.03157506,11.8879696,1.786877753,4.791696,7.6667136,9.51950272,1.53334272,,8.469604,23.71315581,12.66271286,574.2210254,83.2157872,12.50814427,33.541872,53.6669952,66.63651904,10.73339904,,59.287228,165.9920907,88.63899,7,0,0,0,0,0,0,0,0,1,3,0,0,1
1761,1761,1761,1762,8593,65,0,2,9999997,2000,1,5,3,0,0,1,0,999999,2.5,999999,999999,0,0,0,999999,1,0,6,6,6,6,4,6,7,2,999999,999999,3,999999,999999,2,999999,999999,999999,999999,999999,184.4076999,182.6188,,,,,1.78889984,,,,,368.8153997,365.2376,,,,,3.57779968,,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1762,1762,1762,1763,8595,27,1,4,60000,67500,0,5,6,1,0,1,1,5.5,999999,2.5,999999,1,2,1,4,0,0,6,6,6,6,7,8,7,1,4,1,4,2,3,999999,2,999999,999999,1,3,410.5993235,63.60445,5.44556811,,,,5.545589505,,245.973,90.030716,,1642.397294,254.4178,21.78227244,,,,22.18235802,,983.892,360.122864,,2,0,0,0,0,0,0,1,0,0,2,0,0,1
1763,1763,1763,1764,8596,45.6,1,5,100000,9999998,0,5,5,1,0,1,0,2.5,2.5,2.5,999999,1,0,0,4,1,0,6,6,6,6,6,8,7,3,999999,999999,1,999999,3,3,3,999999,999999,4,999999,218.9268752,216.5655274,,,,,2.361347788,,,,,1094.634376,1082.827637,,,,,11.80673894,,,,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
1764,1764,1764,1765,8602,74.5,1,2,75600,9999998,0,5,4,1,0,1,0,999999,999999,5.5,999999,1,1,0,6,0,0,6,6,6,6,8,8,7,1,4,2,4,999999,999999,999999,0,999999,999999,1,0,109.7269857,102.5802596,6.752050025,0.036896059,,,0.357779968,,,,,219.4539713,205.1605192,13.50410005,0.073792118,,,0.715559936,,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1765,1765,1765,1766,8609,33.33333333,0,3,100000,180000,0,5,5,1,0,1,2,8.5,999999,12.5,999999,1,3,1,7,0,0,5,5,5,5,7,5,7,2,4,3,3,0,1,999999,1,999999,999999,1,0,209.4324823,71.4326704,4.840504987,0.129136207,0.073792118,2.45973728,5.36669952,,,8.680441777,116.4495,628.2974469,214.2980112,14.52151496,0.387408622,0.221376355,7.37921184,16.10009856,,,26.04132533,349.3485,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1766,1766,1766,1767,8620,41,0,3,75000,9999998,0,5,2,1,0,2,1,12.5,999999,999999,999999,1,2,0,5,0,0,3,6,6,3,8,8,7,1,0,1,3,1,4,999999,999999,999999,999999,1,8,352.6673127,16.770936,0,,45.25916597,1.192599893,29.81499733,,,259.6296135,,1058.001938,50.312808,0,,135.7774979,3.57779968,89.444992,,,778.8888405,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,1767,1767,1768,8652,18,1,3,9999999,9999998,1,5,7,1,1,2,1,999999,2.5,999999,3,1,3,1,7,0,1,6,6,6,6,3,7,7,1,4,2,2,0,999999,1,999999,999999,0,4,4,680.778796,68.200496,,,,,0.596299947,,,,611.982,2042.336388,204.601488,,,,,1.78889984,,,,1835.946,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1768,1768,1768,1769,8656,28,0,4,500000,100000,1,5,1,1,0,2,3,999999,999999,2.5,2,1,3,1,6,0,0,6,6,6,6,8,6,7,2,4,4,2,2,999999,999999,2,999999,0,1,2,405.9749618,370.3518,3.099202323,,,,0.178889984,0.790033588,,31.55503585,,1623.899847,1481.4072,12.39680929,,,,0.715559936,3.160134353,,126.2201434,,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1769,1769,1769,1770,8661,25.33333333,1,3,200000,80000,0,5,3,1,0,2,2,12.5,5.5,8.5,999999,1,1,1,5,0,1,6,6,6,6,5,5,7,3,4,2,2,2,3,3,3,999999,999999,2,4,510.5540037,34.1009032,9.00273337,0.286969349,41.74099627,9.83894912,27.54905754,,21.46144,56.04095467,310.532,1531.662011,102.3027096,27.00820011,0.860908048,125.2229888,29.51684736,82.64717261,,64.38432,168.122864,931.596,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1770,1770,1770,1771,8663,14.75,0,4,72000,50000,1,5,5,1,0,0,1,999999,999999,8.5,999999,1,2,0,6,0,0,6,6,6,6,999999,8,0,2,0,2,999999,2,999999,999999,3,999999,999999,1,8,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,0,0,2,0,0,1
1771,1771,1771,1772,8664,45.8,0,5,85000,35000,1,5,4,1,0,4,2,999999,999999,12.5,999999,2,2,0,2,0,0,5,5,6,5,6,7,7,0,4,2,1,3,999999,999999,1,999999,999999,1,4,104.4946621,0.86864848,2.160656008,,,6.775458144,0.715559936,,18.4446288,75.52971068,,522.4733103,4.3432424,10.80328004,,,33.87729072,3.57779968,,92.223144,377.6485534,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
1772,1772,1772,1773,8679,31,1,3,120000,25300,0,5,5,1,0,1,1,8.5,999999,8.5,999999,1,3,1,6,0,0,5,6,6,6,4,5,7,2,4,2,2,0,4,999999,4,999999,999999,2,5,458.8797927,248.827488,10.33067441,0.313057472,8.9444992,0.596299947,25.04459776,,6.438432,79.5945305,78.79021333,1376.639378,746.482464,30.99202323,0.939172416,26.8334976,1.78889984,75.13379328,,19.315296,238.7835915,236.37064,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1773,1773,1773,1774,8686,37.25,1,4,60000,30000,0,5,6,1,0,1,1,999999,999999,5.5,999999,1,2,0,4,0,0,5,6,6,6,4,7,7,1,4,1,4,3,999999,999999,0,999999,999999,0,3,138.8614098,63.60445,3.63037874,,,,0.178889984,,1.408407,70.03928403,,555.445639,254.4178,14.52151496,,,,0.715559936,,5.633628,280.1571361,,2,0,0,0,0,0,0,1,0,0,1,1,1,1
1774,1774,1774,1775,8690,39.66666667,0,6,40000,43600,1,5,1,1,0,1,0,999999,5.5,999999,999999,0,0,0,1,1,0,6,6,6,6,8,8,7,4,4,999999,0,999999,999999,0,999999,999999,999999,999999,999999,29.30986603,26.0884,2.066134882,0,0.5590312,,0.596299947,,,,,175.8591962,156.5304,12.39680929,0,3.3541872,,3.57779968,,,,,7,0,0,0,0,0,0,0,0,1,2,2,1,1
1775,1775,1775,1776,8698,71.66666667,1,3,30000,15200,1,5,5,1,0,2,2,5.5,999999,2.5,2,1,0,0,5,1,0,6,6,6,6,6,8,7,0,4,1,4,5,3,999999,3,999999,3,1,999999,165.4998135,125.25058,4.501366683,,,5.962999467,7.513379327,8.858088,13.4134,,,496.4994404,375.75174,13.50410005,,,17.8889984,22.54013798,26.574264,40.2402,,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
1776,1776,1776,1777,8705,36,0,3,9999998,9999998,0,5,5,1,0,1,1,2.5,2.5,2.5,999999,1,0,0,5,1,0,3,6,6,6,7,8,7,1,4,1,3,4,3,0,3,999999,999999,0,999999,28.98960259,19.37974827,7.165024543,,,,2.444829781,,,,,86.96880777,58.1392448,21.49507363,,,,7.334489344,,,,,3,0,0,0,0,0,1,0,0,0,1,0,0,1
1777,1777,1777,1778,8715,31.5,1,2,60000,9999999,0,5,3,1,0,1,1,999999,999999,12.5,999999,0,0,0,5,1,0,6,6,6,6,5,8,7,1,4,999999,2,0,999999,999999,3,999999,999999,999999,999999,53.0717023,37.734606,9.07594685,,,0.89444992,5.36669952,,,,,106.1434046,75.469212,18.1518937,,,1.78889984,10.73339904,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,1778,1778,1779,8717,59,0,2,42600,40000,0,5,6,0,0,1,1,999999,999999,8.5,999999,1,1,0,6,2,0,6,6,6,6,0,5,7,3,4,999999,3,5,999999,999999,3,999999,999999,1,3,276.3729493,172.1776784,15.49601162,,10.0625616,44.722496,3.756689664,,16.09608,14.061432,,552.7458986,344.3553568,30.99202323,,20.1251232,89.444992,7.513379328,,32.19216,28.122864,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1779,1779,1779,1780,8729,26.8,0,5,20000,9999998,1,5,4,1,0,1,1,999999,5.5,999999,999999,0,0,0,999999,1,0,6,6,6,6,8,8,7,2,4,999999,5,3,999999,3,999999,999999,999999,999999,999999,150.9297623,142.3290669,2.160656008,0,,2.146679808,4.293359616,,,,,754.6488116,711.6453344,10.80328004,0,,10.73339904,21.46679808,,,,,7,0,0,0,0,0,0,0,0,1,2,0,0,1
1780,1780,1780,1781,8735,62.5,1,2,100000,300000,1,5,2,1,0,1,1,999999,999999,25,999999,1,1,1,4,0,0,6,5,6,6,6,6,7,2,4,2,1,1,999999,999999,3,999999,999999,2,8,347.8797169,317.338112,6.752050025,,,1.78889984,10.73339904,,11.267256,,,695.7594338,634.676224,13.50410005,,,3.57779968,21.46679808,,22.534512,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1781,1781,1781,1782,8742,34.5,1,2,200000,100000,1,5,3,1,0,3,0,5.5,999999,2.5,999999,1,3,1,6,0,0,6,6,6,6,0,0,7,2,4,4,3,999999,4,999999,4,999999,999999,1,6,415.7891991,45.091088,7.74800581,0.322001971,10.70656554,,18.78344832,,8.04804,325.0900494,,831.5783981,90.182176,15.49601162,0.644003942,21.41313108,,37.56689664,,16.09608,650.1800988,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,1782,1782,1783,8748,48.5,0,2,40000,25000,0,5,4,0,0,1,1,999999,999999,8.5,999999,1,0,0,5,0,0,4,4,6,6,6,7,7,2,4,999999,1,3,999999,999999,2,999999,999999,2,999999,217.8634608,162.013754,9.29760697,,11.180624,16.770936,2.504459776,,16.09608,,,435.7269215,324.027508,18.59521394,,22.361248,33.541872,5.008919552,,32.19216,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1783,1783,1783,1784,8751,33.5,0,4,70000,78500,1,5,4,1,0,1,0,999999,999999,8.5,999999,1,0,0,7,0,0,5,6,6,6,7,8,7,1,4,2,2,999999,999999,999999,1,999999,999999,1,999999,88.92697995,84.92484,3.376025013,,,,0.626114944,,,,,355.7079198,339.69936,13.50410005,,,,2.504459776,,,,,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1784,1784,1784,1785,8754,51.125,1,8,9999999,9999998,0,5,3,1,0,1,0,999999,2.5,2.5,999999,1,1,0,999999,0,1,6,4,6,3,4,5,7,1,4,2,2,999999,999999,3,3,999999,999999,3,4,23.04437394,14.852929,1.350410005,,,,0.805004928,,6.03603,,,184.3549915,118.823432,10.80328004,,,,6.440039424,,48.28824,,,7,0,0,0,0,0,0,0,0,1,0,2,1,0
1785,1785,1785,1786,8760,78,1,2,44400,9999998,0,5,4,1,0,1,0,999999,999999,12.5,2,1,3,0,5,0,0,2,2,2,2,8,8,7,1,4,2,4,999999,999999,999999,3,999999,1,1,0,26.86441954,,5.40164002,,,,5.36669952,,16.09608,,,53.72883908,,10.80328004,,,,10.73339904,,32.19216,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
1786,1786,1786,1787,8764,28.625,0,8,9999998,9999998,1,5,4,1,0,1,1,999999,999999,2.5,999999,1,2,1,5,0,0,2,2,6,2,8,8,7,1,4,2,3,2,999999,999999,4,999999,999999,0,8,172.7154244,45.3274549,3.874002904,19.566092,11.7396552,2.795156,0.22361248,,2.830156875,86.359294,,1381.723395,362.6196392,30.99202323,156.528736,93.9172416,22.361248,1.78889984,,22.641255,690.874352,,7,0,0,0,0,0,0,0,0,1,1,0,0,1
1787,1787,1787,1788,8766,44.75,0,4,9999998,9999998,0,5,3,1,1,3,0,2.5,999999,8.5,999999,1,3,0,4,1,0,6,6,6,6,4,5,7,3,4,3,3,999999,3,999999,3,999999,999999,1,6,465.904058,233.81085,3.376025013,17.6094828,6.7083744,,3.220019713,,110.68785,90.491456,,1863.616232,935.2434,13.50410005,70.4379312,26.8334976,,12.88007885,,442.7514,361.965824,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
1788,1788,1788,1789,8773,44,0,4,100000,60000,0,5,2,1,0,1,0,999999,999999,2.5,999999,1,1,0,6,2,0,6,6,6,6,3,3,7,2,4,2,2,999999,999999,999999,3,999999,999999,1,2,14.13623255,9.0243608,3.376025013,0.08784776,,,0.268334976,,1.379664,,,56.5449302,36.0974432,13.50410005,0.35139104,,,1.073339904,,5.518656,,,2,0,0,0,0,0,0,1,0,0,1,1,1,1
1789,1789,1789,1790,8774,33,0,4,9999998,100000,1,5,3,1,0,1,2,999999,2.5,999999,999999,1,1,0,999999,1,0,6,6,6,6,5,7,7,2,999999,2,4,3,999999,4,999999,999999,999999,1,8,25.7154352,23.4793104,,,,,2.2361248,,,,,102.8617408,93.9172416,,,,,8.9444992,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,1790,1790,1791,8776,53.2,0,5,9999998,9999998,0,5,3,1,0,0,0,2.5,999999,2.5,999999,1,3,0,5,0,0,1,6,6,6,7,8,7,2,4,999999,999999,999999,3,999999,4,999999,999999,0,8,181.4877346,43.6044336,3.63037874,,,,1.431119872,,4.02402,128.7977824,,907.4386731,218.022168,18.1518937,,,,7.15559936,,20.1201,643.988912,,7,0,0,0,0,0,0,0,0,1,0,2,1,0
1791,1791,1791,1792,8783,27.66666667,0,3,9999999,9999998,0,5,5,1,0,1,0,2.5,999999,5.5,999999,1,1,0,5,0,0,4,6,6,6,8,8,7,2,4,2,1,999999,4,999999,1,999999,999999,1,7,283.6910317,11.2604856,5.401640023,,,,3.45853969,,,263.5703664,,851.0730952,33.7814568,16.20492007,,,,10.37561907,,,790.7110993,,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1792,1792,1792,1793,8791,37.4,1,5,200000,160000,0,5,3,1,0,2,0,2.5,999999,8.5,999999,2,0,0,7,0,0,5,5,5,5,7,8,6,3,4,2,1,999999,3,999999,3,999999,999999,0,999999,78.5093816,70.4972256,5.401640022,0.115000704,0.28750176,,2.208013516,,,,,392.546908,352.486128,27.00820011,0.57500352,1.4375088,,11.04006758,,,,,7,0,0,0,0,0,0,0,0,1,2,1,1,1
1793,1793,1793,1794,8792,30,0,3,9999999,9999998,0,5,6,1,0,1,1,12.5,999999,2.5,999999,3,2,1,7,0,0,6,6,6,5,8,8,7,1,4,1,2,1,3,999999,1,999999,999999,1,8,289.3822875,46.58593333,7.202186697,0.268334976,0.250445978,0.044722496,18.00825839,,44.71133333,172.3110723,,868.1468625,139.7578,21.60656009,0.805004928,0.751337933,0.134167488,54.02477517,,134.134,516.9332169,,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1794,1794,1794,1795,8799,42.33333333,1,3,200000,65000,0,5,4,1,0,2,1,5.5,999999,5.5,999999,1,2,1,5,0,0,5,5,6,6,8,8,7,4,4,2,4,3,4,999999,4,999999,999999,4,1,486.8701753,80.12780533,,,39.50487147,3.57779968,14.31119872,,,,349.3485,1460.610526,240.383416,,,118.5146144,10.73339904,42.93359616,,,,1048.0455,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,1795,1795,1796,8806,35,1,4,9999999,9999999,0,5,5,1,0,1,2,2.5,999999,8.5,999999,1,3,0,999999,0,0,4,2,6,6,3,5,7,1,4,1,2,3,1,999999,1,999999,999999,1,3,99.09938903,7.4061106,3.874002905,,3.3541872,11.06881776,1.073339904,,12.07206,60.25087065,,396.3975561,29.6244424,15.49601162,,13.4167488,44.27527104,4.293359616,,48.28824,241.0034826,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,1796,1796,1797,8813,29.25,0,4,9999999,60000,0,5,3,1,0,1,3,999999,2.5,5.5,999999,1,2,1,999999,0,0,4,6,6,6,3,4,7,1,4,2,2,1,999999,0,1,999999,999999,1,3,73.7302962,7.8963157,3.376025013,2.5156404,3.3541872,5.08718392,0.581392448,,12.07206,38.84749153,,294.9211848,31.5852628,13.50410005,10.0625616,13.4167488,20.34873568,2.325569792,,48.28824,155.3899661,,2,0,0,0,0,0,0,1,0,0,2,0,0,1
1797,1797,1797,1798,8820,49.66666667,0,3,100000,20000,1,5,5,1,0,2,1,8.5,999999,8.5,999999,1,1,0,4,3,0,1,4,6,6,4,5,7,3,4,2,2,0,3,999999,3,999999,999999,3,5,406.7254587,190.2960211,9.00273337,5.590312,19.37974827,1.863437333,15.02675866,,32.19216,133.374288,,1220.176376,570.8880632,27.00820011,16.770936,58.1392448,5.590312,45.08027597,,96.57648,400.122864,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
1798,1798,1798,1799,8824,41.6,0,5,100000,30000,1,5,2,1,0,0,2,2.5,2.5,999999,999999,1,0,0,5,1,0,6,6,6,6,2,3,0,1,4,2,999999,2,2,3,999999,999999,999999,1,999999,2.70082001,0,2.70082001,,,0,0,,,,,13.50410005,0,13.50410005,,,0,0,,,,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
1799,1799,1799,1800,8826,41.66666667,0,3,200000,150000,0,5,3,1,0,2,1,999999,2.5,2.5,999999,1,3,0,5,0,0,6,6,6,6,999999,999999,7,2,4,2,2,1,999999,3,3,999999,999999,2,8,481.379757,154.704368,3.601093347,,,3.726874667,2.146679808,,21.46144,295.7393013,,1444.139271,464.113104,10.80328004,,,11.180624,6.440039424,,64.38432,887.217904,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,1800,1800,1801,8836,46,0,3,9999998,50000,0,5,6,1,0,1,1,5.5,999999,8.5,999999,1,2,1,6,0,0,6,6,6,6,4,4,7,2,4,3,2,999999,3,999999,3,999999,999999,1,6,187.3613648,30.1876848,9.00273337,0.201251232,4.4722496,,9.660059137,,6.438432,127.3989547,,562.0840944,90.5630544,27.00820011,0.603753696,13.4167488,,28.98017741,,19.315296,382.196864,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
1801,1801,1801,1802,8839,35.2,0,5,20000,14300,1,5,4,1,0,1,1,999999,999999,8.5,999999,0,0,0,5,1,0,6,6,6,6,6,7,7,3,4,0,1,0,999999,999999,1,999999,999999,999999,999999,334.3934158,328.9534248,2.479361858,,1.34167488,1.1180624,0.500891955,,,,,1671.967079,1644.767124,12.39680929,,6.7083744,5.590312,2.504459776,,,,,7,0,0,0,0,0,0,0,0,1,0,0,0,0
