id,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes
17276,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17281,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17282,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
17287,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17293,7,0,0,0,0,0,0,0,0,1,1,0,0,1,6
17304,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17309,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6
17320,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17323,4,0,0,0,0,0,0,0,1,0,1,2,1,1,6
17327,3,0,0,0,0,0,1,0,0,0,1,0,0,1,6
17337,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6
17340,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6
17344,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17347,10,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17349,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17352,6,0,0,0,1,0,0,0,0,0,0,1,1,0,6
17353,7,0,0,0,0,0,0,0,0,1,0,1,1,0,6
17367,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17371,5,1,1,0,0,0,0,0,0,0,0,1,1,0,6
17380,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17393,8,0,0,0,0,0,0,0,0,0,1,1,1,1,6
17395,3,0,0,0,0,0,1,0,0,0,1,0,0,1,6
17407,7,0,0,0,0,0,0,0,0,1,2,0,0,1,6
17417,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
17421,7,0,0,0,0,0,0,0,0,1,0,0,0,0,6
17427,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6
17428,7,0,0,0,0,0,0,0,0,1,0,1,1,0,6
17438,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6
17440,10,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17442,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17443,10,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17446,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17448,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17462,8,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17464,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17472,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
17474,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17479,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17480,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6
17484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17489,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17491,8,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17495,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17498,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17500,7,0,0,0,0,0,0,0,0,1,1,3,1,1,6
17504,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17512,7,0,0,0,0,0,0,0,0,1,3,1,1,1,6
17514,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
17519,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
17520,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17523,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17527,3,0,0,0,0,0,1,0,0,0,1,0,0,1,6
17529,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17530,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17534,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17540,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17545,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17553,7,0,0,0,0,0,0,0,0,1,3,0,0,1,6
17567,4,0,0,0,0,0,0,0,1,0,1,1,1,1,6
17577,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17578,8,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17579,7,0,0,0,0,0,0,0,0,1,3,2,1,1,6
17589,7,0,0,0,0,0,0,0,0,1,0,1,1,0,6
17590,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6
17602,6,0,0,0,1,0,0,0,0,0,0,1,1,0,6
17603,7,0,0,0,0,0,0,0,0,1,2,1,1,1,6
17604,8,0,0,0,0,0,0,0,0,0,1,1,1,1,6
17606,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17609,8,0,0,0,0,0,0,0,0,0,1,1,1,1,6
17618,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17621,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
17629,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17635,3,0,0,0,0,0,1,0,0,0,1,0,0,1,6
17644,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
17654,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17655,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17657,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17662,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17666,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17667,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17672,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17683,7,0,0,0,0,0,0,0,0,1,0,1,1,0,6
17685,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17694,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17695,2,0,0,0,0,0,0,1,0,0,1,1,1,1,6
17711,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17726,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17732,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17741,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
17742,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
17746,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17753,7,0,0,0,0,0,0,0,0,1,1,0,0,1,6
17757,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17760,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17765,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17768,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
17770,8,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17781,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17786,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
17791,8,0,0,0,0,0,0,0,0,0,0,1,1,0,6
17799,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17804,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17822,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
17828,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17829,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17836,7,0,0,0,0,0,0,0,0,1,0,1,1,0,6
17854,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17866,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17873,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
17878,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6
17899,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17904,7,0,0,0,0,0,0,0,0,1,1,2,1,1,6
17910,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17913,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17930,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17939,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17946,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6
17954,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17962,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
17972,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17994,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
17999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
18022,8,0,0,0,0,0,0,0,0,0,0,2,1,0,6
18026,6,0,0,0,1,0,0,0,0,0,0,2,1,0,6
18033,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6
18034,4,0,0,0,0,0,0,0,1,0,1,2,1,1,6
18058,7,0,0,0,0,0,0,0,0,1,1,0,0,1,6
18060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
18065,7,0,0,0,0,0,0,0,0,1,1,0,0,1,6
18067,7,0,0,0,0,0,0,0,0,1,2,0,0,1,6
18074,7,0,0,0,0,0,0,0,0,1,3,0,0,1,6
18081,7,0,0,0,0,0,0,0,0,1,1,0,0,1,6
18082,7,0,0,0,0,0,0,0,0,1,4,0,0,1,6
18095,3,0,0,0,0,0,1,0,0,0,2,0,0,1,6
18097,7,0,0,0,0,0,0,0,0,1,2,0,0,1,6
18101,7,0,0,0,0,0,0,0,0,1,3,2,1,1,6
18103,7,0,0,0,0,0,0,0,0,1,4,0,0,1,6
18108,10,0,0,0,0,0,0,0,0,0,0,1,1,0,6
18109,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
18111,7,0,0,0,0,0,0,0,0,1,2,0,0,1,6
18115,7,0,0,0,0,0,0,0,0,1,1,0,0,1,6
18116,8,0,0,0,0,0,0,0,0,0,1,2,1,1,6
18128,7,0,0,0,0,0,0,0,0,1,3,0,0,1,6
18129,7,0,0,0,0,0,0,0,0,1,4,1,1,1,6
18133,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
18136,9,0,0,0,0,0,0,0,0,0,2,0,0,1,6
18142,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
18148,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
18152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
18154,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
18156,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
18157,7,0,0,0,0,0,0,0,0,1,3,0,0,1,6
18159,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
18165,7,0,0,0,0,0,0,0,0,1,5,0,0,1,6
18166,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
18170,2,0,0,0,0,0,0,1,0,0,2,0,0,1,6
18175,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6
18189,7,0,0,0,0,0,0,0,0,1,2,1,1,1,6
