id,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes
4,8,0,0,0,0,0,0,0,0,0,1,2,1,1,0
14,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0
16,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
43,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
44,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
49,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0
60,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
114,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
143,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0
146,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
147,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0
158,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
193,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
205,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
208,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
218,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
235,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0
237,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
242,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
250,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
253,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
257,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
259,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
267,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
268,7,0,0,0,0,0,0,0,0,1,3,2,1,1,0
270,7,0,0,0,0,0,0,0,0,1,2,2,1,1,0
280,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
293,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0
303,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
304,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
317,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
319,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
321,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
337,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
345,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
346,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
366,7,0,0,0,0,0,0,0,0,1,0,4,1,0,0
368,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
370,7,0,0,0,0,0,0,0,0,1,1,4,1,1,0
374,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
376,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
381,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0
387,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
393,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
422,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
439,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
460,7,0,0,0,0,0,0,0,0,1,1,1,1,1,0
468,7,0,0,0,0,0,0,0,0,1,0,5,1,0,0
470,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
476,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
478,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,7,0,0,0,0,0,0,0,0,1,0,9,1,0,0
510,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0
512,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
518,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
520,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
528,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
537,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
551,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
553,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
563,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
572,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
581,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
584,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
585,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
587,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
589,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
600,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
608,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
613,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
615,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
623,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
629,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
638,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
641,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
642,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0
644,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
649,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
660,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
667,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
669,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
681,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
682,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
688,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
692,7,0,0,0,0,0,0,0,0,1,1,1,1,1,0
696,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
750,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
758,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
766,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
769,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
772,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
777,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
790,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
793,8,0,0,0,0,0,0,0,0,0,1,1,1,1,0
796,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
801,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
802,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
803,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0
804,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0
823,4,0,0,0,0,0,0,0,1,0,1,2,1,1,0
826,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
828,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
849,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
851,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0
852,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
854,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
859,7,0,0,0,0,0,0,0,0,1,2,2,1,1,0
880,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
898,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
909,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
917,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
918,7,0,0,0,0,0,0,0,0,1,2,1,1,1,0
926,7,0,0,0,0,0,0,0,0,1,0,3,1,0,0
933,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
948,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
958,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
962,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
975,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
976,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
980,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0
1000,7,0,0,0,0,0,0,0,0,1,2,2,1,1,0
1005,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1008,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1017,7,0,0,0,0,0,0,0,0,1,2,1,1,1,0
1019,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1042,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1046,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1050,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1054,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
1061,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1074,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
1075,8,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1089,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1106,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1129,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0
1132,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1138,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1140,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,7,0,0,0,0,0,0,0,0,1,1,3,1,1,0
1154,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1157,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1158,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1161,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1177,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1186,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1190,7,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1193,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1214,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1216,8,0,0,0,0,0,0,0,0,0,1,2,1,1,0
1228,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1243,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1248,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1253,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1258,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1260,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1268,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1273,4,0,0,0,0,0,0,0,1,0,1,2,1,1,0
1275,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1282,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1311,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1313,7,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1350,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1352,7,0,0,0,0,0,0,0,0,1,0,3,1,0,0
1354,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1364,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1391,4,0,0,0,0,0,0,0,1,0,1,2,1,1,0
1393,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1401,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1453,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0
1456,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1462,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1492,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1493,8,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1498,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1539,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1553,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,8,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1558,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1559,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1573,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,4,0,0,0,0,0,0,0,1,0,1,2,1,1,0
1585,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,4,0,0,0,0,0,0,0,1,0,1,2,1,1,0
1590,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1603,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1613,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1624,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1626,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1634,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1636,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1642,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1645,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1655,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1660,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1665,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
1679,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1681,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1692,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,7,0,0,0,0,0,0,0,0,1,2,1,1,1,0
1706,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1707,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1710,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1716,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1724,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1738,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1746,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1753,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1755,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1763,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1769,8,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1776,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0
1777,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1782,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1786,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1788,8,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1797,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1799,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1806,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1821,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
1826,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1832,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1846,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1849,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1858,7,0,0,0,0,0,0,0,0,1,2,1,1,1,0
1862,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1864,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1877,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1883,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
1884,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1888,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1901,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
1908,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0
1921,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1928,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1934,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1953,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1958,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
1959,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1975,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1977,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
1980,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1993,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1994,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0
1996,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2
1999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2003,7,0,0,0,0,0,0,0,0,1,0,2,1,0,2
2004,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2
2005,7,0,0,0,0,0,0,0,0,1,2,2,1,1,2
2010,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2011,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2012,7,0,0,0,0,0,0,0,0,1,2,0,0,1,2
2016,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2022,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2027,5,1,1,0,0,0,0,0,0,0,0,1,1,0,2
2033,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2034,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2035,7,0,0,0,0,0,0,0,0,1,0,2,1,0,2
2037,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2038,10,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2039,7,0,0,0,0,0,0,0,0,1,2,1,1,1,2
2041,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2044,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2048,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2069,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2079,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2087,7,0,0,0,0,0,0,0,0,1,2,1,1,1,2
2104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2105,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2110,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2117,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2122,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2
2128,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2134,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2137,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2
2154,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2158,7,0,0,0,0,0,0,0,0,1,1,2,1,1,2
2162,4,0,0,0,0,0,0,0,1,0,1,2,1,1,2
2165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2167,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2171,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2
2175,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2
2177,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2181,7,0,0,0,0,0,0,0,0,1,2,1,1,1,2
2187,7,0,0,0,0,0,0,0,0,1,2,2,1,1,2
2191,7,0,0,0,0,0,0,0,0,1,2,2,1,1,2
2197,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2199,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2201,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2215,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2
2219,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2
2223,7,0,0,0,0,0,0,0,0,1,0,2,1,0,2
2224,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2
2230,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2232,3,0,0,0,0,0,1,0,0,0,2,0,0,1,2
2237,8,0,0,0,0,0,0,0,0,0,0,4,1,0,2
2241,7,0,0,0,0,0,0,0,0,1,2,2,1,1,2
2243,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2252,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2256,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2257,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2267,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2268,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2
2269,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2270,7,0,0,0,0,0,0,0,0,1,1,2,1,1,2
2275,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2278,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2
2282,7,0,0,0,0,0,0,0,0,1,2,1,1,1,2
2288,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2
2289,7,0,0,0,0,0,0,0,0,1,2,1,1,1,2
2299,7,0,0,0,0,0,0,0,0,1,2,3,1,1,2
2300,7,0,0,0,0,0,0,0,0,1,2,0,0,1,2
2308,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2
2312,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2317,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2327,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2332,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2333,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2340,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2341,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2
2347,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2361,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2365,10,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2366,5,1,1,0,0,0,0,0,0,0,0,1,1,0,2
2367,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2372,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2376,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2
2381,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2
2383,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2
2385,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2400,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2415,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2417,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2420,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2430,7,0,0,0,0,0,0,0,0,1,2,0,0,1,2
2434,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2438,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2439,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2441,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2
2445,2,0,0,0,0,0,0,1,0,0,1,1,1,1,2
2449,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2450,7,0,0,0,0,0,0,0,0,1,0,2,1,0,2
2451,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2
2454,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2
2477,10,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2481,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2482,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2485,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2
2486,5,1,1,0,0,0,0,0,0,0,0,1,1,0,2
2490,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2493,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2495,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2507,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2508,8,0,0,0,0,0,0,0,0,0,0,2,1,0,3
2527,8,0,0,0,0,0,0,0,0,0,1,1,1,1,3
2528,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2529,3,0,0,0,0,0,1,0,0,0,1,0,0,1,3
2530,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2542,7,0,0,0,0,0,0,0,0,1,0,2,1,0,3
2544,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2548,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2556,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2558,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2563,8,0,0,0,0,0,0,0,0,0,2,1,1,1,3
2564,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2566,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2569,8,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2578,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
2582,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2583,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2585,7,0,0,0,0,0,0,0,0,1,2,2,1,1,3
2594,2,0,0,0,0,0,0,1,0,0,2,0,0,1,3
2595,8,0,0,0,0,0,0,0,0,0,0,2,1,0,3
2598,4,0,0,0,0,0,0,0,0,0,1,0,0,1,3
2615,2,0,0,0,0,0,0,1,0,0,1,0,0,1,3
2618,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2619,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2620,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2628,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3
2629,2,0,0,0,0,0,0,1,0,0,1,0,0,1,3
2647,2,0,0,0,0,0,0,1,0,0,2,0,0,1,3
