,id,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating
551,3169,,57.373407,70.219695,6.754028425,1967.930029,1.304788333,4.026204,87.23442,0.0,83.87925
552,3173,,,264.169815,11.88709003,0.0,1.304788333,12.525967999999999,80.52408,0.0,
553,3175,,,55.85125,11.44363989,0.0,4.671333333,4.47356,,0.0,
554,3197,,62.741679,245.488425,37.02354082,0.0,1.868533333,12.525967999999999,,0.0,297.5099252
555,3202,,16.104816,268.10238,12.76378792,1010.204082,2.982373333,26.841359999999998,60.39306,0.0,224.0417041
556,3204,,11.50344,94.77,12.76378792,420.4081633,2.982373333,6.3908,31.954,0.0,
557,3208,,11.50344,1.91724,,1321.282799,,14.3793,,1655.6625,
558,3213,,121.680832,260.0933335,39.92225517,0.0,4.47356,2.9525496,40.26204,0.0,
559,3217,,,107.126565,38.7769366,2162.099125,4.47356,8.8576488,147.62748,0.0,
560,3218,,0.0,,,1967.930029,,0.0,0.0,0.0,0.0
561,3234,0.0,33.551700000000004,211.87237499999998,17.2601223,0.0,5.11264,3.51494,38.3448,2023.5875,153.27
562,3237,,8.94712,21.492926,14.30454986,1952.186589,16.016,29.525495999999997,,1655.6625,83.87925
563,3242,,,62.3634375,31.90946979,2928.279883,0.63908,4.0901119999999995,15.33792,0.0,57.04958049
564,3250,,16.104816,132.2496175,9.255885205,1945.889213,,1.9683664,171.11367,0.0,238.0079402
565,3251,0.0,23.262512,189.8715,29.61883266,0.0,14.315392,2.9525496,80.52408,0.0,357.63
566,3260,22.29821691,0.0,0.0,0.0,1311.953353,0.0,0.0,,0.0,0.0
567,3264,,64.419264,144.666795,29.71772507,0.0,4.175322667,2.9525496,116.31256,0.0,187.2348527
568,3267,1.684754167,,302.77247,12.76378792,0.0,10.736544,11.1839,80.52408,0.0,213.4215454
569,3274,,3.578848,377.73538833,12.76378792,1464.139942,2.982373333,1.342068,20.13102,0.0,
570,3276,,98.865676,80.5984725,2.90086089,1138.77551,,8.94712,,0.0,
571,3294,5.4844125,8.94712,365.2467,15.9547349,3468.367347,21.473088,13.6890936,214.73088,0.0,214.578
572,3295,16.130625000000002,7.157696,128.4601045,4.539303082,1193.303571,5.59195,6.262984,38.02526,0.0,218.4406615
573,3306,,63.412713,156.57642,12.76378792,1380.140816,1.3979875,4.026204,120.78612,0.0,187.2348527
574,3307,,0.671034,135.40144800000002,0.0,0.0,0.0,5.815628,304.20207999999997,0.0,
575,3309,28.58145117,,562.232125,31.90946979,1992.857143,6.71034,4.920916,,0.0,312.0580878
576,3312,,22.815156,382.83404249999995,18.51177041,1138.77551,15.84385833,4.920916,80.52408,0.0,139.79875
577,3313,,,20.13102,,448.0976676,,6.71034,44.7356,0.0,
578,3315,,,53.2438725,31.90946979,2162.099125,3.802526,14.762748,,0.0,139.79875
579,3319,,22.144122,149.081053333,7.977367449,2562.244898,11.743095,1.9683664,67.1034,0.0,178.5059551
580,3327,,,223.62158,,382.6530612,,20.13102,60.39306,0.0,355.7025756
581,3345,,4.361721,168.8469965,19.14568188,1327.696793,2.982373333,2.23678,,0.0,
582,3350,,,43.069649999999996,6.381893959,580.8673469,23.00688,4.984824,103.53096,0.0,
583,3351,,,13.42068,9.862927027,681.0612245,4.771797333,2.23678,17.89424,0.0,
584,3354,5.4844125,38.02526,367.856276667,12.76378792,2277.55102,39.14365,13.6890936,83.87925,2980.1925,335.517
585,3360,,,33.51075,2.90086089,0.0,0.335517,0.894712,13.42068,0.0,
586,3367,,,234.91076700000002,12.76378792,0.0,14.94826667,24.60458,53.682719999999996,0.0,
587,3370,0.0,,230.521005,12.76378792,759.1836735,23.00688,4.984824,57.5172,0.0,119.8275
588,3372,,,229.21353,11.88709003,1021.591837,21.473088,21.473088,214.73088,0.0,
589,3380,,,241.387601,0.0,756.7346939,,22.3678,,0.0,
590,3383,0.0,66.432366,404.64264749999995,25.527575838,2162.099125,57.03789,14.762748,120.78612,0.0,297.5099252
591,3384,,,23.96576,31.90946979,2743.137026,0.372796667,5.368272,33.5517,0.0,
592,3387,,95.957862,391.22196749999995,,2162.099125,,6.71034,40.26204,0.0,
593,3414,,,105.8082025,15.9547349,1530.612245,6.71034,11.1839,67.1034,0.0,312.0580878
594,3417,4.269871324,,251.32653,18.51177041,1981.924198,0.97859125,53.1458928,87.23442,0.0,164.3096
595,3419,,22.144122,409.69689367,3.365776438,3121.530612,15.210104,2.9525496,247.16419,0.0,218.4406615
596,3424,,33.807332,10.43224,18.51177041,1981.924198,4.526816667,3.706664,,0.0,79.86941268
597,3428,,38.02526,561.560150667,12.76378792,2562.244898,4.175322667,4.920916,33.5517,0.0,335.517
598,3431,,23.262512,129.73324,31.90946979,3443.877551,4.175322667,13.420679999999999,171.11367,0.0,
599,3435,,15.210104,73.71,37.02354082,1459.41691,26.69333333,17.7152976,93.94476,0.0,139.79875
600,3436,1.684754167,15.210104,287.36981,18.51177041,1670.204082,6.337543333,8.8576488,107.36544,0.0,312.0580878
601,3452,,,102.9326025,27.96210699,1362.122449,14.2594725,11.631256,241.57224,0.0,218.4406615
602,3459,9.1406875,31.874115,498.894305,15.97834685,2029.297959,28.518945,4.5630312,171.11367,0.0,239.608238
603,3460,,27.32067,139.95852,14.80941633,759.1836735,120.78612,3.451032,115.99302,0.0,167.7585
604,3472,,12.749646,298.839905,6.381893959,0.0,5.368272,4.920916,60.39306,1655.6625,
605,3473,,3.83448,76.8893125,18.51177041,3245.48105,5.893333333,5.75172,,0.0,200.6087707
606,3475,6.317828125,84.742008,99.9999,12.76378792,1189.154519,8.94712,83.5149744,28.7586,0.0,140.8368
607,3477,,107.81279599999999,578.243575,12.76378792,1756.96793,38.02526,1.9683664,80.52408,2023.5875,187.2348527
608,3479,,15.210104,244.69074933299999,37.02354082,3131.632653,1.789424,12.7943816,60.39306,0.0,164.3096
609,3482,,31.874115,283.74164,12.76378792,681.0612245,39.14365,19.236308,100.6551,0.0,280.0521301
610,3483,0.0,82.872699,146.09868,31.90946979,1609.007143,0.8387925,40.1725688,247.16419,0.0,
611,3486,,,135.43257,15.9547349,2192.142857,0.223678,17.89424,26.84136,0.0,208.2569476
612,3487,,,329.71302,12.32865878,1366.530612,,3.0420208,44.7356,0.0,
613,3490,9.40953125,121.680832,109.11741749999999,31.90946979,1021.591837,8.872560667,20.13102,120.78612,0.0,83.87925
614,3494,,35.78848,127.447775,19.14568188,0.0,,20.13102,,0.0,
615,3499,,,219.14802,31.90946979,2207.142857,2.23678,24.60458,80.52408,0.0,
616,3511,,,121.036066667,2.70161137,0.0,0.894712,4.920916,,0.0,
617,3513,,,298.7050885,15.9547349,840.8163265,23.29979167,1.342068,251.63775,0.0,
618,3516,,11.50344,29.500574999999998,22.33662886,3047.930029,2.357333333,5.75172,19.1724,0.0,180.0335122
619,3525,,,351.82601999999997,14.80941633,1787.785714,2.982373333,7.4261096,67.1034,0.0,
620,3532,,11.50344,55.406324999999995,22.33662886,1991.54519,0.852106667,32.59308,,2833.0225,191.2563805
621,3533,,3.578848,117.19207499999999,12.76378792,2439.642857,2.535017333,4.920916,95.06315,0.0,156.1927107
622,3537,,16.104816,160.9173475,15.9547349,3443.877551,5.59195,8.8576488,44.7356,0.0,280.0521301
623,3544,,33.999055999999996,219.52476,14.80941633,0.0,23.7657875,8.8576488,67.1034,0.0,164.3096
624,3545,,23.262512,497.9247,15.9547349,1792.390671,1.789424,22.3678,143.15392,0.0,195.71825
625,3548,,,449.685145,12.76378792,922.4081633,1.423644444,4.920916,,0.0,280.0521301
626,3559,,,114.2283415,7.977367449,2623.906706,28.518945,,,0.0,399.3470634
627,3560,,98.865676,341.201315,15.9547349,1728.176327,0.782873,8.8576488,120.78612,0.0,178.5059551
628,3561,21.32827083,4.601376,104.3562,15.97834685,2029.297959,4.074135,49.84824,59.75398,0.0,68.45949659
629,3566,,,252.8510985,,0.0,0.3914365,20.13102,60.39306,0.0,
630,3567,16.4532375,,358.53636,25.52757584,1756.96793,4.175322667,4.920916,107.36544,0.0,312.0580878
631,3569,,,221.13,14.30454986,2386.005831,0.0,13.420679999999999,,0.0,139.79875
632,3572,,,83.0404575,29.71772507,0.0,0.8387925,5.368272,13.42068,0.0,
633,3579,,,289.33359,7.429431267,612.955102,9.506315,8.052408,26.84136,0.0,
634,3580,18.50989219,22.815156,28.891741667,29.71772507,2493.760933,7.455933333,6.71034,26.84136,0.0,
635,3599,,0.0,0.0,31.90946979,2040.816327,0.0,0.0,,0.0,0.0
636,3603,,,176.146425,14.80941633,1180.758017,4.175322667,22.3678,60.39306,0.0,218.4406615
637,3604,3.584583334,121.680832,432.3501,29.61883266,3131.632653,10.736544,12.7943816,120.78612,662.265,168.031278
638,3605,,16.104816,393.765645,12.76378792,3131.632653,23.85898667,16.104816,60.39306,0.0,299.5102976
639,3614,,,27.6801525,11.88709003,0.0,,24.157224,,0.0,
640,3615,,,396.25472249999996,7.252152226,1621.574344,57.03789,2.23678,120.78612,0.0,
641,3618,,,176.52134500000003,,0.0,,6.71034,,0.0,
642,3626,,,160.179474,24.65731757,1952.186589,17.89424,3.0420208,20.13102,0.0,
643,3635,,,444.068625,9.572840938,0.0,6.794666667,8.8576488,234.8619,0.0,
644,3640,,,11.58113125,12.76378792,0.0,2.684136,1.2653784,46.01376,0.0,
645,3643,7.349516016,,475.5569,37.02354082,1129.95,4.175322667,8.8576488,80.52408,0.0,
646,3648,,,294.91352041700003,,0.0,,1.9683664,67.1034,0.0,
647,3657,,,801.1007549999999,,1180.758017,17.89424,21.473088,,0.0,
648,3661,,,55.9195,,1459.41691,,2.23678,44.7356,0.0,
649,3662,,36.90687,385.07082249999996,,1581.271137,17.89424,1.9683664,,0.0,178.5059551
650,3669,,,195.5308628,12.76378792,474.4897959,,5.815628,120.78612,0.0,
651,3673,,,83.025033,31.90946979,0.0,5.368272,6.71034,67.1034,0.0,
652,3680,,,,,0.0,,6.71034,80.52408,0.0,
653,3682,,31.874115,137.48007,6.381893959,0.0,9.506315,24.157224,171.11367,0.0,
654,3683,,,132.678,43.16908798,2247.502041,3.4944,11.631256,,0.0,168.031278
655,3687,,,111.7025,0.0,0.0,0.0,2.23678,,0.0,
656,3693,,,78.75390250000001,11.88709003,1681.632653,6.337543333,4.026204,44.7356,0.0,187.2348527
657,3694,,,231.0424935,31.90946979,752.8040816,4.270933333,4.026204,44.7356,0.0,
658,3695,,,150.673159,0.0,759.375,,1.342068,67.1034,0.0,312.0580878
659,3698,,,91.4283825,,0.0,,17.89424,,0.0,
660,3704,,56.942028,91.93275000000001,6.381893959,0.0,13.58045,17.25516,,0.0,
661,3709,,,109.7999175,2.90086089,0.0,2.684136,4.026204,,0.0,
662,3710,,,212.43768,12.76378792,2386.005831,1.789424,2.23678,80.52408,0.0,
663,3712,,,100.53225,0.0,0.0,,2.9525496,116.31256,0.0,272.0506407
664,3718,,112.733712,100.53225,7.977367449,0.0,3.802526,28.630784,247.16419,2023.5875,
665,3720,,101.997168,129.91963833,15.9547349,0.0,6.262984,31.31492,,0.0,
666,3721,,,50.1683,37.02354082,924.8979592,3.64,6.71034,,0.0,
667,3722,,98.865676,241.26102,55.535311230000005,924.8979592,0.0,20.13102,,0.0,
668,3725,,,111.7025,0.0,0.0,,8.8576488,,0.0,
669,3726,,,152.54967,15.9547349,0.0,15.84385833,17.7152976,,0.0,
670,3727,,14.315392,246.548575,14.80941633,1135.102041,0.8008,24.157224,,0.0,
671,3731,,,464.373,12.76378792,1498.334694,12.45688889,20.0415488,,0.0,357.63
672,3733,,,110.4410125,14.85886253,0.0,20.9698125,12.525967999999999,95.06315,0.0,
673,3735,,38.02526,80.45037,11.88709003,0.0,,2.23678,93.94476,0.0,
674,3738,,98.865676,464.373,31.90946979,1129.206122,8.872560667,33.104344,363.47675,0.0,
675,3741,,,131.84717,,0.0,,2.23678,120.78612,0.0,
676,3742,,31.874115,111.839,14.85886253,919.4326531,23.29979167,4.920916,,0.0,312.0580878
677,3745,,66.432366,217.6218135,0.0,0.0,0.0,2.9525496,,0.0,624.1161756
678,3746,,21.473088,38.9844,11.88709003,0.0,35.5088825,57.261568,53.68272,0.0,
679,3752,30.24492188,11.50344,56.2527875,11.88709003,0.0,4.47356,2.87586,,0.0,100.3043854
680,3753,,,906.275734,12.76378792,1503.183673,3.35517,20.13102,174.46884,0.0,
681,3754,,,145.081209,12.76378792,794.5714286,,4.920916,67.1034,0.0,
682,3757,,,129.19099375000002,0.0,0.0,,4.920916,,0.0,
683,3759,,68.445468,199.017,14.85886253,1981.924198,13.979875,44.288244,,0.0,218.4406615
684,3764,,11.50344,157.95,9.862927027,1793.571429,3.3951125,9.777924,,0.0,
685,3769,,46.97238,143.8619,68.93301061,1981.924198,10.736544,8.8576488,33.5517,0.0,234.0435659
686,3770,,,33.51075,12.76378792,0.0,14.94826667,12.525967999999999,,1214.1525,
687,3775,,,145.081209,0.0,0.0,0.0,22.3678,,0.0,
688,3779,,,172.715725,29.71772507,681.0612245,0.665708333,9.5862,76.6896,0.0,
689,3787,,68.445468,221.13,31.90946979,0.0,40.04,46.525024,,0.0,355.7025756
690,3791,,,8.867234999999999,31.90946979,541.180758,,3.1954,7.66896,0.0,
691,3792,,98.865676,136.016510933,22.281917309,929.3877551,18.52799433,55.472144,171.11367,993.3975,
692,3796,,14.762748,309.582,0.0,1362.122449,0.0,20.13102,,0.0,
693,3798,,,234.501085,14.79439054,2562.244898,26.84136,102.444524,363.47675,0.0,238.0079402
694,3805,,,182.10647,14.85886253,0.0,,8.8576488,80.52408,0.0,168.031278
695,3814,,19.124468999999998,132.678,0.0,3047.930029,5.824,8.8576488,,0.0,355.7025756
696,3815,14.69039063,36.90687,226.6971525,18.51177041,840.8163265,6.337543333,53.1458928,152.10103999999998,0.0,139.79875
697,3816,,21.72872,151.632,15.9547349,671.0641399,1.022528,25.307568,,0.0,112.020852
698,3827,,,212.131351253,7.977367449,0.0,0.934266667,13.42068,494.32838,0.0,234.0435659
699,3837,,,217.6218135,37.02354082,0.0,3.802526,24.157224,174.46884,0.0,297.5099252
700,3839,,,7.8986293750000005,11.88709003,371.9387755,2.982373333,4.920916,80.52408,0.0,187.2348527
701,3848,,,57.4293265,12.76378792,2044.653061,8.872560667,24.157224,247.16419,0.0,
702,3849,,57.373407,267.9493635,0.0,0.0,,24.60458,,0.0,
703,3850,,,156.40261,,0.0,2.23678,4.920916,20.13102,0.0,
704,3860,,101.997168,132.678,11.88709003,751.5918367,3.35517,20.13102,20.13102,0.0,312.0580878
705,3861,,,89.4712,22.96369664,297.9642857,,6.71034,38.02526,0.0,312.0580878
706,3862,,68.445468,362.7030225,37.02354082,0.0,7.118222222,29.07814,20.13102,0.0,139.79875
707,3864,,2.55632,43.72992,15.9547349,1081.049563,,4.601376,19.1724,0.0,
708,3866,,,446.5822725,7.429431267,77.427,4.47356,12.7943816,134.2068,0.0,
709,3873,,,111.71615,9.185478658,0.0,2.23678,2.23678,87.23442,0.0,
710,3878,,,270.05956249999997,12.76378792,1248.612245,44.7356,20.13102,251.63775,0.0,
711,3881,,,387.3076025,12.76378792,1103.571429,,24.60458,67.1034,0.0,196.0364911
712,3884,,,132.678,31.90946979,1021.591837,,22.3678,44.7356,0.0,355.7025756
713,3886,,,69.899375,,123.9795918,,20.13102,0.0,0.0,
714,3887,,,167.55375,,0.0,,11.1839,40.26204,0.0,
715,3888,,31.63446,215.88645,19.14568188,1377.55102,4.004,9.5862,,0.0,
716,3890,,,121.4837325,0.0,675.6559767,4.7931,11.119992,28.7586,0.0,
717,3895,,,142.35585,0.0,0.0,0.0,7.605052,,0.0,
718,3896,,,331.695,29.71772507,1021.591837,4.47356,19.236308,95.06315,0.0,280.0521301
719,3897,,,169.2614105,12.32865878,365.9464286,4.47356,20.13102,44.7356,0.0,
720,3898,,3.83448,335.1075,7.977367449,0.0,0.9985625,3.51494,67.90225,2023.5875,
721,3900,,,28.518945,29.71772507,289.2857143,13.979875,2.23678,171.11367,0.0,312.0580878
722,3904,,3.578848,0.0,0.0,1229.877551,1.789424,4.920916,44.7356,0.0,297.5099252
723,3908,,,87.15252000000001,11.16831443,0.0,9.506315,4.026204,171.11367,0.0,
724,3914,,,100.53225,,0.0,0.0,2.23678,,0.0,
725,3916,,,51.714617499999996,0.0,0.0,2.684136,11.1839,,0.0,
726,3919,,,145.081209,31.90946979,794.5714286,,4.920916,80.52408,0.0,
727,3922,,,445.157895,12.32865878,0.0,3.35517,11.1839,67.1034,0.0,
728,3924,,,36.90687,19.14568188,0.0,15.84385833,4.026204,120.78612,0.0,238.0079402
729,3926,,19.124469,201.0645,0.0,0.0,0.0,4.026204,,0.0,
730,3927,,,362.7030225,0.0,0.0,,22.3678,57.03789,0.0,83.87925
731,3930,,,402.17814,0.0,0.0,2.135466667,11.1839,,0.0,
732,3932,,,67.0215,,0.0,,4.47356,20.13102,0.0,
733,3937,,,97.0203325,24.65731757,612.955102,23.29979167,11.1839,83.87925,0.0,312.0580878
734,3942,,,345.11568,31.90946979,0.0,6.262984,12.7943816,116.31256,0.0,355.7025756
735,3945,,,213.98480999999998,7.429431267,829.8104956,3.83448,3.451032,146.66886,0.0,
736,3948,,21.473088,249.34455,12.32865878,1548.979592,4.47356,8.8576488,107.36543999999999,0.0,
737,3949,,,100.544535,,0.0,,6.71034,,0.0,
738,3959,,8.94712,16.77585,,1193.002915,3.131492,2.23678,33.5517,0.0,
739,3961,,,169.80418,12.76378792,0.0,,8.8576488,80.52408,0.0,
740,3970,,,804.258,0.0,0.0,0.0,15.210104,,0.0,
741,3971,,101.997168,199.017,,1783.731778,,20.13102,,0.0,218.4406615
742,3973,,118.101984,82.4812625,15.9547349,1967.930029,6.71034,4.026204,,0.0,208.2569476
743,3980,,,67.0215,3.377014212,0.0,9.3184,4.026204,,0.0,
744,3986,,31.874115,276.13631499999997,37.02354082,0.0,3.35517,21.473088,44.7356,0.0,355.7025756
745,3987,,,134.043,24.65731757,0.0,4.270933333,2.9525496,,0.0,
746,3988,,,362.7030225,31.90946979,0.0,0.931991667,23.709868,67.1034,0.0,
747,3989,,,206.388,7.977367449,1099.748571,4.175322667,20.13102,120.78612,0.0,208.2569476
748,3997,,,0.0,0.0,0.0,0.0,72.919028,80.52408,0.0,297.5099252
749,3998,,,100.53225,,0.0,,11.1839,,0.0,
750,4003,,64.419264,201.076785,12.32865878,0.0,1.980482292,13.420679999999999,67.1034,0.0,
751,4006,,121.680832,30.19653,11.88709003,0.0,0.521915333,2.23678,57.03789,2980.1925,
752,4013,,,134.05938,,0.0,0.339733333,8.94712,,0.0,
753,4016,,30.867564,62.9094375,,0.0,6.71034,24.60458,20.13102,2317.9275,312.0580878
754,4018,,,312.80522,,0.0,,2.23678,26.84136,0.0,
755,4019,,4.361721,70.45857,15.9547349,1464.139942,28.518945,4.026204,,0.0,312.0580878
756,4020,,16.104816,219.91242,0.0,3047.930029,0.0,4.920916,,662.265,312.0580878
757,4024,,,325.6640205,6.381893959,0.0,,4.026204,120.78612,0.0,
758,4026,,35.78848,111.839,22.96369664,0.0,20.9698125,13.420679999999999,139.79875,0.0,
759,4028,,,227.535945,29.71772507,0.0,0.931991667,4.920916,95.06315,0.0,
760,4031,,,262.021578,37.02354082,0.0,2.982373333,12.7943816,143.15392,0.0,139.79875
761,4033,,,362.7030225,0.0,1180.758017,,4.920916,,0.0,234.0435659
762,4035,,,134.043,,0.0,,11.1839,13.42068,0.0,
763,4036,,,111.7025,2.70161137,0.0,9.3184,4.026204,,0.0,55.9195
764,4044,,,382.98,12.32865878,0.0,23.29979167,18.53332,57.5172,0.0,
765,4049,,38.02526,234.603915,12.76378792,0.0,,5.815628,,0.0,
766,4050,,,231.0424935,12.76378792,1828.758017,,11.1839,120.78612,0.0,
767,4051,,13.804128,81.4827,9.572840938,920.0938776,3.83448,1.91724,81.4827,0.0,213.9826888
768,4053,,,241.802015,31.90946979,0.0,,38.02526,44.7356,0.0,
769,4055,,,162.435,31.90946979,1621.574344,2.982373333,19.236308,33.5517,0.0,
770,4057,,121.680832,144.833325,0.0,3064.77551,,57.9773376,,0.0,139.79875
771,4066,,,145.081209,17.83063504,1317.725948,2.982373333,16.999527999999998,44.7356,0.0,
772,4073,,,149.45385,14.80941633,0.0,16.016,53.1458928,,0.0,
773,4079,,243.361664,275.65151249999997,14.80941633,1945.889213,51.2512,37.9357888,,0.0,335.517
774,4080,,,241.802015,29.71772507,681.0612245,1.789424,13.420679999999999,80.52408,0.0,
775,4081,,,178.591959,24.65731757,260.127551,6.4064,1.342068,,0.0,
776,4083,,,143.31066750000002,6.381893959,0.0,2.684136,8.8576488,266.17682,0.0,
777,4085,,12.749646,169.2614105,31.9566937,1135.102041,15.210104,57.708923999999996,26.84136,0.0,312.0580878
778,4089,,3.578848,246.1407585,14.80941633,1248.612245,1.789424,24.60458,87.23442,0.0,179.7061785
779,4091,,0.0,201.0645,9.572840938,0.0,2.684136,4.026204,67.1034,437.13,
780,4092,,,35.78848,37.02354082,0.0,2.982373333,33.104344,60.39306,0.0,83.87925
781,4094,,31.874115,272.85553749999997,37.02354082,0.0,10.736544,45.630311999999996,67.1034,0.0,355.7025756
782,4095,,,264.169815,12.76378792,956.5714286,8.872560667,11.1839,95.06315,0.0,
783,4096,,,217.6218135,0.0,461.2040816,0.0,4.920916,,0.0,
784,4098,,59.194785,51.8147175,0.0,144.6428571,0.0,2.87586,,0.0,212.5070894
785,4105,,5.368272,402.782664375,0.0,831.2536443,11.1839,40.26204,171.11367,0.0,195.71825
786,4107,,,100.53225,,0.0,,6.71034,,0.0,
787,4109,,,380.5972625,12.76378792,794.5714286,22.3678,24.60458,95.06315,0.0,208.2569476
788,4111,,38.02526,338.522821,14.80941633,0.0,,4.026204,,0.0,
789,4113,,28.630784,407.054067875,18.51177041,0.0,6.262984,4.026204,80.52408,1912.44375,
790,4116,,,46.133587500000004,12.76378792,0.0,41.939625,20.13102,67.1034,5261.3275,
791,4122,,22.144122,223.405,31.90946979,0.0,3.737066667,4.026204,,5261.3275,
792,4126,,,636.70425,9.185478658,0.0,6.337543333,8.052408,,0.0,
793,4129,,,217.6218135,0.0,1317.725948,2.23678,4.920916,95.06315,0.0,
794,4140,,15.210104,111.7025,12.76378792,0.0,0.0,2.9525496,,0.0,
795,4144,,16.104816,124.2980375,5.943545014,0.0,6.71034,15.210104,187.88952,0.0,
796,4147,,0.0,38.9844,29.71772507,0.0,1.789424,6.71034,44.7356,0.0,
797,4151,,,129.9309375,19.72585405,0.0,8.719822222,4.026204,,0.0,
798,4152,,38.02526,105.687855,0.0,0.0,0.0,4.026204,,0.0,
799,4156,,,138.17258,29.71772507,1703.877551,1.779555556,6.3908,,0.0,
800,4158,,,155.146719,37.02354082,1981.924198,2.23678,24.157224,87.23442,0.0,
801,4167,,0.671034,100.53225,6.381893959,1189.154519,,2.23678,60.39306,0.0,
802,4184,,,33.51075,29.71772507,0.0,0.0,24.60458,,0.0,
803,4185,,,231.19550999999998,63.81893958,0.0,1.342068,4.026204,60.39306,0.0,
804,4188,,,214.82620250000002,12.76378792,0.0,6.337543333,4.026204,,0.0,
805,4189,,82.872699,134.043,9.255885205,0.0,3.35517,82.13456160000001,105.12866,0.0,
806,4191,,,204.314929,11.48184832,0.0,1.304788333,11.1839,33.5517,0.0,
807,4194,,66.432366,231.0424935,0.0,1225.910204,3.802526,4.026204,,0.0,297.5099252
808,4196,,,493.66954,31.90946979,0.0,2.982373333,12.7943816,87.23442,0.0,139.79875
809,4197,,38.02526,217.6218135,31.90946979,1464.139942,34.9496875,2.23678,57.03789,0.0,312.0580878
810,4198,,,100.53225,12.76378792,0.0,7.455933333,4.920916,89.4712,0.0,
811,4201,,,173.17846,,0.0,1.677585,2.23678,33.5517,0.0,
812,4203,,57.373407,450.238971,12.76378792,0.0,6.262984,13.420679999999999,20.13102,0.0,
813,4209,,,257.8838535,12.32865878,0.0,10.736544,8.8576488,174.46884,0.0,
814,4210,,,67.0215,9.572840938,0.0,3.802526,8.052408,726.9535,0.0,
815,4215,,,217.6218135,31.90946979,1464.139942,,11.1839,139.79875,0.0,
816,4217,,,175.10303417,7.252152226,0.0,0.0,25.946648,,0.0,
817,4218,,,223.4323,12.76378792,0.0,,16.999527999999998,197.95503000000002,2023.5875,
818,4220,,,234.57525,0.0,0.0,,68.445468,,0.0,
819,4223,,98.865676,47.531575,0.0,0.0,0.792192917,24.157224,,0.0,
820,4238,,,312.80522,,0.0,,,67.1034,0.0,
821,4239,,31.874115,424.52137000000005,,0.0,3.35517,20.13102,44.7356,0.0,
822,4242,,5.368272,227.6873235,12.76378792,0.0,,2.23678,17.89424,0.0,
823,4243,,68.445468,83.0404575,6.5269370030000005,0.0,6.71034,22.3678,120.78612,1986.795,83.87925
824,4248,,,100.53225,24.65731757,0.0,6.4064,2.23678,,0.0,
825,4255,,14.091714,167.55375,8.915317521,0.0,6.337543333,8.8576488,171.11367,0.0,218.4406615
826,4258,,,289.33359,31.90946979,0.0,4.270933333,8.052408,,0.0,
827,4259,,,130.239025583,0.0,0.0,0.0,21.473088,138.68036,0.0,
828,4260,,,100.53225,0.0,0.0,,10.736544,,0.0,
829,4264,,12.749646,129.9309375,5.943545014,0.0,11.1839,4.026204,171.11367,0.0,
830,4272,,,156.3835,,0.0,,11.1839,,0.0,
831,4275,,0.0,172.412770833,0.0,0.0,0.0,8.8576488,,0.0,266.7769317
832,4277,,31.874115,122.87275,7.977367449,0.0,,14.762748,,0.0,
833,4279,,,217.90177500000001,7.404708164,0.0,,4.026204,,0.0,
834,4285,,82.872699,534.20696875,14.80941633,2104.591837,12.8128,2.9525496,,0.0,1342.068
835,4286,,,111.71615,,0.0,0.2795975,6.71034,33.5517,0.0,
836,4287,,,331.695,24.65087795,813.4110787,,5.815628,,0.0,
837,4288,,31.874115,140.0783475,12.76378792,0.0,0.0,6.71034,,0.0,335.517
838,4291,,,186.8979112,0.0,0.0,0.0,12.078612,,0.0,
839,4295,,9.969648,5.5692,5.943545014,430.4571429,,8.4742008,19.1724,2833.0225,
840,4296,,,0.0,37.02354082,0.0,0.0,0.0,,0.0,0.0
841,4298,,,117.394095,5.943545014,0.0,1.188289375,11.1839,304.20208,0.0,
842,4301,,,100.544535,,0.0,,6.71034,,0.0,
843,4303,,0.0,0.0,0.0,1102.040816,0.0,0.0,,0.0,
844,4310,,,402.129,,0.0,,6.71034,,0.0,
845,4315,,,48.490338541999996,6.381893959,830.1673469,,2.87586,86.2758,0.0,
846,4321,,,268.20885,6.381893959,0.0,0.889777778,26.84136,120.78612,0.0,
847,4322,,30.755725,209.698125,0.0,2361.516035,0.0,2.23678,,0.0,83.87925
848,4325,,,103.9306268,0.0,0.0,0.0,17.89424,,0.0,
849,4327,,98.865676,234.57525,5.943545014,0.0,0.792192917,,107.36544,0.0,
850,4334,,,167.574225,,0.0,1.334666667,0.894712,,0.0,
851,4337,,,55.85125,14.85886253,0.0,,6.71034,,0.0,
852,4344,,29.333772,45.8363048,12.76378792,1952.186589,6.864,0.95862,14.3793,0.0,91.46637659
853,4345,,,111.7025,15.9547349,0.0,0.0,4.026204,,0.0,
854,4346,,,111.7025,,0.0,,4.026204,60.39306,0.0,
855,4352,,,0.0,,0.0,0.0,4.026204,,0.0,
856,4354,,,111.7025,,0.0,,6.71034,33.5517,0.0,
857,4364,,95.957862,556.290583333,31.90946979,0.0,15.210104,21.025731999999998,363.47675,1545.285,187.2348527
858,4365,,,111.7025,15.9547349,0.0,0.533866667,11.183900000000001,,0.0,
859,4366,,101.997168,156.3835,15.9547349,0.0,0.0,2.23678,,0.0,139.79875
860,4379,,15.210104,485.77574500000003,31.90946979,2295.918367,44.7356,8.052408,,0.0,187.2348527
