id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num_x,vehicle_dist_x,vehicle_fuel_x,vehicle_use_x,fuel1_x,fuel2_x,fuel3_x,fuel4_x,fuel5_x,fuel6_x,fuel7_x,fuel8_x,fuel9_x,fuel10_x,vehicle_num_y,vehicle_dist_y,vehicle_fuel_y,vehicle_use_y,fuel1_y,fuel2_y,fuel3_y,fuel4_y,fuel5_y,fuel6_y,fuel7_y,fuel8_y,fuel9_y,fuel10_y,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region
4650,黑龙江省,齐齐哈尔市,克山县,1,58,2,1,4,1,2,3,4,4,0,5,108000,5,51240,0,21600,2,1050,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,6,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441.399417,0,0,0,0,0,1441.399417,1441.399417,Qiqihaer,288.2798834,0
4653,黑龙江省,齐齐哈尔市,克山县,-1,26,2,1,5,1,-99,3,4,4,0,7,-99,4,-99,3,2499999.75,4,1250,2.008,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,173.4182775,0,0,0,5.368272,0,0,0,178.7865495,178.7865495,Qiqihaer,44.69663738,0
4661,黑龙江省,哈尔滨市,双城市,-1,74,2,0,4,1,-99,-99,4,3,0,2,12000,2,5900,7,6000,2,600,2,30,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,20.13102,0,0,0,11.1839,0,0,0,31.31492,31.31492,Harbin,15.65746,0
4664,黑龙江省,哈尔滨市,双城市,1,41,3,0,4,1,3,-99,4,4,1,7,-99,5,-99,7,1999999.8,4,1250,1.857,20.625,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,96.2334737,19.14568188,0,0,59.498348,0,0,0,174.8775036,174.8775036,Harbin,34.97550072,0
4667,黑龙江省,黑河市,逊克县,-1,52,1,0,4,4,-99,-99,4,4,1,5,120000,5,100000,7,24000,1,-99,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,22.815156,167.574225,24.65731757,0,1.334666667,16.999528,0,0,0,233.3808932,233.3808932,Heihe,46.67617865,0
4668,黑龙江省,七台河市,勃利县,1,36,2,0,4,1,-99,5,1,4,1,5,120000,2,-99,7,60000,1,-99,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,100.53225,6.381893959,0,0,4.026204,87.23442,0,0,198.174768,198.174768,Qitaihe,99.08738398,0
4674,黑龙江省,哈尔滨市,双城市,1,54,2,0,4,2,5,-99,4,3,1,4,100000,2,-99,7,50000,2,850,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,260.400231,31.90946979,0,2.912473958,1.9683664,0,0,0,297.1905412,297.1905412,Harbin,148.5952706,0
4681,黑龙江省,黑河市,逊克县,-1,18,3,1,5,1,1,3,3,5,2,5,150000,3,150000,7,50000,6,275,1.964,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,1,2.25,6,6.5,10000,1,2.75,0,6,0,1,1,0,0,1,0,0,0,1,1,2.75,0,6,0,1,1,0,0,1,0,0,0,1,1,2.75,0,6,0,1,1,0,0,1,0,0,0,1,0,42.275142,149.1769067,12.32865878,0,11.1839,40.26204,13.42068,2428.305,0,2696.952327,268.6473275,Heihe,898.9841092,0
4682,黑龙江省,哈尔滨市,双城市,-1,60,2,1,4,2,3,2,3,3,0,2,20000,2,6700,7,10000,3,500,1.286,30,0,-99,-99,-99,0,-99,-99,-99,-99,0,4.5,25,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,141.0320275,7.977367449,935.1603499,4.47356,6.71034,17.89424,0,0,1113.247885,1113.247885,Harbin,556.6239424,0
4684,黑龙江省,哈尔滨市,道外区,1,56,1,1,4,1,3,3,3,4,2,4,70000,2,38000,7,35000,3,400,0.986,45,1,1,22.5,2,1,-99,-99,-99,-99,0,6,40,1390,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,57.373407,535.18556,14.80941633,1297.259475,9.965511111,4.920916,0,0,218.4406615,2137.954947,2137.954947,Harbin,1068.977474,0
4686,黑龙江省,哈尔滨市,延寿县,-1,67,3,0,4,1,2,1,1,2,1,3,30000,2,2150,7,15000,1,-99,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,1,4.5,10,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,67.02969,7.252152226,122.0116618,0,0.894712,13.42068,0,0,210.608896,210.608896,Harbin,105.304448,0
4687,黑龙江省,七台河市,勃利县,1,49,2,0,4,1,-99,2,4,4,0,2,20000,2,11000,7,10000,1,-99,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,167.55375,0,0,0,5.815628,107.36544,0,0,280.734818,280.734818,Qitaihe,140.367409,0
4688,黑龙江省,哈尔滨市,道外区,-1,68,1,1,4,4,-99,-99,4,4,0,3,41952,2,16000,7,20976,1,-99,3,37.5,1,0.1,37.5,-99,1,-99,-99,-99,-99,0,6,40,1760,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,331.695,14.80941633,1301.457726,2.982373333,5.815628,116.31256,0,163.2303844,1936.303088,1936.303088,Harbin,968.151544,0
4691,黑龙江省,七台河市,勃利县,-1,37,1,0,5,1,2,5,4,4,0,1,10000,3,8000,6,3333.333333,2,-99,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,26.36205,0,12.76378792,0,0,1.150344,0,0,0,40.27618192,40.27618192,Qitaihe,13.42539397,0
4703,黑龙江省,黑河市,逊克县,-1,30,1,0,5,1,2,-99,3,1,0,4,78000,3,9000,7,26000,2,1500,2,18.75,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,117.320385,8.915317521,0,6.71034,0.894712,87.23442,0,0,221.0751745,221.0751745,Heihe,73.69172484,0
4705,黑龙江省,哈尔滨市,双城市,-1,68,3,0,4,1,3,2,4,4,0,3,30000,5,60000,7,6000,3,-99,1.81,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,95.957862,217.6218135,0,0,0,2.9525496,0,0,0,316.5322251,316.5322251,Harbin,63.30644502,0
4712,黑龙江省,哈尔滨市,双城市,-1,55,2,0,4,1,-99,-99,4,4,0,4,60000,2,20000,7,30000,2,-99,2,22.5,1,0.429,22.5,-99,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,251.1325635,12.32865878,0,3.882666667,12.078612,0,0,280.0521301,559.474631,559.474631,Harbin,279.7373155,0
4722,黑龙江省,哈尔滨市,双城市,-1,56,1,0,4,0,2,0,3,2,0,7,-99,1,-99,0,103092.7732,1,1500,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harbin,0,0
4733,黑龙江省,哈尔滨市,双城市,-1,68,2,0,4,2,3,1,5,1,0,1,6000,2,5000,7,3000,4,-99,2.5,24.375,0,-99,-99,-99,0,-99,-99,-99,-99,0,4.5,40,1000,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,11.48184832,1662.507289,9.3184,12.078612,0,0,0,1695.386149,1695.386149,Harbin,847.6930745,0
4736,黑龙江省,哈尔滨市,双城市,1,54,2,1,4,1,3,-99,2,3,2,4,60000,3,23500,7,20000,2,850,2.5,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,5.5,60,2000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,246.1407585,12.76378792,2434.110787,0,13.3312088,174.46884,0,0,2880.815382,2880.815382,Harbin,960.2717941,0
4738,黑龙江省,哈尔滨市,道外区,1,67,2,1,4,1,-99,-99,4,5,0,3,40000,2,20000,7,20000,1,-99,3,52.5,1,0.429,37.5,-99,1,1,-99,60,-99,0,5.5,80,3000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,3.578848,136.4454,37.02354082,3206.997085,2.23678,4.5630312,33.5517,0,280.0521301,3704.448515,3704.448515,Harbin,1852.224257,0
4741,黑龙江省,哈尔滨市,延寿县,-1,72,2,0,4,6,-99,-99,4,4,1,3,30000,1,40000,7,30000,2,-99,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,212.102709,9.185478658,0,0.559195,1.342068,143.15392,0,0,366.3433707,366.3433707,Harbin,366.3433707,0
4742,黑龙江省,哈尔滨市,延寿县,1,41,2,0,4,1,-99,-99,4,4,2,4,100000,2,24000,7,50000,2,600,2.5,30,0,-99,-99,-99,0,-99,-99,-99,-99,0,5.5,60,1800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,382.8340425,12.76378792,1610.553936,0,20.13102,116.31256,0,0,2142.595346,2142.595346,Harbin,1071.297673,0
4746,黑龙江省,七台河市,勃利县,1,34,2,0,4,3,5,5,2,4,1,4,75000,3,14100,7,25000,4,1200,2,24.375,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,1,-99,6,7.5,1500,1,0.5,2,6,0,1,1,1,0,0,0,0,1,0,1,0.5,2,6,0,1,1,1,0,0,0,0,1,0,1,0.5,2,6,0,1,1,1,0,0,0,0,1,0,0,12.749646,229.692645,9.862927027,0,1.164989583,8.94712,107.36544,437.13,0,806.9127676,369.7827676,Qitaihe,268.9709225,0
4756,黑龙江省,哈尔滨市,双城市,-1,61,2,1,4,1,3,3,4,4,0,2,24000,2,10000,7,12000,4,400,1.607,24.375,0,-99,-99,-99,0,-99,-99,-99,-99,0,4.5,80,1000,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,32.7648412,0,1672.897959,9.3184,2.23678,0,0,0,1717.21798,1717.21798,Harbin,858.6089902,0
4772,黑龙江省,七台河市,勃利县,1,47,2,0,4,1,-99,-99,1,4,2,2,15000,2,14950,7,7500,4,1200,1.5,28.125,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,1,0,0,0,0,1,1,0,0,7,0,0,1,0,1,0,0,0,0,1,1,0,0,7,0,0,1,0,1,0,0,0,0,1,1,0,0,196.154595,18.51177041,0,0,29.525496,60.39306,0,0,304.5849214,304.5849214,Qitaihe,152.2924607,0
4775,黑龙江省,哈尔滨市,延寿县,-1,60,2,0,4,1,2,1,2,2,2,1,10000,2,51000,7,5000,1,-99,3,22.5,1,0.429,22.5,1,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,100.53225,15.9547349,0,0.41939625,4.47356,20.13102,0,210.0390976,351.5500587,351.5500587,Harbin,175.7750294,0
4779,黑龙江省,哈尔滨市,延寿县,1,50,3,0,4,1,5,1,1,4,2,3,50000,2,29200,7,25000,2,150,2,30,0,-99,-99,-99,0,-99,-99,-99,-99,0,6,60,2000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,251.867525,0,1945.889213,0,6.71034,20.13102,0,0,2224.598098,2224.598098,Harbin,1112.299049,0
4780,黑龙江省,七台河市,勃利县,1,34,2,0,5,1,-99,5,1,5,0,3,50000,4,50000,7,12500,3,-99,2.286,32.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,1,2.75,-99,6,-99,1,3.25,0,0,0,1,1,0,1,0,0,0,0,0,1,3.25,0,0,0,1,1,0,1,0,0,0,0,0,1,3.25,0,0,0,1,1,0,1,0,0,0,0,0,0,36.90687,335.14845,0,0,0,4.920916,0,0,0,376.976236,376.976236,Qitaihe,94.244059,0
4785,黑龙江省,黑河市,逊克县,-1,57,2,1,4,1,-99,2,2,2,2,1,10000,2,9680,7,5000,3,-99,2.667,20,1,2,15,1,1,-99,-99,-99,-99,0,5.5,80,1200,0,-99,-99,-99,-99,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,92.297205,0,1503.183673,0,20.13102,0,0,355.7025756,1971.314474,1971.314474,Heihe,985.657237,0
4788,黑龙江省,黑河市,逊克县,1,43,2,0,8,1,-99,5,4,2,0,0,0,1,12300,3,0,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.95862,0,0,0,0.95862,0.95862,Heihe,0.95862,0
4790,黑龙江省,黑河市,逊克县,1,30,2,0,5,1,2,-99,2,4,0,1,10000,4,9000,4,2500,3,1416.667,1.81,32.5,1,1,37.5,2,1,-99,-99,-99,-99,0,6,60,2100,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2.045056,90.27005,11.16831443,743.877551,23.9655,14.05976,38.3448,0,124.8232351,1048.554267,1048.554267,Heihe,262.1385666,0
4797,黑龙江省,黑河市,逊克县,1,49,1,1,4,1,2,-99,1,4,2,2,20000,3,21000,7,6666.666667,2,-99,1.928,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14.85886253,0,0,2.9525496,0,0,0,17.81141213,17.81141213,Heihe,5.937137378,0
4805,黑龙江省,哈尔滨市,双城市,1,60,2,1,4,2,-99,3,4,4,0,3,50000,3,4000,7,16666.66667,2,850,2.5,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,410.2345975,5.943545014,0,22.18140167,6.71034,57.03789,0,0,502.1077742,502.1077742,Harbin,167.3692581,0
4808,黑龙江省,哈尔滨市,延寿县,-1,62,2,0,4,2,-99,1,5,4,0,0,0,1,4290,3,0,2,150,1.214,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,13.57343,0,0,0,3.451032,14.3793,0,0,31.403762,31.403762,Harbin,31.403762,0
4812,黑龙江省,哈尔滨市,延寿县,-1,42,2,0,4,5,-99,-99,4,4,1,3,30000,2,17500,7,15000,1,-99,2,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,1,3.5,105,3000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,156.40261,10.40120377,896.7857143,5.368272,2.23678,60.39306,0,0,1131.58764,1131.58764,Harbin,565.79382,0
4815,黑龙江省,哈尔滨市,道外区,1,54,1,1,4,1,3,3,2,4,0,3,35000,2,51200,7,17500,1,-99,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,6,25,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,331.695,6.381893959,813.4110787,4.47356,0,116.31256,0,0,1272.274093,1272.274093,Harbin,636.1370463,0
4816,黑龙江省,哈尔滨市,双城市,-1,63,2,1,4,2,-99,2,4,5,2,3,30000,2,6000,7,15000,2,600,2,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,5.368272,372.074521,24.65731757,0,8.872560667,6.71034,57.03789,0,0,474.7209012,474.7209012,Harbin,237.3604506,0
4817,黑龙江省,哈尔滨市,道外区,-1,56,2,1,4,2,2,-99,3,4,0,7,-99,1,55000,7,9999999,5,683.333,1.464,15,1,0.857,22.5,1,1,-99,-99,-99,-99,0,5.5,80,3000,1,2.75,11,6.5,11400,1,2.25,0,11,0,0,0,0,0,1,0,0,0,0,1,2.25,0,11,0,0,0,0,0,1,0,0,0,0,1,2.25,0,11,0,0,0,0,0,1,0,0,0,0,0,8.94712,118.64853,12.32865878,1352.865306,5.59195,12.7943816,33.5517,3642.4575,297.5099252,5484.695072,1842.237572,Harbin,5484.695072,0
4821,黑龙江省,哈尔滨市,双城市,-1,57,1,1,4,3,-99,2,4,4,0,1,10000,1,6000,7,10000,2,-99,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,145.081209,0,0,0,6.71034,0,0,0,151.791549,151.791549,Harbin,151.791549,0
4826,黑龙江省,哈尔滨市,双城市,-1,18,3,0,4,1,3,2,2,5,2,3,40000,4,30000,7,10000,1,150,1,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,5.032755,0,0,0,4.47356,0,0,0,9.506315,9.506315,Harbin,2.37657875,0
