Unnamed: 0,id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,prefecture_eng,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes
0,4,北京市,北京市,朝阳区,-1,66,2,1,4,3,-99,-99,3,3,0,4,72000,4,90000,6,18000,2,1250,3,45,1,0.429,90,1,1,1,4000,60,1,0,2.5,105,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,1,2,1,1,0
1,14,北京市,北京市,海淀区,-1,51,4,1,4,1,5,2,5,5,0,4,70000,5,-99,7,14000,5,-99,1.607,45,2,0.857,22.5,-99,2,1.5,3366.667,120,-99,1,4.5,120,6000,1,-99,11,7.5,-99,1,2.25,1,11,0,0,0,0,1,0,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0
2,16,北京市,北京市,丰台区,-1,80,2,1,4,1,-99,3,4,4,0,0,0,1,18620,7,0,2,1250,1.714,18.75,0,-99,-99,-99,0,-99,-99,-99,-99,0,3.5,60,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
3,43,北京市,北京市,西城区,1,63,1,1,4,1,-99,3,4,4,0,3,50000,2,21700,7,25000,5,600,1.05,24.375,1,1,37.5,1,1,3.5,3333.333,480,3,0,3.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
4,44,北京市,北京市,大兴区,-1,32,2,1,5,3,-99,2,4,5,2,6,340000,3,60000,7,113333.3333,3,1250,3,17.5,1,3,15,2,1,2.833,2600,330,1.667,2,-99,-99,-99,1,2.75,-99,-99,0,1,0,7,0,0,0,1,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
5,49,北京市,北京市,顺义区,-1,52,0,0,4,1,5,-99,5,4,2,4,60000,2,38600,0,30000,2,850,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,1,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6,60,北京市,北京市,海淀区,1,57,2,1,4,1,2,-99,4,5,0,3,31200,2,13900,7,15600,2,150,1.214,52.5,1,0.429,22.5,1,1,1,2666.667,60,1,0,4.5,80,2224,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
7,67,北京市,北京市,昌平区,-1,40,2,1,6,4,2,-99,3,3,2,3,50000,3,24500,6,16666.66667,3,1250,2,22.5,1,1,15,3,1,1.5,2633.333,300,1,0,3.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,77,北京市,北京市,丰台区,1,24,1,0,5,3,-99,-99,3,4,2,4,80000,2,45000,7,40000,1,-99,3,22.5,1,2,37.5,2,1,2.5,3333.333,210,2,0,3.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,78,北京市,北京市,昌平区,-1,52,3,0,4,1,5,1,4,2,0,3,50000,4,37000,7,12500,2,600,2.5,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Beijing,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,84,北京市,北京市,海淀区,1,76,2,1,4,4,5,-99,4,5,0,3,50000,2,50000,7,25000,4,1000,1.964,26.25,1,2,15,1,1,1,2666.667,60,1,0,3.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
11,102,北京市,北京市,朝阳区,1,27,2,0,5,3,3,-99,3,4,2,7,600000,2,-99,0,300000,3,1050,0.762,20,1,1,22.5,1,1,2.5,4000,330,3,0,3.5,40,1800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,Beijing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,104,北京市,北京市,海淀区,1,71,2,1,4,1,-99,3,4,2,0,6,250000,4,280000,7,62500,5,1116.667,2.008,37.5,1,0.857,37.5,2,1,2.25,2666.667,375,3,0,4.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
13,114,北京市,北京市,西城区,-1,48,1,1,4,1,3,3,1,4,2,7,-99,2,8000,7,4999999.5,3,600,1.667,25,1,0.857,22.5,2,1,2.5,3333.333,90,2,1,2.5,60,1200,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,118,北京市,北京市,丰台区,1,44,0,0,4,1,-99,1,3,4,2,3,35000,2,60000,7,17500,3,1175,1.333,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,135,北京市,北京市,海淀区,1,71,2,1,3,2,-99,-99,4,4,0,4,100000,3,89100,7,33333.33333,3,625,1.154,50,1,0.857,37.5,1,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
16,143,北京市,北京市,丰台区,1,56,2,1,4,1,3,-99,3,3,2,3,50000,3,17000,7,16666.66667,1,-99,3,37.5,1,0.429,22.5,-99,1,1.5,3000,150,1,0,4.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0
17,146,北京市,北京市,顺义区,1,27,3,1,5,2,1,-99,2,3,2,4,90000,2,18200,0,45000,3,1250,1.667,20,1,3,15,-99,1,-99,-99,-99,-99,0,4.5,105,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
18,147,北京市,北京市,西城区,-1,60,2,1,4,1,-99,1,1,4,0,5,140000,3,34400,7,46666.66667,7,1333.333,1.857,52.5,1,3,22.5,1,1,3.5,2844.444,260,1,0,4.5,80,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0
19,158,北京市,北京市,顺义区,-1,39,2,1,5,5,-99,3,2,4,0,7,-99,2,140000,0,4999999.5,5,683.333,2.107,28.125,1,2,22.5,1,1,-99,2666.667,75,3,0,4.5,60,-99,1,2.25,9,6.5,15000,1,2.25,0,9,0,0,1,0,0,1,0,0,0,0,Beijing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,170,北京市,北京市,朝阳区,-1,24,2,0,5,2,3,3,4,4,2,6,300000,8,97000,0,37500,3,725,0.714,22.5,1,2,37.5,2,1,1.5,3333.333,150,1,0,3.5,60,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
21,193,北京市,北京市,东城区,1,24,2,1,5,3,-99,3,3,4,0,5,200000,3,50000,7,66666.66667,5,666.667,1.214,16.875,1,1,22.5,1,1,1,2666.667,150,3,0,3.5,60,-99,1,0.5,7,7.5,-99,1,1.75,0,9,0,1,0,0,0,1,0,0,0,0,Beijing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,205,北京市,北京市,朝阳区,1,60,2,1,5,2,3,-99,3,4,2,5,180000,5,33000,7,36000,10,850,1.05,45,0,-99,-99,-99,0,1,3355.556,90,2,0,3.5,80,2500,1,2.25,9,6,6000,1,0.5,0,9,0,0,1,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
23,208,北京市,北京市,西城区,1,29,0,0,5,2,-99,2,4,5,2,7,500000,1,37000,7,500000,4,1116.667,0.857,16.875,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,218,北京市,北京市,房山区,1,66,1,1,4,2,2,2,2,4,0,4,80000,2,20000,7,40000,1,-99,3,22.5,1,1,15,-99,1,1.5,3333.333,90,2,0,2.5,40,800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
25,235,北京市,北京市,房山区,-1,33,3,0,5,6,-99,-99,3,4,2,6,300000,4,200000,6,75000,2,400,1.928,30,1,2,37.5,-99,1,1.5,2866.667,290,-99,0,3.5,105,2500,1,2.75,7,6.5,15000,1,3.75,1,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0
26,237,北京市,北京市,昌平区,-1,55,2,0,6,4,2,3,4,4,2,3,50000,2,25300,7,25000,2,600,1.5,22.5,1,0.857,22.5,2,1,1,2666.667,210,3,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
27,242,北京市,北京市,大兴区,1,60,2,1,4,3,-99,-99,4,5,0,3,50000,2,50000,7,25000,1,-99,3,22.5,1,0.429,22.5,-99,1,1.5,-99,120,2,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
28,250,北京市,北京市,顺义区,1,27,2,1,5,1,-99,-99,3,5,2,3,50000,3,42000,7,16666.66667,3,1375,0.487,55,1,1,22.5,-99,1,2.5,2633.333,90,3,0,4.5,80,1300,1,2.75,9,7.5,13000,1,1.25,0,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,0
29,253,北京市,北京市,丰台区,1,59,1,0,4,1,-99,-99,4,4,0,3,50000,3,45000,7,16666.66667,6,400,1.476,114.375,1,1,22.5,-99,1,1,3400,60,1,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
30,257,北京市,北京市,海淀区,-1,60,2,1,4,6,-99,2,4,4,0,5,150000,2,30000,7,75000,7,683.333,2.25,26.25,1,0.857,52.5,2,1,1,3333.333,60,3,0,3.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31,259,北京市,北京市,朝阳区,-1,29,2,1,5,4,-99,2,2,5,2,6,400000,4,65000,7,100000,8,1333.333,0.989,41.25,1,1,22.5,2,1,1.5,3333.333,120,2,0,3.5,80,2700,1,2.75,9,6.5,10000,1,1.75,0,9,0,0,1,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32,267,北京市,北京市,昌平区,1,61,2,1,6,3,-99,3,2,4,0,3,50000,2,31000,7,25000,2,600,1.5,22.5,1,2,15,1,1,1,2666.667,60,2,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
33,268,北京市,北京市,西城区,1,68,3,1,5,6,-99,-99,2,4,2,5,200000,2,-99,6,100000,5,983.333,2.25,22.5,1,2,22.5,-99,1,1.25,3033.333,315,-99,0,4.5,120,9998,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,3,2,1,1,0
34,270,北京市,北京市,房山区,1,34,2,1,3,1,-99,-99,3,3,2,3,40000,1,30000,7,40000,5,150,1.215,18.75,1,1,22.5,-99,1,2.5,2666.667,450,-99,0,3.5,105,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,2,2,1,1,0
35,280,北京市,北京市,海淀区,1,26,2,1,6,3,-99,3,2,4,2,7,-99,2,95000,7,4999999.5,2,1500,0.033,15,1,1,37.5,-99,1,3.5,2600,480,2,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
36,293,北京市,北京市,丰台区,-1,45,0,0,5,1,2,-99,4,3,2,7,-99,2,12500,7,4999999,3,966.667,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0
37,303,北京市,北京市,房山区,1,25,2,1,5,3,-99,-99,4,4,2,7,800000,3,97000,7,266666.6667,3,833.333,0.319,25,1,3,22.5,3,1,-99,-99,-99,-99,0,4.5,15,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38,304,北京市,北京市,昌平区,1,60,1,1,4,1,-99,3,2,5,0,4,66000,1,30600,7,66000,3,150,1.952,37.5,0,-99,-99,-99,0,3.5,3333.333,210,3,0,4.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
39,317,北京市,北京市,朝阳区,-1,55,1,1,1,2,-99,2,4,3,2,2,25000,1,12600,7,25000,4,1500,0.964,18.75,1,1,22.5,2,1,2,2966.667,90,3,0,3.5,40,1700,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0
40,319,北京市,北京市,朝阳区,1,66,2,1,4,3,5,-99,4,5,0,4,66000,2,11000,7,33000,2,-99,1.714,63.75,1,0.1,37.5,2,1,2.5,3000,105,1,0,4.5,80,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
41,321,北京市,北京市,丰台区,-1,63,1,1,4,1,-99,2,2,4,0,3,30000,1,22200,7,30000,1,-99,3,37.5,1,0.429,37.5,-99,1,1.5,3000,120,-99,0,4.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
42,337,北京市,北京市,海淀区,-1,48,0,1,5,1,2,-99,3,3,0,1,5000,1,2500,7,5000,1,-99,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
43,345,北京市,北京市,丰台区,1,20,0,0,5,5,2,3,2,4,2,6,300000,1,70000,7,3092.783505,1,1500,0.1,15,1,3,52.5,2,1,-99,-99,-99,3,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44,346,北京市,北京市,西城区,-1,34,3,1,5,1,-99,2,4,4,0,5,150000,3,112000,3,50000,4,-99,2.107,50.625,1,1,37.5,-99,1,2.5,2666.667,150,-99,0,5.5,105,3000,1,2.25,11,6.5,16000,1,2.25,0,11,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
45,366,北京市,北京市,东城区,-1,44,1,1,5,1,1,3,2,5,2,6,400000,1,-99,2,400000,0,-99,-99,-99,1,0.1,180,2,1,-99,-99,-99,-99,0,4.5,60,2000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,0,4,1,0,0
46,368,北京市,北京市,海淀区,1,64,2,1,3,3,-99,-99,2,4,2,5,200000,5,-99,7,40000,4,383.333,1.775,31.875,1,3,52.5,2,1,3.5,3333.333,150,3.5,0,4.5,60,-99,1,2.25,11,7.5,-99,1,1.25,1,11,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
47,370,北京市,北京市,昌平区,1,64,2,1,4,1,-99,3,4,4,0,4,60000,5,14500,7,12000,1,-99,3,15,1,1,22.5,3,1,1,3000,240,2,0,3.5,105,1600,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,1,4,1,1,0
48,374,北京市,北京市,西城区,1,33,0,0,5,4,2,-99,2,4,1,4,100000,2,45000,0,50000,2,1175,1.5,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,376,北京市,北京市,西城区,-1,74,3,1,3,2,2,3,4,4,0,5,110000,2,-99,7,55000,3,1050,2,30,0,-99,-99,-99,0,1,3333.333,60,1,0,4.5,105,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
50,381,北京市,北京市,西城区,1,51,2,1,4,5,-99,2,4,4,0,5,125000,2,100000,7,62500,6,1416.667,0.874,76.875,1,2,90,-99,1,3.5,2600,150,1,0,5.5,60,1344,1,2.25,9,7.5,5500,1,0.75,0,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0
51,387,北京市,北京市,海淀区,1,47,1,1,5,2,-99,3,3,4,2,5,120000,3,110000,6,40000,6,1250,0.865,45,1,2,22.5,1,1,2,3000,150,1,0,4.5,60,0,1,2.75,9,6.5,1000,1,1.25,0,9,0,0,1,0,0,1,0,0,0,0,Beijing,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,392,北京市,北京市,朝阳区,-1,58,3,1,5,4,-99,3,4,5,2,6,250000,4,66800,7,62500,6,-99,1.215,41.25,1,2,37.5,2,1,1,-99,60,2,0,2.5,105,2700,1,2.25,9,6.5,10000,1,1.25,0,9,0,0,1,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
53,393,北京市,北京市,东城区,-1,28,2,1,5,6,-99,3,3,4,2,7,-99,2,91780,7,4999999,1,-99,3,22.5,1,3,22.5,1,1,1,2666.667,330,1,0,4.5,25,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
54,422,北京市,北京市,海淀区,1,30,2,1,5,3,-99,-99,2,5,2,5,130000,3,60000,0,43333.33333,3,1500,3,15,1,1,15,-99,1,1,-99,150,1,0,4.5,60,-99,1,2.25,9,6.5,10000,1,3.25,0,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55,435,北京市,北京市,海淀区,1,21,2,1,5,2,2,2,2,3,2,1,6000,1,36000,0,6000,4,1283.333,1.428,26.25,1,2,37.5,1,1,-99,3333.333,-99,1,0,-99,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
56,439,北京市,北京市,房山区,1,37,2,1,5,2,3,5,1,4,2,3,50000,3,100000,0,16666.66667,1,-99,3,90,0,-99,-99,-99,0,-99,-99,-99,-99,0,4.5,80,1700,1,2.75,7,6.5,2000,1,0.5,0,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
57,460,北京市,北京市,朝阳区,-1,47,0,1,4,1,-99,-99,3,5,0,3,30000,2,32200,7,15000,3,1283.333,1.033,20,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,0
58,468,北京市,北京市,西城区,-1,51,1,1,5,1,5,2,1,4,0,4,100000,3,50000,7,33333.33333,6,1116.667,1.464,22.5,2,1.55,18.75,1,2,3.25,3033.333,315,3,1,3.5,40,1,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,0,5,1,0,0
59,470,北京市,北京市,海淀区,-1,31,3,1,5,2,-99,3,3,4,2,5,150000,5,120000,7,30000,3,1250,2,17.5,1,1,37.5,-99,1,1.75,3033.333,105,-99,0,3.5,105,2000,1,2.75,7,8.5,5000,1,2.25,0,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60,476,北京市,北京市,丰台区,-1,62,1,1,4,4,-99,-99,2,4,0,3,50000,2,40000,7,25000,2,-99,2,52.5,1,1,15,-99,1,3.5,3333.333,480,2,0,4.5,25,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
61,478,北京市,北京市,朝阳区,1,63,0,1,4,1,-99,2,4,4,0,4,72000,2,26402,7,36000,4,1050,1.632,73.125,1,0.429,90,-99,1,3.5,3333.333,210,-99,0,4.5,15,0,1,2,9,7.5,1200,1,0.75,0,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
62,481,北京市,北京市,丰台区,1,33,0,0,5,1,-99,3,4,5,2,4,80000,2,30000,7,40000,3,600,1.667,25,0,-99,-99,-99,0,3.5,2666.667,90,1,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Beijing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,489,北京市,北京市,房山区,1,51,3,1,5,3,-99,-99,4,4,2,4,100000,3,400000,7,33333.33333,3,400,1,20,1,1,22.5,1,1,2.5,4000,270,2,2,-99,-99,-99,1,-99,7,8.5,10000,1,0,0,9,0,0,0,0,0,1,0,0,0,0,Beijing,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,490,北京市,北京市,东城区,1,53,1,1,5,2,2,2,4,4,2,4,90000,2,41000,7,45000,3,1175,2.333,30,1,1,52.5,-99,1,2.5,2600,150,2,0,4.5,40,1200,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,493,北京市,北京市,海淀区,-1,49,3,1,4,2,2,5,1,4,2,3,45000,2,32500,7,22500,5,1375,1.008,28.125,1,1,22.5,-99,1,-99,-99,-99,-99,2,-99,-99,-99,1,0.5,6,6.5,8000,1,1.25,0,6,0,1,0,0,0,0,0,0,0,0,Beijing,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,509,北京市,北京市,东城区,-1,61,2,1,4,2,5,2,4,5,0,5,110000,10,-99,7,11000,4,-99,2.357,67.5,1,0.429,52.5,-99,1,1.5,3333.333,150,-99,0,4.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,0,9,1,0,0
67,510,北京市,北京市,丰台区,1,21,1,0,5,3,-99,-99,5,3,2,4,100000,2,23500,0,50000,0,-99,-99,-99,1,3,22.5,-99,1,-99,3333.333,330,3,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0
68,512,北京市,北京市,顺义区,1,42,2,1,5,1,-99,-99,4,5,2,2,15000,2,29500,7,7500,5,400,1.25,24.375,1,1,22.5,-99,1,3.25,3016.667,172.5,-99,0,3.5,105,1700,1,2.75,6,6.5,-99,1,0.75,0,6,0,0,0,0,0,1,0,0,0,0,Beijing,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,513,北京市,北京市,昌平区,-1,51,2,1,5,1,1,-99,2,4,0,3,50000,4,33000,7,12500,5,966.667,1.525,28.125,1,1,37.5,-99,1,1,2666.667,90,-99,0,3.5,80,1620,1,2.25,9,6.5,10000,1,1.25,0,9,0,0,1,0,1,0,0,0,0,0,Beijing,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,515,北京市,北京市,丰台区,-1,26,0,1,5,6,2,5,1,5,2,7,-99,4,-99,1,2499999.5,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,1,0,0,0,0,0,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
71,518,北京市,北京市,昌平区,-1,62,0,1,4,3,3,-99,4,5,0,4,70000,2,16300,7,35000,2,400,1.5,18.75,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
72,520,北京市,北京市,西城区,1,65,2,1,4,6,-99,-99,4,5,0,5,120000,1,35400,7,120000,4,683.333,2.357,28.125,1,1,37.5,1,1,1,3000,90,1,0,3.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
73,528,北京市,北京市,西城区,-1,65,2,1,4,1,2,2,3,5,0,4,72000,2,30650,7,36000,4,600,1.367,45,1,3,22.5,2,1,1,3333.333,60,1,0,4.5,80,948,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Beijing,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0
