Unnamed: 0,id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,prefecture_eng,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes
874,4438,黑龙江省,齐齐哈尔市,克山县,-1,54,2,0,4,1,-99,-99,4,4,0,1,8000,2,5800,7,4000,2,850,1,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Qiqihaer,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,1
875,4439,黑龙江省,齐齐哈尔市,克山县,-1,25,2,0,5,1,-99,3,5,4,0,2,20000,3,11000,7,6666.666667,2,-99,2,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Qiqihaer,0,7,0,0,0,0,0,0,0,0,1,2,0,0,1,1
876,4442,黑龙江省,七台河市,勃利县,1,59,2,0,4,1,5,3,5,5,0,1,3000,4,-99,7,750,3,-99,2.286,32.5,1,0.033,15,1,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,Qitaihe,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1
877,4443,黑龙江省,七台河市,勃利县,-1,46,2,0,4,4,-99,1,4,4,2,3,50000,2,8000,7,25000,1,-99,1,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,5.5,60,1750,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Qitaihe,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
878,4445,黑龙江省,哈尔滨市,双城市,1,72,2,0,4,1,-99,2,4,4,2,3,50000,4,20000,7,12500,4,1416.667,1.025,26.25,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,0,Harbin,0,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1
879,4447,黑龙江省,黑河市,逊克县,1,47,3,0,4,1,-99,-99,2,4,1,3,40000,6,20000,7,6666.666667,3,925,1.619,35,1,0.429,22.5,-99,1,-99,-99,-99,-99,2,-99,-99,-99,1,2.75,7,6,5000,1,0.5,2,9,0,1,0,1,0,0,0,0,0,1,Heihe,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1,1
880,4450,黑龙江省,哈尔滨市,道外区,1,59,1,0,4,1,-99,2,3,2,0,0,500,2,20000,7,250,1,-99,3,90,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,0,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
881,4451,黑龙江省,齐齐哈尔市,克山县,-1,69,2,1,4,1,-99,2,4,4,0,2,22000,1,20000,0,22000,1,850,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,1,Qiqihaer,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1
882,4452,黑龙江省,齐齐哈尔市,克山县,1,27,2,0,5,1,-99,2,4,4,1,2,21000,3,24000,7,7000,4,1500,1.357,24.375,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,1,2.25,11,6.5,10000,1,1.25,0,11,0,1,1,1,0,0,0,0,1,0,Qiqihaer,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1,1
883,4462,黑龙江省,齐齐哈尔市,克山县,1,39,2,0,4,6,-99,2,4,4,0,3,30000,1,32500,2,30000,2,-99,3,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,1,2.25,9,6.5,10000,1,2.75,0,9,0,0,0,0,0,0,0,0,0,1,Qiqihaer,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,1
884,4470,黑龙江省,齐齐哈尔市,克山县,-1,45,2,0,4,1,-99,-99,2,4,1,3,40000,3,13200,7,13333.33333,1,-99,3,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Qiqihaer,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
885,4471,黑龙江省,齐齐哈尔市,克山县,-1,45,2,0,4,1,5,2,4,4,0,1,10000,2,5600,7,5000,2,-99,1.928,45,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,Qiqihaer,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,1
886,4473,黑龙江省,哈尔滨市,道外区,1,37,1,1,5,1,2,-99,2,4,2,4,60000,5,80000,7,12000,7,1066.667,1.857,26.25,1,1,360,-99,1,-99,-99,-99,-99,0,6,40,1900,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1
887,4475,黑龙江省,齐齐哈尔市,克山县,-1,46,2,0,4,1,2,5,4,2,0,1,10000,3,17800,7,3333.333333,3,-99,1.367,32.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Qiqihaer,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
888,4477,黑龙江省,齐齐哈尔市,克山县,-1,54,2,1,4,5,-99,2,4,4,2,2,18000,1,30000,7,18000,2,600,1,30,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Qiqihaer,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
889,4481,黑龙江省,七台河市,勃利县,1,62,1,0,4,1,-99,2,4,4,0,1,8000,2,8500,7,4000,2,-99,2.5,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,Qitaihe,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
890,4483,黑龙江省,齐齐哈尔市,克山县,1,18,1,1,5,1,-99,-99,4,4,0,1,8000,3,20400,7,2666.666667,2,850,0.516,198.75,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,1,2.75,9,6.5,4500,1,0.75,0,9,0,1,1,0,0,0,0,0,0,1,Qiqihaer,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,1
891,4484,黑龙江省,哈尔滨市,道外区,1,40,2,1,5,2,-99,-99,2,2,2,7,-99,3,40000,7,3333333,4,766.667,1.464,41.25,0,-99,-99,-99,0,-99,-99,-99,-99,0,5.5,60,3000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Harbin,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
892,4494,黑龙江省,七台河市,勃利县,-1,65,2,0,4,1,5,1,5,5,0,3,30000,4,20000,7,7500,2,-99,1.928,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,1,0,0,0,0,0,1,1,Qitaihe,0,7,0,0,0,0,0,0,0,0,1,2,2,1,1,1
893,4495,黑龙江省,齐齐哈尔市,克山县,1,22,1,0,5,2,-99,3,2,4,2,3,30000,2,20000,7,15000,2,1500,1.714,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,Qiqihaer,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1
894,4498,黑龙江省,齐齐哈尔市,克山县,-1,33,2,0,5,1,2,-99,1,4,0,1,6000,4,13000,7,1500,3,600,1.667,47.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,1,Qiqihaer,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,1
895,4499,黑龙江省,哈尔滨市,延寿县,1,56,1,1,4,1,2,-99,1,3,2,2,20000,3,19000,7,6666.666667,1,-99,2,37.5,1,0.429,52.5,2,1,1,2600,90,2,0,5.5,40,1400,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,1
896,4500,黑龙江省,哈尔滨市,双城市,-1,71,1,1,4,1,-99,2,5,5,0,3,48000,2,400000,7,24000,1,-99,3,90,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
897,4509,黑龙江省,哈尔滨市,延寿县,-1,33,2,0,4,2,3,2,4,5,2,0,0,3,82200,7,0,1,-99,3,37.5,1,1,90,2,1,-99,-99,-99,-99,0,6,80,2400,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
898,4518,黑龙江省,齐齐哈尔市,克山县,-1,46,3,1,5,1,2,-99,2,4,2,4,80000,2,42000,7,40000,3,1033.333,2.333,27.5,1,1,37.5,-99,1,-99,-99,-99,-99,0,6,105,3500,1,2.25,9,6.5,12000,1,0.75,0,9,0,0,0,0,0,0,0,0,0,0,Qiqihaer,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
899,4525,黑龙江省,齐齐哈尔市,克山县,1,39,2,0,4,2,3,2,4,4,0,1,7200,3,9200,7,2400,2,600,1.516,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,Qiqihaer,0,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1
900,4526,黑龙江省,哈尔滨市,双城市,1,76,2,1,4,6,-99,2,5,5,0,2,24000,1,15000,7,24000,1,-99,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,5.5,15,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
901,4533,黑龙江省,哈尔滨市,道外区,1,37,1,1,4,1,-99,3,4,2,2,3,30000,5,60000,7,6000,2,600,3,30,0,-99,-99,-99,0,-99,-99,-99,-99,0,6,40,1500,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Harbin,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1,1
902,4535,黑龙江省,哈尔滨市,道外区,-1,39,3,1,5,1,3,-99,3,5,2,6,300000,6,180000,7,50000,4,1050,1.322,26.25,0,-99,-99,-99,0,2.5,-99,150,-99,0,6,105,3000,1,-99,-99,7.5,10000,1,0,3,0,0,0,0,0,0,1,0,0,0,0,Harbin,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1
903,4536,黑龙江省,齐齐哈尔市,克山县,1,66,1,0,4,1,3,2,4,4,1,1,10000,2,7500,7,5000,3,400,0.843,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Qiqihaer,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
904,4541,黑龙江省,哈尔滨市,道外区,1,66,2,1,1,6,-99,2,4,4,0,3,48000,2,30000,7,24000,2,-99,2.5,30,1,0.857,22.5,-99,1,-99,-99,-99,-99,0,5.5,60,2000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
905,4544,黑龙江省,哈尔滨市,双城市,-1,50,2,1,3,2,-99,-99,4,4,0,5,150000,3,30000,7,50000,2,850,3,22.5,1,3,22.5,1,1,-99,-99,-99,-99,0,5.5,60,2400,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
906,4545,黑龙江省,齐齐哈尔市,克山县,-1,59,2,0,4,1,-99,-99,4,3,1,1,4000,2,3700,7,2000,1,-99,2,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,Qiqihaer,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
907,4552,黑龙江省,齐齐哈尔市,克山县,1,38,2,0,4,2,-99,2,4,4,1,3,50000,3,30000,7,16666.66667,3,1375,2,27.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,1,0,0,0,0,0,1,Qiqihaer,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
908,4557,黑龙江省,齐齐哈尔市,克山县,-1,72,3,1,4,1,2,2,4,4,0,3,40000,5,22200,7,8000,2,850,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,Qiqihaer,0,7,0,0,0,0,0,0,0,0,1,2,1,1,1,1
909,4558,黑龙江省,齐齐哈尔市,克山县,1,67,2,0,4,1,-99,2,2,2,0,1,4000,2,13200,7,2000,2,-99,1.714,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Qiqihaer,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
910,4565,黑龙江省,哈尔滨市,双城市,-1,75,2,0,4,3,-99,-99,4,4,0,0,1000,1,940,7,1000,2,600,0.231,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,1,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
911,4566,黑龙江省,七台河市,勃利县,1,36,1,0,5,2,1,5,2,4,2,2,20000,3,25000,7,6666.666667,2,-99,2.5,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,6,40,1200,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Qitaihe,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
912,4577,黑龙江省,哈尔滨市,道外区,-1,47,3,1,4,2,5,5,3,4,2,7,-99,4,42900,7,2499999.75,5,600,1.116,22.5,0,-99,-99,-99,0,1,2666.667,90,2,0,5.5,105,3600,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,Harbin,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1
913,4580,黑龙江省,齐齐哈尔市,克山县,-1,58,1,0,4,1,-99,-99,3,4,1,2,11000,2,35000,7,5500,3,1175,1.176,32.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Qiqihaer,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
914,4581,黑龙江省,黑河市,逊克县,-1,62,2,0,4,1,5,-99,4,5,0,7,-99,4,20000,7,2499999.25,4,883.333,2.333,20.625,1,1,22.5,-99,1,-99,-99,-99,-99,0,6,80,2500,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Heihe,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
915,4582,黑龙江省,哈尔滨市,道外区,1,51,2,1,4,2,-99,2,2,3,2,4,60000,4,50000,7,15000,3,850,2,30,1,0.429,90,-99,1,-99,-99,-99,-99,1,4.5,60,2400,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Harbin,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1
916,4591,黑龙江省,哈尔滨市,双城市,1,36,1,1,4,2,2,-99,4,4,2,2,20000,3,2000,7,6666.666667,2,600,3,71.25,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,1
917,4600,黑龙江省,齐齐哈尔市,克山县,1,55,1,1,4,1,-99,-99,4,4,2,2,20000,3,4500,7,6666.666667,2,-99,0.928,45,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,1,0,Qiqihaer,0,4,0,0,0,0,0,0,0,1,0,1,2,1,1,1
918,4609,黑龙江省,齐齐哈尔市,克山县,-1,54,2,0,4,6,2,-99,2,4,0,3,30000,2,6250,7,15000,2,850,2,30,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,1,Qiqihaer,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1
919,4612,黑龙江省,哈尔滨市,双城市,1,62,3,0,1,1,5,2,5,5,0,2,13000,2,10000,7,6500,3,-99,2.667,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,1,-99,-99,7.5,-99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,4,0,0,0,0,0,0,0,1,0,1,1,1,1,1
920,4615,黑龙江省,黑河市,逊克县,-1,24,1,0,5,3,-99,2,2,4,0,3,50000,3,60000,7,16666.66667,4,400,2.275,58.125,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Heihe,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
921,4619,黑龙江省,七台河市,勃利县,-1,30,2,0,4,1,-99,2,4,5,2,3,40000,6,50000,7,6666.666667,2,-99,2.5,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,1,Qitaihe,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1
922,4628,黑龙江省,黑河市,逊克县,-1,72,2,1,4,2,-99,-99,4,4,0,3,48000,2,15000,7,24000,2,1500,3,37.5,1,-99,-99,-99,1,-99,-99,-99,-99,0,6,80,2600,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Heihe,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
923,4633,黑龙江省,黑河市,逊克县,1,37,2,0,4,1,-99,2,3,4,1,4,100000,3,-99,3,33333.33333,4,-99,1.964,20.625,1,1,52.5,2,1,-99,-99,-99,-99,0,6,80,2800,1,-99,-99,-99,-99,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Heihe,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
924,4634,黑龙江省,哈尔滨市,双城市,-1,30,2,0,4,1,2,2,2,2,2,3,50000,2,15000,0,25000,2,1050,3,30,0,-99,-99,-99,0,-99,-99,-99,-99,1,5.5,25,3000,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Harbin,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1
925,4637,黑龙江省,齐齐哈尔市,克山县,-1,70,1,1,4,1,5,3,5,5,0,1,10000,1,14000,7,10000,1,-99,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Qiqihaer,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1
926,4641,黑龙江省,哈尔滨市,双城市,1,39,2,0,4,1,-99,5,4,4,2,4,86000,5,50000,7,17200,4,850,1.5,41.25,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,1,Harbin,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,1
927,4648,黑龙江省,齐齐哈尔市,克山县,-1,54,2,1,4,1,-99,-99,4,5,0,3,28000,2,3740,7,14000,2,-99,3,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Qiqihaer,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1
928,4650,黑龙江省,齐齐哈尔市,克山县,1,58,2,1,4,1,2,3,4,4,0,5,108000,5,51240,0,21600,2,1050,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,6,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Qiqihaer,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1
929,4653,黑龙江省,齐齐哈尔市,克山县,-1,26,2,1,5,1,-99,3,4,4,0,7,-99,4,-99,3,2499999.75,4,1250,2.008,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Qiqihaer,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
930,4661,黑龙江省,哈尔滨市,双城市,-1,74,2,0,4,1,-99,-99,4,3,0,2,12000,2,5900,7,6000,2,600,2,30,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
931,4664,黑龙江省,哈尔滨市,双城市,1,41,3,0,4,1,3,-99,4,4,1,7,-99,5,-99,7,1999999.8,4,1250,1.857,20.625,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Harbin,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,1
932,4667,黑龙江省,黑河市,逊克县,-1,52,1,0,4,4,-99,-99,4,4,1,5,120000,5,100000,7,24000,1,-99,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Heihe,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1
933,4668,黑龙江省,七台河市,勃利县,1,36,2,0,4,1,-99,5,1,4,1,5,120000,2,-99,7,60000,1,-99,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,Qitaihe,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
934,4674,黑龙江省,哈尔滨市,双城市,1,54,2,0,4,2,5,-99,4,3,1,4,100000,2,-99,7,50000,2,850,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,0,Harbin,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1
935,4681,黑龙江省,黑河市,逊克县,-1,18,3,1,5,1,1,3,3,5,2,5,150000,3,150000,7,50000,6,275,1.964,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,1,2.25,6,6.5,10000,1,2.75,0,6,0,1,1,0,0,1,0,0,0,1,Heihe,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
936,4682,黑龙江省,哈尔滨市,双城市,-1,60,2,1,4,2,3,2,3,3,0,2,20000,2,6700,7,10000,3,500,1.286,30,0,-99,-99,-99,0,-99,-99,-99,-99,0,4.5,25,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
937,4684,黑龙江省,哈尔滨市,道外区,1,56,1,1,4,1,3,3,3,4,2,4,70000,2,38000,7,35000,3,400,0.986,45,1,1,22.5,2,1,-99,-99,-99,-99,0,6,40,1390,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
938,4686,黑龙江省,哈尔滨市,延寿县,-1,67,3,0,4,1,2,1,1,2,1,3,30000,2,2150,7,15000,1,-99,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,1,4.5,10,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
939,4687,黑龙江省,七台河市,勃利县,1,49,2,0,4,1,-99,2,4,4,0,2,20000,2,11000,7,10000,1,-99,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,0,Qitaihe,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
940,4688,黑龙江省,哈尔滨市,道外区,-1,68,1,1,4,4,-99,-99,4,4,0,3,41952,2,16000,7,20976,1,-99,3,37.5,1,0.1,37.5,-99,1,-99,-99,-99,-99,0,6,40,1760,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Harbin,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1
941,4691,黑龙江省,七台河市,勃利县,-1,37,1,0,5,1,2,5,4,4,0,1,10000,3,8000,6,3333.333333,2,-99,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Qitaihe,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
942,4703,黑龙江省,黑河市,逊克县,-1,30,1,0,5,1,2,-99,3,1,0,4,78000,3,9000,7,26000,2,1500,2,18.75,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,Heihe,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
943,4705,黑龙江省,哈尔滨市,双城市,-1,68,3,0,4,1,3,2,4,4,0,3,30000,5,60000,7,6000,3,-99,1.81,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Harbin,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1
944,4712,黑龙江省,哈尔滨市,双城市,-1,55,2,0,4,1,-99,-99,4,4,0,4,60000,2,20000,7,30000,2,-99,2,22.5,1,0.429,22.5,-99,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,1,0,Harbin,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1
