,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,percapita_en_ac,percapita_en_computer,percapita_en_cooking,percapita_en_freezing,percapita_en_heating,percapita_en_laundry,percapita_en_lighting,percapita_en_television,percapita_en_vehicle,percapita_en_waterheating,TotalHouseholdEnergyUse,percapita_HouseholdEnergyUse
482,482,2866,36.0,0,3,50000,9999998,0,3,2,1,0,2,1,2.5,999999.0,2.5,999999,1,2,1,6,0,0,6,6,6,6,3,3,7,2,4,2,2,2,3,999999,1,3,999999,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16666.66667,3333332.667,0.0,38.02526,107.52651,15.9547349,2277.55102,17.79555556,21.473088,0.0,0.0,355.7025756,2834.028744,2834.028744,-1,18,3,1,6,4,2,3,2,4,0,3,50000,3,-99,7,16666.66667,2,600.0,2.0,30.0,1,2.0,22.5,1.0,1,2.5,-99.0,270.0,1.0,0,3.5,120,-99,1,2.25,-99.0,-99.0,-99,1,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,12.675086666666667,35.84217,5.318244966666667,759.1836733333333,5.931851853333334,7.1576960000000005,0.0,0.0,118.56752519999999,2834.02874406,944.67624802
483,483,2874,25.5,0,2,80000,30000,0,3,3,1,0,1,1,2.5,999999.0,999999.0,999999,0,1,0,7,0,1,6,6,6,6,6,8,7,2,4,3,2,5,3,999999,999999,6,999999,999999,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40000.0,15000.0,0.0,101.997168,249.08975,0.0,2295.918367,0.0,20.13102,0.0,0.0,0.0,2667.136305,2667.136305,-1,24,2,1,5,1,-99,-99,4,4,2,4,80000,2,30000,7,40000.0,3,1500.0,1.095,32.5,0,-99.0,-99.0,-99.0,0,3.5,-99.0,150.0,-99.0,0,6.0,105,3000,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,50.998584,124.544875,0.0,1147.9591835,0.0,10.06551,0.0,0.0,0.0,2667.136305,1333.5681525
484,484,2875,42.8,0,5,9999999,30000,1,3,1,1,0,1,1,999999.0,999999.0,5.5,3,1,1,0,6,1,0,6,6,6,6,6,8,7,2,4,2,4,0,999999,999999,2,999999,8,2,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,1999999.8,6000.0,0.168027344,14.762748,0.0,31.90946979,0.0,12.45688889,4.920916,0.0,0.0,0.0,64.05002268,64.21805003,-1,59,3,0,4,2,-99,2,2,4,0,7,-99,7,30000,7,1428571.286,1,-99.0,3.0,37.5,1,0.429,37.5,1.0,1,2.5,2666.667,60.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.024003906285714284,2.108964,0.0,4.558495684285714,0.0,1.7795555557142857,0.7029880000000001,0.0,0.0,0.0,64.21805002400001,9.174007146285716
485,485,2876,47.0,0,2,100000,40000,1,3,1,1,0,1,1,999999.0,999999.0,2.5,1,1,1,0,7,0,0,6,6,6,6,8,8,7,2,4,2,1,0,999999,999999,1,999999,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50000.0,20000.0,0.067210938,14.762748,125.818875,12.76378792,0.0,10.67733333,1.342068,0.0,0.0,223.1324439,388.4972562,388.5644671,-1,46,3,0,4,1,-99,-99,1,4,2,4,100000,3,40000,7,33333.33333,1,1500.0,3.0,37.5,1,0.857,37.5,1.0,1,1.0,2666.667,60.0,1.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.022403646,4.920916,41.939625,4.254595973333333,0.0,3.55911111,0.44735600000000003,0.0,0.0,74.3774813,388.564467088,129.52148902933334
486,486,2882,33.0,0,6,50000,25000,1,3,1,1,0,1,1,999999.0,999999.0,2.5,1,0,0,1,4,1,0,0,6,6,6,2,4,7,4,4,4,2,3,999999,999999,2,999999,8,999999,999999,7,0,0,0,0,0,0,0,0,1,2,2,1,1,8333.333333,4166.666667,0.0,68.445468,369.18882,31.90946979,0.0,17.08373333,2.23678,0.0,0.0,0.0,488.8642711,488.8642711,-1,61,3,0,4,1,-99,3,2,4,0,3,50000,3,25000,7,16666.66667,1,-99.0,3.0,90.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,1,-99.0,-99.0,6.5,-99,1,1.25,0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,22.815156,123.06294000000001,10.63648993,0.0,5.694577776666667,0.7455933333333333,0.0,0.0,0.0,488.86427112000007,162.95475704000003
487,487,2884,28.0,0,3,30000,15000,1,3,1,0,0,1,0,2.5,2.5,999999.0,1,0,0,0,3,0,0,3,3,3,3,4,4,7,3,4,999999,3,999999,3,1,999999,999999,7,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,10000.0,5000.0,0.0,0.0,234.603915,0.0,0.0,0.0,26.84136,0.0,0.0,0.0,261.445275,261.445275,-1,34,3,0,5,4,3,2,2,3,0,3,30000,3,15000,7,10000.0,1,-99.0,3.0,52.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,78.201305,0.0,0.0,0.0,8.94712,0.0,0.0,0.0,261.445275,87.14842499999999
488,488,2888,33.66666667,0,3,25000,456550,1,6,2,0,0,1,0,2.5,999999.0,2.5,1,0,0,0,6,1,0,6,6,6,6,3,1,3,4,999999,999999,3,999999,4,999999,4,999999,5,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,8333.333333,152183.3333,0.0,0.0,59.194785,0.0,0.0,0.0,14.954472,25.88274,0.0,0.0,100.031997,100.031997,-1,43,1,0,4,1,2,-99,2,5,1,2,25000,3,456550,3,8333.333333,2,700.0,2.0,71.25,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,19.731595000000002,0.0,0.0,0.0,4.984824000000001,8.62758,0.0,0.0,100.031997,33.343999000000004
489,489,2895,58.5,0,2,30000,7500,1,6,2,0,0,1,0,999999.0,999999.0,2.5,1,0,0,0,6,1,1,6,6,6,6,6,3,7,2,2,999999,2,999999,999999,999999,3,999999,2,999999,999999,6,0,0,0,1,0,0,0,0,0,0,2,1,0,15000.0,3750.0,0.0,0.0,110.4410125,6.381893959,0.0,0.0,4.026204,67.1034,0.0,0.0,187.9525105,187.9525105,-1,58,2,0,4,1,-99,3,4,5,0,3,30000,2,7500,7,15000.0,2,1050.0,2.5,30.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,55.22050625,3.1909469795,0.0,0.0,2.013102,33.5517,0.0,0.0,187.952510459,93.9762552295
490,490,2896,84.0,1,1,4000,2800,1,6,1,0,0,0,0,999999.0,2.5,999999.0,999999,0,0,0,3,1,0,6,6,6,6,5,6,7,4,999999,999999,999999,999999,999999,0,999999,999999,999999,999999,999999,5,1,1,0,0,0,0,0,0,0,0,1,1,0,4000.0,2800.0,0.0,0.0,268.086,0.0,0.0,0.0,4.47356,0.0,0.0,0.0,272.55956,272.55956,1,84,0,0,-99,1,5,2,5,5,0,1,4000,1,2800,7,4000.0,1,-99.0,2.0,90.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,268.086,0.0,0.0,0.0,4.47356,0.0,0.0,0.0,272.55956000000003,272.55956000000003
491,491,2910,38.25,1,4,75000,73000,1,6,3,1,0,1,0,999999.0,2.5,999999.0,2,0,0,0,6,1,1,6,5,6,6,4,5,5,4,2,2,3,999999,999999,3,999999,999999,8,999999,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18750.0,18250.0,0.0,0.0,383.7627083,17.0584232,0.0,7.9885,14.3793,122.22405,0.0,0.0,545.4129815,545.4129815,1,21,2,0,5,3,-99,-99,4,5,1,4,75000,3,73000,5,25000.0,3,1250.0,1.571,102.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,127.92090276666666,5.686141066666667,0.0,2.6628333333333334,4.7931,40.741350000000004,0.0,0.0,545.4129815,181.80432716666667
492,492,2925,68.5,0,2,12000,13000,1,6,2,1,0,1,0,999999.0,999999.0,2.5,2,0,0,0,6,3,1,6,6,6,6,5,2,7,3,4,2,2,999999,999999,999999,2,999999,1,999999,999999,10,0,0,0,0,0,0,0,0,0,0,1,1,0,6000.0,6500.0,0.0,0.0,163.09384,14.85886253,0.0,4.47356,2.23678,33.5517,0.0,0.0,218.2147425,218.2147425,-1,49,1,0,4,1,-99,-99,1,2,0,2,12000,2,13000,7,6000.0,2,400.0,1.5,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,81.54692,7.429431265,0.0,2.23678,1.11839,16.77585,0.0,0.0,218.21474253000002,109.10737126500001
493,493,2927,33.91666667,0,12,30000,30000,1,6,2,1,0,1,0,2.5,2.5,2.5,1,0,0,0,7,0,0,6,6,6,6,8,8,6,4,2,2,2,999999,3,3,3,999999,8,999999,999999,7,0,0,0,0,0,0,0,0,1,2,1,1,1,2500.0,2500.0,0.0,0.0,248.9604,5.943545014,0.0,0.47931,37.961352,38.3448,0.0,0.0,331.689407,331.689407,-1,63,2,0,4,1,2,-99,2,4,1,3,30000,5,30000,6,6000.0,2,400.0,2.0,63.75,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,49.79208,1.1887090028,0.0,0.095862,7.592270399999999,7.66896,0.0,0.0,331.689407014,66.3378814028
494,494,2932,56.85714286,0,7,10000,10000,1,6,2,1,0,1,0,2.5,2.5,999999.0,999999,0,0,0,5,0,0,6,6,6,6,8,8,6,4,999999,2,4,999999,3,3,999999,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,3,1,0,1428.571429,1428.571429,0.0,0.0,124.49424,2.70161137,0.0,6.3908,34.51032,99.69648,0.0,0.0,267.7934514,267.7934514,-1,74,0,0,4,1,-99,-99,4,4,1,1,10000,2,10000,6,5000.0,2,400.0,1.0,63.75,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,62.24712,1.350805685,0.0,3.1954,17.25516,49.84824,0.0,0.0,267.79345137,133.896725685
495,495,2934,63.5,1,2,3500,640,1,6,2,1,0,1,0,2.5,2.5,2.5,0,0,0,0,4,3,1,6,6,6,6,8,8,7,2,999999,1,1,999999,5,0,0,999999,999999,999999,999999,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1750.0,320.0,0.0,0.0,1776.286785,3.377014212,0.0,0.8387925,50.103872,26.84136,0.0,0.0,1857.447824,1857.447824,1,61,2,0,4,1,-99,-99,1,3,1,1,3500,2,640,7,1750.0,2,-99.0,3.0,198.75,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,888.1433925,1.688507106,0.0,0.41939625,25.051936,13.42068,0.0,0.0,1857.4478237119997,928.7239118559999
496,496,2941,22.8,0,5,35000,16000,1,6,1,0,0,1,0,999999.0,5.5,5.5,1,0,0,0,7,0,1,6,6,6,6,2,3,7,3,999999,999999,1,999999,999999,2,2,999999,8,999999,999999,7,0,0,0,0,0,0,0,0,1,2,1,1,1,7000.0,3200.0,0.0,0.0,156.3835,0.0,0.0,0.0,29.525496,20.13102,0.0,0.0,206.040016,206.040016,-1,26,2,0,5,1,3,-99,3,5,0,3,35000,4,16000,7,8750.0,1,-99.0,2.0,52.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,39.095875,0.0,0.0,0.0,7.381374,5.032755,0.0,0.0,206.040016,51.510004
497,497,2951,63.0,1,2,5000,2900,1,6,2,0,0,1,0,2.5,2.5,999999.0,1,0,0,0,4,1,0,6,4,6,6,6,0,7,2,2,999999,1,999999,2,2,999999,999999,1,999999,999999,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2500.0,1450.0,0.0,0.0,167.574225,14.85886253,0.0,0.0,22.3678,26.84136,0.0,0.0,231.6422475,231.6422475,1,65,3,0,4,1,1,5,1,4,1,1,5000,2,2900,7,2500.0,2,-99.0,2.5,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,83.7871125,7.429431265,0.0,0.0,11.1839,13.42068,0.0,0.0,231.64224753000002,115.82112376500001
498,498,2952,34.83333333,1,6,120000,19000,1,6,3,1,0,2,0,999999.0,2.5,2.5,1,0,0,0,6,3,1,6,6,6,6,5,8,7,2,999999,4,3,999999,999999,3,3,999999,8,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,20000.0,3166.666667,0.0,0.0,209.493375,7.977367449,0.0,7.157696,24.157224,140.91714,0.0,0.0,389.7028024,389.7028024,1,30,2,0,5,2,-99,-99,3,4,2,5,120000,4,19000,7,30000.0,3,150.0,2.667,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,52.37334375,1.99434186225,0.0,1.789424,6.039306,35.229285,0.0,0.0,389.70280244899993,97.42570061224998
499,499,2953,37.2,0,5,10000,7000,1,6,2,1,0,1,0,999999.0,999999.0,2.5,2,0,0,0,0,1,0,6,6,6,6,4,5,7,2,2,2,2,999999,999999,999999,2,999999,8,999999,999999,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2000.0,1400.0,0.0,0.0,112.261695,11.16831443,0.0,4.47356,2.23678,44.7356,0.0,0.0,174.8759494,174.8759494,-1,52,0,0,4,2,-99,3,3,4,1,1,10000,2,7000,7,5000.0,2,400.0,1.05,30.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,56.1308475,5.584157215,0.0,2.23678,1.11839,22.3678,0.0,0.0,174.87594943000002,87.43797471500001
500,500,2955,76.0,0,2,36000,9999998,1,6,2,1,1,1,0,999999.0,2.5,999999.0,1,0,0,0,3,1,0,6,6,6,6,7,8,7,1,3,1,1,999999,999999,2,999999,999999,8,999999,999999,6,0,0,0,1,0,0,0,0,0,0,2,1,0,18000.0,4999999.0,0.0,0.0,62.9094375,30.21584887,0.0,1.3979875,11.1839,26.84136,0.0,0.0,132.5485339,132.5485339,-1,74,1,0,4,1,2,2,2,5,0,3,36000,2,-99,7,18000.0,2,1250.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,31.45471875,15.107924435,0.0,0.69899375,5.59195,13.42068,0.0,0.0,132.54853387,66.274266935
501,501,2965,41.5,1,6,50000,50000,1,6,2,1,0,1,0,2.5,2.5,2.5,1,0,0,0,6,0,0,6,6,6,6,8,8,5,1,4,3,2,999999,3,3,3,999999,8,999999,999999,7,0,0,0,0,0,0,0,0,1,2,2,1,1,8333.333333,8333.333333,0.0,0.0,21.56895,23.77418005,0.0,3.559111111,31.63446,31.954,0.0,0.0,112.4907012,112.4907012,1,42,2,0,4,2,-99,-99,4,4,1,3,50000,4,50000,5,12500.0,2,825.0,1.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,5.3922375,5.9435450125,0.0,0.88977777775,7.908615,7.9885,0.0,0.0,112.490701161,28.12267529025
502,502,2966,74.0,0,1,0,0,1,6,1,0,0,1,0,999999.0,2.5,999999.0,1,0,0,0,4,1,1,6,5,6,6,4,4,7,2,999999,999999,0,999999,999999,2,999999,999999,3,999999,999999,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,125.818875,14.85886253,0.0,0.0,11.1839,17.89424,0.0,0.0,169.7558775,169.7558775,-1,74,3,0,4,1,-99,3,4,5,0,0,0,1,0,7,0.0,1,1500.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,125.818875,14.85886253,0.0,0.0,11.1839,17.89424,0.0,0.0,169.75587753,169.75587753
503,503,2967,19.66666667,0,3,20000,11800,1,6,2,1,0,1,1,2.5,999999.0,2.5,1,0,0,0,999999,3,1,6,6,6,6,3,2,7,3,1,5,1,3,2,999999,2,999999,3,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,6666.666667,3933.333333,0.0,16.104816,95.389385,2.90086089,0.0,30.420208,13.42068,57.03789,0.0,0.0,215.2738399,215.2738399,-1,26,3,0,5,6,3,2,3,4,0,2,20000,3,11800,7,6666.666667,2,850.0,1.428,45.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,5.368272,31.79646166666667,0.96695363,0.0,10.140069333333333,4.47356,19.012629999999998,0.0,0.0,215.27383989,71.75794663
504,504,2972,55.66666667,1,3,6000,30000,1,6,1,1,0,1,0,999999.0,2.5,999999.0,999999,0,0,0,5,1,0,4,6,6,6,1,2,7,2,999999,2,2,999999,999999,2,999999,999999,999999,999999,999999,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2000.0,10000.0,0.0,0.0,167.55375,6.754028425,0.0,0.2795975,11.1839,33.5517,0.0,0.0,219.3229759,219.3229759,1,73,2,0,4,2,5,2,5,4,1,1,6000,2,30000,7,3000.0,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,83.776875,3.3770142125,0.0,0.13979875,5.59195,16.77585,0.0,0.0,219.32297592499998,109.66148796249999
505,505,2977,49.0,1,7,60000,17500,1,6,3,1,0,1,0,999999.0,999999.0,2.5,999999,1,0,0,6,2,1,6,6,6,6,6,8,7,1,2,2,2,999999,999999,999999,3,999999,999999,1,999999,7,0,0,0,0,0,0,0,0,1,1,3,1,1,8571.428571,2500.0,0.0,0.0,15.3778625,9.572840938,0.0,2.982373333,4.026204,33.5517,0.0,249.6464702,315.157451,315.157451,1,47,3,0,4,2,-99,-99,4,5,1,4,60000,5,17500,7,12000.0,3,150.0,1.011,27.5,1,1.0,22.5,3.0,1,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,3.0755725000000003,1.9145681876,0.0,0.5964746666,0.8052408,6.7103399999999995,0.0,49.92929404,315.157450971,63.0314901942
506,506,2982,49.2,1,5,30000,4300,1,6,2,1,0,1,0,8.5,999999.0,999999.0,1,0,0,0,7,2,1,6,6,6,6,6,7,7,1,1,2,1,999999,2,999999,999999,999999,1,999999,999999,7,0,0,0,0,0,0,0,0,1,0,2,1,0,6000.0,860.0,0.0,0.0,25.163775,14.6215056,0.0,2.982373333,38.02526,20.13102,0.0,0.0,100.9239339,100.9239339,1,63,2,0,4,1,-99,2,4,4,1,3,30000,2,4300,7,15000.0,2,150.0,2.5,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,12.5818875,7.3107528,0.0,1.4911866665,19.01263,10.06551,0.0,0.0,100.923933933,50.4619669665
507,507,2983,34.0,0,5,10000,30700,0,6,2,3,1,2,0,2.5,2.5,2.5,999999,2,1,1,6,2,1,5,5,6,6,8,8,4,4,4,2,4,999999,3,1,1,5,999999,4,2,7,0,0,0,0,0,0,0,0,1,1,2,1,1,2000.0,6140.0,0.0,0.0,336.8157,15.46539929,2818.469388,8.904514667,16.104816,61.35168,662.265,229.4453073,4148.821805,3486.556805,-1,55,3,1,5,1,-99,2,2,4,2,1,10000,1,30700,4,10000.0,2,1500.0,1.5,71.25,2,1.516,90.0,-99.0,2,1.5,3400.0,150.0,-99.0,0,5.5,105,2600,1,2.75,7.0,6.5,1000,1,0.5,0,9.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,336.8157,15.46539929,2818.469388,8.904514667,16.104816,61.35168,662.265,229.4453073,4148.821805257,4148.821805257
508,508,2994,34.0,0,3,50000,23400,1,6,3,1,0,1,0,2.5,2.5,999999.0,1,0,0,0,6,0,0,6,6,6,6,6,6,3,2,4,3,3,999999,4,3,999999,999999,3,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,16666.66667,7800.0,0.0,0.0,32.11377,19.14568188,0.0,6.71034,21.08964,25.88274,0.0,0.0,104.9421719,104.9421719,-1,40,1,0,4,3,2,2,2,3,2,3,50000,2,23400,3,25000.0,3,383.333,1.667,42.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.056885,9.57284094,0.0,3.35517,10.54482,12.94137,0.0,0.0,104.94217188,52.47108594
509,509,3006,35.5,0,2,15000,11000,1,6,2,1,0,1,0,999999.0,999999.0,2.5,1,0,0,0,2,1,0,6,6,6,6,5,8,7,1,0,2,2,999999,999999,999999,0,999999,8,999999,999999,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.0,5500.0,0.0,0.0,159.086746,0.0,0.0,0.372796667,0.894712,67.1034,0.0,0.0,227.4576547,227.4576547,-1,50,0,0,4,2,-99,-99,4,4,1,2,15000,1,11000,7,15000.0,2,600.0,1.214,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,159.086746,0.0,0.0,0.372796667,0.894712,67.1034,0.0,0.0,227.45765466699999,227.45765466699999
510,510,3008,27.5,0,4,20000,30000,1,6,3,1,0,1,0,999999.0,2.5,999999.0,2,0,0,0,7,0,1,5,5,5,5,8,8,7,4,999999,4,1,999999,999999,1,999999,999999,1,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,5000.0,7500.0,0.0,0.0,804.258,37.02354082,0.0,6.9899375,6.71034,26.84136,0.0,0.0,881.8231783,881.8231783,-1,38,2,0,4,1,5,1,5,5,0,2,20000,4,30000,7,5000.0,3,-99.0,2.0,90.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,201.0645,9.255885205,0.0,1.747484375,1.677585,6.71034,0.0,0.0,881.82317832,220.45579458
511,511,3009,43.5,1,2,10000,7200,1,6,1,1,0,1,0,999999.0,999999.0,2.5,1,0,0,1,0,1,0,2,2,6,6,1,2,7,4,999999,4,2,999999,999999,999999,2,999999,8,999999,999999,10,0,0,0,0,0,0,0,0,0,0,1,1,0,5000.0,3600.0,0.0,0.0,402.129,2.90086089,0.0,5.368272,2.23678,33.5517,0.0,0.0,446.1866129,446.1866129,1,59,1,0,4,1,5,2,4,4,1,1,10000,1,7200,7,10000.0,1,-99.0,3.0,90.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,1,2.25,-99.0,6.0,1000,1,0.0,2,0.0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,402.129,2.90086089,0.0,5.368272,2.23678,33.5517,0.0,0.0,446.18661289,446.18661289
