,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,percapita_en_ac,percapita_en_computer,percapita_en_cooking,percapita_en_freezing,percapita_en_heating,percapita_en_laundry,percapita_en_lighting,percapita_en_television,percapita_en_vehicle,percapita_en_waterheating,TotalHouseholdEnergyUse,percapita_HouseholdEnergyUse
2956,2956,13918,45.0,1,3,9999998,9999998,1,5,2,1,0,2,2,999999.0,999999.0,999999.0,999999,1,4,1,7,999999,0,6,6,6,6,3,4,7,999999,4,2,3,999999,999999,999999,999999,999999,999999,0,6,4,0,0,0,0,0,0,0,1,0,1,2,1,1,3333332.667,3333332.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.3470634,399.3470634,399.3470634,1,68,2,0,4,4,-99,-99,3,5,0,7,-99,3,-99,7,3333332.667,2,-99.0,2.5,37.5,1,3.0,15.0,-99.0,1,4.5,-99.0,390.0,-99.0,3,-99.0,-99,-99,1,-99.0,-99.0,-99.0,-99,1,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.11568780000002,399.3470634,133.11568780000002
2957,2957,13919,19.0,0,1,10000,40000,1,5,3,0,0,0,1,2.5,999999.0,999999.0,999999,1,1,0,1,3,0,6,6,6,6,999999,2,0,1,999999,999999,999999,3,2,999999,999999,999999,999999,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,19,1,0,5,2,-99,-99,3,3,2,1,10000,1,40000,0,101.010101,3,466.667,1.333,22.5,1,1.0,22.5,1.0,1,1.5,2666.667,450.0,1.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958,2958,13921,58.66666667,0,3,60000,18000,0,5,3,1,0,1,0,999999.0,999999.0,5.5,999999,1,1,0,5,0,0,6,6,6,6,6,6,7,1,2,3,2,999999,999999,999999,2,999999,999999,1,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,20000.0,6000.0,0.379069688,0.0,104.5595005,15.9547349,0.0,15.65746,4.920916,33.5517,0.0,187.2348527,361.8791641,362.2582338,-1,77,2,1,4,1,-99,3,2,4,0,4,60000,1,18000,7,60000.0,3,1050.0,1.286,22.5,1,1.0,22.5,-99.0,1,4.5,2600.0,90.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.379069688,0.0,104.5595005,15.9547349,0.0,15.65746,4.920916,33.5517,0.0,187.2348527,362.258233788,362.258233788
2959,2959,13924,43.2,0,5,1000000,189000,0,5,3,1,0,1,3,999999.0,999999.0,25.0,999999,1,1,1,5,0,0,5,5,6,6,5,3,7,4,4,4,1,1,999999,999999,4,999999,999999,1,4,7,0,0,0,0,0,0,0,0,1,1,2,1,1,200000.0,37800.0,0.0,51.334101,796.068,12.76378792,0.0,64.064,46.525024,0.0,2483.49375,83.87925,3538.127913,1054.634163,-1,38,2,1,5,2,-99,3,4,4,2,7,1000000,5,189000,7,200000.0,3,-99.0,2.333,67.5,1,3.0,22.5,1.0,1,3.5,2666.667,270.0,3.0,3,-99.0,-99,-99,1,-99.0,13.5,6.5,-99,1,1.25,0,13.5,0,0,0,0,0,1,0,0,0,0,0.0,10.2668202,159.21359999999999,2.552757584,0.0,12.8128,9.3050048,0.0,496.69875,16.77585,3538.12791292,707.6255825840001
2960,2960,13936,30.4,0,5,9999999,9999999,1,5,5,1,0,1,1,2.5,999999.0,2.5,999999,1,1,0,5,0,0,6,6,6,6,3,4,7,1,4,2,3,2,3,999999,3,999999,999999,1,1,7,0,0,0,0,0,0,0,0,1,1,0,0,1,1999999.8,1999999.8,0.0,8.94712,217.6218135,31.90946979,0.0,0.0,24.157224,0.0,0.0,421.20351,703.8391373,703.8391373,-1,47,2,0,4,1,2,-99,2,4,0,7,-99,4,-99,7,2499999.75,5,-99.0,2.75,16.875,1,1.0,22.5,1.0,1,-99.0,3333.333,90.0,1.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,2.23678,54.405453375,7.9773674475,0.0,0.0,6.039306,0.0,0.0,105.3008775,703.83913729,175.9597843225
2961,2961,13947,35.0,0,6,9999998,9999998,1,5,3,1,0,1,0,999999.0,999999.0,12.5,999999,2,4,0,5,0,0,6,6,6,6,7,8,7,2,4,3,3,999999,999999,999999,2,999999,999999,1,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1666666.333,1666666.333,0.0,0.0,362.7030225,0.0,0.0,0.0,11.1839,0.0,0.0,842.40702,1216.293943,1216.293943,-1,52,3,0,4,2,2,-99,2,5,0,7,-99,1,-99,7,9999998.0,3,-99.0,2.0,32.5,2,1.5,22.5,-99.0,2,3.5,2650.0,240.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,362.7030225,0.0,0.0,0.0,11.1839,0.0,0.0,842.40702,1216.2939425,1216.2939425
2962,2962,13951,63.5,1,2,84000,52060,0,5,2,1,0,1,1,2.5,999999.0,999999.0,999999,1,2,0,5,0,0,6,6,6,6,8,8,7,1,4,3,4,3,3,999999,999999,999999,999999,2,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,42000.0,26030.0,0.0,68.445468,229.21353,14.80941633,0.0,6.262984,20.13102,87.23442,0.0,357.63,783.7268383,783.7268383,1,64,2,1,5,2,3,5,4,4,0,4,84000,2,52060,7,42000.0,2,600.0,3.0,22.5,1,0.429,37.5,1.0,1,5.5,3033.333,225.0,1.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,34.222734,114.606765,7.404708165,0.0,3.131492,10.06551,43.61721,0.0,178.815,783.72683833,391.863419165
2963,2963,13953,43.0,0,3,62400,7300,0,5,1,1,0,1,1,12.5,999999.0,8.5,999999,1,2,0,5,0,0,6,6,6,6,4,7,7,2,4,2,1,1,2,999999,2,999999,999999,1,4,8,0,0,0,0,0,0,0,0,0,0,1,1,0,20800.0,2433.333333,0.420068359,22.815156,331.695,19.14568188,0.0,7.455933333,63.524552,40.26204,0.0,214.578,699.4763632,699.8964316,-1,54,2,1,5,1,-99,-99,2,2,0,4,62400,3,7300,7,20800.0,1,-99.0,3.0,37.5,1,1.0,22.5,1.0,1,2.5,2633.333,210.0,3.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.14002278633333334,7.605052000000001,110.565,6.38189396,0.0,2.485311111,21.174850666666668,13.420679999999999,0.0,71.526,699.8964315720001,233.29881052400003
2964,2964,13974,20.0,1,1,240000,2400,-99,5,0,0,0,1,1,2.5,999999.0,999999.0,999999,0,2,0,999999,0,0,6,6,6,6,5,7,0,999999,999999,999999,0,0,2,999999,999999,999999,999999,999999,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,240000.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,2,0,5,1,-99,3,4,4,2,6,240000,1,2400,0,240000.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,0,3.5,3033.333,225.0,1.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,2965,14019,64.25,0,4,152000,78040,0,5,3,1,0,1,2,2.5,999999.0,5.5,999999,1,3,0,4,0,0,6,4,6,6,3,0,5,1,4,3,5,1,6,999999,5,999999,999999,1,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,38000.0,19510.0,2.530294118,17.494815,192.48255,15.9547349,0.0,46.71333333,52.40456,76.6896,0.0,153.27,555.0095932,557.5398873,-1,58,2,1,4,2,-99,2,2,3,2,5,152000,3,78040,5,50666.66667,3,1050.0,2.667,20.0,1,3.0,22.5,1.0,1,2.667,2911.111,330.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.8434313726666667,5.831605,64.16085,5.318244966666667,0.0,15.571111109999999,17.468186666666664,25.5632,0.0,51.09,557.539887348,185.846629116
2966,2966,14029,35.75,1,4,300000,108000,0,5,6,1,0,1,0,2.5,999999.0,8.5,3,1,3,0,5,0,1,6,6,6,6,8,8,7,4,4,2,0,999999,1,999999,3,999999,1,1,8,2,0,0,0,0,0,0,1,0,0,1,0,0,1,75000.0,27000.0,0.0,0.0,475.9898325,25.52757584,25.92421875,9.319916667,20.3994336,55.9195,0.0,213.4215454,826.5020227,826.5020227,1,45,3,1,5,3,-99,2,2,4,2,6,300000,3,108000,7,100000.0,6,1416.667,1.75,41.25,1,2.0,22.5,-99.0,1,5.167,2911.111,480.0,1.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,158.6632775,8.509191946666666,8.641406250000001,3.1066388889999996,6.7998112,18.639833333333332,0.0,71.14051513333334,826.502022757,275.50067425233334
2967,2967,14032,37.66666667,1,3,60000,20000,0,5,2,1,0,1,1,5.5,999999.0,999999.0,999999,1,3,0,5,0,0,6,6,5,5,2,4,7,1,4,3,4,0,3,999999,999999,999999,999999,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,6666.666667,0.838018727,15.210104,153.6478125,0.0,0.0,0.0,44.288244,0.0,0.0,143.052,356.1981605,357.0361792,1,50,1,1,4,2,-99,2,2,3,2,4,60000,3,20000,7,20000.0,2,1250.0,1.5,22.5,1,3.0,15.0,1.0,1,1.333,2666.667,150.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.2793395756666667,5.0700346666666665,51.215937499999995,0.0,0.0,0.0,14.762748,0.0,0.0,47.684,357.03617922699993,119.0120597423333
2968,2968,14034,43.0,0,3,150000,49200,1,5,4,1,0,0,0,999999.0,999999.0,5.5,999999,1,2,0,999999,0,1,6,6,6,6,8,8,7,1,4,2,999999,999999,999999,999999,3,999999,999999,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.0,16400.0,0.0,0.0,222.1492,14.85886253,0.0,6.337543333,8.8576488,0.0,0.0,143.052,395.2552547,395.2552547,-1,28,2,0,5,6,3,5,1,4,2,5,150000,3,49200,7,50000.0,4,1333.333,1.714,20.625,1,2.0,15.0,-99.0,1,5.5,2666.667,330.0,3.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,74.04973333333334,4.952954176666666,0.0,2.1125144443333332,2.9525495999999998,0.0,0.0,47.684,395.255254663,131.75175155433334
2969,2969,14039,25.0,1,3,260000,150000,0,5,5,1,1,1,1,2.5,999999.0,5.5,999999,1,4,1,6,0,0,6,6,6,6,5,7,7,4,4,2,2,1,3,999999,2,999999,999999,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0,1,86666.66667,50000.0,0.57502691,5.368272,390.10608,27.57320425,0.0,11.4634975,25.051936,44.7356,2023.5875,214.578,2742.46409,719.4516167,1,35,3,1,5,2,-99,2,3,4,2,6,260000,5,150000,7,52000.0,5,375.0,2.0,54.375,1,2.0,22.5,-99.0,1,2.375,2833.333,202.5,4.0,3,-99.0,-99,-99,1,2.25,11.0,8.5,10000,1,1.25,1,11.0,0,0,0,0,0,1,0,0,0,0,0.11500538199999999,1.0736544000000001,78.02121600000001,5.51464085,0.0,2.2926995000000003,5.0103872,8.94712,404.71750000000003,42.9156,2743.03911666,548.6078233320001
2970,2970,14042,62.66666667,1,3,36000,13000,0,5,3,0,1,1,0,2.5,999999.0,2.5,999999,1,1,0,5,0,0,6,6,6,6,1,3,7,1,3,999999,4,999999,3,999999,2,999999,999999,0,8,8,0,0,0,0,0,0,0,0,0,0,2,1,0,12000.0,4333.333333,0.0,0.0,279.54108,0.0,0.0,0.782873,22.3678,116.31256,0.0,143.052,562.056313,562.056313,1,79,1,1,4,1,-99,2,5,5,0,3,36000,3,13000,7,12000.0,3,1050.0,2.667,22.5,1,0.857,15.0,-99.0,1,5.5,3333.333,480.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,93.18036000000001,0.0,0.0,0.2609576666666667,7.455933333333333,38.770853333333335,0.0,47.684,562.056313,187.35210433333336
2971,2971,14046,38.5,0,2,70000,37000,0,5,3,1,0,1,0,2.5,2.5,999999.0,999999,1,1,0,6,0,0,6,6,6,6,8,8,7,2,999999,2,0,999999,3,1,999999,999999,999999,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,35000.0,18500.0,1.34421875,0.0,155.45621,0.0,0.0,26.69333333,26.84136,0.0,0.0,312.0580878,521.0489911,522.3932099,-1,51,0,1,1,1,-99,2,4,3,0,4,70000,2,37000,7,35000.0,3,983.333,2.0,47.5,1,1.0,52.5,1.0,1,2.5,2666.667,480.0,5.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.672109375,0.0,77.728105,0.0,0.0,13.346666665,13.42068,0.0,0.0,156.0290439,522.3932098800001,261.19660494000004
2972,2972,14059,38.2,0,5,300000,59000,1,5,3,1,0,1,2,999999.0,999999.0,5.5,999999,1,1,0,7,0,0,6,5,6,6,4,7,7,2,4,2,2,3,999999,999999,4,999999,999999,0,7,7,0,0,0,0,0,0,0,0,1,1,2,1,1,60000.0,11800.0,0.0,80.52408,34.110895,12.76378792,0.0,8.387925,12.7943816,95.06315,0.0,143.052,386.6962195,386.6962195,-1,58,2,0,4,6,-99,2,4,5,0,6,300000,5,59000,7,60000.0,3,233.333,1.667,30.0,1,2.0,15.0,2.0,1,4.5,2600.0,450.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,16.104816,6.822179,2.552757584,0.0,1.6775849999999999,2.55887632,19.012629999999998,0.0,28.6104,386.69621952,77.339243904
2973,2973,14060,26.0,0,3,200000,150000,0,5,6,1,1,1,1,999999.0,999999.0,2.5,2,1,2,1,5,0,0,6,6,6,4,4,4,7,2,4,3,1,2,999999,999999,3,999999,3,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,66666.66667,50000.0,0.507815972,8.94712,496.07103,14.80941633,26.11625,36.0680775,4.026204,20.13102,2317.9275,421.20351,3345.300128,1027.880444,-1,34,2,1,5,1,5,2,4,4,2,5,200000,3,150000,7,66666.66667,6,925.0,2.5,33.75,1,1.0,22.5,2.0,1,2.5,3333.333,180.0,-99.0,2,-99.0,-99,-99,1,2.75,7.0,6.5,20000,1,1.75,0,9.0,0,0,0,0,1,0,0,0,0,0,0.16927199066666665,2.9823733333333333,165.35701,4.9364721099999995,8.705416666666666,12.0226925,1.342068,6.7103399999999995,772.6424999999999,140.40117,3345.8079438019995,1115.2693146006666
2974,2974,14065,31.0,0,4,80000,32000,0,5,3,1,0,1,2,2.5,999999.0,2.5,999999,1,2,0,7,0,0,6,6,6,6,2,2,7,1,4,2,2,2,3,999999,2,999999,999999,1,6,2,0,0,0,0,0,0,1,0,0,1,1,1,1,20000.0,8000.0,0.0,45.85399,299.6721,31.90946979,0.0,16.77585,22.3678,67.1034,0.0,214.578,698.2606098,698.2606098,-1,29,2,1,5,2,-99,3,4,3,0,4,80000,4,32000,7,20000.0,3,600.0,3.0,32.5,1,3.0,22.5,2.0,1,4.0,2666.667,270.0,1.5,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,11.4634975,74.918025,7.9773674475,0.0,4.1939625,5.59195,16.77585,0.0,53.6445,698.26060979,174.5651524475
2975,2975,14068,50.66666667,1,3,70000,70000,0,5,3,1,0,1,1,2.5,999999.0,2.5,999999,1,1,1,3,2,1,6,6,6,6,2,4,7,2,4,2,4,2,4,999999,3,999999,999999,2,6,8,0,0,0,0,0,0,0,0,0,0,2,1,0,23333.33333,23333.33333,0.0,36.90687,363.00992,15.9547349,0.0,11.1839,33.104344,116.31256,993.3975,248.9918029,1818.861632,825.4641318,1,60,3,1,4,1,3,-99,4,4,0,4,70000,3,70000,7,23333.33333,3,400.0,2.333,30.0,1,2.0,37.5,2.0,1,4.5,2666.667,390.0,2.0,3,-99.0,-99,-99,1,1.25,9.0,6.5,10000,1,0.75,0,9.0,0,0,0,0,0,1,0,0,0,0,0.0,12.30229,121.00330666666667,5.318244966666667,0.0,3.7279666666666667,11.034781333333333,38.770853333333335,331.1325,82.99726763333334,1818.8616318,606.2872106
2976,2976,14074,38.66666667,0,3,100000,49000,0,5,2,1,0,1,2,5.5,999999.0,8.5,999999,1,3,1,5,0,0,4,4,6,6,5,7,7,1,4,2,3,0,3,999999,3,999999,999999,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.33333,16333.33333,0.0,30.867564,161.196945,12.76378792,0.0,34.9496875,57.9773376,251.63775,0.0,284.5620605,833.9551325,833.9551325,-1,44,3,1,4,3,-99,-99,2,4,2,4,100000,3,49000,7,33333.33333,2,850.0,2.0,22.5,1,2.0,22.5,3.0,1,4.167,2844.444,350.0,2.333,3,-99.0,-99,-99,1,2.25,-99.0,7.5,4000,1,3.25,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,10.289188000000001,53.732315,4.254595973333333,0.0,11.649895833333334,19.3257792,83.87925,0.0,94.85402016666666,833.95513252,277.98504417333334
2977,2977,14088,49.25,1,4,160000,23000,0,5,4,1,0,2,0,2.5,999999.0,5.5,999999,1,2,0,5,0,0,4,4,6,6,5,7,7,1,4,2,3,999999,2,999999,3,999999,999999,1,3,8,0,0,0,0,0,0,0,0,0,0,2,1,0,40000.0,5750.0,0.0,0.0,231.655515,15.9547349,0.0,23.7657875,20.0415488,0.0,0.0,214.578,505.9955862,505.9955862,1,66,3,1,4,1,-99,-99,2,4,0,5,160000,2,23000,7,80000.0,4,983.333,2.25,20.625,1,2.0,22.5,1.0,1,3.0,3333.333,240.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,115.8277575,7.97736745,0.0,11.88289375,10.0207744,0.0,0.0,107.289,505.99558620000005,252.99779310000002
2978,2978,14090,37.4,1,5,60000,43350,0,5,3,1,0,1,1,2.5,999999.0,2.5,999999,1,1,1,2,2,1,4,4,4,6,3,3,7,2,4,2,3,3,3,999999,3,999999,999999,1,5,7,0,0,0,0,0,0,0,0,1,1,2,1,1,12000.0,8670.0,0.0,66.432366,382.02255,15.9547349,0.0,16.77585,24.157224,120.78612,0.0,83.87925,710.0080949,710.0080949,1,61,2,1,4,2,2,-99,2,3,0,4,60000,2,43350,7,30000.0,3,825.0,2.333,30.0,1,2.0,22.5,2.0,1,4.5,2666.667,330.0,2.0,3,-99.0,-99,-99,1,2.25,-99.0,6.5,-99,1,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,33.216183,191.011275,7.97736745,0.0,8.387925,12.078612,60.39306,0.0,41.939625,710.0080949,355.00404745
2979,2979,14091,29.0,0,4,9999998,20000,1,5,3,1,0,0,1,999999.0,999999.0,2.5,3,1,3,0,999999,0,0,6,6,6,6,7,8,0,2,999999,4,999999,1,999999,999999,1,999999,999999,0,8,3,0,0,0,0,0,1,0,0,0,2,0,0,1,2499999.5,5000.0,0.0,0.0,0.0,0.0,43.20703125,0.0,0.0,0.0,0.0,0.0,43.20703125,43.20703125,-1,17,2,0,5,6,3,-99,2,4,2,7,-99,4,20000,0,2499999.5,3,725.0,1.286,30.0,1,3.0,15.0,1.0,1,-99.0,2666.667,460.0,1.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,10.8017578125,0.0,0.0,0.0,0.0,0.0,43.20703125,10.8017578125
2980,2980,14095,51.0,1,4,45000,41100,0,5,2,1,0,1,1,2.5,2.5,999999.0,999999,1,2,0,0,2,0,4,6,6,6,4,8,7,1,4,2,3,0,3,0,999999,999999,999999,2,999999,2,0,0,0,0,0,0,1,0,0,1,3,1,1,11250.0,10275.0,0.0,15.210104,219.14802,31.90946979,0.0,2.982373333,24.60458,301.9653,0.0,399.3470634,995.1669105,995.1669105,1,64,2,1,5,2,-99,-99,2,2,0,3,45000,3,41100,7,15000.0,2,600.0,2.5,22.5,1,3.0,37.5,1.0,1,5.5,2666.667,480.0,1.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,5.0700346666666665,73.04934,10.63648993,0.0,0.9941244443333334,8.201526666666666,100.6551,0.0,133.11568780000002,995.1669105230001,331.7223035076667
2981,2981,14098,40.66666667,0,3,63600,9999998,0,5,6,1,0,1,1,2.5,999999.0,2.5,999999,1,0,0,999999,0,0,6,6,3,6,4,8,7,3,4,2,2,2,2,999999,3,999999,999999,1,999999,8,0,0,0,0,0,0,0,0,0,1,1,1,1,21200.0,3333332.667,0.0,8.94712,464.373,11.88709003,0.0,26.69333333,15.210104,0.0,0.0,214.578,741.6886474,741.6886474,-1,72,2,1,4,1,-99,2,3,3,0,4,63600,3,-99,7,21200.0,6,-99.0,1.465,31.875,1,3.0,22.5,1.0,1,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,2.9823733333333333,154.791,3.962363343333333,0.0,8.897777776666667,5.0700346666666665,0.0,0.0,71.526,741.68864736,247.22954912
2982,2982,14101,46.5,0,2,100000,24500,0,5,4,1,0,1,2,5.5,999999.0,2.5,999999,1,2,0,5,0,0,4,4,4,4,2,3,7,1,4,2,2,2,2,999999,2,999999,999999,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50000.0,12250.0,0.0,42.275142,154.69181,12.76378792,0.0,23.7657875,26.84136,95.06315,0.0,357.63,713.0310374,713.0310374,-1,48,1,1,5,2,3,3,2,4,2,4,100000,3,24500,7,33333.33333,4,600.0,1.607,33.75,1,2.0,37.5,2.0,1,3.0,2666.667,390.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,14.091714000000001,51.56393666666667,4.254595973333333,0.0,7.921929166666666,8.94712,31.687716666666663,0.0,119.21,713.03103742,237.67701247333332
2983,2983,14103,38.5,0,2,140000,168000,0,5,5,1,0,1,3,5.5,5.5,2.5,999999,1,2,1,6,2,1,6,6,6,6,4,4,7,3,4,2,0,2,4,2,4,999999,999999,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70000.0,84000.0,0.0,82.76086,504.3088429,18.51177041,0.0,4.47356,94.392116,26.84136,0.0,214.578,945.8665093,945.8665093,-1,37,2,1,5,4,-99,-99,2,4,2,5,140000,2,168000,7,70000.0,5,833.333,1.508,35.625,1,3.0,22.5,2.0,1,4.5,2600.0,390.0,2.0,3,-99.0,-99,-99,1,-99.0,-99.0,7.5,-99,1,0.75,1,0.0,0,0,0,0,0,1,0,0,0,0,0.0,41.38043,252.15442145,9.255885205,0.0,2.23678,47.196058,13.42068,0.0,107.289,945.8665093100001,472.93325465500004
2984,2984,14110,23.33333333,0,3,200000,100000,0,5,4,1,0,1,2,999999.0,999999.0,5.5,1,1,3,1,6,0,0,6,6,6,6,4,4,7,1,4,2,3,2,999999,999999,3,999999,0,1,7,2,0,0,0,0,0,0,1,0,0,1,0,0,1,66666.66667,33333.33333,0.13058125,24.157224,219.5209835,12.76378792,0.0,7.455933333,8.8576488,60.39306,0.0,312.0580878,645.2067254,645.3373066,-1,30,2,1,5,3,3,2,2,4,2,5,200000,3,100000,7,66666.66667,4,900.0,1.857,22.5,1,1.0,22.5,1.0,1,3.0,3333.333,300.0,1.0,2,-99.0,-99,-99,1,-99.0,-99.0,6.5,-99,1,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,0.043527083333333334,8.052408,73.17366116666666,4.254595973333333,0.0,2.485311111,2.9525495999999998,20.13102,0.0,104.01936260000001,645.337306603,215.11243553433334
2985,2985,14121,37.0,0,5,150000,80000,0,5,6,1,0,1,2,999999.0,999999.0,5.5,999999,1,2,1,7,0,0,6,6,6,6,2,2,7,4,4,3,2,5,999999,999999,4,999999,999999,4,5,7,0,0,0,0,0,0,0,0,1,1,2,1,1,30000.0,16000.0,0.096015625,51.893296,851.5914035,12.76378792,0.0,15.65746,12.7943816,33.5517,0.0,858.312,1836.564029,1836.660045,-1,29,2,1,5,4,-99,3,3,4,2,5,150000,5,80000,7,30000.0,6,883.333,1.775,52.5,1,1.0,90.0,2.0,1,2.25,2666.667,195.0,5.0,3,-99.0,-99,-99,1,2.25,-99.0,-99.0,-99,1,0.5,7,0.0,0,0,0,0,0,1,0,0,0,0,0.019203124999999998,10.3786592,170.3182807,2.552757584,0.0,3.131492,2.55887632,6.7103399999999995,0.0,171.6624,1836.660044645,367.332008929
