,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,Unnamed: 0,ac_emission,computer_emission,cooking_emission,freezing_emission,heating_emission,laundry_emission,lighting_emission,television_emission,vehicle_emission,waterheating_emission,percapita_ac_emission,percapita_computer_emission,percapita_cooking_emission,percapita_freezing_emission,percapita_heating_emission,percapita_laundry_emission,percapita_lighting_emission,percapita_television_emission,percapita_vehicle_emission,percapita_waterheating_emission,TotalHouseholdEmission,percapita_HouseholdEmission
2951,13903,37.66666667,0,3,300000,98000,0,5,1,1,0,1,1,2.5,999999.0,2.5,999999,1,1,1,4,0,0,6,6,6,6,5,6,7,2,4,2,3,3,3,999999,2,999999,999999,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,32666.66667,2951,0.0,16.104816,110.565,0.0,1454.75,0.0,22.3678,0.0,2483.49375,139.79875,0.0,5.368272,36.855,0.0,484.9166666666667,0.0,7.455933333333333,0.0,827.8312500000001,46.599583333333335,4227.080116,1409.0267053333334
2952,13907,79.0,0,2,140000,9999998,0,5,3,1,0,1,1,999999.0,999999.0,8.5,999999,2,2,0,999999,0,0,3,3,6,6,4,5,7,3,4,3,4,0,999999,999999,3,999999,999999,0,2,6,0,0,0,1,0,0,0,0,0,0,2,1,0,70000.0,4999999.0,2952,0.0,14.762748,0.0,0.0,1293.75,0.0,13.6890936,0.0,0.0,455.1100878,0.0,7.381374,0.0,0.0,646.875,0.0,6.8445468,0.0,0.0,227.5550439,1777.3119294,888.6559647
2953,13909,41.5,0,4,250000,50000,0,5,1,1,0,1,2,999999.0,999999.0,8.5,999999,1,2,0,999999,0,0,6,6,6,6,3,6,7,2,4,3,2,0,999999,999999,4,999999,999999,1,8,8,0,0,0,0,0,0,0,0,0,0,2,1,0,62500.0,12500.0,2953,0.0,23.709868,221.13,0.0,1437.5,23.48619,19.7731352,0.0,0.0,399.3470634,0.0,5.927467,55.2825,0.0,359.375,5.8715475,4.9432838,0.0,0.0,99.83676585,2124.9462566,531.23656415
2954,13913,39.5,1,4,500000,40000,0,5,2,0,0,1,0,2.5,999999.0,2.5,999999,1,1,0,5,0,0,3,6,6,6,999999,999999,0,1,999999,999999,0,999999,2,999999,2,999999,999999,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,125000.0,10000.0,2954,0.0,0.0,0.0,0.0,1184.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.125,0.0,0.0,0.0,0.0,0.0,1184.5,296.125
2955,13914,23.0,0,3,120000,9999998,0,5,4,1,0,1,1,999999.0,999999.0,5.5,999999,1,3,1,999999,3,0,6,6,6,6,999999,999999,7,2,4,1,3,2,999999,999999,3,999999,999999,4,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,40000.0,3333332.667,2955,0.0,38.02526,241.802015,31.90946979,1437.5,0.0,8.8576488,0.0,0.0,299.5102976,0.0,12.675086666666667,80.60067166666667,10.63648993,479.1666666666667,0.0,2.9525495999999998,0.0,0.0,99.83676586666667,2057.6046911900003,685.8682303966667
2956,13918,45.0,1,3,9999998,9999998,1,5,2,1,0,2,2,999999.0,999999.0,999999.0,999999,1,4,1,7,999999,0,6,6,6,6,3,4,7,999999,4,2,3,999999,999999,999999,999999,999999,999999,0,6,4,0,0,0,0,0,0,0,1,0,1,2,1,1,3333332.667,3333332.667,2956,0.0,0.0,0.0,0.0,718.75,0.0,0.0,0.0,0.0,399.3470634,0.0,0.0,0.0,0.0,239.58333333333334,0.0,0.0,0.0,0.0,133.11568780000002,1118.0970634,372.69902113333336
2957,13919,19.0,0,1,10000,40000,1,5,3,0,0,0,1,2.5,999999.0,999999.0,999999,1,1,0,1,3,0,6,6,6,6,999999,2,0,1,999999,999999,999999,3,2,999999,999999,999999,999999,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,40000.0,2957,0.0,0.0,0.0,0.0,1821.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821.6,0.0,0.0,0.0,0.0,0.0,1821.6,1821.6
2958,13921,58.66666667,0,3,60000,18000,0,5,3,1,0,1,0,999999.0,999999.0,5.5,999999,1,1,0,5,0,0,6,6,6,6,6,6,7,1,2,3,2,999999,999999,999999,2,999999,999999,1,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,20000.0,6000.0,2958,22.74418125,0.0,104.5595005,15.9547349,1184.5,15.65746,4.920916,33.5517,0.0,187.2348527,7.58139375,0.0,34.85316683333333,5.318244966666667,394.8333333333333,5.219153333333334,1.6403053333333333,11.1839,0.0,62.41161756666667,1569.12334535,523.0411151166667
2959,13924,43.2,0,5,1000000,189000,0,5,3,1,0,1,3,999999.0,999999.0,25.0,999999,1,1,1,5,0,0,5,5,6,6,5,3,7,4,4,4,1,1,999999,999999,4,999999,999999,1,4,7,0,0,0,0,0,0,0,0,1,1,2,1,1,200000.0,37800.0,2959,0.0,51.334101,796.068,12.76378792,1066.05,64.064,46.525024,0.0,2483.49375,83.87925,0.0,10.2668202,159.21359999999999,2.552757584,213.20999999999998,12.8128,9.3050048,0.0,496.69875,16.77585,4604.17791292,920.8355825840001
2960,13936,30.4,0,5,9999999,9999999,1,5,5,1,0,1,1,2.5,999999.0,2.5,999999,1,1,0,5,0,0,6,6,6,6,3,4,7,1,4,2,3,2,3,999999,3,999999,999999,1,1,7,0,0,0,0,0,0,0,0,1,1,0,0,1,1999999.8,1999999.8,2960,0.0,8.94712,217.6218135,31.90946979,1184.5,0.0,24.157224,0.0,0.0,421.20351,0.0,1.789424,43.5243627,6.381893958,236.9,0.0,4.8314448,0.0,0.0,84.240702,1888.33913729,377.66782745800003
2961,13947,35.0,0,6,9999998,9999998,1,5,3,1,0,1,0,999999.0,999999.0,12.5,999999,2,4,0,5,0,0,6,6,6,6,7,8,7,2,4,3,3,999999,999999,999999,2,999999,999999,1,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1666666.333,1666666.333,2961,0.0,0.0,362.7030225,0.0,1184.5,0.0,11.1839,0.0,0.0,842.40702,0.0,0.0,60.450503749999996,0.0,197.41666666666666,0.0,1.8639833333333333,0.0,0.0,140.40117,2400.7939425,400.13232375
2962,13951,63.5,1,2,84000,52060,0,5,2,1,0,1,1,2.5,999999.0,999999.0,999999,1,2,0,5,0,0,6,6,6,6,8,8,7,1,4,3,4,3,3,999999,999999,999999,999999,2,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,42000.0,26030.0,2962,0.0,68.445468,229.21353,14.80941633,1184.5,6.262984,20.13102,87.23442,0.0,357.63,0.0,34.222734,114.606765,7.404708165,592.25,3.131492,10.06551,43.61721,0.0,178.815,1968.2268383300002,984.1134191650001
2963,13953,43.0,0,3,62400,7300,0,5,1,1,0,1,1,12.5,999999.0,8.5,999999,1,2,0,5,0,0,6,6,6,6,4,7,7,2,4,2,1,1,2,999999,2,999999,999999,1,4,8,0,0,0,0,0,0,0,0,0,0,1,1,0,20800.0,2433.333333,2963,25.20410156,22.815156,331.695,19.14568188,1184.5,7.455933333,63.524552,40.26204,0.0,214.578,8.401367186666667,7.605052000000001,110.565,6.38189396,394.8333333333333,2.485311111,21.174850666666668,13.420679999999999,0.0,71.526,1909.180464773,636.3934882576667
2964,13974,20.0,1,1,240000,2400,-99,5,0,0,0,1,1,2.5,999999.0,999999.0,999999,0,2,0,999999,0,0,6,6,6,6,5,7,0,999999,999999,999999,0,0,2,999999,999999,999999,999999,999999,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,240000.0,2400.0,2964,0.0,0.0,0.0,0.0,1437.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.5,0.0,0.0,0.0,0.0,0.0,1437.5,1437.5
2965,14019,64.25,0,4,152000,78040,0,5,3,1,0,1,2,2.5,999999.0,5.5,999999,1,3,0,4,0,0,6,4,6,6,3,0,5,1,4,3,5,1,6,999999,5,999999,999999,1,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,38000.0,19510.0,2965,151.8176471,17.494815,192.48255,15.9547349,1309.275,46.71333333,52.40456,76.6896,0.0,153.27,37.954411775,4.37370375,48.1206375,3.988683725,327.31875,11.6783333325,13.10114,19.1724,0.0,38.3175,2016.10224033,504.0255600825
2966,14029,35.75,1,4,300000,108000,0,5,6,1,0,1,0,2.5,999999.0,8.5,3,1,3,0,5,0,1,6,6,6,6,8,8,7,4,4,2,0,999999,1,999999,3,999999,1,1,8,2,0,0,0,0,0,0,1,0,0,1,0,0,1,75000.0,27000.0,2966,0.0,0.0,475.9898325,25.52757584,1555.453125,9.319916667,20.3994336,55.9195,0.0,213.4215454,0.0,0.0,118.997458125,6.38189396,388.86328125,2.32997916675,5.0998584,13.979875,0.0,53.35538635,2356.030929007,589.00773225175
2967,14032,37.66666667,1,3,60000,20000,0,5,2,1,0,1,1,5.5,999999.0,999999.0,999999,1,3,0,5,0,0,6,6,5,5,2,4,7,1,4,3,4,0,3,999999,999999,999999,999999,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,6666.666667,2967,50.28112363,15.210104,153.6478125,0.0,746.235,0.0,44.288244,0.0,0.0,143.052,16.760374543333334,5.0700346666666665,51.215937499999995,0.0,248.745,0.0,14.762748,0.0,0.0,47.684,1152.71428413,384.23809471
2968,14034,43.0,0,3,150000,49200,1,5,4,1,0,0,0,999999.0,999999.0,5.5,999999,1,2,0,999999,0,1,6,6,6,6,8,8,7,1,4,2,999999,999999,999999,999999,3,999999,999999,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.0,16400.0,2968,0.0,0.0,222.1492,14.85886253,1437.5,6.337543333,8.8576488,0.0,0.0,143.052,0.0,0.0,74.04973333333334,4.952954176666666,479.1666666666667,2.1125144443333332,2.9525495999999998,0.0,0.0,47.684,1832.755254663,610.918418221
2969,14039,25.0,1,3,260000,150000,0,5,5,1,1,1,1,2.5,999999.0,5.5,999999,1,4,1,6,0,0,6,6,6,6,5,7,7,4,4,2,2,1,3,999999,2,999999,999999,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0,1,86666.66667,50000.0,2969,34.501614583,5.368272,390.10608,27.57320425,1069.5,11.4634975,25.051936,44.7356,2023.5875,214.578,11.500538194333332,1.7894240000000001,130.03536,9.191068083333333,356.5,3.8211658333333336,8.350645333333334,14.911866666666667,674.5291666666667,71.526,3846.4657043330003,1282.1552347776667
2970,14042,62.66666667,1,3,36000,13000,0,5,3,0,1,1,0,2.5,999999.0,2.5,999999,1,1,0,5,0,0,6,6,6,6,1,3,7,1,3,999999,4,999999,3,999999,2,999999,999999,0,8,8,0,0,0,0,0,0,0,0,0,0,2,1,0,12000.0,4333.333333,2970,0.0,0.0,279.54108,0.0,1184.5,0.782873,22.3678,116.31256,0.0,143.052,0.0,0.0,93.18036000000001,0.0,394.8333333333333,0.2609576666666667,7.455933333333333,38.770853333333335,0.0,47.684,1746.556313,582.1854376666666
2971,14046,38.5,0,2,70000,37000,0,5,3,1,0,1,0,2.5,2.5,999999.0,999999,1,1,0,6,0,0,6,6,6,6,8,8,7,2,999999,2,0,999999,3,1,999999,999999,999999,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,35000.0,18500.0,2971,80.653125,0.0,155.45621,0.0,1069.5,26.69333333,26.84136,0.0,0.0,312.0580878,40.3265625,0.0,77.728105,0.0,534.75,13.346666665,13.42068,0.0,0.0,156.0290439,1671.2021161300001,835.6010580650001
2972,14059,38.2,0,5,300000,59000,1,5,3,1,0,1,2,999999.0,999999.0,5.5,999999,1,1,0,7,0,0,6,5,6,6,4,7,7,2,4,2,2,3,999999,999999,4,999999,999999,0,7,7,0,0,0,0,0,0,0,0,1,1,2,1,1,60000.0,11800.0,2972,0.0,80.52408,34.110895,12.76378792,646.875,8.387925,12.7943816,95.06315,0.0,143.052,0.0,16.104816,6.822179,2.552757584,129.375,1.6775849999999999,2.55887632,19.012629999999998,0.0,28.6104,1033.5712195199999,206.71424390399997
2973,14060,26.0,0,3,200000,150000,0,5,6,1,1,1,1,999999.0,999999.0,2.5,2,1,2,1,5,0,0,6,6,6,4,4,4,7,2,4,3,1,2,999999,999999,3,999999,3,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,66666.66667,50000.0,2973,30.46895833,8.94712,496.07103,14.80941633,1566.975,36.0680775,4.026204,20.13102,2317.9275,421.20351,10.156319443333333,2.9823733333333333,165.35701,4.9364721099999995,522.3249999999999,12.0226925,1.342068,6.7103399999999995,772.6424999999999,140.40117,4916.62783616,1638.8759453866667
2974,14065,31.0,0,4,80000,32000,0,5,3,1,0,1,2,2.5,999999.0,2.5,999999,1,2,0,7,0,0,6,6,6,6,2,2,7,1,4,2,2,2,3,999999,2,999999,999999,1,6,2,0,0,0,0,0,0,1,0,0,1,1,1,1,20000.0,8000.0,2974,0.0,45.85399,299.6721,31.90946979,718.75,16.77585,22.3678,67.1034,0.0,214.578,0.0,11.4634975,74.918025,7.9773674475,179.6875,4.1939625,5.59195,16.77585,0.0,53.6445,1417.01060979,354.2526524475
2975,14068,50.66666667,1,3,70000,70000,0,5,3,1,0,1,1,2.5,999999.0,2.5,999999,1,1,1,3,2,1,6,6,6,6,2,4,7,2,4,2,4,2,4,999999,3,999999,999999,2,6,8,0,0,0,0,0,0,0,0,0,0,2,1,0,23333.33333,23333.33333,2975,0.0,36.90687,363.00992,15.9547349,1821.6,11.1839,33.104344,116.31256,993.3975,248.9918029,0.0,12.30229,121.00330666666667,5.318244966666667,607.1999999999999,3.7279666666666667,11.034781333333333,38.770853333333335,331.1325,82.99726763333334,3640.4616318,1213.4872106
2976,14074,38.66666667,0,3,100000,49000,0,5,2,1,0,1,2,5.5,999999.0,8.5,999999,1,3,1,5,0,0,4,4,6,6,5,7,7,1,4,2,3,0,3,999999,3,999999,999999,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.33333,16333.33333,2976,0.0,30.867564,161.196945,12.76378792,1066.05,34.9496875,57.9773376,251.63775,0.0,284.5620605,0.0,10.289188000000001,53.732315,4.254595973333333,355.34999999999997,11.649895833333334,19.3257792,83.87925,0.0,94.85402016666666,1900.00513252,633.3350441733334
2977,14088,49.25,1,4,160000,23000,0,5,4,1,0,2,0,2.5,999999.0,5.5,999999,1,2,0,5,0,0,4,4,6,6,5,7,7,1,4,2,3,999999,2,999999,3,999999,999999,1,3,8,0,0,0,0,0,0,0,0,0,0,2,1,0,40000.0,5750.0,2977,0.0,0.0,231.655515,15.9547349,1066.05,23.7657875,20.0415488,0.0,0.0,214.578,0.0,0.0,57.91387875,3.988683725,266.5125,5.941446875,5.0103872,0.0,0.0,53.6445,1572.0455862000001,393.01139655000003
2978,14090,37.4,1,5,60000,43350,0,5,3,1,0,1,1,2.5,999999.0,2.5,999999,1,1,1,2,2,1,4,4,4,6,3,3,7,2,4,2,3,3,3,999999,3,999999,999999,1,5,7,0,0,0,0,0,0,0,0,1,1,2,1,1,12000.0,8670.0,2978,0.0,66.432366,382.02255,15.9547349,1147.608,16.77585,24.157224,120.78612,0.0,83.87925,0.0,13.2864732,76.40451,3.19094698,229.52159999999998,3.3551699999999998,4.8314448,24.157224,0.0,16.77585,1857.6160949,371.52321898
2979,14091,29.0,0,4,9999998,20000,1,5,3,1,0,0,1,999999.0,999999.0,2.5,3,1,3,0,999999,0,0,6,6,6,6,7,8,0,2,999999,4,999999,1,999999,999999,1,999999,999999,0,8,3,0,0,0,0,0,1,0,0,0,2,0,0,1,2499999.5,5000.0,2979,0.0,0.0,0.0,0.0,2592.421876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.105469,0.0,0.0,0.0,0.0,0.0,2592.421876,648.105469
2980,14095,51.0,1,4,45000,41100,0,5,2,1,0,1,1,2.5,2.5,999999.0,999999,1,2,0,0,2,0,4,6,6,6,4,8,7,1,4,2,3,0,3,0,999999,999999,999999,2,999999,2,0,0,0,0,0,0,1,0,0,1,3,1,1,11250.0,10275.0,2980,0.0,15.210104,219.14802,31.90946979,1821.6,2.982373333,24.60458,301.9653,0.0,399.3470634,0.0,3.802526,54.787005,7.9773674475,455.4,0.74559333325,6.151145,75.491325,0.0,99.83676585,2816.7669105229998,704.1917276307499
2981,14098,40.66666667,0,3,63600,9999998,0,5,6,1,0,1,1,2.5,999999.0,2.5,999999,1,0,0,999999,0,0,6,6,3,6,4,8,7,3,4,2,2,2,2,999999,3,999999,999999,1,999999,8,0,0,0,0,0,0,0,0,0,1,1,1,1,21200.0,3333332.667,2981,0.0,8.94712,464.373,11.88709003,1006.25,26.69333333,15.210104,0.0,0.0,214.578,0.0,2.9823733333333333,154.791,3.962363343333333,335.4166666666667,8.897777776666667,5.0700346666666665,0.0,0.0,71.526,1747.93864736,582.6462157866666
2982,14101,46.5,0,2,100000,24500,0,5,4,1,0,1,2,5.5,999999.0,2.5,999999,1,2,0,5,0,0,4,4,4,4,2,3,7,1,4,2,2,2,2,999999,2,999999,999999,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50000.0,12250.0,2982,0.0,42.275142,154.69181,12.76378792,671.6115,23.7657875,26.84136,95.06315,0.0,357.63,0.0,21.137571,77.345905,6.38189396,335.80575,11.88289375,13.42068,47.531575,0.0,178.815,1384.6425374199998,692.3212687099999
2983,14103,38.5,0,2,140000,168000,0,5,5,1,0,1,3,5.5,5.5,2.5,999999,1,2,1,6,2,1,6,6,6,6,4,4,7,3,4,2,0,2,4,2,4,999999,999999,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70000.0,84000.0,2983,0.0,82.76086,504.308842917,18.51177041,1069.5,4.47356,94.392116,26.84136,0.0,214.578,0.0,41.38043,252.1544214585,9.255885205,534.75,2.23678,47.196058,13.42068,0.0,107.289,2015.3665093269997,1007.6832546634998
2984,14110,23.33333333,0,3,200000,100000,0,5,4,1,0,1,2,999999.0,999999.0,5.5,1,1,3,1,6,0,0,6,6,6,6,4,4,7,1,4,2,3,2,999999,999999,3,999999,0,1,7,2,0,0,0,0,0,0,1,0,0,1,0,0,1,66666.66667,33333.33333,2984,7.834875,24.157224,219.5209835,12.76378792,0.0,7.455933333,8.8576488,60.39306,0.0,312.0580878,2.611625,8.052408,73.17366116666666,4.254595973333333,0.0,2.485311111,2.9525495999999998,20.13102,0.0,104.01936260000001,653.041600353,217.680533451
2985,14121,37.0,0,5,150000,80000,0,5,6,1,0,1,2,999999.0,999999.0,5.5,999999,1,2,1,7,0,0,6,6,6,6,2,2,7,4,4,3,2,5,999999,999999,4,999999,999999,4,5,7,0,0,0,0,0,0,0,0,1,1,2,1,1,30000.0,16000.0,2985,5.7609375,51.893296,851.591403542,12.76378792,718.75,15.65746,12.7943816,33.5517,0.0,858.312,1.1521875,10.3786592,170.31828070839998,2.552757584,143.75,3.131492,2.55887632,6.7103399999999995,0.0,171.6624,2561.074966562,512.2149933124
2986,14132,24.75,0,4,38400,100000,1,7,3,0,0,1,0,2.5,999999.0,999999.0,999999,1,2,0,999999,0,0,5,6,6,6,8,8,7,1,4,999999,1,999999,1,999999,999999,999999,999999,1,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,9600.0,25000.0,2986,0.0,0.0,259.5614385,0.0,1437.5,0.0,6.71034,0.0,0.0,421.20351,0.0,0.0,64.890359625,0.0,359.375,0.0,1.677585,0.0,0.0,105.3008775,2124.9752885,531.243822125
2987,14142,39.75,0,4,800,13940,1,7,1,0,0,0,0,999999.0,999999.0,5.5,999999,0,0,0,4,1,999999,999999,6,6,6,2,4,7,4,999999,999999,999999,999999,999999,999999,3,999999,999999,999999,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,3485.0,2987,0.0,0.0,402.17814,0.0,1454.75,0.0,8.8576488,0.0,0.0,0.0,0.0,0.0,100.544535,0.0,363.6875,0.0,2.2144122,0.0,0.0,0.0,1865.7857888,466.4464472
2988,14147,49.6,1,5,9999998,12000,1,7,4,0,0,1,0,5.5,2.5,999999.0,999999,0,0,0,7,0,0,6,6,6,6,3,6,7,3,4,999999,3,999999,2,1,999999,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1999999.6,2400.0,2988,0.0,0.0,246.300410417,12.76378792,718.75,0.0,31.31492,0.0,0.0,0.0,0.0,0.0,49.2600820834,2.552757584,143.75,0.0,6.262984,0.0,0.0,0.0,1009.129118337,201.82582366740002
2989,14154,56.0,1,3,9999998,9999998,0,7,1,0,0,1,0,5.5,999999.0,999999.0,999999,0,0,0,7,0,0,6,6,6,6,8,8,0,2,999999,999999,4,999999,1,999999,999999,999999,999999,999999,999999,8,0,0,0,0,0,0,0,0,0,0,2,1,0,3333332.667,3333332.667,2989,0.0,0.0,0.0,0.0,718.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.58333333333334,0.0,0.0,0.0,0.0,0.0,718.75,239.58333333333334
2990,14175,30.33333333,1,6,15000,30000,1,7,5,0,0,3,1,8.5,999999.0,2.5,999999,1,0,0,6,0,0,6,6,6,6,4,7,7,1,4,999999,3,0,3,999999,3,999999,999999,0,999999,7,0,0,0,0,0,0,0,0,1,2,2,1,1,2500.0,5000.0,2990,0.0,15.210104,386.7740695,15.9547349,1069.5,0.0,72.47167200000001,0.0,0.0,280.80234,0.0,2.5350173333333332,64.46234491666667,2.6591224833333333,178.25,0.0,12.078612000000001,0.0,0.0,46.80039,1840.7129204,306.78548673333336
2991,14188,35.5,1,4,50000,50000,1,7,3,1,0,1,1,2.5,999999.0,2.5,999999,1,4,0,999999,0,0,6,6,6,6,8,8,7,2,4,2,3,3,0,999999,3,999999,999999,0,4,2,0,0,0,0,0,0,1,0,0,1,1,1,1,12500.0,12500.0,2991,0.0,16.104816,361.145936667,14.80941633,1437.5,0.0,8.499763999999999,0.0,0.0,143.052,0.0,4.026204,90.28648416675,3.7023540825,359.375,0.0,2.1249409999999997,0.0,0.0,35.763,1981.1119329969997,495.2779832492499
2992,14189,49.0,0,4,9999998,9999998,1,7,4,0,0,1,0,999999.0,999999.0,2.5,999999,0,0,0,0,1,999999,6,6,4,6,1,1,7,1,999999,999999,3,999999,999999,999999,3,999999,999999,999999,999999,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2499999.5,2499999.5,2992,0.0,0.0,614.438825,0.0,1275.12,0.0,4.026204,0.0,0.0,0.0,0.0,0.0,153.60970625,0.0,318.78,0.0,1.006551,0.0,0.0,0.0,1893.5850289999998,473.39625724999996
2993,14191,59.25,1,4,7000,4160,1,7,2,1,0,1,0,5.5,999999.0,5.5,999999,0,0,0,0,1,3,999999,6,999999,999999,3,6,7,1,2,2,2,999999,3,999999,3,999999,999999,999999,999999,8,0,0,0,0,0,0,0,0,0,0,4,1,0,1750.0,1040.0,2993,0.0,0.0,0.0,6.381893959,1821.6,3.559111111,53.1458928,0.0,0.0,0.0,0.0,0.0,0.0,1.59547348975,455.4,0.88977777775,13.2864732,0.0,0.0,0.0,1884.68689787,471.1717244675
2994,14196,41.66666667,1,3,9999998,9999998,1,7,2,1,0,1,1,5.5,999999.0,999999.0,999999,1,2,1,7,0,0,6,6,6,6,5,5,7,2,4,0,999999,1,0,999999,999999,999999,999999,0,5,8,0,0,0,0,0,0,0,0,0,0,1,1,0,3333332.667,3333332.667,2994,0.0,19.124469,241.802015,11.88709003,718.75,0.0,9.841832,0.0,2980.1925,280.80234,0.0,6.374823,80.60067166666667,3.962363343333333,239.58333333333334,0.0,3.2806106666666666,0.0,993.3975,93.60078,4262.40024603,1420.8000820099999
2995,14197,45.5,1,6,9999998,7000,1,7,5,1,0,1,0,5.5,2.5,2.5,999999,1,0,0,3,1,1,5,5,5,6,5,8,7,1,4,0,4,999999,3,1,3,999999,999999,3,999999,7,0,0,0,0,0,0,0,0,1,0,1,1,0,1666666.333,1166.666667,2995,0.0,0.0,101.709524583,0.0,1147.608,0.0,55.024788,0.0,0.0,195.71825,0.0,0.0,16.951587430500002,0.0,191.268,0.0,9.170798,0.0,0.0,32.619708333333335,1500.0605625829999,250.0100937638333
2996,14198,36.4,1,5,40000,40000,0,7,6,1,0,2,0,5.5,999999.0,2.5,999999,1,1,0,6,0,0,6,999999,6,6,4,5,7,1,4,1,2,999999,2,999999,2,999999,999999,0,6,7,0,0,0,0,0,0,0,0,1,2,2,1,1,8000.0,8000.0,2996,0.0,0.0,20.13102,0.0,1069.5,0.0,26.84136,0.0,0.0,399.3470634,0.0,0.0,4.026204,0.0,213.9,0.0,5.368272,0.0,0.0,79.86941268000001,1515.8194434,303.16388868
2997,14208,37.0,0,5,20000,9999998,1,7,3,0,0,1,0,999999.0,999999.0,8.5,999999,0,0,0,7,0,1,6,6,6,6,5,8,7,3,999999,999999,2,999999,999999,999999,2,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,4000.0,1999999.6,2997,0.0,0.0,507.7842315,0.0,718.75,0.0,7.605052,0.0,0.0,0.0,0.0,0.0,101.55684629999999,0.0,143.75,0.0,1.5210104,0.0,0.0,0.0,1234.1392835,246.82785669999998
2998,14209,42.0,1,6,9999998,9999998,1,7,4,1,0,1,0,999999.0,999999.0,999999.0,999999,1,0,0,5,0,0,5,6,6,6,8,8,7,4,4,2,4,999999,999999,999999,999999,999999,999999,1,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1666666.333,1666666.333,2998,0.0,0.0,805.443912,12.76378792,1184.5,5.59195,0.0,0.0,0.0,399.3470634,0.0,0.0,134.24065199999998,2.1272979866666666,197.41666666666666,0.9319916666666667,0.0,0.0,0.0,66.55784390000001,2407.64671332,401.27445222
2999,14220,43.16666667,1,6,80000,9999998,0,7,4,1,0,1,0,999999.0,999999.0,5.5,999999,1,1,0,5,0,0,6,6,6,6,999999,999999,7,3,4,1,1,999999,999999,999999,2,999999,999999,1,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,13333.33333,1666666.333,2999,4.03265625,0.0,154.791,12.76378792,1184.5,0.0,4.920916,0.0,0.0,297.5099252,0.6721093749999999,0.0,25.7985,2.1272979866666666,197.41666666666666,0.0,0.8201526666666666,0.0,0.0,49.58498753333333,1658.51828537,276.41971422833336
3000,14221,40.0,0,4,50000,20000,0,7,3,1,0,1,1,2.5,999999.0,999999.0,999999,1,5,1,5,0,0,6,6,6,6,1,2,7,2,4,1,3,3,2,999999,999999,999999,999999,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,12500.0,5000.0,3000,33.096585948,68.445468,145.55177,25.52757584,1184.5,10.06551,11.1839,171.11367,0.0,143.052,8.274146487,17.111367,36.3879425,6.38189396,296.125,2.5163775,2.795975,42.7784175,0.0,35.763,1792.5364797879997,448.13411994699993
