id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region
962,北京市,北京市,海淀区,-1,62,1,1,4,3,-99,-99,2,5,0,5,130000,3,245400,7,43333.33333,4,666.667,1.239,26.25,1,2,22.5,3,1,1.25,3333.333,195,2,0,4.5,40,-99,1,2.25,11,6.5,8000,1,1.25,0,11,0,0,0,0,0,1,0,0,0,0,0.096015625,0,155.6748944,31.90946979,929.3877551,11.1839,4.920916,162.16655,2023.5875,214.578,3533.408985,1509.917501,Beijing,1177.802995,0
975,北京市,北京市,西城区,-1,87,2,1,4,1,-99,3,5,4,0,3,36000,1,-99,7,36000,1,-99,3,52.5,0,-99,-99,-99,0,1,-99,60,1,0,4.5,60,1,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,136.4454,31.90946979,2493.760933,0,4.026204,0,0,0,2666.142007,2666.142007,Beijing,2666.142007,0
976,北京市,北京市,东城区,1,36,2,1,5,6,-99,-99,2,4,2,7,1000000,2,170000,6,500000,7,850,0.437,37.5,1,0.857,15,-99,1,3.5,3333.333,150,-99,0,3.5,60,-99,1,2.5,11,7.5,-99,1,0.75,1,11,0,0,0,0,0,1,0,0,0,0,0.685551563,25.307568,66.08498,10.13369425,1548.979592,0,21.3197088,0,1214.1525,255.0085073,3140.98655,1927.519602,Beijing,1570.493275,0
980,北京市,北京市,昌平区,-1,46,2,1,5,2,-99,-99,2,4,2,4,80000,3,63000,7,26666.66667,4,1212.5,1.132,26.25,1,0.429,52.5,-99,1,1.5,3000,150,-99,0,4.5,80,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1.088177083,0,91.38178292,11.88709003,1952.186589,13.04788333,4.920916,251.63775,0,195.71825,2520.780261,2521.868438,Beijing,840.2600871,0
982,北京市,北京市,顺义区,1,65,3,1,4,1,-99,-99,3,4,0,3,46000,3,8000,7,15333.33333,5,1500,0.89,33.75,1,0.429,37.5,-99,1,2.125,2850,127.5,-99,0,4.5,120,2265,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.283779514,14.762748,333.0929875,27.57320425,2928.279883,1.9571825,4.5630312,13.42068,0,139.79875,3463.448467,3463.732246,Beijing,1154.482822,0
1000,北京市,北京市,大兴区,-1,32,2,1,5,1,-99,2,1,4,2,4,80000,6,60000,7,13333.33333,5,900,2.464,50.625,1,3,37.5,4,1,3.5,4000,480,5,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,8.7105375,27.736072,500.8514875,46.32998338,0,15.210104,13.6890936,84.99764,0,139.79875,828.6131305,837.323668,Beijing,138.1021884,0
1005,北京市,北京市,朝阳区,1,20,2,1,5,2,-99,2,2,4,2,3,50000,1,52000,7,50000,4,212.5,1.215,39.375,1,2,90,3,1,2.5,3333.333,150,3,0,3.5,105,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.571292969,24.940097,34.07361533,22.33662886,1992.857143,7.157696,4.026204,20.13102,0,858.312,2963.834404,2964.405697,Beijing,2963.834404,0
1008,北京市,北京市,海淀区,-1,26,1,1,5,4,-99,3,2,4,2,5,120000,1,103600,6,120000,4,-99,0.857,22.5,1,1,37.5,1,1,3.5,-99,270,1,0,3.5,60,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7.66896,56.862,31.90946979,1261.22449,16.016,19.1724,0,0,267.478361,1660.331681,1660.331681,Beijing,1660.331681,0
1012,北京市,北京市,顺义区,-1,31,0,0,4,4,-99,3,4,5,2,3,50000,2,42500,0,25000,2,600,1.5,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,0
1017,北京市,北京市,西城区,1,26,0,0,5,4,3,-99,1,5,2,0,0,7,67800,7,0,3,150,1.286,17.5,1,1,22.5,1,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,38.02526,50.597183,0,0,0,20.13102,20.13102,0,214.578,343.462483,343.462483,Beijing,49.066069,0
1019,北京市,北京市,西城区,1,55,1,1,5,1,2,-99,2,3,0,7,-99,2,8000,7,4999999,1,-99,2,22.5,0,-99,-99,-99,0,2.5,-99,150,3,0,2.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1.677585,132.678,15.9547349,340.5306122,6.794666667,5.815628,80.52408,0,0,583.9753068,583.9753068,Beijing,291.9876534,0
1042,北京市,北京市,大兴区,-1,69,3,1,5,6,-99,2,4,4,0,4,90000,2,57100,7,45000,7,966.667,1.464,18.75,1,0.429,37.5,1,1,1,2911.111,70,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.134421875,15.210104,229.0271317,34.97791241,0,51.2512,13.6890936,0,0,357.63,701.7854417,701.9198636,Beijing,350.8927208,0
1046,北京市,北京市,房山区,1,56,2,1,4,2,-99,-99,2,3,0,4,100000,6,50500,7,16666.66667,4,1116.667,1.223,33.75,0,-99,-99,-99,0,4,3300,150,3,0,3.5,80,1800,1,2.75,9,7.5,5600,1,1.25,0,9,0,0,0,0,1,0,0,0,0,0,0.426453398,16.104816,401.8932721,12.76378792,2586.122449,6.262984,8.8576488,44.7356,1655.6625,0,4732.403058,3077.167011,Beijing,788.733843,0
1050,北京市,北京市,西城区,-1,40,0,1,5,4,3,-99,2,4,2,4,100000,3,22000,7,33333.33333,2,1250,1.5,22.5,1,3,15,-99,1,1.5,3333.333,330,-99,0,4.5,15,600,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,79.964885,153.6478125,31.78696543,328.3688047,9.319916667,46.97238,0,0,399.3470634,1049.407828,1049.407828,Beijing,349.8026092,0
1054,北京市,北京市,房山区,1,59,3,1,4,1,-99,-99,1,4,0,3,50000,2,50000,7,25000,1,-99,3,22.5,1,1,15,1,1,1.5,3400,90,1,0,3.5,120,2800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,199.017,14.80941633,2277.55102,0,26.84136,0,0,312.0580878,2830.276885,2830.276885,Beijing,1415.138442,0
1061,北京市,北京市,西城区,-1,85,3,1,4,1,-99,2,4,4,0,7,948000,3,57200,7,316000,5,383.333,2.5,16.875,1,3,22.5,1,1,2.25,3000,105,1,0,4.5,105,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1.844460156,0,233.68709,31.90946979,2837.755102,5.032755,8.8576488,140.91714,0,399.3470634,3657.506269,3659.350729,Beijing,1219.168756,0
1074,北京市,北京市,房山区,-1,64,1,0,4,3,5,3,4,4,0,2,20000,2,12000,7,10000,3,1050,1.476,27.5,0,-99,-99,-99,0,2.5,2666.667,180,5,0,4.5,60,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0.224036458,0,390.5509335,14.80941633,1621.574344,0,4.920916,80.52408,0,0,2112.37969,2112.603726,Beijing,1056.189845,0
1075,北京市,北京市,顺义区,1,49,2,1,5,3,-99,-99,4,5,2,4,100000,4,29500,7,25000,6,1500,1.05,63.75,1,3,90,-99,1,1.5,2600,270,2,0,3.5,105,2000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,849.8905188,19.97293356,1395,33.2721025,8.8576488,116.31256,0,335.517,2758.822764,2758.822764,Beijing,689.7056909,0
1089,北京市,北京市,顺义区,-1,54,1,0,4,1,2,-99,1,4,2,7,-99,4,41000,0,2499999.5,3,150,1,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.731552877,0,0,0,0,0,0,6.731552877,6.731552877,Beijing,1.682888219,0
1106,北京市,北京市,顺义区,-1,64,2,1,4,1,5,-99,4,4,0,7,-99,2,-99,7,4999999.5,3,825,1.476,55,1,1,22.5,1,1,1,2666.667,60,2,0,4.5,80,1200,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.090367647,0,366.924285,15.97834685,2623.906706,5.368272,4.026204,33.5517,0,83.87925,3133.634763,3133.725131,Beijing,1566.817382,0
1129,北京市,北京市,西城区,-1,52,2,1,4,1,-99,-99,2,4,0,2,24000,3,79000,7,8000,5,825,0.874,24.375,1,1,22.5,1,1,2.5,2666.667,330,1,0,4.5,60,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,38.02526,333.9504198,37.02354082,1967.930029,7.455933333,4.026204,0,0,83.87925,2472.290637,2472.290637,Beijing,824.096879,0
1132,北京市,北京市,东城区,-1,62,0,1,5,2,2,2,4,4,0,7,-99,1,30000,5,101010.0909,2,600,1.5,37.5,1,0.033,37.5,1,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,228.31965,14.80941633,0,4.47356,32.59308,38.3448,0,99.85625,418.3967563,418.3967563,Beijing,418.3967563,0
1138,北京市,北京市,西城区,-1,77,2,1,4,1,-99,3,4,4,0,3,36000,2,15800,7,18000,4,-99,1.214,31.875,1,1,52.5,1,1,1,2666.667,210,1,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,464.373,29.71772507,756.7346939,0,8.8576488,0,0,312.0580878,1571.741156,1571.741156,Beijing,785.8705778,0
1140,北京市,北京市,东城区,-1,19,1,1,5,1,3,3,3,4,2,4,100000,3,50000,7,33333.33333,6,1250,1.55,35.625,1,3,22.5,1,1,1.5,3000,270,1,0,5.5,60,0,1,2.75,7,6.5,6000,1,0,0,9,0,0,0,0,0,1,0,0,0,0,1.348059375,26.394004,466.1204844,14.80941633,2190.699708,15.210104,34.893768,0,0,214.578,2962.705485,2964.053545,Beijing,987.5684951,0
1143,北京市,北京市,东城区,-1,77,2,1,4,1,2,-99,4,4,0,3,30000,1,-99,7,30000,6,-99,1.714,45,0,-99,-99,-99,0,1,-99,60,1,0,-99,80,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,331.695,0,0,0,9.394476,0,0,0,341.089476,341.089476,Beijing,341.089476,0
1154,北京市,北京市,朝阳区,1,61,2,1,5,6,5,-99,2,4,0,7,-99,2,-99,7,4999999,1,-99,3,37.5,1,1,37.5,-99,1,3.5,2666.667,90,-99,0,4.5,105,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.313651042,60.39306,331.695,21.94926658,2562.244898,12.8128,13.6890936,0,0,187.2348527,3190.018971,3190.332622,Beijing,1595.009485,0
1157,北京市,北京市,东城区,-1,48,0,1,5,1,3,2,2,3,2,4,80000,2,-99,7,40000,4,-99,1.286,22.5,0,-99,-99,-99,0,2.5,3333.333,480,1,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2.611625,7.157696,0,12.76378792,0,0,5.815628,0,0,0,25.73711192,28.34873692,Beijing,12.86855596,0
1158,北京市,北京市,东城区,1,52,2,1,6,1,2,3,2,3,2,4,80000,4,20000,7,20000,2,150,1.5,22.5,0,-99,-99,-99,0,1.5,2666.667,210,3,2,-99,-99,-99,1,-99,-99,-99,800,1,0.75,6,0,0,0,0,0,0,1,0,0,0,0,0,5.368272,137.710755,29.71772507,0,4.175322667,8.8576488,60.39306,0,0,246.2227835,246.2227835,Beijing,61.55569588,0
1160,北京市,北京市,房山区,1,32,2,1,5,5,2,3,4,4,2,5,120000,3,70000,7,40000,2,850,1,45,1,2,180,3,1,2.667,2888.889,70,3,0,4.5,60,1200,1,2.25,7,6.5,0,1,0.5,0,9,0,0,0,0,1,0,0,0,0,0,0.96264136,5.368272,193.027198,14.80941633,1135.102041,46.592,8.8576488,60.39306,662.265,284.5620605,2410.976696,1749.674338,Beijing,803.6588988,0
1161,北京市,北京市,海淀区,1,73,2,1,5,1,-99,2,1,5,2,5,130000,2,120000,0,65000,4,766.667,2.25,16.875,2,1.714,63.75,-99,2,2.5,2633.333,240,-99,0,4.5,60,1800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.501414931,0,0,14.80941633,1991.54519,0,0,0,0,0,2006.354606,2006.856021,Beijing,1003.177303,0
1177,北京市,北京市,西城区,-1,30,2,1,4,1,-99,-99,1,5,2,2,20000,4,-99,7,5000,3,825,1.319,50,1,3,37.5,-99,1,2.5,2600,210,5,0,3.5,60,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,23.262512,810.9798667,14.80941633,878.2714286,25.6256,15.5679888,0,0,239.608238,2008.12505,2008.12505,Beijing,502.0312626,0
1186,北京市,北京市,西城区,-1,59,2,1,1,2,-99,-99,2,4,2,4,100000,2,59000,7,50000,1,-99,1,90,1,0.429,22.5,1,1,1.5,3333.333,90,2.5,0,5.5,80,0,1,2.25,9,7.5,4000,1,0.75,7,9,0,0,0,0,0,1,0,0,0,0,0.822661875,39.367328,265.356,51.88240336,1849.795918,12.8128,13.6890936,0,0,280.0521301,2512.955673,2513.778335,Beijing,1256.477837,0
1190,北京市,北京市,东城区,-1,57,1,0,4,1,2,2,3,4,0,7,-99,1,97600,6,9999999,7,275,1.714,31.875,1,0.429,22.5,-99,1,1.167,2622.222,80,2,0,3.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.396287234,4.601376,206.79516,12.76378792,840.8163265,11.44,24.92412,0,0,71.8965,1173.23727,1173.633558,Beijing,1173.23727,0
1193,北京市,北京市,海淀区,1,17,2,1,5,1,0,0,0,5,0,7,-99,3,-99,7,3333332.667,1,-99,2,37.5,1,1,37.5,-99,1,-99,-99,-99,-99,0,3.5,60,-99,1,-99,-99,-99,-99,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28.630784,221.13,11.88709003,1261.22449,1.946388889,2.23678,0,0,187.2348527,1714.290385,1714.290385,Beijing,571.4301285,0
1214,北京市,北京市,东城区,1,30,1,1,5,3,-99,3,1,2,2,4,60000,3,90000,7,20000,3,825,2.333,20,1,1,22.5,1,1,1.5,2666.667,270,1,0,3.5,40,1500,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,45.85399,247.666965,15.9547349,585.5142857,11.1839,4.026204,201.3102,0,214.578,1326.08828,1326.08828,Beijing,442.0294265,0
1216,北京市,北京市,海淀区,1,61,2,0,4,1,2,-99,4,4,0,6,230000,5,40400,7,46000,4,750,1.258,45,1,1,15,-99,1,2.5,-99,150,-99,0,4.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,17.89424,274.81272,12.76378792,1239.795918,23.7657875,8.8576488,95.06315,0,143.052,1816.005253,1816.005253,Beijing,363.2010505,0
1228,北京市,北京市,东城区,-1,80,2,1,4,2,-99,3,4,4,0,4,78000,2,75000,7,39000,2,850,1.714,30,0,-99,-99,-99,0,5.5,2666.667,150,2,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,335.497526,14.85886253,0,4.47356,24.60458,120.78612,0,0,500.2206485,500.2206485,Beijing,250.1103243,0
1243,北京市,北京市,东城区,1,28,0,1,5,4,-99,-99,4,4,2,5,200000,1,40000,7,2061.85567,3,500,1,27.5,1,1,15,1,1,1.5,2666.667,270,2,0,3.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,5.368272,95.1375425,14.85886253,794.5714286,6.262984,2.23678,26.84136,0,143.052,1088.32923,1088.32923,Beijing,1088.32923,0
1248,北京市,北京市,东城区,-1,39,1,1,5,2,-99,3,4,4,0,7,-99,3,40000,7,3333332.667,1,-99,1,90,1,2,37.5,4,1,4.5,3333.333,270,4,0,4.5,15,1000,1,2.25,7,6.5,12000,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,5.368272,265.356,25.91647858,353.4906122,0,12.7943816,247.16419,0,357.63,1267.719934,1267.719934,Beijing,422.5733115,0
1253,北京市,北京市,东城区,-1,47,0,1,5,1,1,-99,1,5,0,4,100000,3,8300,7,33333.33333,8,1116.667,1.357,28.125,1,3,15,-99,1,3.5,2666.667,210,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,90.030395,202.3570792,14.80941633,106.1856,48.9295625,5.815628,211.37571,0,55.9195,735.422891,735.422891,Beijing,245.1409637,0
1254,北京市,北京市,海淀区,1,24,0,1,5,5,1,2,4,4,2,7,960000,1,101000,7,960000,0,-99,-99,-99,1,1,22.5,4,1,1.5,2666.667,480,3,0,3.5,25,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.80653125,44.511922,0,4.351291336,525.5102041,0,5.815628,0,0,280.852279,861.0413244,861.8478557,Beijing,861.0413244,0
1258,北京市,北京市,西城区,-1,23,2,0,5,1,-99,2,4,5,2,4,70000,1,27000,7,70000,5,400,0.374,43.125,1,1,37.5,-99,1,-99,-99,-99,-99,0,4.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,49.80624133,11.88709003,1621.574344,0,4.026204,0,0,139.79875,1827.092629,1827.092629,Beijing,1827.092629,0
1260,北京市,北京市,东城区,1,22,2,1,5,5,3,3,4,4,2,5,140000,3,-99,7,46666.66667,6,725,2.214,26.25,1,1,22.5,1,1,1.75,3366.667,270,1,0,4.5,80,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.13058125,20.578376,513.022965,31.90946979,2162.099125,21.84,8.8576488,0,0,312.0580878,3070.365673,3070.496254,Beijing,1023.455224,0
1268,北京市,北京市,东城区,-1,49,2,1,4,2,5,2,2,4,0,4,60000,2,30000,7,30000,1,-99,1,15,1,2,22.5,-99,1,3.5,3333.333,330,-99,0,3.5,25,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,28.630784,44.226,0,406.6071429,0,12.7943816,0,0,214.578,706.8363085,706.8363085,Beijing,353.4181542,0
1273,北京市,北京市,西城区,-1,62,1,1,4,1,5,2,4,5,0,4,79200,3,71600,7,26400,6,-99,0.973,54.375,1,1,37.5,1,1,2.5,3333.333,270,-99,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,38.02526,796.068,31.90946979,756.7346939,10.736544,4.026204,46.97238,0,312.0580878,1996.530639,1996.530639,Beijing,665.5102132,0
1275,北京市,北京市,大兴区,-1,66,3,0,3,3,-99,-99,4,5,0,5,200000,3,-99,6,66666.66667,4,666.667,1.072,61.875,1,0.857,22.5,-99,1,3.5,2866.667,170,2.5,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.789728516,0,121.88631,0,0,8.62758,19.555848,28.7586,0,153.0051044,331.8334424,332.6231709,Beijing,110.6111475,0
1282,北京市,北京市,海淀区,-1,41,2,1,5,3,3,5,2,4,2,4,100000,3,75000,7,33333.33333,5,400,0.723,22.5,1,3,22.5,-99,1,1.5,3400,150,-99,0,2.5,40,4000,1,2.25,11,6,10000,1,1.75,0,11,0,0,1,0,0,1,0,0,0,0,0,12.749646,136.480526,14.80941633,464.6938776,4.47356,40.709396,40.26204,2833.0225,239.608238,3786.8092,953.7866999,Beijing,1262.269733,0
1311,北京市,北京市,大兴区,-1,56,2,1,4,4,-99,-99,3,4,0,4,100000,3,110000,6,33333.33333,3,850,1.667,32.5,1,0.857,22.5,2,1,1,2600,255,-99,0,3.5,60,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.080226389,19.555848,94.527225,24.65087795,878.2714286,0.766896,6.518616,38.3448,0,183.924,1246.559692,1246.639918,Beijing,415.5198972,0
1313,北京市,北京市,大兴区,1,30,2,0,5,2,-99,2,3,5,2,6,350000,5,88000,7,70000,5,1500,1.533,24.375,2,1.516,22.5,1,2,1.5,2888.889,90,-99,0,3.5,60,1288,1,2.75,7,6.5,3000,1,0.75,1,9,0,0,1,0,0,1,0,0,0,0,0.4516575,4.585399,384.9583238,14.80941633,1135.102041,7.474133333,20.13102,0,993.3975,484.4464163,3044.904249,2051.958407,Beijing,608.9808499,0
1350,北京市,北京市,东城区,-1,39,2,1,5,3,-99,2,3,4,2,7,500000,2,124200,7,250000,4,625,2,31.875,1,2,37.5,-99,1,2.5,2600,210,-99,2,-99,-99,-99,1,2.25,9,7.5,12000,1,2.75,0,9,0,0,0,0,0,1,0,0,0,0,0,8.94712,401.3684675,22.33662886,0,16.77585,4.026204,57.03789,3642.4575,357.63,4510.57966,868.1221604,Beijing,2255.28983,0
1352,北京市,北京市,东城区,-1,26,2,1,5,1,3,1,1,4,2,4,100000,3,50000,7,33333.33333,2,1250,0.928,18.75,1,2,52.5,-99,1,1,3000,60,-99,0,3.5,40,1100,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.13058125,7.157696,58.205875,0,585.5142857,0,28.0939568,0,0,355.7025756,1034.674389,1034.80497,Beijing,344.891463,0
1354,北京市,北京市,东城区,1,27,2,0,5,3,-99,-99,2,4,2,5,120000,3,100000,7,40000,4,1116.667,0.714,24.375,1,1,22.5,-99,1,4.5,2666.667,150,1,0,4.5,60,500,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1.080175781,0,91.502775,12.76378792,1115.816327,26.84136,20.13102,301.9653,0,214.578,1783.598569,1784.678745,Beijing,594.5328565,0
1364,天津市,天津市,南开区,-1,46,0,1,5,2,3,3,4,4,0,3,40000,3,37000,7,13333.33333,3,925,1.81,30,1,3,15,1,1,3.5,2666.667,270,1,0,3.5,15,1200,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,31.874115,250.5809367,29.71772507,344.3877551,9.965511111,24.60458,0,0,143.052,834.1826229,834.1826229,Tianjin,278.0608743,0
1385,天津市,天津市,河北区,-1,75,1,1,4,1,3,-99,3,4,0,3,30000,1,30000,7,309.2783505,3,-99,0.352,20,1,1,37.5,2,1,1,2666.667,90,1,0,3.5,40,1300,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.288046875,15.210104,44.226,29.71772507,585.5142857,0,53.1458928,0,0,218.4406615,946.254669,946.5427159,Tianjin,946.254669,0
1391,天津市,天津市,河西区,-1,57,1,1,4,1,2,3,4,4,0,4,55400,2,40000,7,27700,3,-99,2.333,17.5,1,1,22.5,1,1,1.5,2666.667,60,1,0,3.5,40,1100,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.100816406,0,199.017,14.80941633,840.8163265,6.4064,8.8576488,0,0,312.0580878,1381.964879,1382.065696,Tianjin,690.9824397,0
1393,天津市,天津市,红桥区,1,20,1,1,5,1,-99,2,2,4,2,5,110000,3,30000,7,36666.66667,3,500,0.952,30,1,2,37.5,2,1,-99,-99,-99,-99,0,4.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,66.432366,126.22246,15.9547349,1075.434402,10.67733333,31.31492,0,0,248.9918029,1575.028019,1575.028019,Tianjin,525.0093398,0
1397,天津市,天津市,南开区,-1,53,2,1,5,3,2,-99,2,4,2,4,60000,3,30000,7,20000,3,1500,0.843,37.5,1,1,37.5,1,1,3.5,2666.667,330,1,0,3.5,15,2300,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,68.445468,316.29234,31.90946979,387.244898,4.671333333,21.473088,0,0,357.63,1187.666597,1187.666597,Tianjin,395.8888657,0
1401,天津市,天津市,红桥区,-1,56,1,1,4,1,2,-99,2,4,0,4,70000,5,60000,7,14000,5,766.667,1.025,15,1,1,22.5,1,1,1,3400,90,1,0,3.5,25,700,1,2.25,-99,7.5,-99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108.023825,14.80941633,580.8673469,10.67733333,4.920916,0,0,214.578,933.8768376,933.8768376,Tianjin,186.7753675,0
1453,天津市,天津市,河东区,-1,77,1,1,4,1,-99,3,1,5,0,3,30000,1,20000,7,30000,1,-99,2,37.5,1,2,22.5,2,1,1.5,-99,60,1,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,221.13,31.90946979,0,4.270933333,46.077668,0,0,248.9918029,552.3798741,552.3798741,Tianjin,552.3798741,0
1456,天津市,天津市,河西区,1,66,1,1,4,1,3,2,4,5,0,2,20000,1,22000,7,20000,5,-99,0.907,15,0,-99,-99,-99,0,1,2666.667,150,1,0,3.5,60,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.168027344,0,132.678,25.33423562,1261.22449,0,0.894712,0,0,0,1420.131437,1420.299465,Tianjin,1420.131437,0
1462,天津市,天津市,河东区,-1,19,1,1,5,6,-99,2,4,5,0,7,500000,3,150000,7,166666.6667,4,1250,1.179,35.625,1,2,37.5,-99,1,2.5,3333.333,330,-99,0,2.5,40,1000,1,1.25,-99,-99,5000,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,5.368272,113.36325,12.76378792,340.5306122,7.455933333,8.8576488,20.13102,0,139.79875,648.2692743,648.2692743,Tianjin,216.0897581,0
1477,天津市,天津市,南开区,-1,17,0,0,5,6,-99,3,3,4,2,7,-99,1,-99,7,9999998,0,-99,-99,-99,1,0.429,37.5,-99,1,3.5,-99,480,-99,0,3.5,15,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,121.680832,0,0,382.6530612,0,71.57696,0,0,139.79875,715.7096032,715.7096032,Tianjin,715.7096032,0
1492,天津市,天津市,滨海新区,1,45,2,1,5,6,-99,-99,3,4,2,5,120000,3,40000,7,40000,6,1416.667,1.5,16.875,1,1,-99,1,1,2.5,3355.556,190,1,0,3.5,105,2200,1,2.25,9,6.5,6000,1,2.25,0,9,0,0,1,0,0,0,1,0,0,0,0.571292969,28.854462,94.983525,46.71888612,1986.428571,11.1839,20.13102,0,2980.1925,312.0580878,5480.550952,2500.929745,Tianjin,1826.850317,0
