id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region
4,北京市,北京市,朝阳区,-1,66,2,1,4,3,-99,-99,3,3,0,4,72000,4,90000,6,18000,2,1250,3,45,1,0.429,90,1,1,1,4000,60,1,0,2.5,105,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.108881719,32.59308,487.904625,18.51177041,1913.265306,30.576,4.217928,0,0,240.0446829,2727.113392,2727.222274,Beijing,681.7783481,0
14,北京市,北京市,海淀区,-1,51,4,1,4,1,5,2,5,5,0,4,70000,5,-99,7,14000,5,-99,1.607,45,2,0.857,22.5,-99,2,1.5,3366.667,120,-99,1,4.5,120,6000,1,-99,11,7.5,-99,1,2.25,1,11,0,0,0,0,1,0,0,0,0,0,0.489679688,5.368272,362.7030225,0,1129.206122,0,2.9525496,0,3642.4575,595.0198504,5737.707317,2095.739497,Beijing,1147.541463,0
16,北京市,北京市,丰台区,-1,80,2,1,4,1,-99,3,4,4,0,0,0,1,18620,7,0,2,1250,1.714,18.75,0,-99,-99,-99,0,-99,-99,-99,-99,0,3.5,60,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,202.7449667,31.90946979,1394.081633,0,4.026204,33.5517,0,0,1666.313973,1666.313973,Beijing,1666.313973,0
43,北京市,北京市,西城区,1,63,1,1,4,1,-99,3,4,4,0,3,50000,2,21700,7,25000,5,600,1.05,24.375,1,1,37.5,1,1,3.5,3333.333,480,3,0,3.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3.656275,0,200.4149875,14.80941633,529.7142857,7.28,8.8576488,147.62748,0,139.79875,1048.502568,1052.158843,Beijing,524.2512842,0
44,北京市,北京市,大兴区,-1,32,2,1,5,3,-99,2,4,5,2,6,340000,3,60000,7,113333.3333,3,1250,3,17.5,1,3,15,2,1,2.833,2600,330,1.667,2,-99,-99,-99,1,2.75,-99,-99,0,1,0,7,0,0,0,1,0,0,1,0,0,0,0,0,19.683664,240.956625,23.96752027,0,0,24.157224,0,0,279.5429444,588.3079777,588.3079777,Beijing,196.1026592,0
49,北京市,北京市,顺义区,-1,52,0,0,4,1,5,-99,5,4,2,4,60000,2,38600,0,30000,2,850,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,0
60,北京市,北京市,海淀区,1,57,2,1,4,1,2,-99,4,5,0,3,31200,2,13900,7,15600,2,150,1.214,52.5,1,0.429,22.5,1,1,1,2666.667,60,1,0,4.5,80,2224,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.096015625,0,531.606712,14.80941633,1858.77551,4.47356,21.025732,120.78612,0,280.0521301,2831.529181,2831.625196,Beijing,1415.76459,0
67,北京市,北京市,昌平区,-1,40,2,1,6,4,2,-99,3,3,2,3,50000,3,24500,6,16666.66667,3,1250,2,22.5,1,1,15,3,1,1.5,2633.333,300,1,0,3.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,49.177206,284.658894,31.90946979,1032.653061,5.43218,6.518616,57.5172,0,213.9826888,1681.849316,1681.849316,Beijing,560.6164386,0
77,北京市,北京市,丰台区,1,24,1,0,5,3,-99,-99,3,4,2,4,80000,2,45000,7,40000,1,-99,3,22.5,1,2,37.5,2,1,2.5,3333.333,210,2,0,3.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,31.874115,217.6218135,0,1293.061224,1.789424,8.8576488,44.7356,0,139.79875,1737.738576,1737.738576,Beijing,868.8692879,0
78,北京市,北京市,昌平区,-1,52,3,0,4,1,5,1,4,2,0,3,50000,4,37000,7,12500,2,600,2.5,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,78.60762,19.14568188,0,0.559195,4.920916,44.7356,0,0,147.9690129,147.9690129,Beijing,36.99225322,0
84,北京市,北京市,海淀区,1,76,2,1,4,4,5,-99,4,5,0,3,50000,2,50000,7,25000,4,1000,1.964,26.25,1,2,15,1,1,1,2666.667,60,1,0,3.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.096015625,0,223.118805,37.02354082,878.2714286,0.559195,13.1522664,87.23442,0,143.052,1382.411656,1382.507671,Beijing,691.2058279,0
102,北京市,北京市,朝阳区,1,27,2,0,5,3,3,-99,3,4,2,7,600000,2,-99,0,300000,3,1050,0.762,20,1,1,22.5,1,1,2.5,4000,330,3,0,3.5,40,1800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,430.4571429,0,0,0,0,0,430.4571429,430.4571429,Beijing,215.2285714,0
104,北京市,北京市,海淀区,1,71,2,1,4,1,-99,3,4,2,0,6,250000,4,280000,7,62500,5,1116.667,2.008,37.5,1,0.857,37.5,2,1,2.25,2666.667,375,3,0,4.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,2.6884375,28.630784,272.5511425,37.02354082,1991.54519,7.28,8.8576488,107.36544,0,208.2569476,2661.510693,2664.199131,Beijing,665.3776733,0
114,北京市,北京市,西城区,-1,48,1,1,4,1,3,3,1,4,2,7,-99,2,8000,7,4999999.5,3,600,1.667,25,1,0.857,22.5,2,1,2.5,3333.333,90,2,1,2.5,60,1200,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.460875,22.144122,6.71034,14.85886253,255.3979592,15.84385833,4.026204,44.7356,0,208.2569476,571.9738937,572.4347687,Beijing,285.9869468,0
118,北京市,北京市,丰台区,1,44,0,0,4,1,-99,1,3,4,2,3,35000,2,60000,7,17500,3,1175,1.333,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,282.3436525,0,0,0,2.23678,13.42068,0,0,298.0011125,298.0011125,Beijing,149.0005563,0
135,北京市,北京市,海淀区,1,71,2,1,3,2,-99,-99,4,4,0,4,100000,3,89100,7,33333.33333,3,625,1.154,50,1,0.857,37.5,1,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,873.0688709,25.91647858,0,0,8.052408,33.5517,0,223.1324439,1163.721901,1163.721901,Beijing,387.9073005,0
143,北京市,北京市,丰台区,1,56,2,1,4,1,3,-99,3,3,2,3,50000,3,17000,7,16666.66667,1,-99,3,37.5,1,0.429,22.5,-99,1,1.5,3000,150,1,0,4.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.849738281,14.762748,331.695,0,1792.390671,0,4.026204,0,0,280.0521301,2422.926753,2423.776491,Beijing,807.6422509,0
146,北京市,北京市,顺义区,1,27,3,1,5,2,1,-99,2,3,2,4,90000,2,18200,0,45000,3,1250,1.667,20,1,3,15,-99,1,-99,-99,-99,-99,0,4.5,105,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.9547349,3443.877551,0,0,0,0,0,3459.832286,3459.832286,Beijing,1729.916143,0
147,北京市,北京市,西城区,-1,60,2,1,4,1,-99,1,1,4,0,5,140000,3,34400,7,46666.66667,7,1333.333,1.857,52.5,1,3,22.5,1,1,3.5,2844.444,260,1,0,4.5,80,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3.000968359,98.865676,882.743225,61.62719486,1952.186589,0.223678,4.5630312,248.28258,0,399.3470634,3647.839037,3650.840006,Beijing,1215.946346,0
158,北京市,北京市,顺义区,-1,39,2,1,5,5,-99,3,2,4,0,7,-99,2,140000,0,4999999.5,5,683.333,2.107,28.125,1,2,22.5,1,1,-99,2666.667,75,3,0,4.5,60,-99,1,2.25,9,6.5,15000,1,2.25,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1464.139942,0,0,0,2980.1925,0,4444.332442,1464.139942,Beijing,2222.166221,0
170,北京市,北京市,朝阳区,-1,24,2,0,5,2,3,3,4,4,2,6,300000,8,97000,0,37500,3,725,0.714,22.5,1,2,37.5,2,1,1.5,3333.333,150,1,0,3.5,60,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.489679688,0,0,0,1530.612245,0,0,0,0,0,1530.612245,1531.101925,Beijing,191.3265306,0
193,北京市,北京市,东城区,1,24,2,1,5,3,-99,3,3,4,0,5,200000,3,50000,7,66666.66667,5,666.667,1.214,16.875,1,1,22.5,1,1,1,2666.667,150,3,0,3.5,60,-99,1,0.5,7,7.5,-99,1,1.75,0,9,0,1,0,0,0,1,0,0,0,0,0.336054688,68.445468,89.07959667,31.90946979,878.2714286,4.175322667,8.8576488,98.41832,2317.9275,312.0580878,3809.142842,1491.551397,Beijing,1269.714281,0
205,北京市,北京市,朝阳区,1,60,2,1,5,2,3,-99,3,4,2,5,180000,5,33000,7,36000,10,850,1.05,45,0,-99,-99,-99,0,1,3355.556,90,2,0,3.5,80,2500,1,2.25,9,6,6000,1,0.5,0,9,0,0,1,0,0,1,0,0,0,0,0.25809,3.578848,497.6451025,15.9547349,1518.367347,5.824,82.1345616,0,662.265,0,2785.769594,2123.762684,Beijing,557.1539188,0
208,北京市,北京市,西城区,1,29,0,0,5,2,-99,2,4,5,2,7,500000,1,37000,7,500000,4,1116.667,0.857,16.875,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19.683664,42.2192225,0,0,0,4.026204,0,0,0,65.9290905,65.9290905,Beijing,65.9290905,0
218,北京市,北京市,房山区,1,66,1,1,4,2,2,2,2,4,0,4,80000,2,20000,7,40000,1,-99,3,22.5,1,1,15,-99,1,1.5,3333.333,90,2,0,2.5,40,800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.1935675,0,199.017,0,728.8629738,4.47356,2.23678,67.1034,0,187.2348527,1188.928566,1189.122134,Beijing,594.4642832,0
235,北京市,北京市,房山区,-1,33,3,0,5,6,-99,-99,3,4,2,6,300000,4,200000,6,75000,2,400,1.928,30,1,2,37.5,-99,1,1.5,2866.667,290,-99,0,3.5,105,2500,1,2.75,7,6.5,15000,1,3.75,1,9,0,0,0,0,0,1,0,0,0,0,0,19.939296,288.14448,0,1793.571429,0,54.833064,0,4966.9875,306.54,7430.015769,2463.028269,Beijing,1857.503942,0
237,北京市,北京市,昌平区,-1,55,2,0,6,4,2,3,4,4,2,3,50000,2,25300,7,25000,2,600,1.5,22.5,1,0.857,22.5,2,1,1,2666.667,210,3,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,22.815156,155.146719,45.67245997,752.8040816,5.032755,8.8576488,60.39306,0,208.2569476,1258.978828,1258.978828,Beijing,629.489414,0
242,北京市,北京市,大兴区,1,60,2,1,4,3,-99,-99,4,5,0,3,50000,2,50000,7,25000,1,-99,3,22.5,1,0.429,22.5,-99,1,1.5,-99,120,2,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,199.017,2.90086089,0,5.338666667,4.920916,0,0,214.578,426.7554436,426.7554436,Beijing,213.3777218,0
250,北京市,北京市,顺义区,1,27,2,1,5,1,-99,-99,3,5,2,3,50000,3,42000,7,16666.66667,3,1375,0.487,55,1,1,22.5,-99,1,2.5,2633.333,90,3,0,4.5,80,1300,1,2.75,9,7.5,13000,1,1.25,0,9,0,0,0,0,0,1,0,0,0,0,0.462635286,38.02526,123.2400867,12.76378792,1756.96793,5.032755,1.9683664,20.13102,1655.6625,83.87925,3697.670956,2042.471091,Beijing,1232.556985,0
253,北京市,北京市,丰台区,1,59,1,0,4,1,-99,-99,4,4,0,3,50000,3,45000,7,16666.66667,6,400,1.476,114.375,1,1,22.5,-99,1,1,3400,60,1,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,373.8869225,12.76378792,0,0.671034,6.4419264,107.36544,0,234.0435659,735.1726767,735.1726767,Beijing,245.0575589,0
257,北京市,北京市,海淀区,-1,60,2,1,4,6,-99,2,4,4,0,5,150000,2,30000,7,75000,7,683.333,2.25,26.25,1,0.857,52.5,2,1,1,3333.333,60,3,0,3.5,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.18281375,28.071589,389.0124875,15.9547349,1135.102041,8.872560667,9.841832,304.20208,0,208.2569476,2099.314273,2099.497086,Beijing,1049.657136,0
259,北京市,北京市,朝阳区,-1,29,2,1,5,4,-99,2,2,5,2,6,400000,4,65000,7,100000,8,1333.333,0.989,41.25,1,1,22.5,2,1,1.5,3333.333,120,2,0,3.5,80,2700,1,2.75,9,6.5,10000,1,1.75,0,9,0,0,1,0,0,1,0,0,0,0,0.749177917,39.702845,228.770834,18.51177041,1518.367347,15.65746,8.8576488,139.79875,2317.9275,83.87925,4371.473405,2054.295083,Beijing,1092.868351,0
267,北京市,北京市,昌平区,1,61,2,1,6,3,-99,3,2,4,0,3,50000,2,31000,7,25000,2,600,1.5,22.5,1,2,15,1,1,1,2666.667,60,2,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0.090367647,0,92.6716245,31.90946979,553.444898,0.2795975,3.0420208,67.1034,0,355.7025756,1104.153586,1104.243954,Beijing,552.0767931,0
268,北京市,北京市,西城区,1,68,3,1,5,6,-99,-99,2,4,2,5,200000,2,-99,6,100000,5,983.333,2.25,22.5,1,2,22.5,-99,1,1.25,3033.333,315,-99,0,4.5,120,9998,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.240039063,13.89999,348.777195,31.90946979,3243.148688,3.578848,29.142048,23.00688,0,304.887922,3998.351041,3998.59108,Beijing,1999.17552,0
270,北京市,北京市,房山区,1,34,2,1,3,1,-99,-99,3,3,2,3,40000,1,30000,7,40000,5,150,1.215,18.75,1,1,22.5,-99,1,2.5,2666.667,450,-99,0,3.5,105,1000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,29.972852,78.64129,12.76378792,1992.857143,0.2795975,7.605052,20.13102,0,187.2348527,2329.485595,2329.485595,Beijing,2329.485595,0
280,北京市,北京市,海淀区,1,26,2,1,6,3,-99,3,2,4,2,7,-99,2,95000,7,4999999.5,2,1500,0.033,15,1,1,37.5,-99,1,3.5,2600,480,2,0,4.5,40,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,4.756952941,32.209632,0.559195,0,1327.696793,4.47356,10.736544,0,0,357.63,1733.305724,1738.062677,Beijing,866.652862,0
293,北京市,北京市,丰台区,-1,45,0,0,5,1,2,-99,4,3,2,7,-99,2,12500,7,4999999,3,966.667,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1.677585,78.2873,0,0,0,5.815628,0,0,0,85.780513,85.780513,Beijing,42.8902565,0
303,北京市,北京市,房山区,1,25,2,1,5,3,-99,-99,4,4,2,7,800000,3,97000,7,266666.6667,3,833.333,0.319,25,1,3,22.5,3,1,-99,-99,-99,-99,0,4.5,15,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,69.787536,8.089687667,19.14568188,491.9825073,11.648,4.026204,0,0,83.87925,688.5588668,688.5588668,Beijing,229.5196223,0
304,北京市,北京市,昌平区,1,60,1,1,4,1,-99,3,2,5,0,4,66000,1,30600,7,66000,3,150,1.952,37.5,0,-99,-99,-99,0,3.5,3333.333,210,3,0,4.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,115.35524,15.9547349,752.8040816,0,22.3678,125.25968,0,0,1031.741537,1031.741537,Beijing,1031.741537,0
317,北京市,北京市,朝阳区,-1,55,1,1,1,2,-99,2,4,3,2,2,25000,1,12600,7,25000,4,1500,0.964,18.75,1,1,22.5,2,1,2,2966.667,90,3,0,3.5,40,1700,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.442584023,30.755725,149.45385,12.76378792,756.7346939,3.2032,2.9525496,0,0,214.578,1170.441806,1170.88439,Beijing,1170.441806,0
319,北京市,北京市,朝阳区,1,66,2,1,4,3,5,-99,4,5,0,4,66000,2,11000,7,33000,2,-99,1.714,63.75,1,0.1,37.5,2,1,2.5,3000,105,1,0,4.5,80,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1.550652344,0,796.068,19.97293356,1945.889213,3.35517,2.23678,87.23442,0,190.4354485,3045.191965,3046.742617,Beijing,1522.595982,0
321,北京市,北京市,丰台区,-1,63,1,1,4,1,-99,2,2,4,0,3,30000,1,22200,7,30000,1,-99,3,37.5,1,0.429,37.5,-99,1,1.5,3000,120,-99,0,4.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0.719829141,0,362.7030225,0,1311.953353,0,4.920916,60.39306,0,280.0521301,2020.022481,2020.74231,Beijing,2020.022481,0
337,北京市,北京市,海淀区,-1,48,0,1,5,1,2,-99,3,3,0,1,5000,1,2500,7,5000,1,-99,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,57.373407,217.6218135,0,0,0,21.473088,0,0,0,296.4683085,296.4683085,Beijing,296.4683085,0
345,北京市,北京市,丰台区,1,20,0,0,5,5,2,3,2,4,2,6,300000,1,70000,7,3092.783505,1,1500,0.1,15,1,3,52.5,2,1,-99,-99,-99,3,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3979875,0,0,0,2.23678,0,0,195.71825,199.3530175,199.3530175,Beijing,199.3530175,0
346,北京市,北京市,西城区,-1,34,3,1,5,1,-99,2,4,4,0,5,150000,3,112000,3,50000,4,-99,2.107,50.625,1,1,37.5,-99,1,2.5,2666.667,150,-99,0,5.5,105,3000,1,2.25,11,6.5,16000,1,2.25,0,11,0,0,0,0,0,1,0,0,0,0,1.800292969,14.043783,199.017,0,3131.632653,0,27.224808,0,3642.4575,59.91375,7074.289494,3433.632287,Beijing,2358.096498,0
366,北京市,北京市,东城区,-1,44,1,1,5,1,1,3,2,5,2,6,400000,1,-99,2,400000,0,-99,-99,-99,1,0.1,180,2,1,-99,-99,-99,-99,0,4.5,60,2000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,8.180224,0,15.9547349,1967.930029,0,15.33792,7.66896,0,54.41012813,2069.481996,2069.481996,Beijing,2069.481996,0
368,北京市,北京市,海淀区,1,64,2,1,3,3,-99,-99,2,4,2,5,200000,5,-99,7,40000,4,383.333,1.775,31.875,1,3,52.5,2,1,3.5,3333.333,150,3.5,0,4.5,60,-99,1,2.25,11,7.5,-99,1,1.25,1,11,0,0,0,0,0,1,0,0,0,0,2.201158203,16.328494,246.5733725,23.96752027,1991.54519,3.131492,4.920916,40.26204,2023.5875,279.5429444,4629.859469,2608.473127,Beijing,925.9718937,0
370,北京市,北京市,昌平区,1,64,2,1,4,1,-99,3,4,4,0,4,60000,5,14500,7,12000,1,-99,3,15,1,1,22.5,3,1,1,3000,240,2,0,3.5,105,1600,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0.203126389,68.445468,145.081209,22.21412449,1992.857143,9.319916667,30.420208,0,0,249.6464702,2517.984539,2518.187666,Beijing,503.5969079,0
374,北京市,北京市,西城区,1,33,0,0,5,4,2,-99,2,4,1,4,100000,2,45000,0,50000,2,1175,1.5,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,0
376,北京市,北京市,西城区,-1,74,3,1,3,2,2,3,4,4,0,5,110000,2,-99,7,55000,3,1050,2,30,0,-99,-99,-99,0,1,3333.333,60,1,0,4.5,105,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0.13058125,0,366.060695,31.90946979,2837.755102,1.789424,8.052408,60.39306,0,0,3305.960159,3306.09074,Beijing,1652.980079,0
381,北京市,北京市,西城区,1,51,2,1,4,5,-99,2,4,4,0,5,125000,2,100000,7,62500,6,1416.667,0.874,76.875,1,2,90,-99,1,3.5,2600,150,1,0,5.5,60,1344,1,2.25,9,7.5,5500,1,0.75,0,9,0,0,0,0,0,1,0,0,0,0,0.789728516,8.94712,823.1889575,0,1789.504373,0,26.84136,0,993.3975,335.517,3977.396311,2984.788539,Beijing,1988.698155,0
387,北京市,北京市,海淀区,1,47,1,1,5,2,-99,3,3,4,2,5,120000,3,110000,6,40000,6,1250,0.865,45,1,2,22.5,1,1,2,3000,150,1,0,4.5,60,0,1,2.75,9,6.5,1000,1,1.25,0,9,0,0,1,0,0,1,0,0,0,0,0.216035156,19.1724,211.9078,31.90946979,1254.673469,4.601376,1.6871712,111.19992,1655.6625,71.8965,3362.710606,1707.264142,Beijing,1120.903535,0
392,北京市,北京市,朝阳区,-1,58,3,1,5,4,-99,3,4,5,2,6,250000,4,66800,7,62500,6,-99,1.215,41.25,1,2,37.5,2,1,1,-99,60,2,0,2.5,105,2700,1,2.25,9,6.5,10000,1,1.25,0,9,0,0,1,0,0,1,0,0,0,0,0,19.683664,155.9376,19.97293356,1423.469388,9.512533333,53.5932488,0,1655.6625,357.63,3695.461867,2039.799367,Beijing,923.8654669,0
393,北京市,北京市,东城区,-1,28,2,1,5,6,-99,3,3,4,2,7,-99,2,91780,7,4999999,1,-99,3,22.5,1,3,22.5,1,1,1,2666.667,330,1,0,4.5,25,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,23.262512,199.017,12.76378792,470.502551,2.23678,8.8576488,120.78612,0,214.578,1052.0044,1052.0044,Beijing,526.0021999,0
422,北京市,北京市,海淀区,1,30,2,1,5,3,-99,-99,2,5,2,5,130000,3,60000,0,43333.33333,3,1500,3,15,1,1,15,-99,1,1,-99,150,1,0,4.5,60,-99,1,2.25,9,6.5,10000,1,3.25,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1967.930029,0,0,0,4304.7225,0,6272.652529,1967.930029,Beijing,2090.884176,0
435,北京市,北京市,海淀区,1,21,2,1,5,2,2,2,2,3,2,1,6000,1,36000,0,6000,4,1283.333,1.428,26.25,1,2,37.5,1,1,-99,3333.333,-99,1,0,-99,60,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beijing,0,0
439,北京市,北京市,房山区,1,37,2,1,5,2,3,5,1,4,2,3,50000,3,100000,0,16666.66667,1,-99,3,90,0,-99,-99,-99,0,-99,-99,-99,-99,0,4.5,80,1700,1,2.75,7,6.5,2000,1,0.5,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,12.76378792,1945.889213,0,0,0,662.265,0,2620.918001,1958.653001,Beijing,873.6393336,0
460,北京市,北京市,朝阳区,-1,47,0,1,4,1,-99,-99,3,5,0,3,30000,2,32200,7,15000,3,1283.333,1.033,20,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,59.90376438,0,0,0,20.13102,0,0,0,80.03478438,80.03478438,Beijing,40.01739219,0
468,北京市,北京市,西城区,-1,51,1,1,5,1,5,2,1,4,0,4,100000,3,50000,7,33333.33333,6,1116.667,1.464,22.5,2,1.55,18.75,1,2,3.25,3033.333,315,3,1,3.5,40,1,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,100.319583,175.990815,37.02354082,368.0651714,15.9370575,13.6890936,80.52408,0,671.3977041,1462.947045,1462.947045,Beijing,487.6490151,0
470,北京市,北京市,海淀区,-1,31,3,1,5,2,-99,3,3,4,2,5,150000,5,120000,7,30000,3,1250,2,17.5,1,1,37.5,-99,1,1.75,3033.333,105,-99,0,3.5,105,2000,1,2.75,7,8.5,5000,1,2.25,0,9,0,0,0,0,0,1,0,0,0,0,0.761723958,10.736544,160.63775,11.88709003,2678.571429,9.319916667,4.920916,95.06315,2980.1925,187.2348527,6138.564148,3159.133372,Beijing,1227.71283,0
476,北京市,北京市,丰台区,-1,62,1,1,4,4,-99,-99,2,4,0,3,50000,2,40000,7,25000,2,-99,2,52.5,1,1,15,-99,1,3.5,3333.333,480,2,0,4.5,25,0,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,2.40884,38.02526,619.164,12.76378792,935.1603499,8.499764,32.656988,429.46176,0,187.2348527,2262.966762,2265.375602,Beijing,1131.483381,0
478,北京市,北京市,朝阳区,1,63,0,1,4,1,-99,2,4,4,0,4,72000,2,26402,7,36000,4,1050,1.632,73.125,1,0.429,90,-99,1,3.5,3333.333,210,-99,0,4.5,15,0,1,2,9,7.5,1200,1,0.75,0,9,0,0,0,0,0,1,0,0,0,0,0,0,874.5230585,0,282.3015306,14.315392,62.182484,0,993.3975,858.312,3085.031965,2091.634465,Beijing,1542.515983,0
481,北京市,北京市,丰台区,1,33,0,0,5,1,-99,3,4,5,2,4,80000,2,30000,7,40000,3,600,1.667,25,0,-99,-99,-99,0,3.5,2666.667,90,1,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0.504082031,3.578848,151.0975375,6.754028425,0,0,0.894712,13.42068,0,0,175.7458059,176.249888,Beijing,87.87290296,0
489,北京市,北京市,房山区,1,51,3,1,5,3,-99,-99,4,4,2,4,100000,3,400000,7,33333.33333,3,400,1,20,1,1,22.5,1,1,2.5,4000,270,2,2,-99,-99,-99,1,-99,7,8.5,10000,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,54.130076,77.5229,0,0,7.455933333,25.499292,98.41832,0,312.0580878,575.0846091,575.0846091,Beijing,191.6948697,0
