,NumVehicle_codes,TVtime_codes,IF_coupleA,Reno_WindowGlass_codes,IF_existChildren,WindowFrame_codes,GlassType_codes,IF_existElderly,SummerSunshine_codes,NumWaterHeater_list,Reno_OtherHeatInsu_codes,NumTV_list,gender_codes,NumAC_list,IF_single_elderly,IF_singleWithChildren,elderNumber,Weektime_list,percapita_HouseholdEmission,expenditure_percapita,IF_grandparentKids,IF_bigFamily,HouseAge_codes,NumCookingEquip_list,IF_coupleWithChildren,Cookingtime_codes,family_size,IF_couple_elderly,NumPC_list,childrenNumber,NumWashMach_list,IF_singleAE,demographicType,ages_mean,NumDryer_list,income_percapita,expenditure_list,WinterSunshine_codes,IF_singleA,income_list,Reno_WindowGap_codes,Reno_Wall_codes,cluster
743,0,3.0,0,6.0,0,1.0,0.0,1,6.0,0,6.0,1,1,0,0,0,1,7,41.87155910600001,11750.0,0,0,6.0,3,0,1.0,2,0,0,0,1,0,10,52.5,0,30000.0,23500.0,3.0,0,60000,6.0,6.0,1
744,0,2.0,0,6.0,0,2.0,1.0,1,4.0,1,6.0,1,1,0,0,0,1,7,192.575101105,12000.0,0,0,6.0,3,0,3.0,4,0,1,0,1,0,8,48.25,0,25000.0,48000.0,2.0,0,100000,6.0,6.0,1
745,0,2.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,1,0,0,0,2,7,33.1847601006,6200.0,0,1,5.0,2,0,1.0,5,0,0,0,1,0,7,52.2,0,10000.0,31000.0,8.0,0,50000,6.0,6.0,0
747,0,3.0,0,2.0,0,2.0,1.0,0,3.0,1,2.0,1,1,0,0,0,0,7,548.4894592386668,18733.33333,0,0,3.0,2,0,3.0,3,0,0,0,1,0,9,39.33333333,0,26666.66667,56200.0,3.0,0,80000,2.0,2.0,1
751,1,1.0,1,6.0,0,0.0,0.0,0,4.0,0,6.0,1,0,0,0,0,0,7,1601.8767686815002,27500.0,0,0,5.0,1,0,1.0,2,0,1,0,1,0,1,37.0,0,35000.0,55000.0,3.0,0,70000,6.0,6.0,1
752,0,3.0,0,6.0,0,1.0,0.0,1,4.0,0,6.0,1,1,0,0,0,2,7,71.67311666650001,1600.0,0,0,4.0,2,0,1.0,2,1,0,0,1,0,6,70.0,0,2000.0,3200.0,2.0,0,4000,5.0,6.0,0
754,0,1.0,0,6.0,0,1.0,0.0,1,3.0,0,6.0,1,1,0,0,0,2,7,898.3166799999999,3500.0,0,0,4.0,2,0,3.0,2,1,0,0,0,0,6,58.5,0,12500.0,7000.0,2.0,0,25000,6.0,6.0,0
757,0,3.0,1,5.0,0,0.0,1.0,0,6.0,0,6.0,1,0,0,0,0,0,7,228.4291192295,7500.0,0,0,4.0,2,0,3.0,2,0,0,0,0,0,1,53.0,0,10000.0,15000.0,5.0,0,20000,6.0,6.0,0
758,0,2.0,0,5.0,0,2.0,0.0,0,5.0,0,5.0,1,1,0,0,0,0,7,114.92680638,6666.666667,0,0,6.0,2,0,2.0,3,0,1,0,1,0,9,36.0,0,16666.66667,20000.0,4.0,0,50000,5.0,5.0,0
759,0,2.0,0,5.0,0,2.0,1.0,1,0.0,0,6.0,1,0,0,0,0,2,7,179.08486386849998,10000.0,0,0,5.0,2,0,1.0,2,1,0,0,1,0,6,61.0,0,30000.0,20000.0,0.0,0,60000,5.0,5.0,1
762,0,0.0,0,6.0,0,1.0,0.0,1,6.0,0,6.0,1,0,0,0,0,2,7,79.32379,5000.0,0,0,2.0,1,0,4.0,2,1,0,0,0,0,6,68.0,0,5000.0,10000.0,4.0,0,10000,5.0,6.0,0
763,0,3.0,0,4.0,0,1.0,0.0,1,6.0,1,6.0,1,0,0,0,0,2,7,91.834107685,2600.0,0,0,5.0,3,0,2.0,2,1,0,0,1,0,6,65.5,0,3000.0,5200.0,4.0,0,6000,4.0,4.0,0
764,0,3.0,0,6.0,0,0.0,1.0,0,8.0,0,5.0,1,1,0,0,0,0,5,164.88632348333334,13833.33333,0,0,7.0,2,0,4.0,3,0,0,0,1,0,9,44.0,0,50000.0,41500.0,8.0,0,150000,6.0,6.0,1
766,0,3.0,0,5.0,0,2.0,0.0,1,4.0,0,6.0,1,0,0,1,0,1,7,1516.25630142,1300.0,0,0,3.0,2,0,1.0,1,0,0,0,0,1,5,81.0,0,13000.0,1300.0,4.0,0,13000,5.0,6.0,0
767,0,2.0,0,3.0,0,0.0,1.0,0,5.0,1,3.0,1,1,0,0,0,0,6,326.62692591266665,2533.333333,0,0,4.0,2,0,2.0,3,0,1,0,1,0,9,42.0,0,8333.333333,7600.0,5.0,0,25000,4.0,4.0,0
768,0,2.0,1,5.0,0,0.0,1.0,0,6.0,0,6.0,1,0,0,0,0,0,7,178.23617239499998,10000.0,0,0,5.0,1,0,2.0,2,0,0,0,0,0,1,39.5,0,15000.0,20000.0,6.0,0,30000,5.0,5.0,0
769,0,2.0,1,6.0,0,3.0,0.0,0,5.0,0,6.0,1,1,0,0,0,0,7,743.0574255614999,12500.0,0,0,5.0,2,0,2.0,2,0,0,0,1,0,1,52.5,0,35000.0,25000.0,4.0,0,70000,6.0,6.0,1
770,0,1.0,0,4.0,0,2.0,1.0,1,3.0,1,5.0,2,1,0,0,0,2,7,554.08006115,12000.0,0,0,5.0,5,0,3.0,4,0,2,0,0,0,8,59.0,0,37500.0,48000.0,2.0,0,150000,4.0,6.0,1
772,0,4.0,1,6.0,0,2.0,1.0,0,1.0,0,6.0,1,1,0,0,0,0,7,116.712579565,5250.0,0,0,5.0,3,0,0.0,2,0,0,0,1,0,1,50.5,0,3500.0,10500.0,2.0,0,7000,5.0,5.0,0
773,0,0.0,0,3.0,0,2.0,1.0,0,3.0,1,6.0,1,1,0,0,0,0,7,813.9088605433334,19833.33333,0,0,5.0,4,0,2.0,3,0,2,0,1,0,9,35.0,0,16666.66667,59500.0,3.0,0,50000,3.0,6.0,0
775,0,2.0,0,5.0,1,2.0,1.0,1,8.0,0,6.0,1,0,0,0,0,2,7,74.64454891400001,2820.0,0,1,5.0,2,0,1.0,5,0,0,1,1,0,7,42.8,0,6000.0,14100.0,8.0,0,30000,5.0,5.0,0
776,0,2.0,0,6.0,0,1.0,0.0,1,7.0,0,6.0,2,0,0,0,0,2,7,106.85279156475,3000.0,0,0,5.0,2,0,1.0,4,0,0,0,1,0,8,58.5,0,20000.0,12000.0,5.0,0,80000,6.0,6.0,0
777,1,0.0,1,6.0,0,2.0,1.0,0,4.0,1,6.0,1,1,0,0,0,0,7,745.493113,13250.0,0,0,5.0,1,0,3.0,2,0,1,0,1,0,1,27.0,0,30000.0,26500.0,3.0,0,60000,6.0,5.0,1
778,0,4.0,0,6.0,0,2.0,1.0,1,3.0,1,5.0,1,0,0,0,0,1,7,445.51454177666665,12966.66667,0,0,5.0,2,0,1.0,3,0,1,0,1,0,8,60.0,0,30000.0,38900.0,1.0,0,90000,6.0,5.0,1
779,1,2.0,0,6.0,0,2.0,0.0,1,7.0,0,6.0,1,1,0,0,0,1,7,180.3952702345,5425.0,0,0,6.0,2,0,1.0,4,0,1,0,1,0,8,45.0,0,0.0,21700.0,7.0,0,0,6.0,6.0,0
780,0,3.0,0,6.0,1,2.0,1.0,0,5.0,1,6.0,1,0,0,0,1,0,7,126.5855240765,8000.0,0,0,6.0,2,0,2.0,2,0,0,1,1,0,3,21.5,0,6000.0,16000.0,4.0,0,12000,6.0,6.0,0
781,0,2.0,0,6.0,1,2.0,1.0,0,4.0,1,6.0,1,1,0,0,0,0,7,273.64200830666664,17333.33333,0,0,7.0,3,1,2.0,3,0,1,1,1,0,2,31.33333333,0,33333.33333,52000.0,3.0,0,100000,6.0,6.0,1
782,0,2.0,1,5.0,0,2.0,1.0,0,5.0,0,6.0,1,0,0,0,0,0,7,664.7466067935001,2250.0,0,0,6.0,3,0,2.0,2,0,0,0,1,0,1,49.5,0,30000.0,4500.0,3.0,0,60000,5.0,5.0,1
785,0,3.0,0,4.0,1,2.0,1.0,1,6.0,1,6.0,1,1,0,0,0,2,7,393.381759275,5360.0,0,1,2.0,4,0,2.0,5,0,1,1,1,0,7,43.8,0,8880.0,26800.0,4.0,0,44400,4.0,6.0,0
786,0,0.0,0,4.0,0,1.0,1.0,1,7.0,0,3.0,1,0,0,0,0,2,7,53.621295,1050.0,0,0,1.0,2,0,1.0,2,1,0,0,0,0,6,68.5,0,2000.0,2100.0,6.0,0,4000,4.0,4.0,0
787,0,2.0,0,4.0,0,2.0,1.0,0,4.0,1,6.0,1,1,0,0,0,0,7,507.44450934,5466.666667,0,0,5.0,3,0,2.0,3,0,0,0,1,0,9,42.0,0,32000.0,16400.0,3.0,0,96000,4.0,5.0,1
789,1,3.0,0,6.0,0,1.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,819.1512134283333,18000.0,0,0,4.0,5,0,2.0,3,0,1,0,1,0,9,37.66666667,0,16666.66667,54000.0,7.0,0,50000,5.0,6.0,0
790,1,2.0,0,5.0,0,2.0,1.0,0,5.0,0,5.0,1,0,0,0,0,0,7,1816.4663068066668,15000.0,0,0,7.0,2,0,1.0,3,0,0,0,1,0,9,40.66666667,0,26666.66667,45000.0,5.0,0,80000,5.0,6.0,1
791,1,3.0,0,6.0,1,2.0,1.0,0,8.0,0,6.0,1,0,0,0,0,0,7,1848.8497874856669,9000.0,0,0,7.0,2,1,2.0,3,0,1,1,1,0,2,26.0,0,40000.0,27000.0,8.0,0,120000,6.0,6.0,1
792,0,1.0,0,6.0,0,2.0,1.0,1,6.0,0,6.0,2,0,0,0,0,2,7,165.06991999775,11750.0,0,0,7.0,2,0,4.0,4,0,0,0,1,0,8,49.75,0,12500.0,47000.0,3.0,0,50000,6.0,6.0,0
794,0,3.0,0,6.0,0,2.0,1.0,1,8.0,0,6.0,1,1,0,0,0,1,7,71.31447076,15000.0,0,0,6.0,4,0,2.0,2,0,1,0,1,0,10,59.0,0,25000.0,30000.0,7.0,0,50000,6.0,6.0,1
795,0,2.0,0,6.0,0,1.0,0.0,1,7.0,0,6.0,2,1,0,0,0,2,7,71.2312725028,3000.0,0,1,5.0,2,0,1.0,5,0,1,0,1,0,7,54.2,0,8000.0,15000.0,6.0,0,40000,6.0,6.0,0
798,1,0.0,0,5.0,1,2.0,1.0,0,7.0,0,6.0,1,0,0,0,0,0,7,36.934829750000006,20000.0,0,0,5.0,2,1,1.0,4,0,1,2,1,0,2,19.5,0,25000.0,80000.0,8.0,0,100000,5.0,6.0,1
799,0,1.0,0,3.0,0,2.0,1.0,1,3.0,0,6.0,1,0,0,1,0,1,4,1238.660660626,9000.0,0,0,4.0,2,0,2.0,1,0,0,0,1,1,5,70.0,0,15000.0,9000.0,4.0,0,15000,6.0,5.0,0
800,0,4.0,0,1.0,1,2.0,1.0,1,6.0,0,6.0,1,0,0,0,0,1,7,256.9664473033333,1500.0,0,1,5.0,2,0,1.0,6,0,0,1,1,0,7,34.0,0,5000.0,9000.0,5.0,0,30000,6.0,6.0,0
801,0,3.0,1,2.0,0,0.0,0.0,0,4.0,0,6.0,1,0,0,0,0,0,7,455.9075089795,2000.0,0,0,5.0,1,0,1.0,2,0,1,0,0,0,1,45.5,0,20000.0,4000.0,3.0,0,40000,5.0,6.0,0
802,0,3.0,0,4.0,1,0.0,1.0,1,2.0,0,4.0,2,0,0,0,0,2,7,17.566611014,3600.0,0,1,4.0,1,0,1.0,5,0,0,1,1,0,7,36.2,0,8000.0,18000.0,3.0,0,40000,5.0,6.0,0
803,0,3.0,0,6.0,0,2.0,1.0,0,6.0,0,6.0,1,0,0,0,0,0,7,90.193945395,7500.0,0,0,6.0,2,0,2.0,4,0,0,0,1,0,9,34.75,0,10000.0,30000.0,3.0,0,40000,6.0,6.0,0
805,0,2.0,0,6.0,0,1.0,0.0,1,5.0,0,6.0,2,1,0,0,0,2,7,83.357995161,4000.0,0,1,3.0,1,0,4.0,5,0,1,0,1,0,7,48.0,0,8000.0,20000.0,3.0,0,40000,6.0,5.0,0
806,0,2.0,0,4.0,0,2.0,0.0,1,4.0,0,6.0,1,1,0,0,0,1,7,87.27905521766667,1233.333333,0,0,4.0,4,0,1.0,3,0,0,0,1,0,8,45.66666667,0,1333.333333,3700.0,2.0,0,4000,4.0,6.0,0
807,0,3.0,0,5.0,1,2.0,1.0,1,6.0,1,5.0,1,0,0,0,0,2,7,512.4098382333333,8766.666667,1,0,5.0,2,0,1.0,3,0,1,1,1,0,4,46.66666667,0,13333.33333,26300.0,7.0,0,40000,5.0,5.0,0
808,0,4.0,0,6.0,1,0.0,1.0,0,1.0,1,6.0,1,0,0,0,0,0,7,153.6777869446,12000.0,0,1,6.0,3,0,1.0,5,0,0,1,1,0,7,32.6,0,16000.0,60000.0,1.0,0,80000,6.0,6.0,0
810,0,2.0,0,6.0,1,2.0,1.0,1,6.0,0,6.0,2,1,0,0,0,1,7,43.0288174506,5800.0,0,1,7.0,1,0,1.0,5,0,0,2,1,0,7,29.0,0,6000.0,29000.0,8.0,0,30000,6.0,6.0,0
811,0,2.0,0,4.0,0,2.0,1.0,1,8.0,0,4.0,1,1,0,0,0,2,7,52.66113125,2500.0,0,0,4.0,2,0,3.0,4,0,0,0,1,0,8,53.0,0,7500.0,10000.0,6.0,0,30000,6.0,5.0,0
812,0,1.0,0,5.0,0,0.0,1.0,1,7.0,0,6.0,1,0,0,0,0,1,7,186.73028330666665,8333.333333,0,0,5.0,2,0,2.0,3,0,1,0,1,0,8,44.66666667,0,13333.33333,25000.0,4.0,0,40000,5.0,6.0,0
813,0,4.0,0,6.0,1,2.0,1.0,0,7.0,0,6.0,1,0,0,0,0,0,7,154.75851502666666,7700.0,0,0,6.0,5,1,1.0,3,0,0,1,1,0,2,30.66666667,0,10000.0,23100.0,5.0,0,30000,6.0,6.0,0
814,0,4.0,0,3.0,0,2.0,0.0,1,8.0,0,6.0,2,0,0,0,0,2,7,163.0805549876,6200.0,0,1,2.0,1,0,1.0,5,0,0,0,1,0,7,50.2,0,12000.0,31000.0,7.0,0,60000,3.0,6.0,0
816,0,3.0,0,5.0,0,2.0,1.0,1,7.0,0,6.0,1,0,0,0,0,2,7,104.150917198,2800.0,0,0,5.0,5,0,1.0,2,1,0,0,1,0,6,65.5,0,20000.0,5600.0,5.0,0,40000,5.0,6.0,0
817,1,3.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,2,1,0,0,0,1,7,618.68453648,12500.0,0,0,4.0,2,0,2.0,4,0,0,0,0,0,8,39.5,0,7500.0,50000.0,8.0,0,30000,6.0,6.0,0
818,0,3.0,0,6.0,1,2.0,1.0,0,8.0,0,6.0,1,0,0,0,0,0,7,101.006906,8733.333333,0,0,6.0,3,1,3.0,3,0,0,1,0,0,2,38.66666667,0,10000.0,26200.0,7.0,0,30000,6.0,6.0,0
819,1,2.0,0,6.0,0,2.0,1.0,1,7.0,0,6.0,1,1,0,0,0,2,7,42.83666697925,7000.0,0,0,6.0,4,0,2.0,4,0,1,0,2,0,8,44.75,0,17500.0,28000.0,6.0,0,70000,5.0,6.0,0
820,0,2.0,0,6.0,0,2.0,1.0,1,3.0,0,6.0,1,1,0,0,0,2,7,189.95431,9500.0,0,0,4.0,2,0,3.0,2,1,0,0,0,0,6,60.0,0,10000.0,19000.0,3.0,0,20000,6.0,6.0,0
821,0,2.0,0,6.0,1,2.0,1.0,0,4.0,0,6.0,1,1,0,0,0,0,7,104.92345500000002,3600.0,0,1,6.0,2,0,4.0,5,0,1,1,1,0,7,31.2,0,0.0,18000.0,3.0,0,0,6.0,6.0,0
822,0,0.0,0,6.0,0,1.0,0.0,0,4.0,0,6.0,1,1,0,0,0,0,7,573.5668011399999,4500.0,0,0,4.0,2,0,1.0,3,0,1,0,0,0,9,36.0,0,26666.66667,13500.0,3.0,0,80000,6.0,6.0,1
823,1,3.0,0,6.0,1,0.0,0.0,1,7.0,1,6.0,1,1,0,0,0,2,7,594.63784312575,7750.0,0,0,7.0,2,1,1.0,4,0,1,1,1,0,2,50.5,0,10000.0,31000.0,5.0,0,40000,6.0,6.0,0
824,0,3.0,0,6.0,1,3.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,33.4581868925,3000.0,0,0,6.0,2,1,1.0,4,0,0,2,1,0,2,17.25,0,45000.0,12000.0,8.0,0,180000,6.0,6.0,1
825,0,3.0,0,6.0,0,1.0,0.0,1,8.0,1,6.0,1,0,0,0,0,1,7,297.655152577,11000.0,0,0,6.0,1,0,2.0,2,1,1,0,1,0,6,54.0,0,20000.0,22000.0,7.0,0,40000,6.0,6.0,0
826,0,2.0,0,5.0,0,0.0,1.0,1,8.0,0,6.0,1,0,0,0,0,2,7,166.78320056150002,2500.0,0,0,5.0,2,0,2.0,2,1,0,0,1,0,6,60.0,0,3960.0,5000.0,8.0,0,7920,5.0,6.0,0
827,0,3.0,0,6.0,0,2.0,1.0,1,8.0,0,6.0,2,1,0,0,0,2,7,72.59811839574999,550.0,0,0,6.0,5,0,2.0,4,0,0,0,1,0,8,44.25,0,750.0,2200.0,5.0,0,3000,6.0,6.0,0
828,0,3.0,0,5.0,1,1.0,0.0,1,7.0,0,5.0,1,1,0,0,0,1,7,18.544799,5666.666667,0,1,5.0,1,0,1.0,6,0,0,2,0,0,7,33.5,0,8333.333333,34000.0,5.0,0,50000,5.0,6.0,0
829,0,3.0,0,6.0,0,1.0,0.0,0,7.0,0,6.0,1,1,0,0,0,0,7,111.649300838,4400.0,0,0,6.0,2,0,1.0,3,0,1,0,1,0,9,46.66666667,0,13333.33333,13200.0,6.0,0,40000,6.0,6.0,0
830,0,2.0,0,5.0,0,2.0,1.0,1,5.0,0,5.0,1,0,0,0,0,2,7,83.7837,1875.0,0,0,5.0,2,0,3.0,2,1,0,0,0,0,6,68.0,0,3000.0,3750.0,2.0,0,6000,5.0,5.0,0
831,0,3.0,0,6.0,1,2.0,1.0,1,8.0,1,5.0,1,0,0,0,0,2,7,89.60947026659998,11000.0,0,1,3.0,4,0,2.0,5,0,1,1,1,0,7,46.6,0,4000.0,55000.0,8.0,0,20000,6.0,5.0,0
833,0,3.0,0,4.0,0,4.0,1.0,1,7.0,0,6.0,1,1,0,0,0,2,7,114.666343582,5250.0,0,0,4.0,2,0,2.0,2,1,0,0,0,0,6,60.5,0,5500.0,10500.0,5.0,0,11000,5.0,6.0,0
834,1,3.0,0,6.0,0,2.0,1.0,0,3.0,1,6.0,2,0,2,0,0,0,7,825.55560842,30000.0,0,0,7.0,3,0,5.0,4,0,1,0,1,0,9,38.25,0,25000.0,120000.0,2.0,0,100000,6.0,6.0,1
835,0,2.0,0,6.0,0,1.0,0.0,1,7.0,0,1.0,1,1,0,0,0,2,7,76.12889375,4000.0,0,0,4.0,1,0,2.0,2,1,0,0,1,0,6,59.0,0,10000.0,8000.0,4.0,0,20000,6.0,1.0,0
836,0,5.0,0,6.0,0,2.0,1.0,1,1.0,0,6.0,1,0,0,0,0,2,7,413.580752975,7500.0,0,0,6.0,1,0,2.0,2,1,0,0,0,0,6,57.5,0,10800.0,15000.0,0.0,0,21600,6.0,6.0,0
839,1,2.0,0,6.0,0,0.0,1.0,0,8.0,0,5.0,1,1,0,0,0,0,3,1101.3331646046663,10000.0,0,0,6.0,1,0,1.0,3,0,1,0,0,0,9,39.33333333,0,33333.33333,30000.0,5.0,0,100000,5.0,5.0,1
841,0,5.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,1,0,0,0,2,7,219.9559546945,2000.0,0,0,4.0,3,0,1.0,2,1,0,0,1,0,6,64.5,0,5000.0,4000.0,5.0,0,10000,6.0,5.0,0
845,0,3.0,0,6.0,0,0.0,1.0,1,6.0,0,5.0,1,1,0,0,0,2,5,388.3979462505,7500.0,0,0,6.0,2,0,2.0,2,1,0,0,0,0,6,56.0,0,20000.0,15000.0,6.0,0,40000,5.0,5.0,0
846,1,3.0,1,6.0,0,1.0,1.0,0,3.0,0,6.0,1,0,0,0,0,0,7,211.5540008685,10300.0,0,0,5.0,3,0,2.0,2,0,0,0,1,0,1,47.0,0,10000.0,20600.0,2.0,0,20000,5.0,6.0,0
848,0,3.0,1,5.0,0,2.0,1.0,0,8.0,0,5.0,1,1,0,0,0,0,7,60.9124334,2350.0,0,0,3.0,4,0,1.0,2,0,0,0,1,0,1,47.5,0,15000.0,4700.0,5.0,0,30000,5.0,5.0,0
849,0,5.0,0,6.0,0,1.0,1.0,1,8.0,0,6.0,1,1,0,0,0,1,7,223.7710519655,11000.0,0,0,6.0,1,0,3.0,2,1,1,0,1,0,6,53.0,0,5000.0,22000.0,8.0,0,10000,6.0,6.0,0
850,0,1.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,0,0,0,0,2,7,56.60120122233334,1333.333333,0,0,4.0,2,0,2.0,3,0,0,0,0,0,8,49.66666667,1,2000.0,4000.0,5.0,0,6000,6.0,6.0,0
852,1,2.0,0,6.0,0,0.0,1.0,0,8.0,1,6.0,1,1,0,0,0,0,3,439.2007204366667,10333.33333,0,0,6.0,5,0,1.0,3,0,1,0,1,0,9,36.66666667,0,36666.66667,31000.0,7.0,0,110000,6.0,6.0,1
854,0,3.0,0,6.0,0,2.0,0.0,0,7.0,0,6.0,1,1,0,0,0,0,7,58.70725466666666,1466.666667,0,0,6.0,1,0,2.0,3,0,0,0,0,0,9,41.0,0,3333.333333,4400.0,5.0,0,10000,6.0,6.0,0
857,1,4.0,0,5.0,0,2.0,1.0,0,3.0,1,6.0,1,0,0,0,0,0,7,938.7967846076668,14900.0,0,0,3.0,6,0,4.0,3,0,1,0,1,0,9,36.66666667,0,20000.0,44700.0,3.0,0,60000,5.0,3.0,0
860,0,0.0,0,6.0,1,2.0,1.0,0,8.0,1,6.0,1,0,0,0,0,0,7,695.1393931633334,25333.33333,0,0,7.0,5,1,4.0,3,0,1,1,1,0,2,30.0,0,23333.33333,76000.0,5.0,0,70000,6.0,6.0,1
861,0,3.0,0,4.0,0,2.0,1.0,0,7.0,0,4.0,1,1,0,0,0,0,7,87.38772407533334,9133.333333,0,0,5.0,2,0,0.0,3,0,0,0,1,0,9,40.33333333,0,6666.666667,27400.0,5.0,0,20000,4.0,4.0,0
865,0,3.0,0,6.0,0,2.0,1.0,1,8.0,0,6.0,1,1,0,0,0,2,7,199.01613121,4850.0,0,0,4.0,2,0,1.0,2,1,0,0,0,0,6,62.0,0,15000.0,9700.0,7.0,0,30000,6.0,6.0,0
866,0,3.0,0,6.0,0,0.0,1.0,1,8.0,0,6.0,1,1,0,0,0,2,7,37.462369186,2400.0,0,1,7.0,3,0,4.0,5,0,0,0,1,0,7,54.4,0,6560.0,12000.0,7.0,0,32800,6.0,6.0,0
868,1,2.0,0,5.0,1,2.0,1.0,0,8.0,0,4.0,1,0,0,0,0,0,7,419.831328875,1250.0,0,0,5.0,2,0,1.0,4,0,0,1,1,0,9,30.25,0,750.0,5000.0,6.0,0,3000,5.0,4.0,0
870,0,4.0,0,6.0,0,1.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,3,57.28195761124999,2375.0,0,0,4.0,3,0,1.0,4,0,0,0,0,0,9,39.5,0,2500.0,9500.0,7.0,0,10000,6.0,6.0,0
871,0,2.0,0,6.0,1,2.0,1.0,0,8.0,1,6.0,1,1,0,0,0,0,7,467.5800644736666,3766.666667,0,0,6.0,2,1,4.0,3,0,1,1,1,0,2,33.0,0,10000.0,11300.0,5.0,0,30000,6.0,6.0,0
872,0,3.0,0,5.0,1,2.0,0.0,0,7.0,0,6.0,1,0,0,0,0,0,7,96.59409659,9780.0,0,0,7.0,3,1,2.0,4,0,0,1,0,0,2,29.0,0,3750.0,39120.0,5.0,0,15000,5.0,5.0,0
873,0,4.0,0,1.0,0,1.0,1.0,1,6.0,0,1.0,1,1,0,0,0,2,7,61.372092765,10000.0,0,0,5.0,6,0,4.0,2,1,0,0,1,0,6,64.5,0,17500.0,20000.0,6.0,0,35000,1.0,1.0,0
875,0,1.0,0,6.0,1,1.0,0.0,0,7.0,0,6.0,1,0,0,0,0,0,7,33.96220100000001,2200.0,0,1,6.0,2,0,2.0,5,0,0,2,0,0,7,23.8,0,4000.0,11000.0,3.0,0,20000,6.0,6.0,0
877,0,2.0,1,4.0,0,2.0,1.0,0,6.0,0,3.0,1,0,0,0,0,0,7,330.61899176000003,4000.0,0,0,6.0,1,0,1.0,2,0,1,0,1,0,1,45.0,0,25000.0,8000.0,4.0,0,50000,4.0,4.0,1
879,1,2.0,0,4.0,1,2.0,2.0,0,8.0,1,4.0,1,1,0,0,0,0,7,194.74447938783337,3333.333333,0,1,6.0,3,0,3.0,6,0,1,1,1,0,7,35.33333333,0,6666.666667,20000.0,5.0,0,40000,4.0,4.0,0
880,0,5.0,0,1.0,0,1.0,1.0,1,4.0,0,6.0,1,1,0,0,0,2,7,210.458976,10000.0,0,0,2.0,1,0,4.0,2,1,0,0,0,0,6,61.0,0,250.0,20000.0,2.0,0,500,1.0,6.0,0
882,1,2.0,0,6.0,1,1.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,454.52672778,4800.0,0,1,5.0,4,0,2.0,5,0,0,1,1,0,7,32.4,0,4200.0,24000.0,6.0,0,21000,5.0,5.0,0
883,1,3.0,0,4.0,1,1.0,1.0,0,8.0,0,6.0,1,1,0,0,0,0,2,931.67916579925,8125.0,0,0,4.0,2,1,3.0,4,0,0,2,1,0,2,26.75,0,7500.0,32500.0,6.0,0,30000,4.0,3.0,0
884,0,2.0,0,6.0,0,1.0,1.0,0,7.0,0,6.0,1,0,0,0,0,0,7,105.64886223499998,4400.0,0,0,6.0,1,0,3.0,3,0,0,0,1,0,9,38.0,0,13333.33333,13200.0,5.0,0,40000,5.0,6.0,0
886,0,5.0,0,3.0,1,2.0,1.0,1,8.0,1,6.0,2,1,0,0,0,2,7,424.3254615899999,16000.0,0,1,4.0,7,0,2.0,5,0,0,1,1,0,7,42.4,0,12000.0,80000.0,6.0,0,60000,4.0,6.0,0
887,0,3.0,0,4.0,1,2.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,7,82.88118547966667,5933.333333,0,0,5.0,3,1,3.0,3,0,0,1,0,0,2,38.0,0,3333.333333,17800.0,5.0,0,10000,6.0,6.0,0
888,0,1.0,0,6.0,0,2.0,1.0,0,4.0,0,6.0,1,0,0,0,0,0,7,63.74823,30000.0,0,0,2.0,2,0,1.0,1,0,0,0,0,1,0,54.0,0,18000.0,30000.0,3.0,1,18000,6.0,6.0,0
890,1,3.0,0,6.0,0,2.0,1.0,1,6.0,0,6.0,1,1,0,0,0,2,7,354.095704574,6800.0,0,0,5.0,2,0,7.0,3,0,0,0,1,0,8,44.33333333,0,2666.666667,20400.0,4.0,0,8000,6.0,6.0,0
892,0,3.0,0,2.0,1,3.0,1.0,1,8.0,0,6.0,2,0,0,0,0,2,7,131.08297793333332,2222.222222,0,1,5.0,2,0,1.0,9,0,0,2,1,0,7,35.55555556,0,3333.333333,20000.0,7.0,0,30000,5.0,6.0,0
893,0,2.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,1,0,0,0,1,7,44.16070244433333,6666.666667,0,0,4.0,2,0,1.0,3,0,2,0,1,0,8,43.33333333,0,10000.0,20000.0,6.0,0,30000,6.0,6.0,0
894,0,1.0,0,6.0,1,3.0,1.0,0,7.0,0,5.0,1,0,0,0,0,0,7,56.0377452225,3250.0,0,0,6.0,3,1,3.0,4,0,0,2,0,0,2,21.25,0,1500.0,13000.0,4.0,0,6000,5.0,6.0,0
895,0,2.0,0,6.0,0,2.0,1.0,1,6.0,1,6.0,1,1,1,0,0,3,7,414.388776347,6333.333333,0,0,6.0,1,0,2.0,3,0,0,0,0,0,8,66.33333333,0,6666.666667,19000.0,5.0,0,20000,6.0,6.0,0
