id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num_x,vehicle_dist_x,vehicle_fuel_x,vehicle_use_x,fuel1_x,fuel2_x,fuel3_x,fuel4_x,fuel5_x,fuel6_x,fuel7_x,fuel8_x,fuel9_x,fuel10_x,vehicle_num_y,vehicle_dist_y,vehicle_fuel_y,vehicle_use_y,fuel1_y,fuel2_y,fuel3_y,fuel4_y,fuel5_y,fuel6_y,fuel7_y,fuel8_y,fuel9_y,fuel10_y,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes,en_ac_percap,en_computer_percap,en_cooking_percap,en_freezing_percap,en_heating_percap,en_laundry_percap,en_lighting_percap,en_television_percap,en_vehicle_percap,en_waterheating_percap,en_total_no_vehicle_percap
2485,河北省,沧州市,肃宁县,1,69,1,0,4,1,-99,2,4,4,0,1,6000,2,900,7,3000.0,2,-99.0,2.0,37.5,0,-99.0,-99.0,-99.0,0,2.5,-99.0,150.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,241.802015,0.0,0.0,0.0,20.13102,0.0,0.0,0.0,261.933035,261.933035,Cangzhou,130.9665175,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0.0,0.0,120.9010075,0.0,0.0,0.0,10.06551,0.0,0.0,0.0,130.9665175
2486,河北省,沧州市,肃宁县,-1,62,3,0,-99,1,2,1,1,2,0,7,-99,1,5720,7,9999999.0,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,167.574225,0.0,0.0,0.0,4.920916,0.0,0.0,0.0,172.495141,172.495141,Cangzhou,172.495141,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,167.574225,0.0,0.0,0.0,4.920916,0.0,0.0,0.0,172.495141
2490,山西省,太原市,迎泽区,-1,61,1,0,4,3,-99,-99,3,4,0,1,4000,2,22000,7,2000.0,1,850.0,3.0,37.5,1,1.0,37.5,1.0,1,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,71.2973625,12.76378792,0.0,1.9571825,29.07814,116.31256,0.0,312.0580878,543.4671207,543.4671207,Taiyuan,271.7335604,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0.0,0.0,35.64868125,6.38189396,0.0,0.97859125,14.53907,58.15628,0.0,156.0290439,271.73356035
2493,山西省,长治市,襄垣县,-1,41,1,0,5,2,2,-99,2,4,0,2,20000,2,12000,7,10000.0,1,-99.0,3.0,90.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,31.874115,402.17814,15.9547349,0.0,0.0,4.920916,33.5517,0.0,0.0,488.4796059,488.4796059,Changzhi,244.2398029,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,15.9370575,201.08907,7.97736745,0.0,0.0,2.460458,16.77585,0.0,0.0,244.23980295
2495,山西省,太原市,迎泽区,-1,34,2,0,5,2,-99,-99,3,4,0,7,-99,3,-99,7,3333333.0,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,16.104816,362.7030225,12.76378792,0.0,0.0,19.7731352,0.0,0.0,0.0,411.3447616,411.3447616,Taiyuan,137.1149205,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,5.368272,120.90100749999999,4.254595973333333,0.0,0.0,6.591045066666666,0.0,0.0,0.0,137.11492053333333
2507,山西省,运城市,河津市,-1,62,2,0,4,1,5,2,5,5,0,1,3000,6,-99,7,500.0,2,-99.0,1.55,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,1,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,1,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,367.3572933,29.71772507,0.0,192.192,4.026204,0.0,0.0,0.0,593.2932224,593.2932224,Yuncheng,98.88220373,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0.0,0.0,61.22621555,4.952954178333333,0.0,32.032000000000004,0.671034,0.0,0.0,0.0,98.88220373333333
2508,山西省,运城市,河津市,1,27,2,1,4,1,-99,-99,2,3,0,2,20000,3,14116,7,6666.666667,1,-99.0,3.0,90.0,0,-99.0,-99.0,-99.0,0,2.5,3333.333,60.0,2.0,0,4.5,105,1800,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,9.2175,0.0,796.068,12.76378792,2562.244898,2.982373333,2.9525496,33.5517,0.0,0.0,3419.780809,3419.780809,Yuncheng,1139.926936,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3.0725,0.0,265.356,4.254595973333333,854.0816326666667,0.9941244443333334,0.9841832,11.1839,0.0,0.0,1139.9269363333333
2527,山西省,运城市,河津市,1,66,3,1,5,2,3,-99,4,4,2,4,60000,4,24000,7,15000.0,2,600.0,1.05,37.5,1,0.857,52.5,2.0,1,2.5,2666.667,90.0,3.0,2,-99.0,-99,-99,1,2.25,-99.0,-99.0,-99,1,2.75,0,0.0,0,0,0,0,0,1,0,0,0,0,1,2.75,0,0.0,0,0,0,0,0,1,0,0,0,0,1,2.75,0,0.0,0,0,0,0,0,1,0,0,0,0,15.42491016,68.445468,222.5279875,12.76378792,0.0,2.982373333,24.60458,171.11367,0.0,208.2569476,726.1197245,726.1197245,Yuncheng,181.5299311,0,8,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3.85622754,17.111367,55.631996875,3.19094698,0.0,0.74559333325,6.151145,42.7784175,0.0,52.0642369,181.529931125
2528,山西省,长治市,襄垣县,1,59,2,1,4,2,-99,2,4,5,2,4,100000,2,29000,7,50000.0,2,400.0,1.928,30.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,0,5.5,105,2500,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,336.16856,18.51177041,3121.530612,10.736544,24.60458,80.52408,0.0,0.0,3592.076147,3592.076147,Changzhi,1796.038073,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0.0,0.0,168.08428,9.255885205,1560.765306,5.368272,12.30229,40.26204,0.0,0.0,1796.0380735
2529,山西省,运城市,河津市,-1,17,2,1,5,1,-99,2,4,5,0,4,88880,3,68000,7,29626.66667,2,600.0,2.0,18.75,1,0.429,37.5,3.0,1,1.5,3333.333,270.0,3.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.677585,30.19653,9.572840938,17.62846875,23.7657875,2.23678,95.06315,0.0,164.3096,344.4507422,344.4507422,Yuncheng,114.8169141,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0.0,0.559195,10.06551,3.1909469793333334,5.87615625,7.921929166666666,0.7455933333333333,31.687716666666663,0.0,54.769866666666665,114.81691406666666
2530,山西省,长治市,襄垣县,1,55,3,1,4,1,-99,-99,4,4,0,7,-99,2,3400,7,4999998.5,1,1500.0,3.0,52.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,0,5.5,120,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,15.210104,176.146425,15.9547349,3579.008746,13.04788333,11.1839,0.0,0.0,0.0,3810.551794,3810.551794,Changzhi,1905.275897,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0.0,7.605052,88.0732125,7.97736745,1789.504373,6.523941665,5.59195,0.0,0.0,0.0,1905.275897
2542,山西省,运城市,河津市,1,69,3,0,4,1,-99,-99,4,5,2,1,6960,2,2250,7,3480.0,6,737.5,1.508,26.25,0,-99.0,-99.0,-99.0,0,1.5,3400.0,60.0,3.0,0,3.5,25,1200,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,114.2248987,19.14568188,525.5102041,2.684136,9.841832,0.0,0.0,0.0,671.4067526,671.4067526,Yuncheng,335.7033763,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,3,0.0,0.0,57.11244935,9.57284094,262.75510205,1.342068,4.920916,0.0,0.0,0.0,335.7033763
