id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num_x,vehicle_dist_x,vehicle_fuel_x,vehicle_use_x,fuel1_x,fuel2_x,fuel3_x,fuel4_x,fuel5_x,fuel6_x,fuel7_x,fuel8_x,fuel9_x,fuel10_x,vehicle_num_y,vehicle_dist_y,vehicle_fuel_y,vehicle_use_y,fuel1_y,fuel2_y,fuel3_y,fuel4_y,fuel5_y,fuel6_y,fuel7_y,fuel8_y,fuel9_y,fuel10_y,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,prefecture_eng,en_total_percap,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes,en_ac_percap,en_computer_percap,en_cooking_percap,en_freezing_percap,en_heating_percap,en_laundry_percap,en_lighting_percap,en_television_percap,en_vehicle_percap,en_waterheating_percap,en_total_no_vehicle_percap
9975,山东省,济宁市,市中区,-1,26,2,1,5,1,-99,2,4,4,2,4,80000,2,67000,7,40000.0,3,375.0,1.571,32.5,1,0.857,37.5,1.0,1,2.0,2966.667,300.0,3.0,0,4.5,80,0,1,2.25,9.0,7.5,12000,1,2.25,1,9.0,0,0,0,0,0,1,0,0,0,0,1,2.25,1,9.0,0,0,0,0,0,1,0,0,0,0,1,2.25,1,9.0,0,0,0,0,0,1,0,0,0,0,0.0,16.104816,343.99729,0.0,1751.300292,0.97859125,8.8576488,44.7356,2980.1925,297.5099252,5443.676663,2463.484163,Jining,2721.838331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,8.052408,171.998645,0.0,875.650146,0.489295625,4.4288244,22.3678,1490.09625,148.7549626,1231.7420815
9976,山东省,济宁市,汶上县,1,38,3,1,4,1,-99,-99,4,4,2,3,50000,3,20000,7,16666.66667,2,1050.0,2.0,37.5,1,0.857,52.5,1.0,1,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,117.43095,19.14568188,0.0,2.23678,2.23678,13.42068,0.0,223.1324439,377.6033158,377.6033158,Jining,125.8677719,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0,39.14365,6.38189396,0.0,0.7455933333333333,0.7455933333333333,4.47356,0.0,74.3774813,125.86777193333334
9977,山东省,日照市,岚山区,-1,46,2,0,4,1,3,1,3,4,2,3,30000,3,35600,7,10000.0,1,-99.0,3.0,360.0,1,2.0,22.5,2.0,1,1.5,2600.0,270.0,2.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1476.75528,14.85886253,0.0,1.342068,44.288244,33.5517,0.0,164.3096,1735.105755,1735.105755,Rizhao,578.3685848,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0.0,0.0,492.25176000000005,4.952954176666666,0.0,0.44735600000000003,14.762748,11.1839,0.0,54.769866666666665,578.368585
9979,山东省,烟台市,莱州市,1,56,1,0,4,1,-99,3,2,4,1,3,30000,2,22500,7,15000.0,1,-99.0,2.0,22.5,0,-99.0,-99.0,-99.0,0,2.5,3333.333,150.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,15.23447917,0.0,145.081209,11.88709003,15.66975,2.23678,24.60458,33.5517,0.0,0.0,248.2655882,248.2655882,Yantai,124.1327941,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2,7.617239585,0.0,72.5406045,5.943545015,7.834875,1.11839,12.30229,16.77585,0.0,0.0,124.1327941
9983,山东省,日照市,岚山区,-1,33,3,0,4,1,-99,2,4,4,1,2,20000,3,13000,7,6666.666667,1,850.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,71.2973625,0.0,0.0,0.0,19.7731352,251.63775,0.0,0.0,342.7082477,342.7082477,Rizhao,114.2360826,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0.0,0.0,23.765787500000002,0.0,0.0,0.0,6.591045066666666,83.87925,0.0,0.0,114.23608256666667
9984,山东省,济宁市,汶上县,1,44,3,0,4,1,-99,3,3,4,0,2,20000,3,14200,7,6666.666667,2,1175.0,1.5,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,107.6450375,0.0,0.0,10.736544,4.026204,40.26204,0.0,0.0,162.6698255,162.6698255,Jining,54.22327517,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,35.881679166666665,0.0,0.0,3.5788480000000003,1.342068,13.420679999999999,0.0,0.0,54.22327516666667
9990,山东省,济宁市,汶上县,-1,63,2,0,4,1,-99,3,4,4,1,1,6000,2,6500,7,3000.0,1,-99.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,100.544535,0.0,0.0,0.0,4.026204,26.84136,0.0,0.0,131.412099,131.412099,Jining,65.7060495,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0.0,0.0,50.2722675,0.0,0.0,0.0,2.013102,13.42068,0.0,0.0,65.7060495
9991,山东省,临沂市,沂水县,1,57,3,0,-99,1,-99,1,4,4,1,0,1690,2,2700,7,845.0,2,400.0,3.0,18.75,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.544535,0.0,0.0,0.0,2.23678,0.0,0.0,0.0,102.781315,102.781315,Linyi,51.3906575,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0.0,0.0,50.2722675,0.0,0.0,0.0,1.11839,0.0,0.0,0.0,51.3906575
9992,山东省,济宁市,市中区,1,26,2,1,5,3,-99,2,4,5,2,4,80000,2,62400,7,40000.0,4,983.333,1.525,28.125,1,1.0,52.5,-99.0,1,1.5,2666.667,330.0,-99.0,0,3.5,80,1470,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,5.368272,279.3095798,15.9547349,1513.469388,11.1839,4.920916,20.13102,0.0,195.71825,2046.05606,2046.05606,Jining,1023.02803,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2.684136,139.6547899,7.97736745,756.734694,5.59195,2.460458,10.06551,0.0,97.859125,1023.02803
9995,山东省,济宁市,市中区,1,51,2,1,4,1,-99,-99,4,4,2,7,-99,3,50000,7,3333333.0,1,150.0,3.0,52.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,0,2.5,15,2100,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,35.229285,7.252152226,156.8341837,0.0,20.13102,80.52408,0.0,0.0,299.9707209,299.9707209,Jining,99.9902403,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,11.743094999999999,2.417384075333333,52.27806123333334,0.0,6.7103399999999995,26.841359999999998,0.0,0.0,99.9902403
9998,山东省,济宁市,市中区,-1,46,3,1,4,3,-99,-99,4,5,2,4,62000,3,20000,7,20666.66667,2,1250.0,1.5,45.0,1,1.0,52.5,-99.0,1,3.5,3333.333,150.0,-99.0,0,4.5,80,2000,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,30.46895833,0.0,132.8088125,9.862927027,826.5306122,34.9496875,48.314448,251.63775,0.0,187.2348527,1521.808048,1521.808048,Jining,507.2693494,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2,10.156319443333333,0.0,44.26960416666666,3.287642342333333,275.51020406666663,11.649895833333334,16.104816,83.87925,0.0,62.41161756666667,507.26934933333337
10007,山东省,济宁市,市中区,-1,56,1,1,4,1,-99,-99,3,5,2,4,72000,2,35000,7,36000.0,1,-99.0,3.0,37.5,1,0.429,37.5,1.0,1,-99.0,-99.0,-99.0,-99.0,0,3.5,40,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,331.695,31.90946979,585.5142857,0.931991667,8.499764,33.5517,0.0,210.0390976,1202.141309,1202.141309,Jining,601.0706544,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0.0,0.0,165.8475,15.954734895,292.75714285,0.4659958335,4.249882,16.77585,0.0,105.0195488,601.0706545
10008,山东省,泰安市,泰山区,-1,44,2,1,4,1,5,3,4,4,2,3,30000,3,32000,7,10000.0,1,-99.0,3.0,37.5,1,3.0,37.5,1.0,1,3.5,2666.667,210.0,3.0,2,-99.0,-99,-99,1,-99.0,9.0,6.5,5000,1,3.75,0,9.0,0,0,0,0,0,1,0,0,0,0,1,3.75,0,9.0,0,0,0,0,0,1,0,0,0,0,1,3.75,0,9.0,0,0,0,0,0,1,0,0,0,0,0.0,19.124469,331.695,15.9547349,0.0,33.2721025,8.8576488,139.79875,4966.9875,299.5102976,5815.200503,848.2130028,Taian,1938.400168,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0.0,6.374823,110.565,5.318244966666667,0.0,11.090700833333335,2.9525495999999998,46.599583333333335,1655.6625000000001,99.83676586666667,282.7376676
10010,山东省,济宁市,汶上县,-1,52,3,1,1,1,-99,-99,4,4,0,2,20000,2,18340,7,10000.0,2,1500.0,2.0,63.75,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,443.112215,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,447.138419,447.138419,Jining,223.5692095,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0.0,0.0,221.5561075,0.0,0.0,0.0,2.013102,0.0,0.0,0.0,223.5692095
10012,山东省,济宁市,市中区,-1,24,2,1,5,2,-99,3,4,4,2,4,60000,1,55000,7,60000.0,2,400.0,3.0,15.0,1,1.0,52.5,2.0,1,-99.0,-99.0,-99.0,-99.0,0,3.5,80,1300,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,28.630784,13.42068,15.9547349,1518.367347,6.71034,8.8576488,171.11367,0.0,163.8304961,1926.885701,1926.885701,Jining,1926.885701,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28.630784,13.42068,15.9547349,1518.367347,6.71034,8.8576488,171.11367,0.0,163.8304961,1926.885701
10018,山东省,临沂市,沂水县,-1,32,2,1,5,2,-99,-99,4,4,2,3,40000,3,20000,7,13333.33333,2,850.0,2.0,30.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,1,2.75,7.0,6.5,3000,1,0.5,0,9.0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,9.0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,9.0,0,0,0,0,0,0,0,0,0,1,0.0,98.865676,181.8336975,29.71772507,0.0,0.559195,2.23678,60.39306,662.265,0.0,1035.871134,373.6061336,Linyi,345.2903779,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,32.95522533333333,60.6112325,9.905908356666666,0.0,0.18639833333333333,0.7455933333333333,20.13102,220.755,0.0,124.53537786666668
10019,山东省,临沂市,沂水县,1,29,2,0,4,1,-99,2,4,4,2,3,40000,3,30000,7,13333.33333,2,-99.0,3.0,90.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0,0.0,7,0.0,0,1,0,0,0,0,0,0,0,1,0.0,57.373407,1272.665394,29.71772507,0.0,7.157696,5.815628,120.78612,0.0,0.0,1493.51597,1493.51597,Linyi,497.8386567,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0.0,19.124469,424.22179800000004,9.905908356666666,0.0,2.3858986666666664,1.9385426666666667,40.26204,0.0,0.0,497.8386566666666
10027,山东省,泰安市,泰山区,1,44,2,1,5,2,-99,2,4,4,2,4,100000,3,60000,7,33333.33333,2,1250.0,1.928,26.25,1,0.857,37.5,1.0,1,2.5,3333.333,210.0,2.0,0,3.5,60,2000,1,2.75,7.0,6.5,8000,1,0.0,1,9.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,9.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,9.0,0,0,0,0,0,1,0,0,0,0,0.0,84.550284,341.0149167,7.977367449,1138.77551,7.455933333,8.8576488,80.52408,0.0,223.1324439,1892.288184,1892.288184,Taian,630.7627281,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28.183428000000003,113.6716389,2.659122483,379.59183666666667,2.485311111,2.9525495999999998,26.841359999999998,0.0,74.3774813,630.762728
10029,山东省,烟台市,莱州市,1,54,3,0,4,1,2,2,2,4,2,5,200000,2,900,7,100000.0,10,1033.333,1.357,24.375,2,1.0,37.5,1.0,2,1.5,3333.333,150.0,2.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,9.678375,95.957862,176.1088117,12.76378792,11.061,8.872560667,12.7943816,363.47675,0.0,279.5975,970.3110289,970.3110289,Yantai,485.1555144,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4.8391875,47.978931,88.05440585,6.38189396,5.5305,4.4362803335,6.3971908,181.738375,0.0,139.79875,485.15551445
10030,山东省,临沂市,沂水县,1,40,3,1,4,2,-99,-99,2,4,1,2,25000,1,10000,7,25000.0,6,700.0,0.542,112.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,1,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,1,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,1,0.0,5.368272,129.5691291,0.0,0.0,0.0,12.525968,57.03789,0.0,0.0,204.5012591,204.5012591,Linyi,204.5012591,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,5.368272,129.5691291,0.0,0.0,0.0,12.525968,57.03789,0.0,0.0,204.5012591
10032,山东省,济宁市,汶上县,-1,34,3,0,4,1,-99,2,4,5,0,2,20000,4,19000,7,5000.0,3,1175.0,2.667,22.5,1,1.0,22.5,-99.0,1,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0.0,12.749646,310.727781,18.51177041,0.0,11.1839,4.026204,80.52408,0.0,234.0435659,671.7669473,671.7669473,Jining,167.9417368,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0.0,3.1874115,77.68194525,4.6279426025,0.0,2.795975,1.006551,20.13102,0.0,58.510891475,167.941736825
10034,山东省,泰安市,泰山区,1,66,2,1,4,1,-99,3,4,5,0,4,72000,2,30000,7,36000.0,1,-99.0,0.429,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,32.24026867,15.9547349,0.0,0.0,12.7943816,0.0,0.0,0.0,60.98938516,60.98938516,Taian,30.49469258,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0.0,0.0,16.120134335,7.97736745,0.0,0.0,6.3971908,0.0,0.0,0.0,30.49469258
10042,山东省,日照市,岚山区,-1,48,3,0,4,1,-99,-99,4,3,1,3,40000,3,25000,7,13333.33333,2,-99.0,1.55,22.5,1,1.0,22.5,2.0,1,2.5,2666.667,480.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,57.609375,0.0,220.4147173,0.0,0.0,2.982373333,7.605052,40.26204,0.0,163.8304961,492.7040537,492.7040537,Rizhao,164.2346846,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,19.203125,0.0,73.47157243333334,0.0,0.0,0.9941244443333334,2.5350173333333332,13.420679999999999,0.0,54.61016536666667,164.23468456666666
10043,山东省,烟台市,莱州市,-1,62,3,0,4,2,-99,-99,2,4,1,1,3000,2,6000,7,1500.0,2,-99.0,2.0,30.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,273.4798885,0.0,0.0,0.0,6.71034,20.13102,0.0,0.0,300.3212485,300.3212485,Yantai,150.1606243,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0.0,0.0,136.73994425,0.0,0.0,0.0,3.35517,10.06551,0.0,0.0,150.16062425
10049,山东省,日照市,岚山区,1,77,4,1,4,1,-99,2,4,4,0,4,100000,6,50000,7,16666.66667,1,-99.0,3.0,52.5,1,3.0,37.5,-99.0,1,-99.0,-99.0,-99.0,-99.0,0,5.5,120,2750,1,2.75,9.0,7.5,7000,1,2.75,0,9.0,0,0,0,0,1,0,0,0,0,0,1,2.75,0,9.0,0,0,0,0,1,0,0,0,0,0,1,2.75,0,9.0,0,0,0,0,1,0,0,0,0,0,0.0,16.104816,234.603915,12.76378792,3579.008746,6.262984,69.787536,304.20208,3642.4575,239.608238,8104.799603,4462.342103,Rizhao,1350.799934,0,7,0,0,0,0,0,0,0,0,1,2,2,1,1,2,0.0,2.684136,39.1006525,2.1272979866666666,596.5014576666666,1.0438306666666668,11.631256,50.70034666666667,607.07625,39.93470633333333,743.7236838333333
10053,山东省,济宁市,汶上县,1,47,3,0,4,1,2,2,3,4,2,2,14000,3,69100,7,4666.666667,2,1250.0,2.0,52.5,1,0.1,90.0,4.0,1,2.5,2666.667,480.0,3.0,3,-99.0,-99,-99,1,2.25,6.0,6.5,3000,1,0.75,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0.75,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0.75,1,6.0,0,0,0,0,0,0,0,0,0,0,117.523125,121.680832,195.71825,19.14568188,0.0,0.0,8.8576488,0.0,662.265,183.6341824,1308.82472,646.5597201,Jining,436.2749067,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39.174375,40.56027733333333,65.23941666666667,6.38189396,0.0,0.0,2.9525495999999998,0.0,220.755,61.21139413333333,215.5199067
10055,山东省,泰安市,泰山区,-1,48,3,0,4,2,-99,-99,4,5,1,4,80000,4,75000,7,20000.0,2,1250.0,2.5,26.25,1,3.0,22.5,1.0,1,2.5,3366.667,210.0,2.0,2,-99.0,-99,-99,1,2.25,11.0,6.5,8000,1,1.25,1,11.0,0,0,0,0,0,0,1,0,0,0,1,1.25,1,11.0,0,0,0,0,0,0,1,0,0,0,1,1.25,1,11.0,0,0,0,0,0,0,1,0,0,0,0.0,38.02526,390.6627725,15.9547349,0.0,7.455933333,48.314448,60.39306,2023.5875,299.5102976,2883.904006,860.3165063,Taian,720.9760016,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0,9.506315,97.665693125,3.988683725,0.0,1.86398333325,12.078612,15.098265,505.896875,74.8775744,215.079126575
10060,山东省,泰安市,泰山区,1,52,3,0,4,1,-99,3,4,4,1,3,50000,5,17800,7,10000.0,2,1500.0,2.5,37.5,1,0.857,37.5,-99.0,1,1.0,2666.667,90.0,-99.0,2,-99.0,-99,-99,1,1.25,7.0,6.5,1000,1,0.5,1,9.0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,9.0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,9.0,0,0,0,0,0,0,0,0,0,1,2.6884375,22.815156,237.535025,9.185478658,0.0,0.372796667,4.026204,139.79875,662.265,133.8794663,1212.566314,550.3013142,Taian,242.5132628,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0.5376875,4.5630312,47.507005,1.8370957315999998,0.0,0.07455933340000001,0.8052408,27.959750000000003,132.453,26.775893259999997,110.06026284
10062,山东省,济宁市,市中区,-1,19,2,1,5,3,-99,3,3,4,0,3,30000,3,14000,7,10000.0,4,275.0,0.783,15.0,1,0.429,37.5,3.0,1,2.5,3400.0,210.0,2.0,0,2.5,80,20000,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,66.432366,92.86364967,7.977367449,756.7346939,1.789424,13.42068,44.7356,0.0,139.79875,1123.752531,1123.752531,Jining,374.584177,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22.144122,30.95454989,2.659122483,252.24489796666668,0.5964746666666666,4.47356,14.911866666666667,0.0,46.599583333333335,374.584177
10064,山东省,日照市,岚山区,-1,51,3,0,4,1,5,2,5,5,2,2,20000,5,30000,7,4000.0,5,1050.0,2.025,50.625,0,-99.0,-99.0,-99.0,0,3.5,3333.333,150.0,1.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,23.99430469,37.577904,426.8107935,12.76378792,0.0,15.65746,4.920916,0.0,0.0,0.0,521.7251661,521.7251661,Rizhao,104.3450332,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4.798860938,7.5155807999999995,85.3621587,2.552757584,0.0,3.131492,0.9841832,0.0,0.0,0.0,104.34503322
10073,山东省,济宁市,汶上县,1,32,2,0,4,1,2,-99,3,3,1,3,30000,4,16700,7,7500.0,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,362.7030225,0.0,0.0,0.0,11.1839,0.0,0.0,0.0,373.8869225,373.8869225,Jining,93.47173063,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0,90.675755625,0.0,0.0,0.0,2.795975,0.0,0.0,0.0,93.471730625
10076,山东省,济宁市,汶上县,1,60,2,0,5,2,-99,5,3,4,2,2,25000,1,30000,7,257.7319588,1,1500.0,2.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,83.87925,0.0,0.0,0.0,63.971908,33.5517,0.0,0.0,181.402858,181.402858,Jining,181.402858,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,83.87925,0.0,0.0,0.0,63.971908,33.5517,0.0,0.0,181.402858
