id,type,use
1934,laundry,2.224444444
1934,lighting,20.13102
1934,lighting,2.23678
1934,waterheating,312.0580878
1934,vehicle,0
1951,cooking,110.565
1951,cooking,0
1951,cooking,6.337543333
1951,freezing,17.83063504
1951,heating,663.8483965
1951,laundry,3.64
1951,computer,5.368272
1951,lighting,4.026204
1951,waterheating,312.0580878
1951,ac,12.60205078
1951,vehicle,0
1953,cooking,132.678
1953,cooking,5.59195
1953,cooking,9.506315
1953,cooking,1.747484375
1953,freezing,31.90946979
1953,heating,276.6034985
1953,laundry,8.872560667
1953,television,57.03789
1953,computer,21.473088
1953,lighting,20.13102
1953,lighting,1.342068
1953,waterheating,83.87925
1953,ac,0
1953,vehicle,0
1958,cooking,88.452
1958,cooking,4.47356
1958,cooking,6.71034
1958,cooking,2.535017333
1958,freezing,29.71772507
1958,heating,759.1836735
1958,laundry,10.67733333
1958,computer,19.124469
1958,lighting,4.920916
1958,waterheating,312.0580878
1958,ac,4.113309375
1958,ac,5.807025
1958,vehicle,0
1959,cooking,132.678
1959,cooking,10.06551
1959,freezing,15.9547349
1959,heating,1129.95
1959,laundry,10.06551
1959,television,120.78612
1959,lighting,44.288244
1959,lighting,8.8576488
1959,waterheating,355.7025756
1959,ac,9.678375
1959,vehicle,0
1975,cooking,132.678
1975,cooking,0
1975,cooking,0
1975,freezing,29.71772507
1975,heating,1548.979592
1975,laundry,6.4064
1975,computer,15.210104
1975,lighting,4.920916
1975,waterheating,312.0580878
1975,ac,4.264533984
1975,vehicle,1655.6625
1977,cooking,132.678
1977,cooking,1.789424
1977,cooking,0
1977,cooking,0
1977,freezing,31.90946979
1977,heating,759.1836735
1977,laundry,6.4064
1977,lighting,4.920916
1977,waterheating,312.0580878
1977,ac,10.28327344
1977,vehicle,0
1980,cooking,132.678
1980,cooking,0
1980,cooking,0
1980,freezing,29.71772507
1980,heating,1681.632653
1980,laundry,1.334666667
1980,lighting,2.23678
1980,waterheating,312.0580878
1980,vehicle,0
1993,cooking,66.339
1993,freezing,22.21412449
1993,heating,860.9142857
1993,laundry,6.71034
1993,television,26.84136
1993,computer,8.94712
1993,lighting,8.8576488
1993,waterheating,279.5429444
1993,vehicle,0
1994,cooking,88.452
1994,cooking,0
1994,freezing,29.71772507
1994,heating,840.8163265
1994,laundry,6.4064
1994,lighting,11.1839
1994,waterheating,312.0580878
1994,vehicle,0
1996,cooking,88.452
1996,cooking,0
1996,cooking,0
1996,cooking,0
1996,freezing,31.90946979
1996,heating,1681.632653
1996,laundry,4.270933333
1996,computer,5.368272
1996,lighting,4.920916
1996,waterheating,312.0580878
1996,vehicle,0
1998,cooking,125.818875
1998,freezing,6.381893959
1998,heating,0
1998,heating,0
1998,heating,0
1998,laundry,4.077463542
1998,television,107.36544
1998,computer,82.872699
1998,lighting,20.13102
1998,lighting,4.026204
1998,vehicle,0
1999,cooking,146.7886875
1999,freezing,0
1999,heating,0
1999,heating,0
1999,heating,0
1999,laundry,0
1999,laundry,0
1999,computer,12.30229
1999,lighting,55.9195
1999,lighting,11.1839
1999,waterheating,55.9195
1999,vehicle,0
2003,cooking,97.859125
2003,cooking,338.522821
2003,freezing,0
2003,heating,0
2003,heating,0
2003,heating,0
2003,laundry,0
2003,computer,95.957862
2003,lighting,8.8576488
2003,waterheating,399.3470634
2003,ac,0
2003,vehicle,0
2004,cooking,153.828675
2004,freezing,0
2004,heating,0
2004,heating,0
2004,heating,0
2004,laundry,0
2004,laundry,0
2004,computer,0
2004,lighting,38.02526
2004,lighting,7.605052
2004,vehicle,0
2005,cooking,153.828675
2005,cooking,48.360403
2005,freezing,15.9547349
2005,heating,0
2005,heating,0
2005,heating,0
2005,laundry,0.728
2005,computer,12.749646
2005,lighting,20.13102
2005,lighting,4.026204
2005,vehicle,0
2010,cooking,217.6218135
2010,cooking,62.9094375
2010,freezing,0
2010,heating,0
2010,heating,0
2010,heating,0
2010,laundry,1.109070083
2010,television,60.39306
2010,computer,66.432366
2010,lighting,4.47356
2010,lighting,8.8576488
2010,vehicle,0
2011,cooking,221.13
2011,cooking,0
2011,freezing,0
2011,heating,1952.186589
2011,laundry,0
2011,computer,0
2011,lighting,4.026204
2011,waterheating,139.79875
2011,vehicle,0
2012,cooking,104.8490625
2012,cooking,19.3441612
2012,freezing,9.862927027
2012,heating,0
2012,heating,0
2012,heating,0
2012,laundry,13.04788333
2012,television,57.03789
2012,computer,98.865676
2012,lighting,4.026204
2012,waterheating,140.4261395
2012,ac,0
2012,vehicle,0
2016,cooking,145.081209
2016,cooking,27.95975
2016,cooking,111.7025
2016,freezing,0
2016,heating,0
2016,heating,0
2016,heating,0
2016,laundry,0
2016,television,33.5517
2016,lighting,8.8576488
2016,waterheating,223.1324439
2016,vehicle,0
2022,cooking,0
2022,cooking,48.360403
2022,freezing,0
2022,heating,0
2022,heating,0
2022,heating,0
2022,laundry,0
2022,lighting,100.6551
2022,lighting,20.13102
2022,vehicle,0
2027,cooking,234.603915
2027,heating,0
2027,heating,0
2027,heating,0
2027,lighting,2.23678
2027,vehicle,0
2033,cooking,66.339
2033,cooking,0
2033,cooking,0
2033,cooking,0
2033,freezing,14.80941633
2033,heating,1992.857143
2033,laundry,0
2033,computer,14.762748
2033,lighting,4.920916
2033,waterheating,214.578
2033,ac,6.169964063
2033,ac,6.169964063
2033,vehicle,0
2034,cooking,167.55375
2034,cooking,145.081209
2034,cooking,0
2034,heating,0
2034,heating,0
2034,heating,0
2034,laundry,0
2034,computer,22.144122
2034,lighting,8.8576488
2034,waterheating,297.5099252
2034,vehicle,0
2035,cooking,362.7030225
2035,cooking,3.35517
2035,cooking,14.89548667
2035,freezing,0
2035,heating,0
2035,heating,0
2035,heating,0
2035,laundry,0
2035,computer,57.373407
2035,lighting,4.47356
2035,lighting,2.9525496
2035,waterheating,234.0435659
2035,ac,4.113309375
2035,ac,0
2035,ac,3.024492188
2035,vehicle,0
2037,cooking,23.29979167
2037,freezing,18.51177041
2037,freezing,22.21412449
2037,heating,0
2037,heating,0
2037,heating,0
2037,laundry,0
2037,computer,0
2037,lighting,100.6551
2037,lighting,20.13102
2037,ac,0
2037,vehicle,0
2038,cooking,72.5406045
2038,cooking,20.9698125
2038,freezing,11.88709003
2038,heating,0
2038,heating,0
2038,heating,0
2038,laundry,0
2038,computer,15.210104
2038,lighting,4.026204
2038,waterheating,234.0435659
2038,vehicle,0
2039,cooking,0
2039,cooking,145.081209
2039,freezing,0
2039,heating,0
2039,heating,0
2039,heating,0
2039,laundry,0
2039,computer,0
2039,lighting,20.13102
2039,lighting,8.8576488
2039,vehicle,0
2041,cooking,56.862
2041,cooking,8.14827
2041,cooking,2.662833333
2041,cooking,1.065133333
2041,freezing,18.51177041
2041,heating,1992.857143
2041,laundry,1.086436
2041,television,12.7816
2041,computer,10.86436
2041,lighting,0.8435856
2041,vehicle,993.3975
2044,cooking,37.23871667
2044,cooking,145.081209
2044,cooking,25.163775
2044,freezing,0
2044,heating,0
2044,heating,0
2044,heating,0
2044,laundry,0
2044,computer,3.578848
2044,lighting,55.9195
2044,waterheating,268.4136
2044,vehicle,662.265
2048,cooking,217.6218135
2048,freezing,12.76378792
2048,heating,0
2048,heating,0
2048,heating,0
2048,laundry,0
2048,lighting,2.23678
2048,vehicle,0
2069,cooking,66.339
2069,cooking,66.339
2069,cooking,0.1677585
2069,cooking,0.894712
2069,freezing,15.9547349
2069,heating,569.3877551
2069,laundry,3.35517
2069,television,13.42068
2069,computer,15.210104
2069,lighting,4.47356
2069,lighting,0.894712
2069,waterheating,312.0580878
2069,ac,2.406791667
2069,vehicle,993.3975
2079,cooking,92.297205
2079,freezing,0
2079,heating,2065.306122
2079,laundry,0
2079,lighting,44.288244
2079,lighting,6.71034
2079,lighting,4.026204
2079,vehicle,0
2087,cooking,42.7784175
2087,cooking,72.5406045
2087,freezing,9.862927027
2087,heating,33.183
2087,heating,17.62846875
2087,heating,0
2087,laundry,15.84385833
2087,television,95.06315
2087,computer,95.957862
2087,lighting,11.1839
2087,lighting,1.342068
2087,waterheating,234.0435659
2087,ac,0
2087,vehicle,0
2104,cooking,0
2104,freezing,3.365776438
2104,heating,0
2104,heating,0
2104,heating,0
2104,laundry,0
2104,lighting,8.62758
2104,lighting,0.95862
2104,waterheating,133.7391805
2104,ac,6.092191406
2104,vehicle,0
2105,cooking,72.5406045
2105,cooking,15.098265
2105,cooking,0
2105,cooking,0
2105,freezing,14.80941633
2105,freezing,14.80941633
2105,heating,0
2105,heating,11.7523125
2105,heating,0
2105,laundry,0
2105,laundry,0
2105,television,247.16419
2105,television,304.20208
2105,computer,30.755725
2105,lighting,4.47356
2105,lighting,20.13102
2105,lighting,2.23678
2105,waterheating,0
2105,waterheating,55.9195
2105,ac,2.74220625
2105,vehicle,0
2110,cooking,67.0215
2110,cooking,145.081209
2110,cooking,20.9698125
2110,cooking,0
2110,freezing,2.70161137
2110,heating,0
2110,heating,0
2110,heating,0
2110,laundry,2.135466667
2110,computer,38.02526
2110,lighting,4.026204
2110,waterheating,164.3096
2110,vehicle,0
2117,cooking,0
2117,cooking,241.802015
2117,freezing,0
2117,freezing,0
2117,heating,1844.816327
2117,laundry,0
2117,computer,0
2117,computer,0
2117,computer,0
2117,computer,0
2117,waterheating,266.7769317
2117,ac,32.906475
2117,vehicle,0
2122,cooking,167.574225
2122,freezing,0
2122,heating,0
2122,laundry,0
2122,lighting,44.288244
2122,ac,34.565625
2122,vehicle,0
2128,cooking,402.17814
2128,heating,0
2128,television,33.5517
2128,lighting,0.894712
2128,vehicle,0
2134,cooking,145.081209
2134,freezing,0
2134,heating,1793.571429
2134,laundry,0
2134,lighting,2.23678
2134,waterheating,234.0435659
2134,vehicle,0
2137,cooking,111.71615
2137,cooking,75.491325
2137,cooking,80.60067167
2137,cooking,0
2137,freezing,12.76378792
2137,freezing,0
2137,heating,0
2137,heating,0
2137,heating,0
2137,laundry,0
2137,computer,0
2137,lighting,4.920916
2137,waterheating,299.5102976
2137,ac,0
2137,vehicle,0
2154,cooking,507.7842315
2154,freezing,0
2154,heating,0
2154,heating,0
2154,heating,0
2154,laundry,0
2154,lighting,2.23678
2154,vehicle,0
2158,cooking,0
2158,cooking,72.5406045
2158,cooking,0
2158,freezing,0
2158,heating,0
2158,heating,0
2158,heating,0
2158,laundry,0
2158,lighting,20.13102
2158,vehicle,0
2162,cooking,738.37764
2162,cooking,217.6218135
2162,heating,0
2162,heating,0
2162,heating,0
2162,laundry,0
2162,lighting,7.605052
2162,vehicle,0
2165,cooking,0
2165,cooking,0
2165,freezing,0
2165,heating,2562.244898
2165,laundry,0
2165,laundry,0
2165,computer,68.445468
2165,computer,68.445468
2165,computer,16.104816
2165,computer,16.104816
2165,lighting,8.8576488
2165,waterheating,299.5102976
2165,vehicle,3642.4575
2167,cooking,217.6218135
2167,cooking,13.42068
2167,cooking,16.77585
2167,cooking,0
2167,freezing,19.14568188
2167,heating,0
2167,heating,0
2167,heating,0
2167,laundry,16.77585
2167,television,139.79875
2167,computer,68.445468
2167,lighting,4.026204
2167,waterheating,55.9195
2167,ac,9.6015625
2167,vehicle,0
2171,cooking,176.146425
2171,cooking,145.081209
2171,freezing,6.381893959
2171,heating,0
2171,heating,0
2171,heating,0
2171,laundry,0
2171,computer,57.373407
2171,lighting,100.6551
2171,lighting,6.71034
2171,lighting,13.6890936
2171,waterheating,399.3470634
2171,ac,10.28327344
2171,vehicle,0
2175,cooking,0
2175,cooking,0
2175,freezing,6.754028425
2175,heating,0
2175,heating,0
2175,heating,0
2175,laundry,0
2175,computer,0
2175,lighting,0
2175,lighting,0
2175,lighting,0
2175,waterheating,0
2175,ac,18.00292969
2175,vehicle,0
2177,cooking,0
2177,cooking,82.903548
2177,freezing,0
2177,freezing,0
2177,heating,0
2177,heating,0
2177,heating,0
2177,laundry,0
2177,computer,0
2177,lighting,0.766896
2177,vehicle,0
2180,cooking,464.373
2180,cooking,6.337543333
2180,cooking,0
2180,cooking,199.017
2180,freezing,0
2180,freezing,29.71772507
2180,heating,1530.612245
2180,laundry,0
2180,computer,5.368272
2180,lighting,4.920916
2180,waterheating,55.9195
2180,ac,14.39658281
2180,vehicle,1214.1525
2181,cooking,217.6218135
2181,cooking,13.42068
2181,cooking,153.828675
2181,freezing,22.96369664
2181,heating,0
2181,heating,0
2181,heating,0
2181,laundry,7.118222222
2181,lighting,1.342068
2181,waterheating,266.7769317
2181,vehicle,0
2187,cooking,0
2187,cooking,72.5406045
2187,freezing,0
2187,heating,0
2187,heating,0
2187,heating,0
2187,laundry,5.368272
2187,television,33.5517
2187,television,33.5517
2187,lighting,2.9525496
2187,vehicle,0
2191,cooking,125.818875
2191,cooking,217.6218135
2191,freezing,0
2191,heating,0
2191,heating,0
2191,heating,0
2191,laundry,0
2191,lighting,20.13102
2191,lighting,0.894712
2191,vehicle,0
2197,cooking,132.678
2197,freezing,0
2197,heating,2678.571429
2197,laundry,0
2197,television,40.26204
2197,lighting,14.762748
2197,waterheating,266.7769317
2197,vehicle,0
2199,cooking,199.017
2199,cooking,13.979875
2199,cooking,27.95975
2199,cooking,11.1839
2199,freezing,37.02354082
2199,freezing,18.51177041
2199,heating,2678.571429
2199,laundry,25.163775
2199,television,139.79875
2199,lighting,4.026204
2199,vehicle,0
2201,cooking,100.6551
2201,cooking,8.060067167
2201,freezing,12.76378792
2201,heating,2928.279883
2201,laundry,2.329979167
2201,television,34.51032
2201,computer,2.045056
2201,lighting,6.3908
2201,waterheating,80.24350829
2201,ac,0
2201,ac,0
2201,ac,0
2201,vehicle,1986.795
2215,cooking,25.163775
2215,freezing,18.51177041
2215,heating,0
2215,heating,0
2215,heating,0
2215,laundry,0
2215,computer,68.445468
2215,lighting,13.6890936
2215,waterheating,234.0435659
2215,ac,14.69039063
2215,vehicle,0
2219,cooking,167.55375
2219,freezing,0
2219,heating,0
2219,heating,0
2219,heating,0
2219,lighting,2.23678
2219,ac,0
2219,vehicle,3642.4575
2223,cooking,145.081209
2223,cooking,50.32755
2223,cooking,0
2223,freezing,14.80941633
2223,freezing,11.88709003
2223,heating,0
2223,heating,0
2223,heating,0
2223,laundry,18.68533333
2223,laundry,2.224444444
2223,computer,121.680832
2223,lighting,11.1839
2223,waterheating,299.5102976
2223,vehicle,0
2224,cooking,241.802015
2224,cooking,67.0215
2224,cooking,14.2594725
2224,cooking,0.223678
2224,freezing,0
2224,heating,0
2224,heating,0
2224,heating,0
2224,laundry,6.337543333
2224,television,171.11367
2224,television,55.9195
2224,lighting,11.1839
2224,lighting,1.342068
2224,waterheating,179.7061785
2224,ac,9.1406875
2224,vehicle,0
2230,cooking,132.678
2230,cooking,0
2230,freezing,0
2230,heating,1992.857143
2230,laundry,0
2230,television,17.89424
2230,computer,14.762748
2230,lighting,4.920916
2230,waterheating,83.87925
2230,ac,4.113309375
2230,ac,2.843022656
2230,vehicle,993.3975
2232,cooking,20.9698125
2232,freezing,12.76378792
2232,heating,1992.857143
2232,laundry,0
2232,lighting,13.6890936
2232,waterheating,234.0435659
2232,vehicle,0
2237,cooking,199.017
2237,cooking,0
2237,cooking,0
2237,freezing,0
2237,heating,3935.860058
2237,laundry,0
2237,computer,0
2237,lighting,4.920916
2237,waterheating,0
2237,vehicle,0
2241,cooking,221.13
2241,cooking,16.77585
2241,cooking,27.95975
2241,cooking,4.47356
2241,freezing,12.76378792
2241,heating,1255.5
2241,laundry,20.9698125
2241,television,120.78612
2241,computer,31.874115
2241,lighting,68.445468
2241,lighting,1.342068
2241,waterheating,213.4215454
2241,ac,5.22325
2241,ac,3.656275
2241,vehicle,1655.6625
2243,cooking,92.297205
2243,freezing,0
2243,heating,0
2243,heating,0
2243,heating,0
2243,laundry,0
2243,lighting,20.13102
2243,lighting,4.026204
2243,vehicle,0
2252,cooking,4.030033583
2252,freezing,14.80941633
2252,heating,0
2252,heating,0
2252,heating,0
2252,laundry,0
2252,television,13.42068
2252,computer,15.210104
2252,lighting,13.6890936
2252,waterheating,234.0435659
2252,ac,2.74220625
2252,vehicle,0
2256,cooking,75.491325
2256,cooking,145.081209
2256,cooking,0
2256,cooking,0
2256,freezing,12.76378792
2256,heating,0
2256,heating,0
2256,heating,33.183
2256,laundry,0
2256,computer,19.124469
2256,lighting,6.71034
2256,lighting,44.288244
2256,lighting,2.23678
2256,waterheating,234.0435659
2256,ac,0
2256,vehicle,0
2257,cooking,199.017
2257,cooking,13.42068
2257,cooking,13.42068
2257,cooking,13.979875
2257,freezing,14.85886253
2257,heating,1518.367347
2257,laundry,0.69899375
2257,television,87.23442
2257,computer,38.02526
2257,lighting,4.920916
2257,waterheating,143.052
2257,ac,0
2257,vehicle,0
2267,cooking,100.544535
2267,cooking,0
2267,freezing,0
2267,heating,0
2267,heating,0
2267,heating,0
2267,laundry,0
2267,lighting,7.605052
2267,waterheating,223.1324439
2267,vehicle,0
2268,cooking,362.7030225
2268,cooking,0
2268,freezing,14.30454986
2268,freezing,0
2268,heating,0
2268,heating,0
2268,heating,0
2268,laundry,0
2268,lighting,2.23678
2268,waterheating,234.0435659
2268,vehicle,0
2269,cooking,217.6218135
2269,cooking,72.5406045
2269,freezing,0
2269,heating,0
2269,heating,0
2269,heating,0
2269,laundry,0
2269,computer,66.432366
2269,lighting,4.920916
2269,waterheating,234.0435659
2269,vehicle,0
2270,cooking,331.695
2270,cooking,27.95975
2270,freezing,14.80941633
2270,heating,1952.186589
2270,laundry,15.210104
2270,television,33.5517
2270,computer,121.680832
2270,lighting,24.60458
2270,lighting,1.342068
2270,waterheating,1716.624
2270,ac,0
2270,vehicle,0
2275,cooking,167.574225
2275,cooking,0
2275,freezing,0
2275,heating,0
2275,heating,0
2275,heating,0
2275,laundry,0
2275,lighting,44.288244
2275,waterheating,266.7769317
2275,vehicle,0
2278,cooking,362.7030225
2278,cooking,0
2278,cooking,0
2278,freezing,0
2278,heating,2928.279883
2278,laundry,0
2278,computer,30.755725
2278,lighting,13.6890936
2278,waterheating,299.5102976
2278,vehicle,0
2282,cooking,215.360145
2282,heating,0
2282,heating,0
2282,heating,0
2282,laundry,3.114222222
2282,lighting,38.02526
2282,lighting,7.605052
2282,waterheating,312.0580878
2282,vehicle,0
2288,cooking,145.081209
2288,freezing,15.9547349
2288,heating,0
2288,heating,0
2288,heating,0
2288,laundry,2.684136
2288,television,60.39306
2288,computer,8.94712
2288,lighting,2.23678
2288,waterheating,140.4261395
2288,vehicle,0
2289,cooking,0
2289,cooking,217.6218135
2289,cooking,153.828675
2289,freezing,5.943545014
2289,heating,0
2289,heating,0
2289,heating,0
2289,laundry,1.001
2289,laundry,0.679466667
2289,lighting,24.60458
2289,lighting,1.342068
2289,waterheating,234.0435659
2289,ac,7.107556641
2289,vehicle,0
2299,cooking,0
2299,heating,0
2299,heating,0
2299,heating,0
2299,laundry,0
2299,lighting,0
2299,lighting,0
2299,vehicle,0
2300,cooking,75.491325
2300,cooking,19.3441612
2300,freezing,11.88709003
2300,heating,0
2300,heating,0
2300,heating,0
2300,laundry,7.157696
2300,laundry,0
2300,television,143.15392
2300,computer,38.02526
2300,lighting,100.6551
2300,lighting,4.026204
2300,waterheating,266.7769317
2300,ac,14.74159896
2300,vehicle,0
2308,cooking,62.9094375
2308,cooking,48.360403
2308,cooking,28.518945
2308,cooking,0.465995833
2308,freezing,15.9547349
2308,freezing,18.51177041
2308,heating,77.427
2308,heating,29.38078125
2308,heating,0
2308,laundry,12.45688889
2308,computer,22.815156
2308,lighting,11.1839
2308,lighting,2.23678
2308,waterheating,164.3096
2308,ac,17.13878906
2308,vehicle,0
2312,cooking,67.02969
2312,cooking,145.081209
2312,freezing,0
2312,heating,0
2312,heating,0
2312,heating,0
2312,laundry,0
2312,computer,22.144122
2312,lighting,13.6890936
2312,waterheating,210.0390976
2312,vehicle,0
2317,cooking,47.531575
2317,cooking,331.695
2317,freezing,12.76378792
2317,heating,1952.186589
2317,laundry,23.35666667
2317,computer,12.30229
2317,lighting,4.026204
2317,waterheating,357.63
2317,ac,20.3245875
2317,vehicle,1655.6625
2327,cooking,0
2327,cooking,145.081209
2327,cooking,0
2327,cooking,0
2327,freezing,2.90086089
2327,heating,0
2327,heating,19.9098
2327,heating,0
2327,laundry,2.335666667
2327,computer,12.749646
2327,computer,28.630784
2327,lighting,11.1839
2327,waterheating,312.0580878
2327,vehicle,0
2332,cooking,153.828675
2332,freezing,0
2332,heating,0
2332,heating,0
2332,heating,0
2332,laundry,0
2332,lighting,68.445468
2332,lighting,20.13102
2332,lighting,8.8576488
2332,vehicle,0
2333,cooking,134.05938
2333,cooking,241.802015
2333,freezing,0
2333,heating,0
2333,laundry,0
2333,computer,12.30229
2333,lighting,8.8576488
2333,vehicle,0
2340,cooking,48.360403
2340,cooking,25.163775
2340,freezing,12.76378792
2340,heating,2678.571429
2340,laundry,15.84385833
2340,computer,57.373407
2340,lighting,13.6890936
2340,waterheating,213.4215454
2340,vehicle,0
2341,cooking,58.4766
2341,cooking,33.5517
2341,cooking,6.71034
2341,cooking,0
2341,freezing,29.71772507
2341,heating,1793.571429
2341,laundry,1.677585
2341,television,13.42068
2341,computer,3.578848
2341,lighting,2.9525496
2341,waterheating,399.3470634
2341,ac,3.266451563
2341,vehicle,2317.9275
2347,cooking,14.2594725
2347,cooking,1.789424
2347,cooking,1.188289375
2347,cooking,132.678
2347,freezing,12.76378792
2347,heating,1681.632653
2347,laundry,47.531575
2347,television,44.7356
2347,computer,15.210104
2347,lighting,24.60458
2347,waterheating,266.7769317
2347,ac,2.406791667
2347,vehicle,1655.6625
2361,cooking,167.574225
2361,cooking,217.6218135
2361,cooking,0
2361,freezing,0
2361,heating,0
2361,heating,0
2361,heating,0
2361,laundry,0
2361,lighting,4.026204
2361,vehicle,0
2365,cooking,111.71615
2365,cooking,48.360403
2365,cooking,0
2365,freezing,17.83063504
2365,heating,0
2365,heating,0
2365,heating,0
2365,laundry,1.342068
2365,television,26.84136
2365,lighting,4.47356
2365,waterheating,223.1324439
2365,vehicle,0
2366,cooking,0
2366,heating,0
2366,heating,0
2366,heating,0
2366,lighting,44.288244
2366,lighting,4.026204
2366,vehicle,0
2367,cooking,0
2367,cooking,221.13
2367,freezing,15.9547349
2367,heating,2562.244898
2367,laundry,16.016
2367,computer,14.762748
2367,lighting,8.8576488
2367,waterheating,139.79875
2367,vehicle,0
2372,cooking,217.6218135
2372,freezing,0
2372,heating,0
2372,heating,0
2372,heating,0
2372,laundry,0
2372,lighting,8.8576488
2372,vehicle,993.3975
2376,cooking,83.87925
2376,cooking,362.7030225
2376,freezing,0
2376,heating,2277.55102
2376,laundry,0
2376,computer,31.874115
2376,lighting,8.8576488
2376,waterheating,399.3470634
2376,waterheating,355.7025756
2376,ac,0
2376,ac,0
2376,vehicle,3642.4575
2381,cooking,199.017
2381,cooking,19.01263
2381,cooking,20.9698125
2381,cooking,0
2381,freezing,31.90946979
2381,heating,1518.367347
2381,laundry,57.75466667
2381,computer,22.815156
2381,lighting,8.8576488
2381,vehicle,0
2383,cooking,145.081209
2383,cooking,25.163775
2383,freezing,2.90086089
2383,heating,0
2383,heating,0
2383,heating,0
2383,laundry,0
2383,lighting,4.920916
2383,waterheating,280.0521301
2383,vehicle,0
2385,cooking,125.818875
2385,freezing,0
2385,heating,0
2385,heating,0
2385,heating,0
2385,lighting,4.47356
2385,lighting,0.894712
2385,vehicle,0
2400,cooking,1.164989583
2400,cooking,110.565
2400,cooking,0
2400,freezing,14.80941633
2400,heating,1952.186589
2400,laundry,15.210104
2400,computer,15.210104
2400,lighting,20.13102
2400,lighting,2.9525496
2400,waterheating,83.87925
2400,vehicle,662.265
2415,cooking,104.8490625
2415,freezing,0
2415,heating,0
2415,heating,0
2415,heating,0
2415,laundry,0
2415,lighting,38.02526
2415,lighting,4.47356
2415,lighting,2.9525496
2415,vehicle,0
2417,cooking,145.081209
2417,cooking,75.491325
2417,freezing,2.90086089
2417,freezing,0
2417,heating,0
2417,heating,0
2417,heating,0
2417,laundry,1.868533333
2417,computer,57.373407
2417,lighting,11.1839
2417,lighting,0.894712
2417,waterheating,223.1324439
2417,vehicle,0
2420,cooking,362.7030225
2420,cooking,0
2420,freezing,0
2420,heating,0
2420,laundry,0
2420,lighting,19.7731352
2420,vehicle,0
2430,cooking,111.7025
2430,cooking,15.84385833
2430,cooking,0
2430,heating,0
2430,heating,0
2430,heating,0
2430,lighting,4.026204
2430,vehicle,0
2434,cooking,215.360145
2434,freezing,0
2434,heating,0
2434,heating,0
2434,heating,0
2434,laundry,0
2434,lighting,11.1839
2434,lighting,6.71034
2434,lighting,2.23678
2434,waterheating,214.578
2434,vehicle,0
2438,cooking,362.7030225
2438,cooking,0
2438,freezing,0
2438,heating,0
2438,heating,0
2438,heating,0
2438,laundry,0
2438,computer,0
2438,lighting,8.8576488
2438,waterheating,299.5102976
2438,vehicle,0
2439,cooking,67.02969
2439,cooking,72.5406045
2439,freezing,0
2439,heating,0
2439,laundry,0
2439,computer,12.30229
2439,waterheating,210.0390976
2439,vehicle,0
2441,cooking,221.13
2441,cooking,11.1839
2441,cooking,0
2441,freezing,12.76378792
2441,heating,1952.186589
2441,laundry,17.89424
2441,television,17.89424
2441,computer,68.445468
2441,lighting,4.920916
2441,waterheating,139.79875
2441,ac,18.00292969
2441,vehicle,662.265
2445,cooking,362.7030225
2445,cooking,0
2445,freezing,0
2445,heating,0
2445,heating,0
2445,heating,0
2445,laundry,0
2445,computer,31.874115
2445,lighting,13.6890936
2445,waterheating,234.0435659
2445,ac,47.00925
2445,ac,47.00925
2445,vehicle,0
2449,cooking,125.818875
2449,cooking,10.07508396
2449,freezing,0
2449,heating,0
2449,heating,44.07117188
2449,heating,0
2449,laundry,0
2449,lighting,4.47356
2449,lighting,4.920916
2449,ac,14.69039063
2449,vehicle,0
2450,cooking,100.53225
2450,cooking,96.720806
2450,cooking,9.506315
2450,cooking,1.789424
2450,freezing,14.80941633
2450,heating,0
2450,heating,0
2450,heating,0
2450,television,40.26204
2450,lighting,0.894712
2450,waterheating,234.0435659
2450,vehicle,0
2451,cooking,100.53225
2451,freezing,0
2451,heating,0
2451,heating,0
2451,heating,0
2451,laundry,0
2451,lighting,1.342068
2451,vehicle,0
2454,cooking,100.544535
2454,cooking,0
2454,heating,203.3527697
2454,laundry,0
2454,lighting,4.47356
2454,lighting,4.026204
2454,waterheating,234.0435659
2454,vehicle,0
2477,cooking,215.360145
2477,heating,0
2477,heating,0
2477,heating,0
2477,lighting,2.23678
2477,vehicle,0
2481,cooking,145.081209
2481,cooking,0
2481,cooking,0
2481,cooking,0
2481,freezing,0
2481,freezing,7.977367449
2481,heating,0
2481,heating,0
2481,heating,0
2481,laundry,0
2481,computer,19.124469
2481,lighting,20.13102
2481,waterheating,164.3096
2481,vehicle,0
2482,cooking,83.87925
2482,cooking,32.487
2482,cooking,55.858075
2482,freezing,12.76378792
2482,heating,0
2482,heating,0
2482,heating,0
2482,laundry,0
2482,lighting,4.026204
2482,ac,11.86075368
2482,vehicle,0
2485,cooking,241.802015
2485,cooking,0
2485,freezing,0
2485,heating,0
2485,heating,0
2485,heating,0
2485,laundry,0
2485,lighting,20.13102
2485,vehicle,0
2486,cooking,167.574225
2486,heating,0
2486,lighting,4.920916
2486,vehicle,0
2490,cooking,71.2973625
2490,freezing,12.76378792
2490,heating,0
2490,heating,0
2490,heating,0
2490,laundry,1.9571825
2490,television,116.31256
2490,lighting,29.07814
2490,waterheating,312.0580878
2490,vehicle,0
2493,cooking,402.17814
2493,freezing,15.9547349
2493,heating,0
2493,heating,0
2493,heating,0
2493,television,33.5517
2493,computer,31.874115
2493,lighting,4.920916
2493,vehicle,0
2495,cooking,362.7030225
2495,freezing,12.76378792
2495,heating,0
2495,heating,0
2495,heating,0
2495,computer,16.104816
2495,lighting,19.7731352
