id,region_codes
9147,3
9149,3
9150,3
9154,3
9160,3
9163,3
9164,3
9166,3
9167,3
9169,3
9179,3
9181,3
9188,3
9189,3
9191,3
9197,3
9199,3
9201,3
9204,3
9208,3
9209,3
9214,3
9218,3
9219,3
9222,3
9227,3
9229,3
9230,3
9231,3
9233,3
9234,3
9235,3
9237,3
9240,3
9245,3
9250,3
9252,3
9253,3
9261,3
9264,3
9273,3
9274,3
9277,3
9280,3
9281,3
9291,3
9297,3
9302,3
9309,3
9319,3
9324,3
9325,3
9332,3
9336,3
9339,3
9341,3
9344,3
9348,3
9352,3
9356,3
9369,3
9371,3
9372,3
9374,3
9381,3
9385,3
9392,3
9397,3
9403,3
9404,3
9412,3
9415,3
9419,3
9423,3
9426,3
9427,3
9430,3
9432,3
9433,3
9436,3
9437,3
9438,3
9439,3
9440,3
9445,3
9449,3
9456,3
9457,3
9463,3
9465,3
9472,3
9474,3
9475,3
9476,3
9488,3
9499,3
9503,3
9511,3
9512,3
9518,3
9519,3
9523,3
9530,3
9531,3
9534,3
9540,3
9542,3
9546,3
9549,3
9557,3
9558,3
9561,3
9573,3
9579,3
9582,3
9584,3
9604,3
9605,3
9608,3
9611,3
9613,3
9616,3
9617,3
9618,3
9623,3
9624,3
9625,3
9626,3
9629,3
9630,3
9631,3
9637,3
9638,3
9642,3
9645,3
9646,3
9647,3
9648,3
9651,3
9652,3
9655,3
9658,3
9663,3
9666,3
9671,3
9683,3
9686,3
9687,3
9688,3
9690,3
9696,3
9697,3
9700,3
9702,3
9710,3
9711,3
9720,3
9721,3
9728,3
9730,3
9731,3
9734,3
9738,3
9739,3
9741,3
9745,3
9747,3
9751,2
9757,2
9761,2
9762,2
9763,2
9769,2
9777,2
9780,2
9783,2
9786,2
9796,2
9798,2
9800,2
9802,2
9805,2
9807,2
9809,2
9810,2
9811,2
9812,2
9816,2
9822,2
9828,2
9830,2
9831,2
9834,2
9841,2
9843,2
9850,2
9856,2
9873,2
9878,2
9882,2
9886,2
9889,2
9891,2
9896,2
9904,2
9906,2
9908,2
9909,2
9913,2
9914,2
9917,2
9924,2
9928,2
9932,2
9933,2
9935,2
9939,2
9943,2
9944,2
9948,2
9950,2
9952,2
9954,2
9955,2
9958,2
9962,2
9966,2
9970,2
9974,2
9975,2
9976,2
9977,2
9979,2
9983,2
9984,2
9990,2
9991,2
9992,2
9995,2
9998,2
10007,2
10008,2
10010,2
10012,2
10018,2
10019,2
10027,2
10029,2
10030,2
10032,2
10034,2
10042,2
10043,2
10049,2
10053,2
10055,2
10060,2
10062,2
10064,2
10073,2
10076,2
10083,2
10084,2
10090,2
10094,2
10096,2
10098,2
10103,2
10112,2
10113,2
10115,2
10131,2
10133,2
10134,2
10136,2
10138,2
10140,2
10142,2
10144,2
10145,2
10149,2
10151,2
10154,2
10155,2
10161,2
10162,2
10164,2
10168,2
10170,2
10174,2
10176,2
10177,2
10181,2
10183,2
10188,2
10191,2
10204,2
10208,2
10217,2
10218,2
10220,2
10228,2
10243,2
10244,2
10248,2
10252,2
10256,2
10262,2
10264,2
10268,2
10269,2
10270,2
10277,2
10279,2
10284,2
10285,2
10286,2
10289,2
10293,2
10295,2
10297,2
10300,2
10301,2
10302,2
10305,2
10306,2
10319,2
10321,2
10326,2
10329,2
10330,2
10333,2
10335,2
10343,2
10344,2
10346,2
10350,2
10363,2
10366,2
10370,2
10373,2
10374,2
10376,2
10378,2
10381,2
10385,2
10395,2
10396,2
10403,2
10405,2
10406,2
10409,2
10411,2
10421,2
10425,2
10427,2
10430,2
10432,2
10451,2
10453,2
10459,2
10463,2
10464,2
10466,2
10467,2
10486,2
10487,2
10489,2
10492,2
10494,2
10499,2
10503,3
10504,3
10506,3
10507,3
10510,3
10513,3
10514,3
10515,3
10517,3
10518,3
10519,3
10522,3
10524,3
10525,3
10529,3
10530,3
10531,3
10536,3
10539,3
10541,3
10542,3
10543,3
10547,3
10560,3
10564,3
10574,3
10579,3
10580,3
10592,3
10597,3
10600,3
10601,3
10609,3
10617,3
10618,3
10619,3
10622,3
10626,3
10633,3
10639,3
10640,3
10642,3
10643,3
10644,3
10648,3
10650,3
10659,3
10660,3
10661,3
10668,3
10670,3
10674,3
10675,3
10679,3
10680,3
10682,3
10685,3
10688,3
10690,3
10696,3
10707,3
10709,3
10713,3
10720,3
10728,3
10730,3
10737,3
10741,3
10742,3
10755,3
10756,3
10757,3
10761,3
10763,3
10766,3
10768,3
10771,3
10777,3
10778,3
10780,3
10782,3
10789,3
10790,3
10791,3
10799,3
10802,3
10806,3
10813,3
10815,3
10816,3
10818,3
10821,3
10822,3
10828,3
10833,3
10836,3
10842,3
10843,3
10845,3
10847,3
10856,3
10861,3
10862,3
10865,3
10868,3
10869,3
10871,3
10873,3
10874,3
10881,3
10883,3
10884,3
10886,3
10887,3
10897,3
10899,3
10900,3
10910,3
10911,3
10914,3
10922,3
10923,3
10932,3
10933,3
10939,3
10947,3
10950,3
10951,3
10952,3
10954,3
10957,3
10960,3
10961,3
10964,3
10966,3
10969,3
10971,3
10984,3
10986,3
10989,3
10991,3
10992,3
11001,3
11002,3
11010,3
11012,3
11013,3
11015,3
11017,3
11018,3
11026,3
11028,3
11038,3
11043,3
11044,3
11045,3
11048,3
11051,3
11054,3
11057,3
11062,3
11067,3
11071,3
11075,3
11078,3
11080,3
11083,3
11085,3
11091,3
11095,3
11100,3
11103,3
11104,3
11105,3
11107,3
11115,3
11121,3
11125,3
11133,3
11135,3
11140,3
11141,3
11145,3
11150,3
11153,3
11156,3
11159,3
11160,3
11161,3
11162,3
11165,3
11173,3
11185,3
11189,3
11198,3
11199,3
11209,3
11220,3
11223,3
11225,3
11229,3
11234,3
11237,3
11238,3
11242,3
11245,3
11248,3
11250,3
11253,3
11256,3
11273,3
11292,3
11293,3
11305,3
11308,3
11310,3
11315,3
11318,3
11329,3
11331,3
11342,3
11344,3
11360,3
11366,3
11368,3
11374,3
11377,3
11380,3
11381,3
11391,3
11392,3
11393,3
11394,3
11395,3
11401,3
11406,3
11410,3
11411,3
11414,3
11415,3
11416,3
11418,3
11419,3
11422,3
11430,3
11431,3
11432,3
11434,3
11442,3
11449,3
11450,3
11459,3
11471,3
11478,3
11479,3
11485,3
11488,3
11494,3
11495,3
11496,3
11499,3
11503,3
11506,3
11508,3
11509,3
11510,3
11515,3
11516,3
11527,3
11528,3
11556,3
11560,3
11563,3
11567,3
11569,3
11571,3
11572,3
11573,3
11574,3
11578,3
11587,3
11590,3
11591,3
11593,3
11603,3
11613,3
11631,3
11633,3
11636,3
11652,3
11654,3
11655,3
11659,3
11663,3
11664,3
11665,3
11670,3
11678,3
11695,3
11700,3
11701,3
11703,3
11704,3
11707,3
11708,3
11709,3
11713,3
11716,3
11719,3
11723,3
11730,3
11736,3
11737,3
11739,3
11744,3
11746,3
11752,3
11755,3
11760,3
11794,3
11810,3
11823,3
11829,3
11836,3
11839,3
11842,3
11843,3
11844,3
11859,3
11860,3
11862,3
11867,3
11868,3
11872,3
11878,3
11881,3
11889,3
11890,3
11894,3
11896,3
11905,3
11908,3
11910,3
11920,3
11932,3
11936,3
11938,3
11943,3
11958,3
11959,3
11983,3
11991,3
11993,3
11998,3
11999,3
12001,3
12010,3
12014,3
12022,3
12023,3
12026,3
12033,3
12039,3
12041,3
12047,3
12049,3
12050,3
12053,3
12054,3
12059,3
12062,3
12066,3
12068,3
12075,3
12083,3
12090,3
12097,3
12101,3
12107,3
12111,3
12112,3
12114,3
12120,3
12131,3
12134,3
12139,3
12159,3
12166,3
12185,3
12186,3
12187,3
12192,3
12196,3
12200,3
12201,3
12202,3
12203,3
12206,3
12212,3
12216,3
12223,3
12227,3
12228,3
12230,3
12233,3
12239,3
12248,3
12253,3
12255,3
12257,3
12260,3
12261,3
12266,3
12267,3
12270,3
12271,3
12279,3
12282,3
12287,3
12288,3
12289,3
12291,3
12292,3
12299,3
12301,3
12304,3
12313,3
12320,3
12324,3
12326,3
12327,3
12328,3
12329,3
12331,3
12336,3
12344,3
12348,3
12358,3
12360,3
12372,3
12373,3
12375,3
12377,3
12380,3
12382,3
12391,3
12393,3
12398,3
12408,3
12416,3
12421,3
12438,3
12442,3
12448,3
12458,3
12467,3
12473,3
12476,3
12484,3
12485,3
12502,3
12503,3
12507,3
12508,3
12520,3
12523,3
12527,3
12535,3
12537,3
12540,3
12544,3
12545,3
12564,3
12575,3
12580,3
12582,3
12583,3
12593,3
12601,3
12602,3
12616,3
12624,3
12629,3
12630,3
12632,3
12641,3
12643,3
12648,3
12652,3
12655,3
12656,3
12657,3
12662,3
12663,3
12666,3
12667,3
12671,3
12678,3
12686,3
12698,3
12700,3
12708,3
12713,3
12716,3
12717,3
12721,3
12723,3
12732,3
12742,3
12745,3
12748,3
12750,3
12752,3
12760,3
12771,3
12785,3
12792,3
12798,3
12799,3
12802,3
12807,3
12808,3
12812,3
12813,3
12822,3
12824,3
12828,3
12850,3
12856,3
12860,3
12863,3
12867,3
12871,3
12872,3
12874,3
12880,3
12885,3
12887,3
12890,3
12895,3
12898,3
12899,3
12900,3
12901,3
12905,3
12906,3
12907,3
12908,3
12914,3
12919,3
12921,3
12924,3
12926,3
12929,3
12935,3
12936,3
12945,3
12951,3
12964,3
12968,3
12972,5
12983,5
12985,5
12986,5
12990,5
12995,5
12996,5
13001,5
13014,5
13015,5
13019,5
13020,5
13022,5
13023,5
13046,5
13060,5
13064,5
13077,5
13088,5
13096,5
13098,5
13099,5
13118,5
13126,5
13130,5
13137,5
13145,5
13152,5
13160,5
13162,5
13167,5
13173,5
13182,5
13189,5
13192,5
