id,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren
2738,8,0,0,0,0,0,0,0,0,0,1,1,1,1
2742,7,0,0,0,0,0,0,0,0,1,2,2,1,1
2746,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2747,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2755,8,0,0,0,0,0,0,0,0,0,0,1,1,0
2756,6,0,0,0,1,0,0,0,0,0,0,2,1,0
2774,2,0,0,0,0,0,0,1,0,0,1,0,0,1
2777,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2779,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,8,0,0,0,0,0,0,0,0,0,0,1,1,0
2786,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2793,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,8,0,0,0,0,0,0,0,0,0,0,1,1,0
2805,8,0,0,0,0,0,0,0,0,0,0,3,1,0
2809,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2810,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2812,8,0,0,0,0,0,0,0,0,0,0,2,1,0
2813,2,0,0,0,0,0,0,1,0,0,2,0,0,1
2821,7,0,0,0,0,0,0,0,0,1,0,2,1,0
2824,8,0,0,0,0,0,0,0,0,0,0,1,1,0
2834,7,0,0,0,0,0,0,0,0,1,0,1,1,0
2843,7,0,0,0,0,0,0,0,0,1,0,1,1,0
2846,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,6,0,0,0,1,0,0,0,0,0,0,2,1,0
2853,8,0,0,0,0,0,0,0,0,0,0,2,1,0
2859,7,0,0,0,0,0,0,0,0,1,1,0,0,1
2863,8,0,0,0,0,0,0,0,0,0,1,1,1,1
2864,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,8,0,0,0,0,0,0,0,0,0,0,2,1,0
2866,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2875,7,0,0,0,0,0,0,0,0,1,0,2,1,0
2876,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2882,7,0,0,0,0,0,0,0,0,1,2,2,1,1
2884,2,0,0,0,0,0,0,1,0,0,1,0,0,1
2888,2,0,0,0,0,0,0,1,0,0,1,0,0,1
2895,6,0,0,0,1,0,0,0,0,0,0,2,1,0
2896,5,1,1,0,0,0,0,0,0,0,0,1,1,0
2910,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,10,0,0,0,0,0,0,0,0,0,0,1,1,0
2927,7,0,0,0,0,0,0,0,0,1,2,1,1,1
2932,7,0,0,0,0,0,0,0,0,1,0,3,1,0
2934,6,0,0,0,1,0,0,0,0,0,0,2,1,0
2941,7,0,0,0,0,0,0,0,0,1,2,1,1,1
2951,6,0,0,0,1,0,0,0,0,0,0,2,1,0
2952,7,0,0,0,0,0,0,0,0,1,1,2,1,1
2953,7,0,0,0,0,0,0,0,0,1,0,0,0,0
2955,6,0,0,0,1,0,0,0,0,0,0,2,1,0
2965,7,0,0,0,0,0,0,0,0,1,2,2,1,1
2966,5,1,1,0,0,0,0,0,0,0,0,1,1,0
2967,2,0,0,0,0,0,0,1,0,0,1,0,0,1
2972,8,0,0,0,0,0,0,0,0,0,0,2,1,0
2977,7,0,0,0,0,0,0,0,0,1,1,3,1,1
2982,7,0,0,0,0,0,0,0,0,1,0,2,1,0
2983,7,0,0,0,0,0,0,0,0,1,1,2,1,1
2994,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3006,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3009,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3014,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,2,0,0,0,0,0,0,1,0,0,1,1,1,1
3018,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,7,0,0,0,0,0,0,0,0,1,1,1,1,1
3026,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3029,7,0,0,0,0,0,0,0,0,1,0,5,1,0
3030,2,0,0,0,0,0,0,1,0,0,2,0,0,1
3032,7,0,0,0,0,0,0,0,0,1,0,2,1,0
3034,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3041,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3053,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3058,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3063,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3066,7,0,0,0,0,0,0,0,0,1,1,0,0,1
3067,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3074,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,7,0,0,0,0,0,0,0,0,1,0,3,1,0
3092,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3093,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3097,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3098,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3101,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3102,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3114,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3125,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3131,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3136,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,2,0,0,0,0,0,0,1,0,0,1,1,1,1
3139,6,0,0,0,1,0,0,0,0,0,0,1,1,0
3146,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3148,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3153,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3173,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3175,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3202,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3204,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3213,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3217,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3218,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,3,0,0,0,0,0,1,0,0,0,1,1,1,1
3250,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3260,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3264,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3274,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3276,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3294,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3295,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3306,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3307,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3309,7,0,0,0,0,0,0,0,0,1,0,2,1,0
3312,7,0,0,0,0,0,0,0,0,1,1,0,0,1
3313,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3315,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3319,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3327,3,0,0,0,0,0,1,0,0,0,1,0,0,1
3345,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3350,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3351,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3354,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3360,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3367,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3370,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3372,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,7,0,0,0,0,0,0,0,0,1,0,3,1,0
3383,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3384,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3387,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3417,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3419,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3424,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,7,0,0,0,0,0,0,0,0,1,1,1,1,1
3431,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3435,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3436,3,0,0,0,0,0,1,0,0,0,1,0,0,1
3452,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3459,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3472,7,0,0,0,0,0,0,0,0,1,2,0,0,1
3473,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3475,2,0,0,0,0,0,0,1,0,0,2,0,0,1
3477,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3479,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3483,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3486,7,0,0,0,0,0,0,0,0,1,1,1,1,1
3487,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3490,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3494,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3499,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3511,7,0,0,0,0,0,0,0,0,1,0,2,1,0
3513,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3516,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3525,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3532,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3533,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3537,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3544,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3545,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3548,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3559,7,0,0,0,0,0,0,0,0,1,0,1,1,0
3560,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,8,0,0,0,0,0,0,0,0,0,1,2,1,1
3567,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3569,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3572,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3579,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3580,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3599,3,0,0,0,0,0,1,0,0,0,1,0,0,1
3603,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3604,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3605,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3615,7,0,0,0,0,0,0,0,0,1,0,1,1,0
3618,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3626,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3635,7,0,0,0,0,0,0,0,0,1,3,2,1,1
3640,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3643,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3648,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3657,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3662,2,0,0,0,0,0,0,1,0,0,2,0,0,1
3669,8,0,0,0,0,0,0,0,0,0,1,1,1,1
3673,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3680,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3682,7,0,0,0,0,0,0,0,0,1,1,0,0,1
3683,4,0,0,0,0,0,0,0,1,0,1,2,1,1
3687,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3694,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3695,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3698,4,0,0,0,0,0,0,0,1,0,2,1,1,1
3704,7,0,0,0,0,0,0,0,0,1,0,2,1,0
3709,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3710,9,0,0,0,0,0,0,0,0,0,1,0,0,1
3712,8,0,0,0,0,0,0,0,0,0,0,3,1,0
3718,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3720,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3722,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3726,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,8,0,0,0,0,0,0,0,0,0,0,3,1,0
3731,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3733,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,8,0,0,0,0,0,0,0,0,0,1,1,1,1
3738,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3741,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3742,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3745,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3746,7,0,0,0,0,0,0,0,0,1,0,2,1,0
3752,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3754,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3757,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3764,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3769,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3770,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3775,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3779,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3787,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3792,7,0,0,0,0,0,0,0,0,1,1,0,0,1
3796,7,0,0,0,0,0,0,0,0,1,1,3,1,1
3798,6,0,0,0,1,0,0,0,0,0,0,1,1,0
3805,7,0,0,0,0,0,0,0,0,1,1,0,0,1
3814,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3815,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3816,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3827,7,0,0,0,0,0,0,0,0,1,2,1,1,1
3837,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3839,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3848,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3849,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3850,7,0,0,0,0,0,0,0,0,1,2,2,1,1
3860,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3861,3,0,0,0,0,0,1,0,0,0,1,0,0,1
3862,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3864,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,7,0,0,0,0,0,0,0,0,1,1,1,1,1
3873,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3878,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3881,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3884,8,0,0,0,0,0,0,0,0,0,0,3,1,0
3886,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3888,8,0,0,0,0,0,0,0,0,0,1,1,1,1
3890,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3895,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3896,6,0,0,0,1,0,0,0,0,0,0,1,1,0
3897,5,1,1,0,0,0,0,0,0,0,0,1,1,0
3898,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3900,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3904,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3908,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3919,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3922,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3924,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3926,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3927,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3930,7,0,0,0,0,0,0,0,0,1,2,2,1,1
3932,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3937,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,2,0,0,0,0,0,0,1,0,0,1,1,1,1
3945,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3948,7,0,0,0,0,0,0,0,0,1,1,2,1,1
3949,8,0,0,0,0,0,0,0,0,0,0,2,1,0
3959,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3970,2,0,0,0,0,0,0,1,0,0,1,0,0,1
3971,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3973,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3980,10,0,0,0,0,0,0,0,0,0,0,1,1,0
3986,8,0,0,0,0,0,0,0,0,0,0,1,1,0
3987,7,0,0,0,0,0,0,0,0,1,0,2,1,0
3988,8,0,0,0,0,0,0,0,0,0,1,1,1,1
3989,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,6,0,0,0,1,0,0,0,0,0,0,2,1,0
3998,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4003,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4006,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4013,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4016,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4019,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4024,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4026,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4031,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4033,2,0,0,0,0,0,0,1,0,0,1,1,1,1
4035,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4036,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4044,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4049,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4050,5,1,1,0,0,0,0,0,0,0,0,1,1,0
4051,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4055,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4057,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4066,5,1,1,0,0,0,0,0,0,0,0,1,1,0
4073,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4079,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4081,7,0,0,0,0,0,0,0,0,1,1,2,1,1
4083,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4085,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4089,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4091,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4092,3,0,0,0,0,0,1,0,0,0,1,0,0,1
4094,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4095,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4096,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,7,0,0,0,0,0,0,0,0,1,1,2,1,1
4107,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4109,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4113,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4126,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4129,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,10,0,0,0,0,0,0,0,0,0,0,1,1,0
4144,7,0,0,0,0,0,0,0,0,1,0,2,1,0
4147,10,0,0,0,0,0,0,0,0,0,0,1,1,0
4151,7,0,0,0,0,0,0,0,0,1,0,0,0,0
4152,2,0,0,0,0,0,0,1,0,0,2,0,0,1
4156,5,1,1,0,0,0,0,0,0,0,0,1,1,0
4158,7,0,0,0,0,0,0,0,0,1,1,1,1,1
4167,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4184,7,0,0,0,0,0,0,0,0,1,1,2,1,1
4185,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,4,0,0,0,0,0,0,0,1,0,1,1,1,1
4189,7,0,0,0,0,0,0,0,0,1,0,2,1,0
4191,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4194,4,0,0,0,0,0,0,0,1,0,1,2,1,1
4196,7,0,0,0,0,0,0,0,0,1,1,0,0,1
4197,7,0,0,0,0,0,0,0,0,1,1,0,0,1
4198,7,0,0,0,0,0,0,0,0,1,2,1,1,1
4201,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4203,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4209,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4210,7,0,0,0,0,0,0,0,0,1,0,2,1,0
4215,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4217,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4218,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4220,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4223,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4238,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4239,7,0,0,0,0,0,0,0,0,1,1,0,0,1
4242,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,2,0,0,0,0,0,0,1,0,0,1,2,1,1
4248,2,0,0,0,0,0,0,1,0,0,2,0,0,1
4255,6,0,0,0,1,0,0,0,0,0,0,1,1,0
4258,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4259,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4260,7,0,0,0,0,0,0,0,0,1,2,1,1,1
4264,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4275,7,0,0,0,0,0,0,0,0,1,1,2,1,1
4277,8,0,0,0,0,0,0,0,0,0,1,2,1,1
4279,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4285,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4287,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4288,2,0,0,0,0,0,0,1,0,0,2,0,0,1
4291,7,0,0,0,0,0,0,0,0,1,1,2,1,1
4295,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,7,0,0,0,0,0,0,0,0,1,2,2,1,1
4298,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4301,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4303,5,1,1,0,0,0,0,0,0,0,0,1,1,0
4310,7,0,0,0,0,0,0,0,0,1,2,2,1,1
4315,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4321,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4322,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4325,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4327,6,0,0,0,1,0,0,0,0,0,0,1,1,0
4334,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4337,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4344,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4346,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4354,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4364,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4365,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4366,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4379,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4381,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4382,5,1,1,0,0,0,0,0,0,0,0,1,1,0
4386,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4387,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4388,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4392,7,0,0,0,0,0,0,0,0,1,0,2,1,0
4402,6,0,0,0,1,0,0,0,0,0,0,1,1,0
4404,9,0,0,0,0,0,0,0,0,0,1,0,0,1
4408,2,0,0,0,0,0,0,1,0,0,2,0,0,1
4424,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4429,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4436,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4438,6,0,0,0,1,0,0,0,0,0,0,1,1,0
4439,7,0,0,0,0,0,0,0,0,1,2,0,0,1
4442,7,0,0,0,0,0,0,0,0,1,1,2,1,1
4443,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4445,8,0,0,0,0,0,0,0,0,0,1,1,1,1
4447,7,0,0,0,0,0,0,0,0,1,1,0,0,1
4450,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4451,5,1,1,0,0,0,0,0,0,0,0,1,1,0
4452,7,0,0,0,0,0,0,0,0,1,1,0,0,1
4462,2,0,0,0,0,0,0,1,0,0,2,0,0,1
4470,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4471,6,0,0,0,1,0,0,0,0,0,0,1,1,0
4473,7,0,0,0,0,0,0,0,0,1,1,2,1,1
4475,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4477,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4481,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4483,8,0,0,0,0,0,0,0,0,0,0,2,1,0
4484,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4494,7,0,0,0,0,0,0,0,0,1,2,2,1,1
4495,8,0,0,0,0,0,0,0,0,0,0,1,1,0
4498,2,0,0,0,0,0,0,1,0,0,2,0,0,1
4499,8,0,0,0,0,0,0,0,0,0,0,3,1,0
4500,6,0,0,0,1,0,0,0,0,0,0,2,1,0
4509,2,0,0,0,0,0,0,1,0,0,1,0,0,1
4518,1,0,0,0,0,1,0,0,0,0,0,0,0,0
