id,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren
16152,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16153,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16154,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16160,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16164,10,0,0,0,0,0,0,0,0,0,0,1,1,0
16165,4,0,0,0,0,0,0,0,1,0,1,2,1,1
16168,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16174,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16175,4,0,0,0,0,0,0,0,1,0,1,2,1,1
16185,8,0,0,0,0,0,0,0,0,0,1,3,1,1
16189,10,0,0,0,0,0,0,0,0,0,0,1,1,0
16193,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16194,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16198,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16208,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16209,7,0,0,0,0,0,0,0,0,1,1,0,0,1
16210,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16213,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16218,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16220,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16221,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16232,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16238,2,0,0,0,0,0,0,1,0,0,1,1,1,1
16245,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16252,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16256,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16257,7,0,0,0,0,0,0,0,0,1,4,2,1,1
16264,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16265,7,0,0,0,0,0,0,0,0,1,0,2,1,0
16274,7,0,0,0,0,0,0,0,0,1,1,1,1,1
16284,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16287,8,0,0,0,0,0,0,0,0,0,0,4,1,0
16289,7,0,0,0,0,0,0,0,0,1,0,1,1,0
16293,10,0,0,0,0,0,0,0,0,0,0,1,1,0
16296,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16299,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16306,10,0,0,0,0,0,0,0,0,0,0,1,1,0
16309,6,0,0,0,1,0,0,0,0,0,0,1,1,0
16311,7,0,0,0,0,0,0,0,0,1,1,0,0,1
16312,11,0,0,0,0,0,0,0,0,0,0,0,0,0
16313,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16315,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16323,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16329,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16331,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16336,7,0,0,0,0,0,0,0,0,1,2,1,1,1
16343,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16346,8,0,0,0,0,0,0,0,0,0,1,1,1,1
16350,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16351,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16353,8,0,0,0,0,0,0,0,0,0,1,2,1,1
16358,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16365,7,0,0,0,0,0,0,0,0,1,2,0,0,1
16368,3,0,0,0,0,0,1,0,0,0,1,0,0,1
16369,7,0,0,0,0,0,0,0,0,1,0,1,1,0
16370,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16372,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16374,7,0,0,0,0,0,0,0,0,1,2,0,0,1
16384,7,0,0,0,0,0,0,0,0,1,1,1,1,1
16399,7,0,0,0,0,0,0,0,0,1,1,4,1,1
16400,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16416,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16426,7,0,0,0,0,0,0,0,0,1,0,2,1,0
16428,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16435,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16438,3,0,0,0,0,0,1,0,0,0,1,0,0,1
16442,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16446,7,0,0,0,0,0,0,0,0,1,2,1,1,1
16448,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16450,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16452,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16453,2,0,0,0,0,0,0,1,0,0,1,1,1,1
16455,8,0,0,0,0,0,0,0,0,0,1,1,1,1
16459,7,0,0,0,0,0,0,0,0,1,0,1,1,0
16461,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16464,11,0,0,0,0,0,0,0,0,0,0,0,0,0
16470,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16472,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16477,7,0,0,0,0,0,0,0,0,1,0,1,1,0
16483,7,0,0,0,0,0,0,0,0,1,1,3,1,1
16486,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16488,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16497,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16498,7,0,0,0,0,0,0,0,0,1,0,2,1,0
16499,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16501,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16516,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16517,3,0,0,0,0,0,1,0,0,0,1,0,0,1
16519,7,0,0,0,0,0,0,0,0,1,2,0,0,1
16520,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16524,7,0,0,0,0,0,0,0,0,1,3,0,0,1
16525,7,0,0,0,0,0,0,0,0,1,1,0,0,1
16528,7,0,0,0,0,0,0,0,0,1,0,0,0,0
16530,7,0,0,0,0,0,0,0,0,1,1,1,1,1
16531,7,0,0,0,0,0,0,0,0,1,3,1,1,1
16542,7,0,0,0,0,0,0,0,0,1,0,1,1,0
16547,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16555,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16562,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16568,7,0,0,0,0,0,0,0,0,1,0,1,1,0
16569,7,0,0,0,0,0,0,0,0,1,1,1,1,1
16570,7,0,0,0,0,0,0,0,0,1,2,0,0,1
16591,3,0,0,0,0,0,1,0,0,0,1,0,0,1
16593,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16595,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16597,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16604,3,0,0,0,0,0,1,0,0,0,1,0,0,1
16606,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16611,2,0,0,0,0,0,0,1,0,0,1,1,1,1
16614,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16616,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16620,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16631,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16638,7,0,0,0,0,0,0,0,0,1,0,0,0,0
16640,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16641,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16647,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16654,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16659,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16663,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16669,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16673,10,0,0,0,0,0,0,0,0,0,0,1,1,0
16674,7,0,0,0,0,0,0,0,0,1,3,2,1,1
16687,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16690,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16693,7,0,0,0,0,0,0,0,0,1,2,1,1,1
16695,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16696,7,0,0,0,0,0,0,0,0,1,1,1,1,1
16698,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16705,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16708,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16710,7,0,0,0,0,0,0,0,0,1,2,0,0,1
16720,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16721,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16722,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16728,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16732,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16733,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16736,7,0,0,0,0,0,0,0,0,1,0,1,1,0
16737,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16742,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16745,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16752,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16753,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16754,7,0,0,0,0,0,0,0,0,1,0,2,1,0
16755,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16756,8,0,0,0,0,0,0,0,0,0,0,3,1,0
16760,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16767,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16769,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16775,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16776,6,0,0,0,1,0,0,0,0,0,0,1,1,0
16780,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16787,7,0,0,0,0,0,0,0,0,1,3,2,1,1
16789,4,0,0,0,0,0,0,0,1,0,1,2,1,1
16792,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16798,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16800,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16802,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16804,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16807,7,0,0,0,0,0,0,0,0,1,1,0,0,1
16809,7,0,0,0,0,0,0,0,0,1,2,1,1,1
16813,7,0,0,0,0,0,0,0,0,1,3,0,0,1
16822,7,0,0,0,0,0,0,0,0,1,1,1,1,1
16828,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16847,11,0,0,0,0,0,0,0,0,0,0,0,0,0
16851,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16854,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16855,7,0,0,0,0,0,0,0,0,1,3,0,0,1
16860,7,0,0,0,0,0,0,0,0,1,2,2,1,1
16868,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16869,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16870,7,0,0,0,0,0,0,0,0,1,1,0,0,1
16872,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16875,7,0,0,0,0,0,0,0,0,1,1,0,0,1
16882,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16886,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16892,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16894,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16898,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16899,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16900,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16902,11,0,0,0,0,0,0,0,0,0,0,0,0,0
16903,8,0,0,0,0,0,0,0,0,0,0,2,1,0
16909,6,0,0,0,1,0,0,0,0,0,0,1,1,0
16913,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16916,6,0,0,0,1,0,0,0,0,0,0,1,1,0
16921,5,1,1,0,0,0,0,0,0,0,0,1,1,0
16931,7,0,0,0,0,0,0,0,0,1,1,1,1,1
16935,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16939,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16943,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16949,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16952,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16957,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16958,6,0,0,0,1,0,0,0,0,0,0,2,1,0
16960,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16961,2,0,0,0,0,0,0,1,0,0,1,0,0,1
16966,7,0,0,0,0,0,0,0,0,1,1,2,1,1
16972,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16977,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16983,8,0,0,0,0,0,0,0,0,0,0,1,1,0
16988,2,0,0,0,0,0,0,1,0,0,2,0,0,1
16989,7,0,0,0,0,0,0,0,0,1,1,0,0,1
16993,5,1,1,0,0,0,0,0,0,0,0,1,1,0
16994,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17001,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17011,7,0,0,0,0,0,0,0,0,1,2,1,1,1
17012,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17019,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17021,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17025,3,0,0,0,0,0,1,0,0,0,2,0,0,1
17031,5,1,1,0,0,0,0,0,0,0,0,1,1,0
17036,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17042,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17044,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17046,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17047,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17051,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17055,4,0,0,0,0,0,0,0,1,0,1,2,1,1
17059,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17062,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17063,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17066,9,0,0,0,0,0,0,0,0,0,1,0,0,1
17070,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17074,7,0,0,0,0,0,0,0,0,1,2,1,1,1
17076,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17078,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17080,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17083,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17099,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17103,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17104,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17107,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17108,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17110,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17113,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17116,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17118,4,0,0,0,0,0,0,0,1,0,1,1,1,1
17120,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17121,3,0,0,0,0,0,1,0,0,0,2,0,0,1
17131,7,0,0,0,0,0,0,0,0,1,2,0,0,1
17134,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17151,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17153,7,0,0,0,0,0,0,0,0,1,1,0,0,1
17155,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17156,4,0,0,0,0,0,0,0,1,0,1,2,1,1
17158,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17168,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17171,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17174,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17178,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17183,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17188,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17190,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17197,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17202,10,0,0,0,0,0,0,0,0,0,0,1,1,0
17207,5,1,1,0,0,0,0,0,0,0,0,1,1,0
17208,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17209,7,0,0,0,0,0,0,0,0,1,0,0,0,0
17213,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17214,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17219,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17224,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17225,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17227,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17228,2,0,0,0,0,0,0,1,0,0,1,1,1,1
17231,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17237,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17243,7,0,0,0,0,0,0,0,0,1,1,1,1,1
17245,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17248,7,0,0,0,0,0,0,0,0,1,0,0,0,0
17250,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17252,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17253,3,0,0,0,0,0,1,0,0,0,2,0,0,1
17254,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17262,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17271,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17276,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17281,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17282,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17284,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17287,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17293,7,0,0,0,0,0,0,0,0,1,1,0,0,1
17304,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17309,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17320,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17323,4,0,0,0,0,0,0,0,1,0,1,2,1,1
17327,3,0,0,0,0,0,1,0,0,0,1,0,0,1
17337,7,0,0,0,0,0,0,0,0,1,1,1,1,1
17340,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17344,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17347,10,0,0,0,0,0,0,0,0,0,0,1,1,0
17349,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17352,6,0,0,0,1,0,0,0,0,0,0,1,1,0
17353,7,0,0,0,0,0,0,0,0,1,0,1,1,0
17367,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17371,5,1,1,0,0,0,0,0,0,0,0,1,1,0
17380,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17393,8,0,0,0,0,0,0,0,0,0,1,1,1,1
17395,3,0,0,0,0,0,1,0,0,0,1,0,0,1
17407,7,0,0,0,0,0,0,0,0,1,2,0,0,1
17417,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17421,7,0,0,0,0,0,0,0,0,1,0,0,0,0
17427,7,0,0,0,0,0,0,0,0,1,1,1,1,1
17428,7,0,0,0,0,0,0,0,0,1,0,1,1,0
17438,6,0,0,0,1,0,0,0,0,0,0,2,1,0
17440,10,0,0,0,0,0,0,0,0,0,0,1,1,0
17442,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17443,10,0,0,0,0,0,0,0,0,0,0,1,1,0
17446,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17448,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17462,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17464,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17472,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17474,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17479,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17480,7,0,0,0,0,0,0,0,0,1,1,1,1,1
17484,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17489,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17491,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17495,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17498,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17500,7,0,0,0,0,0,0,0,0,1,1,3,1,1
17504,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17512,7,0,0,0,0,0,0,0,0,1,3,1,1,1
17514,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17519,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17520,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17523,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17527,3,0,0,0,0,0,1,0,0,0,1,0,0,1
17529,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17530,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17534,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17540,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17545,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17553,7,0,0,0,0,0,0,0,0,1,3,0,0,1
17567,4,0,0,0,0,0,0,0,1,0,1,1,1,1
17577,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17578,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17579,7,0,0,0,0,0,0,0,0,1,3,2,1,1
17589,7,0,0,0,0,0,0,0,0,1,0,1,1,0
17590,7,0,0,0,0,0,0,0,0,1,1,1,1,1
17602,6,0,0,0,1,0,0,0,0,0,0,1,1,0
17603,7,0,0,0,0,0,0,0,0,1,2,1,1,1
17604,8,0,0,0,0,0,0,0,0,0,1,1,1,1
17606,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17609,8,0,0,0,0,0,0,0,0,0,1,1,1,1
17618,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17621,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17629,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17635,3,0,0,0,0,0,1,0,0,0,1,0,0,1
17644,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17654,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17655,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17657,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17662,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17666,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17667,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17672,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17683,7,0,0,0,0,0,0,0,0,1,0,1,1,0
17685,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17694,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17695,2,0,0,0,0,0,0,1,0,0,1,1,1,1
17711,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17726,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17732,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17741,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17742,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17746,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17753,7,0,0,0,0,0,0,0,0,1,1,0,0,1
17757,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17760,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17765,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17768,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17770,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17781,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17786,7,0,0,0,0,0,0,0,0,1,0,2,1,0
17791,8,0,0,0,0,0,0,0,0,0,0,1,1,0
17799,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17804,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17822,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17828,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17829,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17836,7,0,0,0,0,0,0,0,0,1,0,1,1,0
17854,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17866,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17873,2,0,0,0,0,0,0,1,0,0,2,0,0,1
17878,7,0,0,0,0,0,0,0,0,1,1,1,1,1
17899,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17904,7,0,0,0,0,0,0,0,0,1,1,2,1,1
17910,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17913,9,0,0,0,0,0,0,0,0,0,0,0,0,0
17930,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17939,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17946,7,0,0,0,0,0,0,0,0,1,2,2,1,1
17954,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17962,2,0,0,0,0,0,0,1,0,0,1,0,0,1
17972,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17994,8,0,0,0,0,0,0,0,0,0,0,2,1,0
17999,9,0,0,0,0,0,0,0,0,0,0,0,0,0
18022,8,0,0,0,0,0,0,0,0,0,0,2,1,0
18026,6,0,0,0,1,0,0,0,0,0,0,2,1,0
18033,7,0,0,0,0,0,0,0,0,1,0,2,1,0
18034,4,0,0,0,0,0,0,0,1,0,1,2,1,1
18058,7,0,0,0,0,0,0,0,0,1,1,0,0,1
18060,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18065,7,0,0,0,0,0,0,0,0,1,1,0,0,1
18067,7,0,0,0,0,0,0,0,0,1,2,0,0,1
18074,7,0,0,0,0,0,0,0,0,1,3,0,0,1
18081,7,0,0,0,0,0,0,0,0,1,1,0,0,1
18082,7,0,0,0,0,0,0,0,0,1,4,0,0,1
18095,3,0,0,0,0,0,1,0,0,0,2,0,0,1
18097,7,0,0,0,0,0,0,0,0,1,2,0,0,1
18101,7,0,0,0,0,0,0,0,0,1,3,2,1,1
18103,7,0,0,0,0,0,0,0,0,1,4,0,0,1
18108,10,0,0,0,0,0,0,0,0,0,0,1,1,0
18109,9,0,0,0,0,0,0,0,0,0,0,0,0,0
18111,7,0,0,0,0,0,0,0,0,1,2,0,0,1
18115,7,0,0,0,0,0,0,0,0,1,1,0,0,1
18116,8,0,0,0,0,0,0,0,0,0,1,2,1,1
18128,7,0,0,0,0,0,0,0,0,1,3,0,0,1
18129,7,0,0,0,0,0,0,0,0,1,4,1,1,1
18133,2,0,0,0,0,0,0,1,0,0,2,0,0,1
18136,9,0,0,0,0,0,0,0,0,0,2,0,0,1
18142,2,0,0,0,0,0,0,1,0,0,1,0,0,1
18148,9,0,0,0,0,0,0,0,0,0,0,0,0,0
18152,9,0,0,0,0,0,0,0,0,0,0,0,0,0
18154,2,0,0,0,0,0,0,1,0,0,1,0,0,1
18156,2,0,0,0,0,0,0,1,0,0,2,0,0,1
18157,7,0,0,0,0,0,0,0,0,1,3,0,0,1
18159,2,0,0,0,0,0,0,1,0,0,1,0,0,1
18165,7,0,0,0,0,0,0,0,0,1,5,0,0,1
18166,0,0,1,1,0,0,0,0,0,0,0,0,0,0
18170,2,0,0,0,0,0,0,1,0,0,2,0,0,1
18175,2,0,0,0,0,0,0,1,0,0,1,0,0,1
18189,7,0,0,0,0,0,0,0,0,1,2,1,1,1
