Unnamed: 0_x,id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,prefecture_eng,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_ac_percap,en_computer_percap,en_cooking_percap,en_freezing_percap,en_heating_percap,en_laundry_percap,en_lighting_percap,en_television_percap,en_vehicle_percap,en_waterheating_percap,en_total,en_total_no_vehicle,en_total_percap
2152,10183,山东省,临沂市,沂水县,1,29,3,0,5,5,-99,-99,4,3,2,3,50000,3,6200,4,16666.66667,1,-99,1,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Linyi,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,31.9189,22.96369664,0,0,28.11952,0,0,0,0,0,10.63963333,7.654565547,0,0,9.373173333,0,0,0,83.00211664,83.00211664,27.66737221
2153,10188,山东省,济宁市,市中区,1,64,2,1,4,1,-99,3,4,4,0,3,30000,2,10555,7,15000,3,150,2.667,32.5,1,0.429,52.5,2,1,1.5,2666.667,90,2,0,3.5,60,1155,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Jining,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,2,4.269871324,0,673.45551,19.14568188,1394.081633,0.889777778,11.1839,0,0,196.0364911,2.134935662,0,336.727755,9.57284094,697.0408165,0.444888889,5.59195,0,0,98.01824555,2299.062865,2299.062865,1149.531433
2154,10191,山东省,泰安市,泰山区,-1,43,2,0,4,3,-99,2,4,3,2,3,40000,3,30000,7,13333.33333,1,-99,3,37.5,1,0.857,37.5,1,1,2.5,4000,150,2,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Taian,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,19.21442096,38.02526,331.695,3.626076113,0,7.455933333,4.920916,116.31256,0,223.1324439,6.404806987,12.67508667,110.565,1.208692038,0,2.485311111,1.640305333,38.77085333,0,74.3774813,744.3826103,744.3826103,248.1275368
2155,10204,山东省,日照市,岚山区,1,39,2,0,4,1,2,2,4,5,0,4,100000,3,53000,7,33333.33333,7,1250,1.715,20.625,1,3,22.5,2,1,2.5,3111.111,150,2,0,3.5,105,2600,1,2.5,11,6.5,4800,1,1.25,0,11,0,0,0,0,0,1,0,0,0,0,Rizhao,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,56.4571875,22.815156,252.140525,15.9547349,1255.5,20.9698125,53.1458928,363.47675,2023.5875,209.6572083,18.8190625,7.605052,84.04684167,5.318244967,418.5,6.9899375,17.7152976,121.1589167,674.5291667,69.8857361,4273.704767,2250.117267,1424.568256
2156,10208,山东省,临沂市,沂水县,1,60,2,1,4,1,-99,2,4,4,2,0,2100,2,7150,7,1050,2,-99,1.516,56.25,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Linyi,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,104.646633,0,0,4.47356,11.1839,44.7356,0,0,0,0,52.3233165,0,0,2.23678,5.59195,22.3678,0,0,165.039693,165.039693,82.5198465
2157,10217,山东省,日照市,岚山区,-1,83,2,0,4,1,-99,-99,4,5,0,7,-99,2,5500,7,4999998.5,1,-99,3,360,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,1,0,0,0,0,0,0,0,0,0,Rizhao,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,1476.75528,0,0,4.47356,2.23678,20.13102,0,0,0,0,738.37764,0,0,2.23678,1.11839,10.06551,0,0,1503.59664,1503.59664,751.79832
2158,10218,山东省,日照市,岚山区,-1,60,3,0,4,1,-99,2,4,5,1,1,7000,2,5000,7,3500,1,-99,3,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Rizhao,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,507.7842315,12.76378792,0,8.872560667,8.8576488,171.11367,0,0,0,0,253.8921158,6.38189396,0,4.436280334,4.4288244,85.556835,0,0,709.3918989,709.3918989,354.6959494
2159,10220,山东省,济宁市,汶上县,-1,72,2,0,4,1,-99,-99,3,3,0,2,20000,2,7000,7,10000,1,-99,0.857,15,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Jining,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,32.24026867,0,0,0,6.71034,20.13102,0,0,0,0,16.12013434,0,0,0,3.35517,10.06551,0,0,59.08162867,59.08162867,29.54081434
2160,10228,山东省,日照市,岚山区,-1,39,3,1,5,2,-99,2,3,4,2,4,75000,3,36000,7,25000,2,1250,1.714,26.25,1,1,22.5,1,1,2.5,3333.333,150,1,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Rizhao,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,46.12350586,12.749646,335.4229667,31.90946979,0,33.2721025,13.6890936,67.1034,0,234.0435659,15.37450195,4.249882,111.8076556,10.63648993,0,11.09070083,4.5630312,22.3678,0,78.01452197,774.3137503,774.3137503,258.1045834
2161,10243,山东省,济宁市,市中区,1,49,2,1,5,1,-99,2,4,4,2,5,120000,2,16400,7,60000,5,825,1.607,31.875,0,-99,-99,-99,0,1.5,3333.333,150,1,0,4.5,60,2100,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Jining,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.69039063,31.874115,468.3557667,12.76378792,1021.591837,2.982373333,2.23678,116.31256,0,0,7.345195315,15.9370575,234.1778833,6.38189396,510.7959185,1.491186667,1.11839,58.15628,0,0,1670.807611,1670.807611,835.4038053
2162,10244,山东省,济宁市,市中区,1,49,2,1,5,1,-99,3,4,4,0,3,50000,2,20000,7,25000,3,375,3,55,0,-99,-99,-99,0,2.5,-99,210,3,0,3.5,80,1600,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Jining,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.94712,600.257385,7.252152226,953.4857143,10.43830667,8.8576488,33.5517,0,0,0,4.47356,300.1286925,3.626076113,476.7428572,5.219153335,4.4288244,16.77585,0,0,1622.790027,1622.790027,811.3950135
2163,10248,山东省,济宁市,汶上县,1,31,2,0,4,1,-99,-99,4,4,2,3,50000,2,32000,7,25000,2,150,2.5,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Jining,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,241.1080035,29.71772507,0,0,5.815628,60.39306,0,0,0,0,120.5540018,14.85886254,0,0,2.907814,30.19653,0,0,337.0344166,337.0344166,168.5172083
2164,10252,山东省,济宁市,市中区,1,23,2,1,5,6,2,3,3,5,2,5,120000,2,90000,6,60000,3,500,0.953,25,1,1,22.5,-99,1,3.5,2600,450,-99,0,3.5,60,1886,1,2.25,7,6.5,25000,1,4,1,9,0,0,0,0,0,1,0,0,0,0,Jining,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28.471014,81.184272,9.862927027,1021.591837,5.75172,7.5922704,17.25516,5298.12,160.4870166,0,14.235507,40.592136,4.931463514,510.7959185,2.87586,3.7961352,8.62758,2649.06,80.2435083,6630.316217,1332.196217,3315.158109
2165,10256,山东省,济宁市,市中区,-1,38,2,1,4,1,-99,-99,4,4,2,3,40000,3,28000,7,13333.33333,2,1250,3,30,1,2,37.5,1,1,2.5,3400,150,2,0,2.5,60,1500,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Jining,0,7,0,0,0,0,0,0,0,0,1,1,4,1,1,2,0,15.210104,394.6044375,19.14568188,627.3367347,32.61970833,50.103872,0,0,139.79875,0,5.070034667,131.5348125,6.38189396,209.1122449,10.87323611,16.70129067,0,0,46.59958333,1278.819288,1278.819288,426.2730961
2166,10262,山东省,泰安市,泰山区,-1,39,2,0,4,2,-99,2,4,4,0,3,36000,3,19700,7,12000,1,-99,3,37.5,1,3,22.5,-99,1,2.5,2666.667,150,3,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Taian,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,25.70818359,0,331.695,15.9547349,102.8327344,4.47356,44.288244,33.5517,0,179.7061785,8.56939453,0,110.565,5.318244967,34.27757813,1.491186667,14.762748,11.1839,0,59.9020595,738.2103354,738.2103354,246.0701118
2167,10264,山东省,泰安市,泰山区,1,19,3,1,5,6,-99,2,4,4,0,4,100000,3,60000,1,33333.33333,2,600,2,30,1,1,22.5,1,1,2.5,4000,150,3,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Taian,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.41532227,5.559996,48.82293,15.9547349,0,0.47931,1.2653784,11.50344,0,11.98275,6.805107423,1.853332,16.27431,5.318244967,0,0.15977,0.4217928,3.83448,0,3.99425,115.9838616,115.9838616,38.66128719
2168,10268,山东省,泰安市,泰山区,1,45,3,1,6,2,-99,-99,3,4,2,7,-99,3,25200,7,3333333,6,1250,1.75,15,1,0.857,22.5,1,1,1.5,2666.667,130,5,0,3.5,80,3000,1,2.75,7,7.5,3000,1,0.5,0,9,0,0,0,0,1,0,0,0,0,0,Taian,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.79359375,31.31492,304.142293,27.57320425,1518.367347,2.23678,18.1626536,60.39306,662.265,223.1324439,3.26453125,10.43830667,101.3807643,9.191068083,506.122449,0.745593333,6.054217867,20.13102,220.755,74.3774813,2857.381296,2195.116296,952.4604318
2169,10269,山东省,济宁市,市中区,1,52,2,1,4,1,-99,2,2,4,2,3,48000,3,34600,7,16000,3,1050,2.333,22.5,1,3,22.5,-99,1,2.5,3400,450,2,0,3.5,80,1600,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Jining,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36.90687,228.300345,14.80941633,1836.734694,4.47356,1.342068,0,0,83.87925,0,12.30229,76.100115,4.93647211,612.244898,1.491186667,0.447356,0,0,27.95975,2206.446203,2206.446203,735.4820678
2170,10270,山东省,泰安市,泰山区,1,50,2,1,4,1,-99,3,4,4,2,3,30000,3,20000,7,10000,1,-99,0.033,37.5,0,-99,-99,-99,0,3.5,-99,330,2,0,4.5,60,3000,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Taian,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,98.865676,4.030033583,18.51177041,1459.41691,2.982373333,25.946648,60.39306,0,0,0,32.95522533,1.343344528,6.170590137,486.4723033,0.994124444,8.648882667,20.13102,0,0,1670.146471,1670.146471,556.7154904
2171,10277,山东省,泰安市,泰山区,-1,44,2,1,4,1,3,-99,4,4,2,3,40000,3,30000,7,13333.33333,1,-99,3,37.5,1,1,37.5,1,1,3.5,2666.667,270,3,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Taian,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,19.124469,331.695,15.9547349,0,22.18140167,4.920916,251.63775,0,234.0435659,0,6.374823,110.565,5.318244967,0,7.393800557,1.640305333,83.87925,0,78.01452197,879.5578375,879.5578375,293.1859458
2172,10279,山东省,日照市,岚山区,1,43,3,0,4,1,-99,2,4,5,1,2,20000,2,18000,7,10000,1,-99,3,37.5,0,-99,-99,-99,0,2.5,2666.667,210,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Rizhao,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,362.7030225,29.71772507,0,99.8163075,77.3031168,247.16419,0,0,0,0,181.3515113,14.85886254,0,49.90815375,38.6515584,123.582095,0,0,816.7043619,816.7043619,408.3521809
2173,10284,山东省,泰安市,泰山区,-1,47,2,1,4,2,3,3,2,4,0,3,50000,3,11000,7,16666.66667,5,700,0.857,26.25,1,1,22.5,2,1,3.5,3400,150,2,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Taian,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,22.815156,93.64635583,15.9547349,0,4.47356,4.920916,20.13102,0,83.87925,0,7.605052,31.21545194,5.318244967,0,1.491186667,1.640305333,6.71034,0,27.95975,245.8209927,245.8209927,81.94033091
2174,10285,山东省,济宁市,市中区,1,31,2,1,5,5,-99,1,4,5,2,4,90000,3,750000,7,30000,3,825,1.81,17.5,1,1,15,-99,1,3.5,3333.333,210,1,0,3.5,80,1800,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Jining,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,25.834809,228.1696993,14.80941633,956.5714286,0.894712,8.8576488,60.39306,0,55.9195,0,8.611603,76.05656644,4.93647211,318.8571429,0.298237333,2.9525496,20.13102,0,18.63983333,1351.450274,1351.450274,450.4834247
2175,10286,山东省,临沂市,沂水县,-1,27,2,0,4,1,5,2,2,4,0,3,30000,3,16400,7,10000,2,400,2,45,1,2,22.5,1,1,2.5,3333.333,150,1,0,4.5,60,2100,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Linyi,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,17.13878906,3.578848,202.8131105,14.80941633,885.5685131,1.342068,4.920916,120.78612,0,266.7769317,5.712929687,1.192949333,67.60437017,4.93647211,295.1895044,0.447356,1.640305333,40.26204,0,88.9256439,1517.734713,1517.734713,505.9115709
2176,10289,山东省,烟台市,莱州市,-1,77,1,0,4,1,-99,2,4,4,0,2,20000,2,15000,7,10000,2,-99,1.928,30,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,Yantai,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,119.80423,12.32865878,0,2.684136,20.13102,0,0,0,0,0,59.902115,6.16432939,0,1.342068,10.06551,0,0,0,154.9480448,154.9480448,77.47402239
2177,10293,山东省,济宁市,汶上县,1,50,3,0,4,1,-99,-99,3,5,2,4,100000,4,37400,7,25000,2,1500,3,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Jining,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,538.8494475,0,0,7.28,20.13102,60.39306,0,0,0,0,134.7123619,0,0,1.82,5.032755,15.098265,0,0,626.6535275,626.6535275,156.6633819
2178,10295,山东省,临沂市,沂水县,1,54,1,0,4,2,-99,2,4,4,1,4,60000,2,3500,7,30000,2,150,2,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Linyi,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,265.288205,24.65731757,0,0,2.23678,60.39306,0,0,0,0,132.6441025,12.32865879,0,0,1.11839,30.19653,0,0,352.5753626,352.5753626,176.2876813
2179,10297,山东省,日照市,岚山区,-1,58,3,0,4,1,-99,2,4,5,1,1,10000,2,16000,7,5000,1,-99,3,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Rizhao,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,507.7842315,12.76378792,0,8.872560667,4.920916,171.11367,0,0,0,0,253.8921158,6.38189396,0,4.436280334,2.460458,85.556835,0,0,705.4551661,705.4551661,352.727583
2180,10300,山东省,烟台市,莱州市,1,32,2,0,4,3,3,-99,3,3,2,4,60000,2,4100,3,30000,2,400,1.5,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Yantai,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,65.053521,0,0,0,13.42068,14.3793,0,0,0,0,32.5267605,0,0,0,6.71034,7.18965,0,0,92.853501,92.853501,46.4267505
2181,10301,山东省,济宁市,汶上县,-1,36,3,0,5,1,-99,-99,4,4,2,3,50000,3,18000,7,16666.66667,1,1250,3,22.5,0,-99,-99,-99,0,1,2666.667,330,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Jining,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,66.432366,62.9094375,12.76378792,0,6.337543333,19.7731352,0,0,0,0,22.144122,20.9698125,4.254595973,0,2.112514444,6.591045067,0,0,0,168.21627,168.21627,56.07208998
2182,10302,山东省,济宁市,市中区,1,44,2,1,5,1,3,3,2,2,2,3,30000,4,-99,7,7500,5,400,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Jining,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,82.872699,351.82602,15.9547349,55.305,14.56,40.26204,0,0,0,0,20.71817475,87.956505,3.988683725,13.82625,3.64,10.06551,0,0,0,560.7804939,560.7804939,140.1951235
2183,10305,山东省,临沂市,沂水县,-1,71,2,0,4,1,-99,2,4,4,1,0,0,1,8000,7,0,1,-99,1,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Linyi,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,78.201305,22.96369664,0,2.23678,1.342068,13.42068,0,0,0,0,78.201305,22.96369664,0,2.23678,1.342068,13.42068,0,0,118.1645296,118.1645296,118.1645296
2184,10306,山东省,济宁市,市中区,1,48,2,0,4,3,-99,-99,4,4,2,2,18000,2,18000,7,9000,2,1500,2,63.75,1,1,37.5,-99,1,-99,-99,-99,-99,0,4.5,60,1500,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,Jining,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,343.904925,2.90086089,1991.54519,0,4.920916,301.9653,0,139.79875,0,0,171.9524625,1.450430445,995.772595,0,2.460458,150.98265,0,69.899375,2785.035942,2785.035942,1392.517971
2185,10319,山东省,泰安市,泰山区,1,32,1,1,5,5,-99,3,4,4,2,4,70000,1,26000,7,70000,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Taian,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,28.071589,0,0,77.427,0,2.23678,0,0,0,0,28.071589,0,0,77.427,0,2.23678,0,0,0,107.735369,107.735369,107.735369
2186,10321,山东省,济宁市,市中区,-1,47,2,1,5,3,-99,2,4,5,2,5,150000,3,118000,7,50000,4,666.667,1.179,33.75,1,1,22.5,3,1,2,2633.333,120,1.5,0,4.5,105,578,1,2.25,11,7.5,15000,1,1.25,1,11,0,0,0,0,0,1,0,0,0,0,Jining,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.68584674,54.130076,349.9620367,19.14568188,1609.007143,2.982373333,8.8576488,60.39306,2023.5875,249.6464702,5.22861558,18.04335867,116.6540122,6.38189396,536.3357143,0.994124444,2.9525496,20.13102,674.5291667,83.21549007,4393.397837,2369.810337,1464.465946
2187,10326,山东省,日照市,岚山区,1,41,3,0,4,1,-99,3,4,4,2,3,50000,3,20000,7,16666.66667,1,-99,3,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Rizhao,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,98.865676,234.603915,12.76378792,0,22.18140167,111.6600576,0,0,0,0,32.95522533,78.201305,4.254595973,0,7.393800557,37.2200192,0,0,0,480.0748382,480.0748382,160.0249461
2188,10329,山东省,泰安市,泰山区,-1,57,3,1,4,1,-99,-99,3,4,0,4,70000,2,-99,7,35000,1,-99,3,37.5,1,0.429,52.5,1,1,-99,-99,-99,-99,0,3.5,120,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Taian,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,331.695,31.90946979,2522.44898,0,13.6890936,67.1034,0,280.0521301,0,0,165.8475,15.9547349,1261.22449,0,6.8445468,33.5517,0,140.0260651,3246.898073,3246.898073,1623.449037
2189,10330,山东省,临沂市,沂水县,1,36,2,0,4,4,2,-99,3,4,1,3,30000,2,9200,7,15000,1,-99,1,37.5,0,-99,-99,-99,0,3.5,2600,150,1,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,1,0,0,0,0,0,0,0,0,0,Linyi,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,16.58429883,0,55.85125,11.88709003,0,24.91377778,0,120.78612,0,0,8.292149415,0,27.925625,5.943545015,0,12.45688889,0,60.39306,0,0,230.0225366,230.0225366,115.0112683
2190,10333,山东省,日照市,岚山区,1,60,3,0,4,1,-99,-99,4,4,1,2,15000,2,11700,7,7500,2,1250,2,30,0,-99,-99,-99,0,1.5,3333.333,90,2,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Rizhao,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,5.807025,0,383.672835,19.14568188,0,6.262984,8.94712,62.62984,0,0,2.9035125,0,191.8364175,9.57284094,0,3.131492,4.47356,31.31492,0,0,486.4654859,486.4654859,243.2327429
2191,10335,山东省,济宁市,汶上县,-1,49,2,0,4,1,-99,2,4,4,1,3,30000,3,14000,7,10000,3,1050,2.667,32.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Jining,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19.124469,471.7460475,0,0,0,22.3678,33.5517,0,0,0,6.374823,157.2486825,0,0,0,7.455933333,11.1839,0,0,546.7900165,546.7900165,182.2633388
2192,10343,山东省,泰安市,泰山区,1,45,2,1,4,3,-99,3,4,4,2,4,100000,3,45000,7,33333.33333,1,-99,3,52.5,1,2,37.5,1,1,3.5,2666.667,270,2,2,-99,-99,-99,1,0.5,7,6.5,3000,1,1.75,0,9,0,0,0,0,0,1,0,0,0,0,Taian,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,31.874115,464.373,15.9547349,0,26.84136,4.920916,139.79875,2317.9275,266.7769317,0,10.624705,154.791,5.318244967,0,8.94712,1.640305333,46.59958333,772.6425,88.9256439,3268.467308,950.5398076,1089.489103
2193,10344,山东省,临沂市,沂水县,1,35,2,0,5,4,-99,-99,5,4,1,3,50000,2,12600,7,25000,1,-99,1,37.5,0,-99,-99,-99,0,1.5,2600,210,1,0,1.5,25,1814,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Linyi,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,38.02526,110.565,12.76378792,203.3527697,53.68272,8.8576488,0,0,0,0,19.01263,55.2825,6.38189396,101.6763849,26.84136,4.4288244,0,0,0,427.2471864,427.2471864,213.6235932
2194,10346,山东省,临沂市,沂水县,-1,31,2,0,4,3,-99,-99,3,4,1,3,30000,3,11300,7,10000,1,-99,1,15,0,-99,-99,-99,0,1.5,2666.667,210,1,2,-99,-99,-99,1,-99,-99,-99,2000,1,1.75,0,0,0,0,0,0,0,0,0,0,0,0,Linyi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3.578848,48.360403,11.88709003,12.96210938,2.982373333,4.920916,0,0,0,0,1.192949333,16.12013433,3.962363343,4.320703127,0.994124444,1.640305333,0,0,0,84.69173974,84.69173974,28.23057991
2195,10350,山东省,泰安市,泰山区,-1,62,2,1,4,2,-99,2,4,4,0,3,50000,2,-99,7,25000,1,850,3,37.5,1,0.429,52.5,1,1,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Taian,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,71.2973625,12.76378792,0,0,4.026204,95.06315,0,280.0521301,0,0,35.64868125,6.38189396,0,0,2.013102,47.531575,0,140.0260651,463.2026345,463.2026345,231.6013173
2196,10363,山东省,临沂市,沂水县,-1,66,2,0,4,1,-99,-99,4,5,0,1,6000,2,5500,7,3000,2,-99,1.516,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Linyi,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,102.2537425,12.76378792,0,0,2.23678,44.7356,0,0,0,0,51.12687125,6.38189396,0,0,1.11839,22.3678,0,0,161.9899104,161.9899104,80.99495521
2197,10366,山东省,泰安市,泰山区,-1,70,3,0,4,4,-99,2,3,2,0,0,1200,1,40000,7,1200,2,1250,2,37.5,0,-99,-99,-99,0,1.5,3333.333,60,1,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,1,0,0,0,0,Taian,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,2,5.87615625,0,215.4140625,0,0,3.131492,24.60458,20.13102,0,0,5.87615625,0,215.4140625,0,0,3.131492,24.60458,20.13102,0,0,269.1573108,269.1573108,269.1573108
